"stock","b0","f0","msy","mean_r","price","bOA"
"10","0.45525","1.97062557278434","197.616015602816","0.177742305316252","1","0.270055563"
"20","0.57121","1.98536649076854","226.774674916929","0.35826733898383","1","0.270055563"
"56","0.47745","1.85025024439084","30.9052802835086","0.274455936003467","1","0.556295177"
"76","0.44554","3.55736975082438","57.8403345560005","0.349547192364744","1","0.556295177"
"95","1.2515","1.00948793825219","9189.37968071354","0.256971219217921","1","0.270055563"
"146","0.59297","1.52674280942774","277.078508276744","0.128979822542613","1","0.556295177"
"227","1.0401","0.123642528530183","1348.7423043767","0.249018136973358","1","0.270055563"
"320","2","0.731472349767691","3822.01750585215","0.204311712861434","1","0.177693885"
"334","0.47712","2.07669852324631","14728.8153654833","0.109963400923104","1","0.270055563"
"336","0.23202","2.39823498379072","24.2046832999321","0.203243134561206","1","0.270055563"
"347","0.42288","0.986496852165973","433.557124914776","0.0540643709796203","1","0.177693885"
"375","1.0424","1.93115259209375","15742.9956545879","0.139575737791646","1","0.270055563"
"379","0.62943","2.57920072049226","419.93747146492","0.191434993347005","1","0.270055563"
"381","1.4878","0.653021694921698","16678.5737433215","0.215218164292777","1","0.177693885"
"403","0.50573","3.03015072341148","4804.23264494794","0.117704561825668","1","0.270055563"
"411","0.58591","2.08227051692673","7041.71946313458","0.0926878024003935","1","0.270055563"
"448","1.3464","1.52136350845639","3529.67960867169","0.266040601920014","1","0.177693885"
"462","0.36818","3.1562273300326","2699.79008435177","0.0788690955835121","1","0.270055563"
"495","1.0074","0.222162132373638","1641.41499795323","0.146198387865647","1","0.270055563"
"496","0.62067","0.960523921213921","3135.13190749875","0.135781629823223","1","0.270055563"
"497","1.3347","1.32108914196922","893.142756104104","0.147007468662242","1","0.270055563"
"510","1.8722","1.35704576868794","104.431395315494","0.19054938247603","1","0.177693885"
"567","0.29639","3.13539012078751","476.599887105258","0.258742454922067","1","0.270055563"
"647","0.82735","1.76387398548498","34.0807475387857","0.240338459237557","1","0.270055563"
"764","0.53637","1.92756047412953","1311.70073897077","0.13870358020502","1","0.270055563"
"841","0.15074","3.35151467623538","533.745112029976","0.145318646126205","1","0.270055563"
"924","2","0.632038489873912","230936.275701099","0.479118631901124","1","0.45951432"
