MaxNPV,SQ,CatchShare
0,0,0
-77.6076292290578,6.50346256553531,-64.033905382518
-53.8924129361715,13.2012893497449,-31.0763491782104
-18.0707884553251,-2.64053536290454,40.2073530040051
36.9860451511442,-19.9881931406952,153.478041478814
112.156946405521,-20.8697153924577,300.583862222361
227.494240521629,-17.539350363308,494.562903109643
361.322092063329,-14.3139258817831,610.729695438142
371.564878638862,56.4786053847951,670.580273622144
476.038548965584,64.0022092092198,908.826292901439
641.892351123861,104.023219059853,1224.76786706338
826.877649258597,113.736151563776,1450.34385528892
1020.41954774645,119.864740788337,1723.74613297687
1228.04109046252,94.0479385224902,1911.3086846745
1427.91151035685,101.414173373937,1911.30868467551
1479.75630813782,94.5954649654295,1911.30868467562
1480.49336011575,74.5434761585593,1914.86392488527
1480.91766100714,55.3696480204667,1914.95091247843
1561.6331372266,37.017811020596,1914.99618264687
1561.63313722663,16.9246635754261,1915.01974128221
1561.63313722663,16.9551877383363,1915.03200097025
1561.63313722663,18.5653468102976,1915.03838072767
1561.63313722663,20.0765670614391,1915.04170063948
1561.63313722663,21.4930178504085,1915.0434282574
1561.63313722663,22.8189630136122,1915.04432727504
1561.63313722663,24.0587130668396,1915.04479510538
1561.63313722663,25.2165832431119,1915.04503855461
1561.63313722663,26.2968571951559,1915.04516524052
1561.63313722663,26.3539945295589,1915.04523116522
1561.63313722663,20.751731140999,1915.04526547105
1561.63313722663,15.3125023505045,1915.04528332309
