Country,GroupCount_CountrySums,sum_msy,sum_catch0,sum_DeltaRawBio_F1,sum_DeltaRawF_F1,sum_DeltaProfits_F1,sum_DeltaYields_F1,GroupCount_CountryMeans,mean_msy,mean_b0,mean_f0,mean_y0,mean_PercBio_F1,mean_PercF_F1,mean_PercProfits_F1,mean_PercYields_F1,GroupCount_CountryMatrix,median_msy,median_b0,median_f0,median_y0,median_PercBio_F1,median_PercF_F1,median_PercProfits_F1,median_PercYields_F1,GroupCount_CountrySD,std_msy,std_b0,std_f0,std_y0,std_PercBio_F1,std_PercF_F1,std_PercProfits_F1,std_DeltaRawBio_F1,std_DeltaRawF_F1,std_DeltaProfits_F1,std_PercYields_F1,std_DeltaYields_F1
Sierra Leone,7,14143.7578343553,22250,109389.483824124,-0.539147757651095,38806771.8942079,5036.23220014783,7,2020.53683347933,0.565597142857143,1.81303220888019,1.2788937076009,266.469588643058,-42.7607924116529,198765862650.699,97.9345195765782,7,1668.99788315885,0.63505,1.9,1.40803054558238,300.701415031214,-45.5725454019049,59284503684.8717,90.1626330909137,7,2245.84961251791,0.218774421319791,0.228985935676163,0.54656529361406,149.66954718422,12.1033722225663,257809457256.307,19241.7609655973,0.0410085043814465,4641080.67029218,64.7661809919209,541.137469186379
Malaysia,7,13675.7903045911,13168,99991.2434916928,-0.559849721368596,49900859.0051222,7770.87955169993,7,1953.6843292273,0.498851428571429,1.9,1.05011174646357,292.849265052788,-45.388942458392,615595607943.983,113.25555390099,7,1013.94109950101,0.47153,1.9,0.995887821324171,289.002813003891,-45.5079510827082,317260656691.055,101.399419635335,7,2797.34526618668,0.187171713178797,2.39835584666591e-16,0.354366208905938,65.1994275979037,3.15912787452627,934838558426.745,16806.9864192619,0.0310067965711496,10931045.9346203,27.3812329473024,1709.37324159608
Turkey,12,13557.8634202637,10769,81368.1599585917,-0.206577665979145,25911250.2367461,4480.93258141467,12,1129.82195168865,0.445069166666667,1.37138734078243,0.704527712026898,117.683269558659,17.9148231163892,110266206423.353,78.7422546106929,12,536.549553499998,0.36606,1.72041317939343,0.747693294826263,120.280182636729,-37.2835030219344,272.121359101579,71.4396613806376,12,1214.22859589695,0.235827544981433,0.639184697519648,0.441956952192267,115.545819760737,111.948214884567,291152122954.329,12255.9667505689,0.0317823431731905,3190014.66828987,60.1725030120567,490.445171049531
Tunisia,15,12872.0756265734,12096,53518.3336704552,-0.752183026539792,25611489.4772314,4084.16138555638,15,858.138375104896,0.596504666666667,1.4866325207437,0.982796822856522,167.115941801462,-25.3548879463448,129448272993.051,66.2982071536393,15,486.232516702413,0.57449,1.72421555178456,0.86480567959507,183.690028229475,-40.5735016202831,530.17911879055,68.5870500292075,15,968.278583647903,0.233307242428356,0.439536886705368,0.531157128598847,156.877534205569,25.6825035239861,224895706051.4,6055.83632250074,0.0499997486959325,2428623.41891488,60.6668554529405,367.747336183237
Mexico,9,12504.9639024346,5048.5,26815.8168214131,0.087081796558272,32249858.684367,7232.7106260224,9,1389.44043360385,0.322092222222222,0.792414692363347,0.317937771577462,51.8716846423251,701.28258438883,142736024565.974,433.135194204858,9,703.89723493553,0.26262,0.624345076980879,0.16683097489893,-2.91308302544271,74.4488075052301,82.9016860932714,79.7663798017866,9,1388.01605310312,0.169202591940681,0.661983147399076,0.419903504310425,137.620378772376,1456.52423059572,428208072266.311,22353.1604633874,0.0490061699771148,5220593.78810866,770.879109128025,979.948645243346
Venezuela, Boliv Rep of,5,12252.0625992165,10057,107612.499981062,-0.157707763575992,27075523.7148877,4074.75795595243,5,2450.41251984329,0.484502,1.67613538613814,0.867745576939821,139.664939863299,-31.3293995850417,352440042779.616,56.1423405321707,5,2144.80890533517,0.40925,1.9,0.865220975931616,182.433914371614,-38.3681428467477,30040.2922703955,74.069266657852,5,1585.41786371767,0.153252306083791,0.315190640047414,0.10325923810936,87.6458263468155,13.0066213018152,566550013345.869,19400.9095352599,0.0147191627771973,5091282.16354225,37.6337166149497,767.73836216159
Morocco,8,11685.7730035099,10581,60315.4313542158,-0.468648050322455,35543856.5380491,4397.79285677392,8,1460.72162543874,0.52933875,1.47123651985499,0.9284799134964,169.710606270546,-26.8097428146475,117772322763.708,61.9706167342671,8,297.96785042348,0.524245,1.50916205836445,0.756766521738446,107.70496539699,-35.8941987655286,152.279590060261,35.7846651887601,8,2610.4062575468,0.224244051071754,0.42615171070488,0.650522312907195,194.955887370495,28.6109107819114,252668479996.577,11348.7969716084,0.0638382038359077,6860383.50683094,68.4318728123815,854.574529964229
Pakistan,7,9709.61980281991,4084,-15341.6013258633,-0.171403082213731,23365242.2720185,5476.31338649417,7,1387.08854325999,0.409648571428571,1.39222636970895,0.574521464692121,182.429335155909,156.887474596079,31656653035.2205,185.517993494221,7,713.278638835813,0.42112,1.72560107773668,0.71360611728226,134.344292334684,-33.0887782801181,448.509515823865,84.4453813263843,7,1619.86403030394,0.164787715908334,0.681652097112598,0.351774780432553,232.180687202539,495.392871491652,74379856815.247,27645.2804959341,0.0424094476601959,4262099.40390607,249.907671820906,1399.65991707889
Cuba,7,6417.04771966586,2163,-27795.9353308857,-0.154853925881739,11448161.4797324,3254.85578625113,7,916.721102809408,0.48709,1.17493868193491,0.577109894517035,125.262999519433,472.903918164553,18215384559.6487,317.18510070742,7,486.093400664117,0.52003,1.49462284439369,0.502178329487835,100.878140150577,-22.5602117352604,829.89101342298,109.199062000113,7,1096.12549930114,0.175550067312244,0.809209258682213,0.485472024663951,159.693452645905,892.25598698105,45690958750.5217,17389.0728402219,0.0796744248887195,2366867.7954047,431.94713504738,863.823033834633
Guinea,2,5927.42151640007,7670,32693.1749211483,-0.230279375132447,23324976.2401065,3659.45074208838,2,2963.71075820004,0.419505,1.93535879102859,0.967218182897505,430.509248916051,-48.292305661844,981543149057.542,174.436067125033,2,2963.71075820004,0.419505,1.93535879102859,0.967218182897505,430.509248916051,-48.292305661844,981543149057.542,174.436067125033,2,4033.60269413044,0.142842640867494,0.0500048818217482,0.480188625036978,26.5507581654022,0.918740317051452,1337096249703.68,21802.7762358905,0.036696501189387,15844841.6089447,18.6027872321078,2484.85093640973
Cute d'Ivoire,10,5857.24710709649,2660.5,22059.0750564518,0.0250772593811614,7998921.12255455,1883.8290001178,10,585.724710709649,0.295354,0.96128262059021,0.303519637619604,66.8180711985629,61.6465614557489,266739157.150875,97.8956269333627,10,121.110865678567,0.26639,0.948834705154326,0.309457014855827,29.9649327538372,24.9596626999486,115.253147585729,101.759809303625,10,1053.31278829076,0.167695952657713,0.574257011074736,0.220975734103364,127.552922590326,95.1674549514346,843502957.895493,9467.20964441344,0.0307883306628499,1719352.15903564,61.9868254870073,293.985064672447
Cameroon,6,5372.50845680516,1146,-29441.5967160688,0.00761628672144042,10772903.2694135,3285.44504442128,6,895.418076134193,0.340331666666667,0.780822862368168,0.327482680618821,80.2339522388239,385.453863461035,33006487545.5752,278.549160641352,6,650.79937825236,0.3548,0.452277742395442,0.17063708638416,-21.4982132817967,121.616279174376,181.607372781354,114.848116280578,6,554.84119264364,0.103587995717007,0.765483575256134,0.368822887180757,204.571123983678,710.059692706136,80849052057.5222,8724.87643320377,0.0789131748115098,1482592.79209227,423.006784879007,512.270630439587
Gambia,9,4983.23607229139,7370,30947.0863077848,-0.768084999604953,16611166.556902,2394.83226178172,9,553.692896921266,0.551025555555556,1.70707832069449,1.35487549865236,274.633821758919,-24.1859568312008,74061232015.968,119.339070548055,9,374.325829104953,0.53057,1.9,1.26807774062789,241.807118044665,-46.1637718012127,68582762705.9659,116.07358747578,9,357.728923671874,0.27232575870229,0.500323563357527,0.772800511389273,154.231824056901,68.1404972081634,83052906105.4595,2340.17348287804,0.0579984984662795,1222385.713822,52.4355014115322,141.211631032686
Namibia,4,4705.67019813075,717,-10592.0532306647,0.113731480416516,12773256.356219,2973.8829711735,4,1176.41754953269,0.367455,0.519436335142343,0.179810227253078,6.42838185068967,3015.79317738908,1230.84936327454,1632.37988270859,4,979.566228647647,0.2453,0.299470461475192,0.130460373781545,-36.6006130810176,1580.59376107799,752.751161246753,859.712400078568,4,1184.65167410557,0.296964167816029,0.681782698257245,0.217836167519511,92.6404049916192,4201.80034702314,1551.54150066933,13087.0924935727,0.0594161065606158,3024543.69813422,2233.51734082893,658.623657847508
South Africa,10,4243.28797410953,109838,24853.9093670422,-0.176972877108504,6059286.12152421,1005.85176421076,10,424.328797410953,0.5149110062,1.23807605048944,70.095896344814,89.7350773867115,-8.52047933268731,20340568071.0012,48.20306459032,10,270.972618566492,0.455395,1.09760572813973,0.639329500369828,37.3758934222794,-9.94821903187812,75.537922433624,55.5327238644025,10,359.45949394726,0.27996463520217,0.415949579739438,219.913605913376,120.376665754226,28.3921988765922,57653599118.0092,3914.16716442803,0.0400382275429661,890139.386426597,42.0102320013208,144.131692770087
Korea, Dem. People's Rep,1,3984.64216106241,3000,29214.3970189344,-0.0956620602765587,15587662.3232364,2488.89499473695,1,3984.64216106241,0.31936,1.9,0.752890693502104,400.103930238958,-46.7178630113978,1300230095729.28,166.466061195305,1,3984.64216106241,0.31936,1.9,0.752890693502104,400.103930238958,-46.7178630113978,1300230095729.28,166.466061195305,1,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,1,3732.03716182103,3598,32864.4490045466,-0.0679463463807654,13325762.9010068,2083.35224056998,1,3732.03716182103,0.36384,1.9,0.964084719414844,308.179826777751,-44.297546422041,1190556913870.86,127.366178525471,1,3732.03716182103,0.36384,1.9,0.964084719414844,308.179826777751,-44.297546422041,1190556913870.86,127.366178525471,1,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,4,3458.80585743651,2414,26131.5407269781,-0.0707635403964197,8801938.20575936,1482.1001211111,4,864.701464359127,0.3488625,1.39136365807933,0.579880419244298,155.245203154878,46.2475621396673,20792475959.2507,106.37008418218,4,858.440637174224,0.30279,1.69757943824142,0.62604181807946,164.252457364118,-33.5088932178041,1212.99464169509,107.97393019501,4,694.163746918163,0.126983071148611,0.766825132391583,0.395207218900494,158.574150894458,165.939364398965,41584950237.4789,7441.50327482571,0.0555927927870251,1843404.34667596,42.9124597485168,254.895393730513
Iceland,7,3109.22807823331,503.5,-8474.55313463982,-0.190169815760765,2318062.33931049,1185.79412181526,7,444.175439747616,0.43291,1.16946493756551,0.685340323969268,187.941539837035,369.978292776322,54834524.8533894,281.972585119122,7,88.8094082545256,0.34679,1.9,0.72421495772531,276.631003847098,-38.1955634833985,818.460758502668,147.405648779112,7,1001.7969071292,0.164833686787622,0.919641989841432,0.625140809533001,224.431978929206,778.741110758517,111061956.204525,3477.75089696076,0.110633086581105,433097.949298495,355.330001765209,329.001339567029
Faroe Islands,6,2984.97790304336,2790,11416.7998284423,-0.340771061602093,3179081.13100254,321.939708973911,6,497.496317173894,0.477725,1.50418537019744,0.706003686885892,153.004145541638,-32.851874809432,542449230.175953,56.5172552823595,6,223.719011604397,0.41363,1.48661262203513,0.667903412985926,154.785048593333,-32.1619001270509,292.259815038711,52.1279168466537,6,738.766149252302,0.206186398460228,0.378886935741417,0.267358672393988,121.119072093872,14.260591257799,1328723135.80157,2745.90941480423,0.0487136778061843,765288.624074674,51.6877852172537,69.9988729102306
Egypt,3,2957.23712943989,3131,20307.8618801202,-0.165342115208949,6378656.66323487,863.442788251284,3,985.745709813295,0.556823333333333,1.79215109292521,1.12998265282897,177.902994342879,-40.5042601759477,58000420144.8922,62.7568420407295,3,729.732080192982,0.68524,1.9,1.07714161755123,172.640565729039,-42.1923963933036,627.488780052637,57.6069775076976,3,660.639142084964,0.255102729176568,0.263839010958286,0.635942356839401,83.4957601290179,4.94914015728905,100459673923.104,3075.41456177706,0.0224930030702054,766930.366745067,37.3091594402917,103.168352640944
