MaxNPV,SQ,CatchShare
0,0,0
2.55155767671185,2.55155767671185,2.55155767671185
23.5364585090314,10.5244046757673,23.5854221449654
41.5738575139454,13.8334846901539,41.8822835728521
60.1117903024794,9.47508932979138,54.6018308888585
65.8512270746153,15.1948290369398,64.8398581980199
80.1611833013491,16.8903680230159,66.6874832757448
83.7881714202542,19.2442857439923,73.6827549865499
90.3321185273946,18.9391428193129,78.7781554350992
95.0183151505708,22.9428863422539,85.0682940434241
99.8313629017956,21.7130062802139,86.8804457658743
101.336210423428,26.1792672261394,87.7908626711821
103.466138004827,26.4415295568898,92.2432929585063
103.498111038286,25.3164976524098,92.7908498570822
107.723805393181,29.6469454581714,92.8555212614413
110.518188321717,34.0327880265684,92.8560128556948
110.691465146764,36.9707986239249,94.017975756207
113.840858993276,38.4246926469176,95.7782019174864
115.684717675059,38.7433822318167,95.8210622952301
115.894359371655,39.0478017717772,95.8487088895785
116.039995554367,39.4533989654361,95.8665356179524
116.141037010156,39.6161119677317,95.8780277664136
116.21107588338,39.8811002365342,95.8854351705372
116.259594366318,40.134013626713,95.89020924392
116.293190313961,40.3753579148413,95.8932859444223
116.31644636599,40.605621833064,95.8952686763687
116.332541500761,40.825277243703,95.8965463843385
116.343679074688,41.0347793573267,95.8973697485711
116.351385326861,41.2345669886284,95.8979003247486
116.356717028275,41.4250628448936,95.8982422258528
116.360405680025,41.6066738422578,95.8984625445382
