"","stock","sigR","startbio.1.","startbio.2.","interbio.1.","interbio.2.","finalbio.1.","finalbio.2.","min.yr.","max.yr.","res","max.ct.","ct.1.","ct.nyr.","length.r.","exp.mean.log.r...","sd.log.r..","min.r.","quantile.r..0.05.","quantile.r..0.25.","median.r.","quantile.r..0.75.","quantile.r..0.95.","max.r.","exp.mean.log.k...","sd.log.k..","min.k.","quantile.k..0.05.","quantile.k..0.25.","median.k.","quantile.k..0.75.","quantile.k..0.95.","max.k.","exp.mean.log.msy...","sd.log.msy..","min.msy.","quantile.msy..0.05.","quantile.msy..0.25.","median.msy.","quantile.msy..0.75.","quantile.msy..0.95.","max.msy."
"5%10","331",0,0.1329,1,0.06804,0.83916,0.053757,0.663003,1960,2009,0.188406553,0.141,0.1,0.011,56,0.104347598702259,0.527345339754066,0.029832177948559,0.043566009346697,0.0680972635828928,0.113763180425634,0.15259631431924,0.220062418978222,0.263514846724131,1.10730887544904,0.265769313249533,0.577657276197472,0.675920882793934,0.982398820234138,1.15635785981294,1.37552125774827,1.50198964017401,1.54672006665147,0.0288862555437014,0.388166177960741,0.0105206224295988,0.0146432226570299,0.0219771108939762,0.0303546558266519,0.0380131313859983,0.0488257735521951,0.06263430216592
"5%11","334",0,0.0280275,0.3456725,0.035376,0.436304,0.035784,0.441336,1971,2009,0.340403868,24.132,2.4,13.213,102,0.107863814456601,0.265722179455313,0.0596155657707181,0.063072918138623,0.0916596980307841,0.112808386623388,0.13281550249392,0.15485065008406,0.168338393453552,439.256986413531,0.168028691615064,294.375861626237,333.371786195935,388.576009561856,456.342509581888,503.861502875373,544.783027948151,550.472201857652,11.8449835203187,0.232551089065106,8.09721208342077,8.26546866868743,10.2983611493957,11.4528199485764,13.8905600308166,17.516889701762,21.396440559194
"5%12","336",0,0.01445625,0.17829375,0.01542825,0.19028175,0.0174015,0.2146185,2000,2009,0.340403868,0.021,0.002,0.009,80,0.167304279869197,0.644990769622287,0.0578188434144037,0.0595510808628605,0.107407515381691,0.177188606445075,0.249480453351261,0.486871639342875,0.54189868903666,0.487405964850968,0.319363976350558,0.196140700824194,0.266508610696729,0.405315665817656,0.518303349785105,0.633589545939674,0.703970623737086,0.715288522194787,0.0203862759883355,0.624777048970367,0.00636131355762597,0.00660252514440667,0.0139709303496043,0.0197928715720815,0.0291218620826943,0.0728433112664638,0.0826251252331964
"5%13","339",0,0.0763275,0.9413725,0.05145975,0.63467025,0.03921525,0.48365475,1997,2009,0.188406553,9.975,8.783,2.434,132,0.129676027969456,0.731435672349114,0.0287360491684786,0.039259054594241,0.0799291185471821,0.132155027709565,0.247469816942711,0.352747863094129,0.392550196289953,76.4782357100673,0.207525239539123,42.4109132943244,52.3692479915281,67.0142171623445,78.4035941757,88.6397814579614,105.050713603335,110.533513874727,2.47934845824834,0.689548459733139,0.592731499078289,0.828235789341493,1.47238965509861,2.46204535180933,4.54538303072262,6.74529700491932,7.91065271508118
"5%14","347",0,0.07968,0.98272,0.03037425,0.37461575,0.031716,0.391164,1955,2009,0.231339889,4,2,0.17,140,0.0518321848034905,0.253559285293573,0.0350821143521622,0.0367320724231694,0.0419576607612611,0.0495865601162131,0.0623729057155434,0.0812520263639812,0.097694035509011,32.0072886107632,0.11403895337934,26.158940618541,27.2311623613977,29.081755586202,31.4040227271626,35.1691006733339,39.1225940519682,40.5286587411191,0.414751924582933,0.266010332447668,0.256139465731048,0.286899271664147,0.339510921653514,0.415715087647133,0.481798425273662,0.658649847800668,0.852888638069222
"5%15","348",0,0.1128225,1,0.0859875,1,0.06932325,0.85498675,1983,2009,0.188406553,34.096,9.291,16.693,143,0.119984337766235,0.702081939803361,0.0287334333271968,0.0386523495185154,0.0709020502989696,0.115563256926689,0.206208609591806,0.341873476928448,0.40779998137375,661.991991792062,0.492852919951798,264.885687332118,303.181140316755,449.291650219146,642.478769922564,981.758195426271,1428.36133568829,1600.84975488178,19.8571676854303,0.67418224110077,4.72488440692364,7.13419637914367,10.9634441463833,20.9248809243847,34.0044344234877,60.1491959658447,76.1072965363537
"5%16","351",0,0.06002175,0.74026825,0.0832575,1,0.0800925,0.9878075,1972,2009,0.188406553,4.67,0.1,2.231,153,0.136062818984949,0.708414574152344,0.0301190857420604,0.039448255237467,0.0780127619563943,0.14774839192167,0.248990118240276,0.379960666940337,0.405270593208694,41.3109094144255,0.367455949379413,18.4652555516849,21.9880445937645,32.3459496894968,42.1224817551643,55.7759169081497,70.793731997269,75.3865573850925,1.40521969743965,0.648074895010386,0.293983387355848,0.463052380422206,0.925909975381674,1.43474813279771,2.20133474726743,3.6974077778764,6.57150568298145
"5%17","375",0,0.06518025,0.80388975,0.04544925,0.56054075,0.07818,0.96422,1971,2009,0.340403868,29.989,3.5,26.601,41,0.143055147537643,0.488315526147188,0.0562378608364167,0.066493820674753,0.105342176776644,0.154049872967596,0.202245400369112,0.288102819519023,0.36756724582368,375.85042669282,0.243957521541339,207.451861848456,250.950257078739,340.667863074618,408.778207660414,456.481204399064,495.889397382782,508.256227449926,13.4418345606569,0.373340987946939,6.64159300574599,7.58829483667665,10.6530296116839,14.2006926929826,17.3294646316356,24.601153653883,29.6878475011124
"5%18","379",0,0.03299625,0.40695375,0.026589,0.327931,0.04720725,0.58222275,1996,2009,0.340403868,0.498,0.075,0.447,97,0.191933488535883,0.704628330339333,0.0546147323330807,0.0596744297136981,0.110085467089742,0.198734460335734,0.336058653317757,0.550448824379841,0.657329282025879,6.53537292781515,0.572711813695473,1.91486991159771,2.2686338330255,4.43777379823229,7.10398597057139,10.6419299250914,14.1672516095462,14.9721292731524,0.313589231229632,0.58500911408047,0.105397283187648,0.135313756102929,0.201296540406468,0.294279822879931,0.48129640655116,0.899526760597664,1.46785138226408
"5%19","381",0,0.15,1,0.1251825,1,0.111585,1,1966,2009,0.231339889,13.597,3.7,8.99,140,0.167818576729795,0.748062532943965,0.0365759896183608,0.0440347320976265,0.0900245909904421,0.20256963079566,0.297239089541136,0.478769220110056,0.49465382974357,284.227552262321,0.530536183176346,77.7418729299502,115.313735888403,187.672570829473,298.084156284139,467.956209916765,620.422534738663,671.934782538931,11.924665822014,0.6495875733184,2.75802617746971,4.66005236886601,8.0730433123671,11.4294804674557,17.0230166966223,35.7845311868719,56.9037529151577
"5%20","403",0,0.045924,0.566396,0.03590925,0.44288075,0.03792975,0.46780025,1970,2009,0.340403868,15.365,2.1,6.984,45,0.102469205285446,0.346586857617158,0.0573539069864705,0.0603530392002557,0.0734050855675553,0.104356620535891,0.129336899890836,0.178268750029392,0.214560796141875,185.384403645619,0.263796029406492,97.8437826069908,114.012210243153,154.750061794568,181.149000224306,223.685535188109,276.028655636706,283.069117717351,4.74904812847071,0.291531175686699,2.72255456943812,3.01184966158575,3.87620531587734,4.93120616234289,5.81331566040969,7.6036996237808,9.28603553890499
"5%21","411",0,0.0433575,0.5347425,0.0341205,0.4208195,0.04394325,0.54196675,1966,2009,0.340403868,11.475,2.7,7.873,80,0.0921937220662011,0.33215999061099,0.0518331052831925,0.0566041602549141,0.0758533420535991,0.0853148515061721,0.112054058535983,0.172763314006537,0.189567234875576,318.522446880455,0.349266812890507,125.363454515776,177.918492920287,245.802816662196,341.31406469609,430.843023058622,499.795195632116,511.988691179901,7.34144248488573,0.290698713094092,3.67581314714783,4.75332301915749,6.19726745113856,7.3277806534838,8.56332876137362,11.126215062794,20.4325727212967
"5%22","419",0,0.1236075,1,0.06108825,0.75342175,0.05427525,0.66939475,1996,2009,0.188406553,0.226,0.226,0.072,165,0.116405316442336,0.732168419531626,0.0286456315131158,0.0368456718735225,0.0638056082453162,0.113956442540689,0.226504794899047,0.357560360395425,0.399298980637642,1.62467591294031,0.205387462862988,1.00710413346509,1.12477427763264,1.40881617474582,1.68637214867255,1.94479437374812,2.15317138451788,2.20795539734699,0.0472802284405144,0.699237154333957,0.0123659340061007,0.0161366574040951,0.0262695082495383,0.0470689158870641,0.0869865292679075,0.139414552950172,0.186428975698753
"5%23","444",0,0.15,1,0.15,1,0.15,1,1998,2009,0.188406553,6.479,2.462,6.479,101,0.168251667141081,0.641813340643307,0.0318084357210457,0.0451956016382354,0.123207533500649,0.202688740337147,0.270523174995792,0.367483627421462,0.413917590112683,56.4524270882366,0.144506826647781,40.8615763472757,44.0448212916954,51.8727796008644,57.2068349451305,63.6971748606854,68.6017837725948,68.9450756250226,2.37455374293904,0.569405241963571,0.515790581493435,0.715892896363131,1.80857762829308,2.7076882518935,3.47498493351062,4.86758984018193,5.96441265425736
