"","IdOrig","BvBmsy","FvFmsy","MSY","Catch"
"1227","1259-FAO-41-33",0.800139633327673,3.02784765833865,2324.67819897296,5632
"1228","12949-FAO-34-45",0.594474584082501,1.92766157520095,2321.22668404634,2660
"1229","13714-FAO-27-57",1.59263241204734,0.50965035011996,2321.09556440406,1884
"1230","16552-FAO-27-52",0.759802588437924,0.194602327193856,2319.77210471185,343
"1231","10507-FAO-87-34",0.6235,0.764193563091875,2319.11585463926,1105
"1232","4181-FAO-27-33",0.769978017024161,0.82901409619677,2318.57673648606,1480
"1233","13691-FAO-27-57",1.41976974267628,0.511970051197979,2318.1281028818,1685
"1234","5049-FAO-21-42",0.789773292519598,0.993535183835718,2310.53264813727,1813
"1235","2147-FAO-61-34",0.92842635086011,0.699861924294486,2308.50826777308,1500
"1236","10091-FAO-51-33",0.839696081383967,1.20829572814409,2303.36808932054,2337
"1237","6228-FAO-37-31",0.500708182829479,1.80681864124805,2300.23829109996,2081
"1238","11111-FAO-27-56",1.74663489160109,0.28110999978993,2291.25853661249,1125
"1239","SEFSC-GRAMBERGM-1986-2004-JENSEN",0.478,1.53,2285.650088,1670
"1240","NZMFishINSHOREWG-NZSNAPNZ8-1931-2005-JENSEN",0.353,2.5,2284.7076,1950
"1241","Lumped-Great barracuda-FaoRegion71",0.296030860188534,7.08680979418999,2262.24673486818,4746
"1242","1885-FAO-87-44",1.34164785379013,0.839043376804552,2260.81399489273,2545
"1243","7033-FAO-47-42",0.640131636675074,0.560184973843409,2258.83377089336,810
"1244","14997-FAO-71-35",0.816119970626429,1.19919751463036,2256.07921292629,2944
"1245","3663-FAO-27-55",0.631725009461045,4.70991744635815,2255.8518896703,6712
"1246","4830-FAO-34-33",0.678368379123017,1.42227822839087,2251.1771033766,2172
"1247","12867-FAO-34-33",1.28816326091836,0.712390511779349,2250.25129741055,2065
"1248","1659-FAO-21-56",1.01388577469087,0.784902309459568,2248.04864139572,1789
"1249","Lumped-Mackerels nei-FaoRegion71",0.64976245107298,1.72636390502565,2244.75407272411,2518
"1250","1200-FAO-41-33",0.500823068992563,1.92910515463185,2242.94531193756,2167
"1251","3866-FAO-37-57",1.87729878778428,0.355927651449253,2241.90231116987,1498
"1252","13349-FAO-47-34",0.978789826894206,1.60206780814939,2241.58384852711,3515
"1253","6389-FAO-37-34",1.02372301037548,0.517,2235.1760557793,1183
"1254","2878-FAO-34-35",0.380334345820306,0.353829547584995,2229.2645595792,400
"1255","9055-FAO-37-33",1.15878721372045,0.587535924258836,2228.16557479681,1517
"1256","Lumped-Brazilian codling-FaoRegion41",1.16907623731549,2.58999129868535,2221.34351771369,6726
"1257","DFO-PAC-PCODHS-1956-2005-COLLIE",1.08,0.167994325073998,2204.66000983801,400
"1258","Lumped-Swordfish-FaoRegion81",1.50045299207735,1.1085151640953,2195.6683237217,3652
"1259","Lumped-Rainbow runner-FaoRegion57",0.771802822731657,3.29481126291507,2192.73354498223,5576
"1260","8485-FAO-71-33",0.584052376192689,3.50319914373351,2188.11666187028,4477
"1261","Lumped-Blue runner-FaoRegion31",1.09963462250431,2.25678996088204,2187.66236248808,5429
"1262","590-FAO-71-45",0.430243990270922,3.43912061477194,2184.95996835388,3233
"1263","NIWA-SMOOTHOREOWECR-1965-2009-CORDUE",1.4,0.494,2179,1530
"1264","17690-FAO-51-33",0.629930136391957,1.81204243053026,2177.91223966208,2486
"1265","AFSC-REXSOLEGA-1979-2011-HIVELY",2.50011387690351,0.577,2171.46022340513,3390
"1266","NZMFishINSHOREWG-TREVALLYTRE7-1944-2005-JENSEN",1.44,0.83,2170.41121,2450
"1267","STECF-TURBLKGSA29-1970-2010-BANOBI",0.164,3.72,2166.446065,1320
"1268","8913-FAO-31-33",0.769480861514932,1.93608938683442,2166.08621534967,3227
"1269","3809-FAO-27-33",1.09415455352503,1.12453750978537,2165.93088948127,2665
"1270","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1.92,0.0345,2164,127
"1271","13608-FAO-27-33",0.483447384208589,0.225782802351305,2162.08084502349,236
"1272","5444-FAO-27-38",1.82075587521006,0.473141490487792,2161.40883808611,1862
"1273","5210-FAO-34-33",0.674846130949454,2.07640646721048,2157.3520015976,3023
"1274","16787-FAO-31-42",1.41234485157642,0.790487782588204,2156.85311195191,2408
"1275","CSIRO-BIGHTREDSE-1958-2007-FULTON",0.983,1.07,2154.489046,1020
"1276","8464-FAO-57-33",0.700930529328701,6.16513895198678,2152.57597893772,9302
"1277","15393-FAO-37-33",0.597960381819721,2.16858932315,2151.56503273924,2790
"1278","17155-FAO-67-76",1.69634706945936,0.340597859579152,2142.71306372067,1238
"1279","Lumped-Bigeye scad-FaoRegion31",0.537554433588877,0.152865165200336,2141.81368770008,176
"1280","2156-FAO-61-34",1.18534560479826,0.386019746479706,2141.7637356836,980
"1281","15388-FAO-37-45",0.42234169914104,3.38009093092553,2139.32460484143,3054
"1282","3272-FAO-37-33",0.666955840661493,1.84164344262983,2135.48074306381,2623
"1283","13651-FAO-37-33",0.532072538828534,0.204202999154221,2135.280941313,232
"1284","1183-FAO-41-57",1.59263241204734,0.50965035011996,2131.36694608229,1730
"1285","4839-FAO-34-45",0.42234169914104,3.38009093092553,2127.41611817401,3037
"1286","5207-FAO-34-33",0.534763633124097,4.45180035686819,2119.57945397263,5046
"1287","364-FAO-41-34",1.06725808491294,1.44377274259404,2119.57060815893,3266
"1288","14926-FAO-51-57",1.51555383515602,0.391910688451952,2106.1962432478,1251
"1289","1620-FAO-67-33",0.698051708018904,1.01719859234444,2101.23912403496,1492
"1290","9789-FAO-34-33",0.570990876303716,3.41183884805286,2097.91051158061,4087
"1291","10061-FAO-51-33",0.550503478561479,3.42099372746018,2095.82386311306,3947
"1292","9661-FAO-81-34",1.02372301037548,0.517,2093.47005055238,1108
"1293","17053-FAO-77-53",0.923062590579886,0.665375323235082,2084.06916994515,1280
"1294","SPC-STMARLINSWPO-1952-2011-CHING",0.91,0.81,2081,1520
"1295","1686-FAO-21-31",0.458726819914243,1.33081811738156,2080.32354310357,1270
"1296","13118-FAO-34-33",1.35396408698281,1.04878184512075,2077.44583807678,2950
"1297","9793-FAO-34-34",1.17863458481318,1.05482623527503,2076.80697902541,2582
"1298","10541-FAO-71-24",1.96201610974748,0.277853585021517,2074.64613493907,1131
"1299","5777-FAO-57-43",0.451098337481817,3.13743445880656,2073.07121229999,2934
"1300","3981-FAO-27-34",1.85173949666795,0.356798818233044,2070.53606805531,1368
"1301","15072-FAO-57-33",0.586688114118068,1.13581774291528,2060.41450599671,1373
"1302","1848-FAO-87-57",1.51555383515602,0.391910688451952,2054.0043299459,1220
"1303","9709-FAO-81-34",1.38572133837823,0.515774252367498,2051.1546574315,1466
"1304","4976-FAO-37-24",0.80641556284042,0.725539170181165,2050.98026519214,1200
"1305","Lumped-Blackfin tuna-FaoRegion31",0.828944458952612,1.12198495584486,2048.24787719906,1905
"1306","6336-FAO-37-33",0.534763633124097,4.45180035686819,2047.33061011942,4874
"1307","12196-FAO-61-31",0.309398692906228,0.470687374379671,2046.28085213283,298
"1308","Lumped-Atlantic bumper-FaoRegion41",0.745279689265953,1.98219588292393,2044.28333091815,3020
"1309","7302-FAO-71-33",0.512636787217635,2.37832507006161,2043.11468555156,2491
"1310","NIWA-OROUGHYCR-1979-2006-CORDUE",1.96,0.417,2040,1680
"1311","3568-FAO-41-34",1.03816263865315,1.2340187198849,2037.29239470986,2610
"1312","9960-FAO-27-34",0.995851834360755,0.515479448214743,2025.943160283,1040
"1313","12780-FAO-51-33",1.36355032570929,1.01617621840889,2020.77440733842,2800
"1314","13129-FAO-34-33",0.674846130949454,2.07640646721048,2019.61831442977,2830
"1315","7703-FAO-61-31",0.550158996847407,1.22206987404821,2010.90907468854,1352
"1316","FAJ-BRMSOJ-1980-2010-ONO",0.159,1.13,2002.35483870968,1220
"1317","16276-FAO-51-33",0.570990876303716,3.41183884805286,2001.92096774269,3900
"1318","ICCAT-BMARLINATL-1956-2010-CHING",0.55,3.11818181818182,2000,3430
"1319","16873-FAO-77-42",1.03073005800248,2.55859780343198,1990.35071426199,5249
"1320","13857-FAO-27-34",1.11936586417166,0.849779556356268,1989.03669161869,1892
"1321","5059-FAO-21-34",0.668658859118377,0.678962085423645,1989.01301184481,903
"1322","15073-FAO-71-33",0.600738733807766,1.33310152728613,1985.40112441824,1590
"1323","12936-FAO-34-33",0.700930529328701,6.16513895198678,1966.52232520026,8498
"1324","12414-FAO-61-56",1.84657799240335,0.2848196294853,1960.29346821572,1031
"1325","14080-FAO-27-56",1.52310044420671,0.330130051444221,1954.96917246039,983
"1326","16562-FAO-27-42",1.1990714138805,1.0087134258622,1952.01493595041,2361
"1327","14786-FAO-61-45",0.371859715734626,0.0593502005661172,1948.35069906462,43
"1328","Lumped-Tuna-like fishes nei-FaoRegion77",0.680500246868032,1.47013848393492,1948.16306671541,1949
"1329","Lumped-Blue butterfish-FaoRegion34",0.960332401767419,4.15822766830925,1948.02230549684,7779
"1330","NZMFishDEEPWATER-BLACKOREOWECR-1973-2007-JENSEN",0.991,0.825,1947,1770
"1331","14996-FAO-57-35",0.804811322221801,0.755505840909734,1942.71868740049,1575
"1332","3218-FAO-37-34",1.94975341442391,0.28847248690264,1939.72722984406,1091
"1333","1813-FAO-87-35",0.936074880813336,9.9004866743136,1925.82286692714,23797
"1334","5045-FAO-27-45",0.379358330255583,1.00994320594622,1923.62720644075,737
"1335","17206-FAO-31-33",0.513460660712478,0.164044438203412,1923.29688700463,162
"1336","14730-FAO-61-45",0.50025869597267,1.44906418034575,1911.96951023361,1386
"1337","16848-FAO-67-56",0.5038715927805,2.62379771472034,1910.6587269993,2526
"1338","5595-FAO-57-33",0.651665296321241,1.03472628854451,1910.14258196681,1288
"1339","CSIRO-OROUGHYCASCADE-1987-2006-FULTON",2.39,0.363,1909.694295,800
"1340","3863-FAO-27-56",1.30194007997261,0.157071207186631,1907.11564364104,390
"1341","17516-FAO-31-35",0.512938548103898,0.648633562059279,1907.07104254742,846
"1342","7572-FAO-81-33",0.674846130949454,2.07640646721048,1906.86223892451,2672
"1343","4579-FAO-27-31",0.617920327953117,1.41011175225263,1903.97118446879,1659
"1344","13343-FAO-47-34",1.86403489053819,0.411514555751299,1899.41696792448,1457
"1345","8373-FAO-57-56",0.5038715927805,2.62379771472034,1890.99240597714,2500
"1346","SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH",1.77,0,1890.37517,0
"1347","10548-FAO-71-34",0.592004178131102,2.53924611612986,1889.91235889104,2841
"1348","Lumped-Common dolphinfish-FaoRegion71",0.743716407439321,3.63750795917402,1889.2723384231,5111
"1349","16472-FAO-27-34",1.11936586417166,0.849779556356268,1887.06176609701,1795
"1350","3821-FAO-27-54",0.467814963902843,5.11680524333194,1882.42720598847,4506
"1351","8450-FAO-57-57",1.51555383515602,0.391910688451952,1877.22526876203,1115
"1352","8356-FAO-71-25",1.73136995736499,0.390636928631543,1874.80489811597,1268
"1353","CSIRO-TIGERFLATSE-1913-2006-FULTON",2.09,0,1873.80058,3200
"1354","287-FAO-41-33",0.549251378114342,3.34384332826256,1868.65962864426,3432
"1355","4898-FAO-37-57",1.27235950526754,0.530044031108453,1868.30922548343,1260
"1356","IFOP-SBREAMCH-1989-2011-CHING",0.152,0.314,1866.726817,88.8
"1357","3859-FAO-27-31",0.342251225900829,1.63724998318586,1861.33396118608,1043
"1358","CSIRO-OROUGHYSE-1978-2007-FULTON",0.478,1.9,1850.446303,772
"1359","Lumped-Tusk(=Cusk)-FaoRegion21",0.516279304189974,0.574906242912699,1839.5470572886,546
"1360","FAJ-SPANMACKSETO-1987-2010-ONO",0.469,1.67,1837.269289,1440
"1361","515-FAO-57-38",1.22248366039066,0.941355021177697,1836.12815672081,2113
"1362","5627-FAO-71-33",0.905261017685443,2.3907010650723,1830.69239316439,3962
"1363","12778-FAO-51-57",1.90055402821994,0.416806460376489,1830.43090744628,1450
"1364","5288-FAO-31-43",0.469388554681302,1.81033608238936,1829.94775166568,1555
"1365","17058-FAO-77-35",0.640871764400366,0.953436914688816,1823.96698183422,1486
"1366","Lumped-Atlantic saury-FaoRegion87",1.13792846431727,6.25647679360743,1822.76006717211,12977
"1367","17131-FAO-67-56",1.6395698435722,0.367091084438374,1822.64827498193,1097
"1368","Lumped-Garfish-FaoRegion27",0.234040318883186,1.3093943274455,1814.31902772479,556
"1369","14012-FAO-27-43",0.365930209546273,1.00024368358928,1811.37949217872,663
"1370","15055-FAO-71-38",0.991365243710109,1.75507975369624,1809.848055161,3149
"1371","Lumped-Orangespotted trevally-FaoRegion51",0.502916125854218,2.35329248071369,1808.18267949331,2140
"1372","13145-FAO-34-33",0.917030822638713,1.49853291361986,1804.6852197431,2480
"1373","294-FAO-41-33",0.518122464283544,1.31746649110594,1801.9100642676,1230
"1374","15017-FAO-71-31",0.415086974366706,1.21971944692441,1793.43976593505,908
"1375","Lumped-Butterfishes, pomfrets nei-FaoRegion71",0.52365986258477,4.15822766830925,1790.12881598161,3898
"1376","9722-FAO-31-43",0.701243461975637,3.38707794242001,1788.92739737835,4249
"1377","1080-FAO-34-24",1.96006813157901,0.482952170509536,1786.35725342033,1691
"1378","Lumped-Cobia-FaoRegion71",0.903580824141006,2.13082946816408,1784.58589151748,3436
"1379","9581-FAO-81-38",1.85864910930955,0.40925828016216,1781.33012451023,1355
"1380","Lumped-Greater forkbeard-FaoRegion27",0.674584823177981,1.82408429212436,1778.13957530702,2188
"1381","15701-FAO-37-33",0.527127345617378,0.908357948907901,1777.28466037885,851
"1382","8498-FAO-57-31",0.90369405117205,1.67467936278367,1770.84969951006,2680
"1383","15038-FAO-57-42",0.790111226162233,1.25086804531233,1770.672808581,1750
"1384","CNR-IAMC-ANCHMEDGSA16-1998-2011-BANOBI",0.669,2.76902819783154,1769.25,4370
"1385","13684-FAO-27-56",0.5038715927805,2.62379771472034,1766.94330414504,2336
"1386","2678-FAO-31-45",0.397340140305621,0.778347302382154,1765.45550859894,546
"1387","8980-FAO-77-43",0.451098337481817,3.13743445880656,1762.18118727886,2494
"1388","1797-FAO-87-56",1.34857252359398,0.263891520689203,1761.8454050423,627
"1389","14555-FAO-27-23",1.91007922913738,0.400652420575787,1760.14498616632,1347
"1390","16748-FAO-31-45",0.422527461124172,0.755548683165522,1741.63602169306,556
"1391","Lumped-Indo-Pacific sailfish-FaoRegion71",1.34888033694531,1.30864611932106,1739.172781463,3070
"1392","16836-FAO-31-43",0.43844064037511,2.34043703900045,1738.54959492686,1784
"1393","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA",2.41,0.253,1734,350
"1394","Lumped-Black skipjack-FaoRegion77",1.87058509198088,1.11671783660306,1730.56286368959,3615
"1395","1253-FAO-41-33",0.969323983012474,3.85800396394187,1722.61844358384,6442
"1396","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",0.247,1.73,1720,627
"1397","NWFSC-SSTHORNHPCOAST-1901-2005-STANTON",1.68,0.265,1720,705
"1398","SEFSC-SPANMACKGM-1886-2011-HIVELY",1.65,0.389,1719.13358803638,567
"1399","AFSC-BKINGCRABPI-1960-2008-JENSEN",0.0819,0,1717.902056,0
"1400","860-FAO-27-34",0.891885067631577,1.12127604236367,1715.91530434723,1716
"1401","4199-FAO-27-34",1.62344087990764,0.330109781937086,1714.82829143542,919
"1402","1185-FAO-41-53",0.701938290392654,1.09266764777353,1714.50491616132,1315
"1403","9689-FAO-81-38",1.42696122883548,0.547292082222561,1705.58310887982,1332
"1404","15329-FAO-37-33",1.33183564564027,0.698892559758376,1703.89226572345,1586
"1405","7568-FAO-51-33",0.674846130949454,2.07640646721048,1701.33217724402,2384
"1406","5722-FAO-71-33",1.80876447391622,0.151805045637964,1700.78201385577,467
"1407","SEFSC-YTSNAPSATLCGM-1950-2011-HIVELY",2.50011387690351,0.162,1700,768
"1408","8050-FAO-37-33",1.0169715929684,0.868846016070211,1697.61663801092,1500
"1409","6088-FAO-27-55",0.559541457585085,3.87853057540831,1694.77572826741,3678
"1410","CSIRO-GEMFISHSE-1966-2007-FULTON",0.249,0.0508,1689.794429,102
"1411","Lumped-Ridge scaled rattail-FaoRegion41",0.489287736103823,2.45391215530609,1688.22530791963,2027
"1412","15387-FAO-37-33",0.534763633124097,4.45180035686819,1684.40618518237,4010
"1413","Lumped-Thorntooth grenadier-FaoRegion81",0.739348186845377,1.75051924388152,1684.38200111848,2180
"1414","12472-FAO-61-55",0.476082714808139,3.1689012494585,1682.28858561335,2538
"1415","17268-FAO-67-55",0.267069895199203,2.08096115047915,1675.17727383885,931
"1416","3252-FAO-37-33",1.63887468466828,1.05105740634268,1674.26065846667,2884
"1417","SARDI-RROCKLOBSTERSAUSSZ-1965-2010-BANOBI",0.468,1.59,1673.930085,1240
"1418","Lumped-Unicorn cod-FaoRegion51",0.36174026009826,1.84175715918759,1672.07586259592,1114
"1419","1603-FAO-67-56",1.32524899240971,0.192122308829012,1669.22027129054,425
"1420","Lumped-Silver pomfret-FaoRegion51",0.629363881153106,2.60191503425701,1665.90196352908,2728
"1421","17560-FAO-31-45",0.430243990270922,3.43912061477194,1664.5704924391,2463
"1422","941-FAO-34-34",1.11284398129771,0.654711596247259,1662.11025339732,1211
"1423","17153-FAO-21-76",1.69634706945936,0.340597859579152,1654.63141269545,956
"1424","6234-FAO-37-57",1.59263241204734,0.50965035011996,1648.42137217231,1338
"1425","6335-FAO-37-34",0.891885067631577,1.12127604236367,1645.9187592981,1646
"1426","108-FAO-37-57",1.51555383515602,0.391910688451952,1644.88707406323,977
"1427","4947-FAO-37-54",0.309927450809825,0.0883018766886569,1644.3055998934,45
"1428","8964-FAO-77-33",0.56614754406504,1.71836595844778,1643.62665432306,1599
"1429","15027-FAO-71-42",0.774047820912774,0.871463653634715,1641.0830124317,1107
"1430","368-FAO-41-38",1.6235224822995,0.599442169185385,1631.71723157292,1588
"1431","Lumped-Navaga(=Wachna cod)-FaoRegion27",0.381438277249867,0.443786422477823,1630.46244059131,276
"1432","16310-FAO-51-33",0.839696081383967,1.20829572814409,1626.25474855751,1650
"1433","8395-FAO-57-31",0.391996295323011,2.57186179852614,1625.73353137042,1639
"1434","1778-FAO-87-34",0.932195034965609,0.187662362618983,1623.43301923214,284
"1435","7848-FAO-27-23",1.88909008671091,0.501625016938142,1618.80114613101,1534
"1436","8854-FAO-31-33",0.542025357263504,0.0605665649404323,1614.44525193483,53
"1437","10241-FAO-51-38",0.938088649559504,3.37874129917321,1612.84273985166,5112
"1438","NIWA-OROUGHYNZMEC-1909-2011-CORDUE",0.371,2.5,1610,1530
"1439","7584-FAO-41-38",0.991365243710109,1.75507975369624,1607.54049231036,2797
"1440","79-FAO-37-33",0.672840243057211,1.17122213352119,1605.23749531535,1265
"1441","1174-FAO-41-35",0.686576992064986,0.629361463447227,1602.04079796014,923
"1442","NZMFishLOBSTERWG-RROCKLOBSTERCRA8-1976-2005-JENSEN",0.714,0.551,1599.932879,630
"1443","14534-FAO-27-45",0.406820497179751,2.20744785216659,1595.70612258278,1433
"1444","9094-FAO-34-34",1.11936586417166,0.849779556356268,1592.70115634372,1515
"1445","505-FAO-71-45",0.517070666951022,1.81417009803782,1592.65860276544,1494
"1446","16619-FAO-27-56",0.45858405026033,1.2611494533185,1589.02236459743,919
"1447","3230-FAO-37-33",0.648302841116781,1.26797111528753,1586.31819727902,1304
"1448","6764-FAO-61-45",0.457655747033341,0.677699468776674,1586.31356182258,492
"1449","14200-FAO-27-34",1.80862157260748,0.383072173769081,1583.35506182122,1097
"1450","8374-FAO-71-56",0.5038715927805,2.62379771472034,1579.35685747211,2088
"1451","14678-FAO-61-57",1.46411495534354,0.454176560153337,1579.02645250778,1050
"1452","5419-FAO-27-43",0.451437723728483,2.6892511427844,1576.56806107471,1914
"1453","1632-FAO-21-56",1.64126933763689,0.263957555709287,1574.23810538551,682
"1454","4258-FAO-31-33",0.463986178660485,2.62471976856048,1572.46429223039,1915
"1455","17593-FAO-71-43",0.374,3.06298547190259,1571.28862306011,1800
"1456","2656-FAO-31-33",0.766982363976356,1.40904083939511,1568.41412134828,1695
"1457","11163-FAO-27-34",1.17981381128834,0.882680520281114,1564.24244511849,1629
"1458","Lumped-Mackerels nei-FaoRegion31",0.64976245107298,1.72636390502565,1560.09516571374,1750
"1459","12848-FAO-34-33",0.932610429805824,0.874105706325784,1557.89971367783,1270
"1460","1537-FAO-34-33",0.562443082525971,0.0526132485718254,1554.47640379927,46
"1461","8451-FAO-71-57",1.51555383515602,0.391910688451952,1545.55407777896,918
"1462","5384-FAO-27-31",0.400602256270238,1.39244184843184,1539.93612015363,859
"1463","17369-FAO-41-33",1.28037648261492,1.14880930752472,1539.18487966782,2264
"1464","9452-FAO-27-31",0.650097180699616,1.74292479333208,1536.53281833095,1741
"1465","6349-FAO-37-33",0.537023558245931,1.45973166552549,1533.33871308075,1202
"1466","6296-FAO-37-34",1.11936586417166,0.849779556356268,1531.72645860911,1457
"1467","Lumped-Benguela hake-FaoRegion34",1.33503373337942,1.26364113676625,1525.78221215913,2574
"1468","15078-FAO-57-33",0.584052376192689,3.50319914373351,1523.91059899744,3118
"1469","11049-FAO-34-38",1.35880815102544,0.688402594631717,1521.26284455205,1423
"1470","3243-FAO-37-33",0.534763633124097,4.45180035686819,1520.16608084164,3619
"1471","444-FAO-71-45",0.375808992243501,1.88229330730983,1519.68647608605,1075
"1472","16779-FAO-31-33",1.52725723890434,1.05981209523196,1514.88408115851,2452
"1473","Lumped-Grenadiers, rattails nei-FaoRegion81",0.545356954766511,2.95590953816672,1514.2437318336,2441
"1474","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA",1.44,0.0932,1514,171
"1475","4963-FAO-37-33",0.924791337379498,1.07441840559247,1509.64233587832,1500
"1476","393-FAO-41-44",1.9453658712598,1.54346528620224,1506.02575596268,4522
"1477","13116-FAO-34-34",1.95511097561245,0.451936090989782,1505.23116761595,1330
"1478","3219-FAO-51-33",0.550503478561479,3.42099372746018,1501.64425763459,2828
"1479","7208-FAO-61-31",0.605142094766897,4.83373853227171,1501.48781598259,4392
"1480","Lumped-Serra Spanish mackerel-FaoRegion41",0.698090564689832,0.43667669303795,1499.1476874834,457
"1481","14695-FAO-61-33",0.48869934394741,1.81391885785578,1498.09192531171,1328
"1482","4191-FAO-27-38",1.40676716166683,0.562648198093142,1495.86550736636,1184
"1483","1646-FAO-67-38",0.867987846611276,0.675224964992047,1494.65848129358,876
"1484","10456-FAO-87-33",0.736993756836231,2.15199098484337,1493.69113735081,2369
"1485","14887-FAO-61-33",0.536915192772663,0.197392045575921,1490.80810837492,158
"1486","15314-FAO-37-33",1.09361598974213,1.71763906717385,1490.60052716949,2800
"1487","8383-FAO-57-34",1.18633952167453,0.702468496015605,1489.14137627825,1241
"1488","10349-FAO-77-33",0.512636787217635,2.37832507006161,1488.66043929189,1815
"1489","15344-FAO-37-33",0.942781832161808,1.01468582516388,1486.47222262479,1422
"1490","5921-FAO-27-52",0.741156587302873,0.0754795445240274,1483.6752385091,83
"1491","13134-FAO-34-33",0.700930529328701,6.16513895198678,1481.02410935298,6400
"1492","1593-FAO-21-56",1.82669966561481,0.237599584104395,1479.18400737302,642
"1493","14930-FAO-51-38",0.991365243710109,1.75507975369624,1478.79931595086,2573
"1494","7632-FAO-61-45",0.436112268824532,2.06034208291651,1477.9523667797,1328
"1495","17583-FAO-31-33",0.712671202239464,1.75341923578824,1466.85602230349,1833
"1496","1578-FAO-21-53",0.739832361925159,1.65512827529414,1466.70019571627,1796
"1497","16356-FAO-27-34",0.620091646339815,0.0561839529201333,1463.8682920074,51
"1498","Lumped-Narrow-barred Spanish mackerel-FaoRegion61",0.769895152518088,1.13458390695393,1463.06172668871,1278
"1499","Lumped-Atlantic moonfish-FaoRegion31",0.468615497462521,1.15805255805306,1461.26260395945,793
"1500","8483-FAO-71-33",0.550913324506426,4.09437745209096,1459.89149139623,3293
"1501","1547-FAO-34-34",2.09593140481073,0.236837316459664,1454.48752587438,722
"1502","17620-FAO-51-33",0.570990876303716,3.41183884805286,1450.62273201047,2826
"1503","17549-FAO-31-33",0.648599574356713,1.65062817768904,1444.98852988786,1547
"1504","17205-FAO-21-33",0.699278088313295,0.444574310597486,1444.28219506162,449
"1505","Lumped-Common dolphinfish-FaoRegion37",0.415946385647647,3.69770059044918,1442.0902623995,2218
"1506","15260-FAO-37-45",0.616084770583866,3.06421291250839,1441.34893029325,2721
"1507","15026-FAO-57-42",1.03142269745036,1.04072940541127,1441.17196054542,1547
"1508","4087-FAO-27-56",1.68473582986835,0.236385903050047,1433.78067429309,571
"1509","14089-FAO-41-38",0.991365243710109,1.75507975369624,1432.24558699943,2492
"1510","NZMFishMIDDEPTHSWG-GEMFISHNZ-1952-2007-JENSEN",1.64,0.275,1432.042733,412
"1511","14782-FAO-61-33",0.674846130949454,2.07640646721048,1430.86032524088,2005
"1512","3743-FAO-27-23",0.967099714057394,0.756799259328125,1427.79000428414,1045
"1513","Lumped-North Pacific hake-FaoRegion77",1.87483147251316,0.970733996716744,1426.40290017149,2596
"1514","DFO-NFLD-MONK2J3KLNOPs-1977-2000-PREFONTAINE",2.14,0.0413,1425.564131,126
"1515","8962-FAO-77-33",0.584052376192689,3.50319914373351,1424.69512382217,2915
"1516","2942-FAO-27-45",0.794969134351776,2.78475535895191,1419.73427025452,3143
"1517","6810-FAO-61-23",0.855776011037933,0.67206491128323,1418.79232069069,816
"1518","4310-FAO-34-33",0.618913310251917,0.569602099417158,1418.30162452426,500
"1519","9199-FAO-51-42",0.790111226162233,1.25086804531233,1416.5382468648,1400
"1520","11391-FAO-27-53",0.614712379730606,0.0961199851272623,1404.72864298067,83
"1521","9510-FAO-81-34",1.07048062324091,2.12019171671513,1402.87544947913,3184
"1522","8856-FAO-77-33",0.901951334660109,1.60005990892185,1399.69051696346,2020
"1523","10979-FAO-27-33",1.63069354869386,0.342147739500388,1398.00451684174,780
"1524","2981-FAO-21-45",0.639104326604798,3.35941712937265,1396.82106480592,2999
"1525","7284-FAO-61-57",1.59263241204734,0.50965035011996,1395.86054908164,1133
"1526","Lumped-Atlantic bonito-FaoRegion31",0.661311352946812,1.59467236961963,1395.82303828058,1472
"1527","Lumped-Butterfishes, pomfrets nei-FaoRegion87",0.52365986258477,4.15822766830925,1391.50598061167,3030
"1528","10597-FAO-71-76",1.69634706945936,0.340597859579152,1384.62879723468,800
"1529","17348-FAO-41-34",1.05623880374337,1.3300113983672,1382.39369457949,1942
"1530","4983-FAO-37-33",0.822351446519593,0.952696081387936,1378.5163324079,1080
"1531","10228-FAO-51-33",0.618930024335227,1.80057095759985,1374.69696404339,1532
"1532","3152-FAO-87-35",0.515086454879942,1.76243579040446,1365.65400874382,1653
"1533","Lumped-Pacific bumper-FaoRegion87",0.306742183735611,0.803044865251456,1364.03640935883,336
"1534","3843-FAO-27-56",1.01506142530973,0.265222438092757,1363.21224135506,367
"1535","Lumped-Halfbeaks nei-FaoRegion51",0.705188690090984,3.4507804101023,1358.56426493681,3306
"1536","1191-FAO-41-33",0.629930136391957,1.81204243053026,1357.03381304769,1549
"1537","4860-FAO-34-31",0.444002809302392,2.30429410897324,1356.64381307593,1388
"1538","15348-FAO-37-57",1.59574562839701,0.64691247780071,1352.30989850899,1396
"1539","12947-FAO-34-38",1.22248366039066,0.868880310492278,1347.21408530175,1431
"1540","4922-FAO-37-33",0.622079200346091,1.14600320769239,1346.60343872444,960
"1541","Lumped-Southern hake-FaoRegion41",0.897349394941051,2.60203679237428,1346.07535703974,3143
"1542","7139-FAO-61-33",0.753603872579248,3.06668242950724,1341.37363951896,3100
"1543","835-FAO-27-57",1.85536269145758,0.336070722270641,1340.74682978917,836
