"","IdOrig","CommName","Year","Fmort","BvBmsy","Biomass","Catch","Id","Dbase","BiomassMetric","BiomassUnit","FmortMetric","FmortUnit","ExploitStatus","VonBertK","VonBertKSource","VonBertKUnit","Temp","TempSource","TempUnit","MaxLength","MaxLengthSource","MaxLengthUnit","AgeMat","AgeMatSource","AgeMatUnit","SpeciesCatName","RegionFAO","Bmsy","SSBmsy","Fmsy","Umsy","SciName","SpeciesCat","CatchUnit","Country","MSY","UvUmsytouse","BvBmsyUnit","FvFmsyUnit","ReferenceBiomass","ReferenceBiomassUnits","MSYUnit","CatchShare","phi","FvFmsy","Keep","ExtendedTime","Drop","LogBvBmsy","YearsBack","ScaledCatch","ScaledCatch1Back","ScaledCatch2Back","ScaledCatch3Back","ScaledCatch4Back","MaxCatch","TimeToMaxCatch","InitialScaledCatchSlope","MeanScaledCatch","CatchToRollingMax","Res","Value","M1Marker","M1Prediction","M2Marker","M2Prediction","M3Marker","M3Prediction","M4Marker","M4Prediction","M6Marker","M6Prediction","M7Marker","M7Prediction","BestModel","PRMBvBmsy","IdLevel","Price","BvBmsyOpenAccess","RanCatchMSY","CatchMSYBvBmsy_LogSd","BvBmsySD","HasRamMSY","HasRamFvFmsy","HasRamBvBmsy","BtoKRatio","g","k","MSYLogSd","gLogSd","KLogSd","CatchMSYBvBmsy","PercentGain","CanProject","MarginalCost","Policy","Profits","DiscProfits","CommodityName","BestGuess...Not.included.in.2020","omega","beta","NPV"
"1","14705-FAO-61-33","Greater lizardfish",1954,0,1.50006832614211,208236.426410619,2300,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,0.121185882879474,1,FALSE,FALSE,NA,59,0.0956500041586958,0.0623804374948016,0.0623804374948016,0.0415869583298678,0.0415869583298678,24046,28,0.0509737289243236,0.425837251088852,1,"High",1,FALSE,NA,FALSE,NA,FALSE,0.762038377623746,FALSE,0.76262902631371,FALSE,0.591792960865969,FALSE,NA,"M3",0.762038377623746,"Species",1833.5360616,0.5,TRUE,0.921114528894934,2.3283044047304,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,1.50006832614211,450.094025009982,TRUE,224674282.2596,"Historic",3574924.75576037,3574924.75576037,"Low-value finfish","X",0.1,1.3,NA
"2","14705-FAO-61-33","Greater lizardfish",1955,0,1.56301545377783,216974.618320441,8800,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,0.444994492949766,1,FALSE,FALSE,NA,58,0.365965233302836,0.0956500041586958,0.0623804374948016,0.0623804374948016,0.0415869583298678,24046,28,0.0509737289243236,0.425837251088852,1,"High",1,FALSE,NA,FALSE,NA,FALSE,0.699075387516309,FALSE,0.703353285051213,FALSE,0.562892679339565,FALSE,NA,"M3",0.699075387516309,"Species",1833.5360616,0.5,TRUE,0.921114528894934,2.23205345042017,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,1.56301545377783,43.7745747185182,TRUE,224674282.2596,"Historic",12651349.3571093,12651349.3571093,"Low-value finfish","X",0.1,1.3,NA
"3","14705-FAO-61-33","Greater lizardfish",1956,0,1.57592392322749,218766.545729202,9400,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,0.471441534254755,1,FALSE,FALSE,NA,57,0.390917408300757,0.365965233302836,0.0956500041586958,0.0623804374948016,0.0623804374948016,24046,28,0.0509737289243236,0.425837251088852,1,"High",1,FALSE,NA,FALSE,NA,FALSE,0.753017714798205,FALSE,0.758797016074028,FALSE,0.603712665222459,FALSE,NA,"M3",0.753017714798205,"Species",1833.5360616,0.5,TRUE,0.921114528894934,2.18905663318775,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,1.57592392322749,34.5974742045702,TRUE,224674282.2596,"Historic",13479941.1138122,13479941.1138122,"Low-value finfish","X",0.1,1.3,NA
"4","14705-FAO-61-33","Greater lizardfish",1957,0,1.58380956142939,219861.213945652,9800,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,0.489055729744325,1,FALSE,FALSE,NA,56,0.407552191632704,0.390917408300757,0.365965233302836,0.0956500041586958,0.0623804374948016,24046,28,0.0509737289243236,0.425837251088852,1,"High",1,FALSE,NA,FALSE,NA,FALSE,0.772327371953345,FALSE,0.773730826958091,FALSE,0.60551158255705,FALSE,NA,"M3",0.772327371953345,"Species",1833.5360616,0.5,TRUE,0.921114528894934,2.06961799300632,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,1.58380956142939,29.1036997472408,TRUE,224674282.2596,"Historic",14029942.9713812,14029942.9713812,"Low-value finfish","X",0.1,1.3,NA
"5","14705-FAO-61-33","Greater lizardfish",1958,0,1.58837282226359,220494.676510212,7500,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,0.373202077024364,1,FALSE,FALSE,NA,55,0.311902187474008,0.407552191632704,0.390917408300757,0.365965233302836,0.0956500041586958,24046,28,0.0509737289243236,0.425837251088852,0.76530612244898,"High",1,FALSE,NA,FALSE,NA,FALSE,0.49482131949988,FALSE,0.51277951450518,FALSE,0.346902455641688,FALSE,NA,"M3",0.49482131949988,"Species",1833.5360616,0.5,TRUE,0.921114528894934,1.2713024821519,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,1.58837282226359,68.6955010030613,TRUE,224674282.2596,"Historic",10980016.7524145,10980016.7524145,"Low-value finfish","X",0.1,1.3,NA
"6","14705-FAO-61-33","Greater lizardfish",1959,0,1.60927263292357,223395.945611523,10600,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,0.520608765048317,1,FALSE,FALSE,NA,54,0.440821758296598,0.311902187474008,0.407552191632704,0.390917408300757,0.365965233302836,24046,28,0.0509737289243236,0.425837251088852,1,"High",1,FALSE,NA,FALSE,NA,FALSE,0.680494282052802,FALSE,0.671375895101886,FALSE,0.505444461160495,FALSE,NA,"M3",0.680494282052802,"Species",1833.5360616,0.5,TRUE,0.921114528894934,1.08786272551043,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,1.60927263292357,19.3600242946188,TRUE,224674282.2596,"Historic",15163267.1118416,15163267.1118416,"Low-value finfish","X",0.1,1.3,NA
"7","14705-FAO-61-33","Greater lizardfish",1960,0,1.60665395523182,223032.426113812,14100,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,0.693636600914422,1,FALSE,FALSE,NA,53,0.586376112451135,0.440821758296598,0.311902187474008,0.407552191632704,0.390917408300757,24046,28,0.0509737289243236,0.425837251088852,1,"High",1,FALSE,NA,FALSE,NA,FALSE,0.659160696713922,FALSE,0.653685625105914,FALSE,0.501688073291142,FALSE,NA,"M3",0.659160696713922,"Species",1833.5360616,0.5,TRUE,0.921114528894934,1.19259586857521,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,1.60665395523182,-10.2683505302866,TRUE,224674282.2596,"Historic",19649029.7590087,19649029.7590087,"Low-value finfish","X",0.1,1.3,NA
"8","14705-FAO-61-33","Greater lizardfish",1961,0,1.57891006366841,219181.0756565,12100,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,0.605707866033844,1,FALSE,FALSE,NA,52,0.5032021957914,0.586376112451135,0.440821758296598,0.311902187474008,0.407552191632704,24046,28,0.0509737289243236,0.425837251088852,0.858156028368794,"High",1,FALSE,NA,FALSE,NA,FALSE,0.539763896386546,FALSE,0.544622944091764,FALSE,0.383218531918208,FALSE,NA,"M3",0.539763896386546,"Species",1833.5360616,0.5,TRUE,0.921114528894934,1.11621767996527,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,1.57891006366841,4.56332706801319,TRUE,224674282.2596,"Historic",16984265.1291246,16984265.1291246,"Low-value finfish","X",0.1,1.3,NA
"9","14705-FAO-61-33","Greater lizardfish",1962,0,1.56707371456047,217537.977807534,13400,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,0.675850451993385,1,FALSE,FALSE,NA,51,0.557265241620228,0.5032021957914,0.586376112451135,0.440821758296598,0.311902187474008,24046,28,0.0509737289243236,0.425837251088852,0.950354609929078,"High",1,FALSE,NA,FALSE,NA,FALSE,0.647790145200947,FALSE,0.643053437837659,FALSE,0.472479991644123,FALSE,NA,"M3",0.647790145200947,"Species",1833.5360616,0.5,TRUE,0.921114528894934,1.38181275778054,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,1.56707371456047,-5.58087630425674,TRUE,224674282.2596,"Historic",18571555.497398,18571555.497398,"Low-value finfish","X",0.1,1.3,NA
"10","14705-FAO-61-33","Greater lizardfish",1963,0,1.54646110542866,214676.577436762,17900,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,0.91484867944039,1,FALSE,FALSE,NA,50,0.744406554104633,0.557265241620228,0.5032021957914,0.586376112451135,0.440821758296598,24046,28,0.0509737289243236,0.425837251088852,1,"High",1,FALSE,NA,FALSE,NA,FALSE,0.641020520358149,FALSE,0.632243536674321,FALSE,0.478315599578471,FALSE,NA,"M3",0.641020520358149,"Species",1833.5360616,0.5,TRUE,0.921114528894934,1.10110842377436,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,1.54646110542866,-29.3175275126838,TRUE,224674282.2596,"Historic",23929466.8251458,23929466.8251458,"Low-value finfish","X",0.1,1.3,NA
