"","IdOrig","CommName","Year","Fmort","BvBmsy","Biomass","Catch","Id","Dbase","BiomassMetric","BiomassUnit","FmortMetric","FmortUnit","ExploitStatus","VonBertK","VonBertKSource","VonBertKUnit","Temp","TempSource","TempUnit","MaxLength","MaxLengthSource","MaxLengthUnit","AgeMat","AgeMatSource","AgeMatUnit","SpeciesCatName","RegionFAO","Bmsy","SSBmsy","Fmsy","Umsy","SciName","SpeciesCat","CatchUnit","Country","MSY","UvUmsytouse","BvBmsyUnit","FvFmsyUnit","ReferenceBiomass","ReferenceBiomassUnits","MSYUnit","CatchShare","phi","FvFmsy","Keep","ExtendedTime","Drop","LogBvBmsy","YearsBack","ScaledCatch","ScaledCatch1Back","ScaledCatch2Back","ScaledCatch3Back","ScaledCatch4Back","MaxCatch","TimeToMaxCatch","InitialScaledCatchSlope","MeanScaledCatch","CatchToRollingMax","Res","Value","M1Marker","M1Prediction","M2Marker","M2Prediction","M3Marker","M3Prediction","M4Marker","M4Prediction","M6Marker","M6Prediction","M7Marker","M7Prediction","BestModel","PRMBvBmsy","IdLevel","Price","BvBmsyOpenAccess","RanCatchMSY","CatchMSYBvBmsy_LogSd","BvBmsySD","HasRamMSY","HasRamFvFmsy","HasRamBvBmsy","BtoKRatio","g","k","MSYLogSd","gLogSd","KLogSd","CatchMSYBvBmsy","PercentGain","CanProject","MarginalCost","Policy","Profits","DiscProfits","CommodityName","BestGuess...Not.included.in.2020","omega","beta","NPV"
"11","14705-FAO-61-33","Greater lizardfish",1964,0,1.49441524746999,207451.677555927,13600,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,0.719288065626556,1,FALSE,FALSE,NA,49,0.565582633286201,0.744406554104633,0.557265241620228,0.5032021957914,0.586376112451135,24046,28,0.0509737289243236,0.425837251088852,0.759776536312849,"High",1,FALSE,NA,FALSE,NA,FALSE,0.400612283830837,FALSE,0.408080233204259,FALSE,0.244795150067645,FALSE,NA,"M3",0.400612283830837,"Species",1833.5360616,0.5,TRUE,0.921114528894934,1.06768513932381,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,1.49441524746999,-6.96939282919414,TRUE,224674282.2596,"Historic",18432369.3623581,18432369.3623581,"Low-value finfish","X",0.1,1.3,NA
"12","14705-FAO-61-33","Greater lizardfish",1965,0,1.4758875172325,204879.695822216,20100,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,1.07641076903878,1,FALSE,FALSE,NA,48,0.835897862430342,0.565582633286201,0.744406554104633,0.557265241620228,0.5032021957914,24046,28,0.0509737289243236,0.425837251088852,1,"High",1,FALSE,NA,FALSE,NA,FALSE,0.619628908454548,FALSE,0.606077022229312,FALSE,0.451673399271685,FALSE,NA,"M3",0.619628908454548,"Species",1833.5360616,0.5,TRUE,0.921114528894934,1.88981501251838,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,1.4758875172325,-37.0539175361712,TRUE,224674282.2596,"Historic",25870097.1829835,25870097.1829835,"Low-value finfish","X",0.1,1.3,NA
"13","14705-FAO-61-33","Greater lizardfish",1966,0,1.41128278545802,195911.398685691,23500,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,1.31610050071222,1,FALSE,FALSE,NA,47,0.977293520751892,0.835897862430342,0.565582633286201,0.744406554104633,0.557265241620228,24046,28,0.0509737289243236,0.425837251088852,1,"High",1,FALSE,NA,FALSE,NA,FALSE,0.620668703875323,FALSE,0.611938453067691,FALSE,0.463262063730679,FALSE,NA,"M3",0.620668703875323,"Species",1833.5360616,0.5,TRUE,0.921114528894934,1.61111482051709,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,1.41128278545802,-46.1610103181719,TRUE,224674282.2596,"Historic",28823353.9379571,28823353.9379571,"Low-value finfish","X",0.1,1.3,NA
"14","14705-FAO-61-33","Greater lizardfish",1967,0,1.32483728798091,183911.210987429,20700,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,1.23493198386726,1,FALSE,FALSE,NA,46,0.860850037428262,0.977293520751892,0.835897862430342,0.565582633286201,0.744406554104633,24046,28,0.0509737289243236,0.425837251088852,0.880851063829787,"High",1,FALSE,NA,FALSE,NA,FALSE,0.515896848309437,FALSE,0.509390818515522,FALSE,0.343058004636851,FALSE,NA,"M3",0.515896848309437,"Species",1833.5360616,0.5,TRUE,0.921114528894934,1.37278889659608,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,1.32483728798091,-38.8784416655575,TRUE,224674282.2596,"Historic",24822399.8899504,24822399.8899504,"Low-value finfish","X",0.1,1.3,NA
"15","14705-FAO-61-33","Greater lizardfish",1968,0,1.26166430818908,175141.666741806,21300,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,1.33435387870537,1,FALSE,FALSE,NA,45,0.885802212426183,0.860850037428262,0.977293520751892,0.835897862430342,0.565582633286201,24046,28,0.0509737289243236,0.425837251088852,0.906382978723404,"High",1,FALSE,NA,FALSE,NA,FALSE,0.554185664686584,FALSE,0.544502747873343,FALSE,0.369747295865294,FALSE,NA,"M3",0.554185664686584,"Species",1833.5360616,0.5,TRUE,0.921114528894934,1.42810337440142,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,1.26166430818908,-40.6001757031474,TRUE,224674282.2596,"Historic",24531846.8559078,24531846.8559078,"Low-value finfish","X",0.1,1.3,NA
"16","14705-FAO-61-33","Greater lizardfish",1969,0,1.19598607369042,166024.34814597,20400,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,1.34815330576387,1,FALSE,FALSE,NA,44,0.848373949929302,0.885802212426183,0.860850037428262,0.977293520751892,0.835897862430342,24046,28,0.0509737289243236,0.425837251088852,0.868085106382979,"High",1,FALSE,NA,FALSE,NA,FALSE,0.455289316993967,FALSE,0.443017695000653,FALSE,0.270506280384779,FALSE,NA,"M3",0.455289316993967,"Species",1833.5360616,0.5,TRUE,0.921114528894934,1.40577012920326,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,1.19598607369042,-37.9795952194628,TRUE,224674282.2596,"Historic",22686119.9608279,22686119.9608279,"Low-value finfish","X",0.1,1.3,NA
"17","14705-FAO-61-33","Greater lizardfish",1970,0,1.13831793129002,158018.974202717,20200,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,1.40256510128156,1,FALSE,FALSE,NA,43,0.840056558263329,0.848373949929302,0.885802212426183,0.860850037428262,0.977293520751892,24046,28,0.0509737289243236,0.425837251088852,0.859574468085106,"High",1,FALSE,NA,FALSE,NA,FALSE,0.408733152371173,FALSE,0.393011620216034,FALSE,0.224619925623228,FALSE,NA,"M3",0.408733152371173,"Species",1833.5360616,0.5,TRUE,0.921114528894934,1.27155960005449,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,1.13831793129002,-37.3655318057941,TRUE,224674282.2596,"Historic",21542551.4270638,21542551.4270638,"Low-value finfish","X",0.1,1.3,NA
"18","14705-FAO-61-33","Greater lizardfish",1971,0,1.08308568121886,150351.745865848,22100,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,1.61274125469189,1,FALSE,FALSE,NA,42,0.919071779090077,0.840056558263329,0.848373949929302,0.885802212426183,0.860850037428262,24046,28,0.0509737289243236,0.425837251088852,0.940425531914894,"High",1,FALSE,NA,FALSE,NA,FALSE,0.504253084035287,FALSE,0.484782152330305,FALSE,0.317223635273111,FALSE,NA,"M3",0.504253084035287,"Species",1833.5360616,0.5,TRUE,0.921114528894934,1.53372019014158,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,1.08308568121886,-42.7503955871964,TRUE,224674282.2596,"Historic",21942148.4173423,21942148.4173423,"Low-value finfish","X",0.1,1.3,NA
"19","14705-FAO-61-33","Greater lizardfish",1972,0,1.01478234965914,140870.016648543,21500,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,1.67456030165472,1,FALSE,FALSE,NA,41,0.894119604092157,0.919071779090077,0.840056558263329,0.848373949929302,0.885802212426183,24046,28,0.0509737289243236,0.425837251088852,0.914893617021277,"High",1,FALSE,NA,FALSE,NA,FALSE,0.48803308169971,FALSE,0.47030657638093,FALSE,0.297970099250725,FALSE,NA,"M3",0.48803308169971,"Species",1833.5360616,0.5,TRUE,0.921114528894934,1.42216351937918,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,1.01478234965914,-41.1527322082344,TRUE,224674282.2596,"Historic",19910937.4645544,19910937.4645544,"Low-value finfish","X",0.1,1.3,NA
"20","14705-FAO-61-33","Greater lizardfish",1973,0,0.951173783826739,132040.005236923,20800,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,1.72837787947117,1,FALSE,FALSE,NA,40,0.865008733261249,0.894119604092157,0.919071779090077,0.840056558263329,0.848373949929302,24046,28,0.0509737289243236,0.425837251088852,0.885106382978723,"High",1,FALSE,NA,FALSE,NA,FALSE,0.461136085298929,FALSE,0.444357437225879,FALSE,0.267729688197119,FALSE,NA,"M3",0.461136085298929,"Species",1833.5360616,0.5,TRUE,0.921114528894934,1.30441420648114,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,0.951173783826739,-39.1722953113962,TRUE,224674282.2596,"Historic",17808433.534636,17808433.534636,"Low-value finfish","X",0.1,1.3,NA
"21","14705-FAO-61-33","Greater lizardfish",1974,0,0.892504413753565,123895.642909629,17897,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,1.58491181073685,1,FALSE,FALSE,NA,39,0.744281793229643,0.865008733261249,0.894119604092157,0.919071779090077,0.840056558263329,24046,28,0.0509737289243236,0.425837251088852,0.761574468085106,"High",1,FALSE,NA,FALSE,NA,FALSE,0.323555914496753,FALSE,0.315128217013351,FALSE,0.135215861364535,FALSE,NA,"M3",0.323555914496753,"Species",1833.5360616,0.5,TRUE,0.921114528894934,1.3317282263641,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,0.892504413753565,-29.3056793025111,TRUE,224674282.2596,"Historic",14651491.8574309,14651491.8574309,"Low-value finfish","X",0.1,1.3,NA
"22","14705-FAO-61-33","Greater lizardfish",1975,0,0.854278569727795,118589.209184088,20806,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,1.92497156431315,1,FALSE,FALSE,NA,38,0.865258255011228,0.744281793229643,0.865008733261249,0.894119604092157,0.919071779090077,24046,28,0.0509737289243236,0.425837251088852,0.88536170212766,"High",1,FALSE,NA,FALSE,NA,FALSE,0.398778960672794,FALSE,0.377990784580883,FALSE,0.209773349066264,FALSE,NA,"M3",0.398778960672794,"Species",1833.5360616,0.5,TRUE,0.921114528894934,1.12838757030227,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,0.854278569727795,-39.1898367046544,TRUE,224674282.2596,"Historic",14763420.1138438,14763420.1138438,"Low-value finfish","X",0.1,1.3,NA
"23","14705-FAO-61-33","Greater lizardfish",1976,0,0.794501166482388,110291.031951092,22784,0,"FAO","","","","","",0.448499997,"FishBase","",NA,"FishBase","",60,"FishBase","",NA,"FishBase","","Miscellaneous coastal fishes","61",138817.961009925,NA,NA,NA,"Saurida tumbil",33,"Quantity (tonnes)","Taiwan Province of China",12652.1625752296,NA,NA,NA,NA,NA,NA,0,0.188,2.26657799957235,1,FALSE,FALSE,NA,37,0.947517258587707,0.865258255011228,0.744281793229643,0.865008733261249,0.894119604092157,24046,28,0.0509737289243236,0.425837251088852,0.969531914893617,"High",1,FALSE,NA,FALSE,NA,FALSE,0.504984435596224,FALSE,0.480979656048447,FALSE,0.312402618792712,FALSE,NA,"M3",0.504984435596224,"Species",1833.5360616,0.5,TRUE,0.921114528894934,1.31251643755743,FALSE,FALSE,FALSE,0.399981780525349,0.0911421150633742,347060.710684364,0.0369340694397655,0.110429971859159,0.0735604337192841,0.794501166482388,-44.4690898207971,TRUE,224674282.2596,"Historic",12857164.9210265,12857164.9210265,"Low-value finfish","X",0.1,1.3,NA
