"","catch_weighted_arth_mean_f","catch_weighted_geom_mean_f","catch_weighted_arth_mean_b","catch_weighted_geom_mean_b","msy_weighted_arth_mean_f","msy_weighted_geom_mean_f","msy_weighted_arth_mean_b","msy_weighted_geom_mean_b","bmsy_weighted_arth_mean_f","bmsy_weighted_geom_mean_f","bmsy_weighted_arth_mean_b","bmsy_weighted_geom_mean_b"
"1",1.5,1.03,1.18,0.94,1.13,0.66,1.11,0.79,1.43,0.79,0.89,0.61
