,id,years,ConCat,mean,top,bot,rawbvb
387,129,2005,129-2005,0.256106029,1.526099753,0.040097036,0.260272805
388,129,2006,129-2006,0.257665667,1.448570824,0.048446807,0.260394038
389,129,2007,129-2007,0.261053583,1.805892705,0.03760677,0.260476031
390,130,1968,130-1968,0.540627797,3.399191387,0.086385714,0.521540321
391,130,1969,130-1969,0.405631536,2.598097627,0.072415028,0.418602038
392,130,1970,130-1970,0.38375697,1.474204142,0.103792287,0.388668282
393,130,1971,130-1971,0.4336076,1.484637371,0.12190692,0.413103277
394,130,1972,130-1972,0.748864756,2.643177041,0.204997252,0.728929542
395,130,1973,130-1973,0.479278637,2.042756508,0.104191724,0.477100845
396,130,1974,130-1974,0.43593948,1.633947785,0.10940811,0.431224016
397,130,1975,130-1975,0.388351985,1.475428177,0.102355311,0.388043953
398,130,1976,130-1976,0.376768888,1.523248727,0.097400813,0.365281948
399,130,1977,130-1977,0.421912215,1.781372909,0.111619885,0.425869689
400,130,1978,130-1978,0.487109311,1.789498603,0.132621677,0.47762952
401,130,1979,130-1979,0.474977705,1.747009508,0.113767787,0.465041774
402,130,1980,130-1980,0.336767652,1.522081571,0.079124591,0.330199755
403,130,1981,130-1981,0.322156583,1.621270366,0.06244512,0.313208127
404,130,1982,130-1982,0.303020148,1.157997712,0.070666899,0.30322536
405,130,1983,130-1983,0.302838772,1.374319235,0.066095778,0.295933131
406,130,1984,130-1984,0.308062701,1.006464004,0.089935581,0.316551044
407,130,1985,130-1985,0.323000186,1.160126247,0.090525103,0.320641485
408,130,1986,130-1986,0.318417006,1.555774677,0.067144519,0.326892101
409,130,1987,130-1987,0.305645082,1.642813846,0.064678462,0.307107205
410,130,1988,130-1988,0.253623433,1.018965122,0.057282811,0.257043907
411,130,1989,130-1989,0.239994412,0.944488498,0.059405403,0.241178326
412,130,1990,130-1990,0.241882001,0.87204929,0.059959108,0.245545635
413,130,1991,130-1991,0.280758854,1.147163742,0.071226846,0.277901199
414,130,1992,130-1992,0.275000726,1.140478833,0.069293838,0.282315009
415,130,1993,130-1993,0.273213626,1.371425742,0.066118104,0.284778846
416,130,1994,130-1994,0.274682181,1.43436889,0.045787239,0.274662893
417,130,1995,130-1995,0.23474547,1.293698998,0.049270091,0.252070311
418,130,1996,130-1996,0.244016435,1.065515673,0.055096898,0.243478412
419,130,1997,130-1997,0.240168679,1.032865576,0.048351596,0.236921895
420,130,1998,130-1998,0.239692996,1.057515349,0.047899296,0.232302716
421,130,1999,130-1999,0.230388009,1.090879195,0.052663578,0.230359638
422,130,2000,130-2000,0.240277618,1.105653009,0.045986745,0.229289851
423,130,2001,130-2001,0.231630155,1.045403646,0.047616482,0.228732424
424,130,2002,130-2002,0.220912396,1.113363615,0.04433969,0.228031011
425,130,2003,130-2003,0.23058481,1.224361726,0.046941448,0.226903706
426,130,2004,130-2004,0.21454586,1.257762219,0.037014948,0.225609008
427,130,2005,130-2005,0.212736022,1.279327656,0.044331849,0.224347975
428,130,2006,130-2006,0.222756003,1.176598076,0.03627312,0.223465495
429,130,2007,130-2007,0.218128848,1.323878111,0.031708344,0.222316964
430,133,1967,133-1967,0.794828528,14.80535099,0.039072906,0.782634781
431,133,1968,133-1968,0.587009855,10.60621054,0.025916936,0.589257577
432,133,1969,133-1969,0.726345415,21.15375669,0.030609019,0.722715729
433,133,1970,133-1970,0.498919721,5.696276061,0.029652813,0.508846467
434,133,1971,133-1971,1.033867876,3.346894305,0.320414471,0.995155842
435,133,1972,133-1972,0.769649402,8.390700003,0.049947028,0.702629405
436,133,1973,133-1973,0.742310081,9.553294336,0.05317949,0.788939114
437,133,1974,133-1974,0.578961059,9.703475337,0.045132018,0.593432299
438,133,1975,133-1975,0.474558937,5.691262482,0.034951907,0.482179563
439,133,1976,133-1976,0.527489166,6.525401752,0.039000048,0.499423013
440,133,1977,133-1977,0.444162576,4.811084686,0.039855313,0.447051396
441,133,1978,133-1978,0.375596626,3.153254208,0.041982895,0.39362413
442,133,1979,133-1979,0.408425498,3.756144407,0.052736804,0.405016782
443,133,1980,133-1980,0.413080693,4.389816777,0.038488043,0.427080767
444,133,1981,133-1981,0.564195648,5.256912216,0.058225998,0.548177173
445,133,1982,133-1982,0.56272432,4.575864281,0.06582631,0.535446382
446,133,1983,133-1983,0.49077881,6.159030064,0.041916086,0.505745162
447,133,1984,133-1984,0.407242889,3.790592552,0.038185416,0.430393368
448,133,1985,133-1985,0.466942129,5.139588629,0.039370604,0.483935876
449,133,1986,133-1986,0.941681576,3.115486159,0.257623064,0.924502182
450,133,1987,133-1987,1.756117648,5.467840953,0.519910618,1.715325269
451,133,1988,133-1988,0.649173504,8.474381664,0.042451488,0.649768983
452,133,1989,133-1989,0.504912786,7.752064932,0.032972291,0.49677322
453,133,1990,133-1990,0.412283094,6.962918644,0.035427231,0.391775309
454,133,1991,133-1991,0.339016184,4.550244183,0.023779282,0.341325543
455,133,1992,133-1992,0.347623253,5.516863645,0.027716949,0.351020737
456,133,1993,133-1993,0.344987648,3.995488317,0.022116923,0.343494479
457,133,1994,133-1994,0.284240839,4.792140221,0.017255418,0.292262471
458,133,1995,133-1995,0.252471238,4.385160716,0.01697095,0.25739733
459,133,1996,133-1996,0.240907322,2.946305194,0.021003217,0.241422877
460,133,1997,133-1997,0.257178932,3.935485488,0.017895835,0.240728245
461,133,1998,133-1998,0.22141288,3.211131728,0.017884221,0.246234095
462,133,1999,133-1999,0.22790924,3.386247055,0.017747129,0.250677373
463,133,2000,133-2000,0.231393287,2.316146656,0.019812604,0.254576444
464,133,2001,133-2001,0.264761733,2.850784674,0.021218002,0.2519033
465,133,2002,133-2002,0.247665827,3.616991585,0.02063467,0.24863467
466,133,2003,133-2003,0.250077956,3.161367727,0.019735936,0.246698477
467,133,2004,133-2004,0.252346753,1.827243517,0.042492961,0.244491503
468,133,2005,133-2005,0.241968799,1.58711011,0.035230644,0.243710396
469,133,2006,133-2006,0.230806486,1.396381916,0.037992419,0.242606685
470,133,2007,133-2007,0.237254063,1.628747811,0.035117301,0.244315421
471,134,1997,134-1997,0.191673914,2.403909977,0.012824297,0.186303
472,134,1998,134-1998,0.186145663,2.427931323,0.015613115,0.184579087
473,134,1999,134-1999,0.180005621,2.329307994,0.015281043,0.183498255
474,134,2000,134-2000,0.202765272,2.045011879,0.018062408,0.195242806
475,134,2001,134-2001,0.214071104,2.848109741,0.019725782,0.201521143
476,134,2002,134-2002,0.199220098,2.567210566,0.016125544,0.201346996
477,134,2003,134-2003,0.187928679,2.490254308,0.014602709,0.197325746
478,134,2004,134-2004,0.190815618,1.119533525,0.035372371,0.196201337
479,134,2005,134-2005,0.187896629,1.000473243,0.029808328,0.199322517
480,134,2006,134-2006,0.192352312,1.295307449,0.034178039,0.202166365
481,135,1974,135-1974,0.929478515,4.300667668,0.245353142,0.9058184
482,135,1975,135-1975,0.812244466,7.283430307,0.072714484,0.764151558
483,135,1976,135-1976,0.54881322,5.84561284,0.04824214,0.53842202
484,135,1977,135-1977,0.518106579,4.593196366,0.058084375,0.49946555
485,135,1978,135-1978,0.533187734,4.158459437,0.068206325,0.542574341
486,135,1979,135-1979,0.61671443,4.550484087,0.084028883,0.608359849
487,135,1980,135-1980,0.572756104,4.748248231,0.068338202,0.582841197
488,135,1981,135-1981,0.562240246,4.845790959,0.076745058,0.572443195
489,135,1982,135-1982,0.555194493,5.075916818,0.069259609,0.552480299
490,135,1983,135-1983,0.466912041,3.865471729,0.061838847,0.513952845
491,135,1984,135-1984,0.564073105,5.126556726,0.069327694,0.570255305
492,135,1985,135-1985,0.794043455,7.767466012,0.076412092,0.766671552
493,135,1986,135-1986,0.950948246,3.176679437,0.254074467,0.915578782
494,135,1987,135-1987,0.734199891,7.065763307,0.080727625,0.734469429
495,135,1988,135-1988,0.609618555,8.156328257,0.040988598,0.623003316
496,135,1989,135-1989,0.525799866,6.138774692,0.036398043,0.509051824
497,135,1990,135-1990,0.51713592,6.845288303,0.037623395,0.513819837
498,135,1991,135-1991,0.563561603,7.094070211,0.042226628,0.565682074
499,135,1992,135-1992,0.515193679,6.208445419,0.040955546,0.5252262
500,135,1993,135-1993,0.552047133,6.522288,0.03628582,0.535723117
501,135,1994,135-1994,0.436349878,6.013074963,0.032318095,0.424243086
502,135,1995,135-1995,0.376685754,5.385264628,0.021287331,0.361619714
503,135,1996,135-1996,0.300858184,3.606009647,0.022292244,0.345039599
504,135,1997,135-1997,0.359632936,3.969981501,0.026035588,0.343575812
505,135,1998,135-1998,0.408292063,3.820235534,0.037938675,0.3823356
506,135,1999,135-1999,0.399590157,4.980904263,0.032922258,0.420243587
507,135,2000,135-2000,0.496819622,4.980007263,0.045451669,0.475363957
508,135,2001,135-2001,0.504215183,6.249250303,0.046015133,0.531026372
509,135,2002,135-2002,0.545745312,5.756683509,0.039080826,0.512972241
510,135,2003,135-2003,0.562593254,6.863817382,0.047317378,0.527518348
511,135,2004,135-2004,0.515705312,2.949282571,0.09603835,0.527030315
512,135,2005,135-2005,0.533603806,3.120323295,0.077652265,0.531677595
513,135,2006,135-2006,0.427443922,2.447964522,0.068261415,0.413269994
514,135,2007,135-2007,0.386389819,2.643533752,0.057642693,0.385027962
515,141,1974,141-1974,2.510084141,11.26727042,0.638372179,2.569419825
516,141,1975,141-1975,2.170499371,7.612015756,0.632086948,2.187966508
517,141,1976,141-1976,1.868446108,6.797703258,0.521031384,1.988344291
518,141,1977,141-1977,1.382092786,4.675130165,0.416794183,1.452569276
519,141,1978,141-1978,1.275373461,4.448535018,0.381325525,1.315005632
520,141,1979,141-1979,1.252401892,4.587526309,0.322983473,1.216778818
521,141,1980,141-1980,1.265819214,11.00282587,0.174592768,1.262887691
522,141,1981,141-1981,1.323200923,6.131566875,0.290683764,1.319349882
523,141,1982,141-1982,1.491582365,6.150783616,0.341897482,1.446288863
524,141,1983,141-1983,1.412308321,5.08237597,0.41595196,1.375639512
525,141,1984,141-1984,1.498487531,5.606395476,0.369174161,1.538903894
526,141,1985,141-1985,1.345242239,5.729899739,0.364806022,1.405890311
527,141,1986,141-1986,1.293692262,4.568450767,0.3046162,1.278373177
528,141,1987,141-1987,1.322314591,4.444962757,0.349011545,1.232834869
529,141,1988,141-1988,1.126991701,3.680155688,0.341864144,1.132548721
530,141,1989,141-1989,1.148160818,4.359159685,0.28449416,1.148245472
531,141,1990,141-1990,1.139933846,6.179412185,0.250469137,1.131367408
532,141,1991,141-1991,1.11436004,4.750326959,0.271302757,1.119078391
533,141,1992,141-1992,1.154991157,3.76241138,0.329662614,1.134206451
534,141,1993,141-1993,1.17058119,4.084421245,0.331977601,1.185622268
535,141,1994,141-1994,1.170673512,3.911195578,0.337952542,1.189118444
536,141,1995,141-1995,1.158081087,3.655660919,0.362300116,1.140216373
537,141,1996,141-1996,1.195696091,3.693386605,0.334606471,1.148588374
538,141,1997,141-1997,1.107436129,3.535397653,0.357188405,1.133680744
539,141,1998,141-1998,1.0907406,3.685618949,0.342136783,1.109399078
540,141,1999,141-1999,1.128661592,3.642222769,0.346093041,1.101090322
541,141,2000,141-2000,1.052231256,3.6144361,0.297797765,1.07576349
542,141,2001,141-2001,1.137396608,3.604577993,0.305718022,1.14386866
543,141,2002,141-2002,1.07564331,3.929517507,0.30133204,1.090333823
544,141,2003,141-2003,1.059508305,3.388600783,0.320066965,1.04642856
545,141,2004,141-2004,1.046791793,3.183705644,0.312256606,1.027157839
546,141,2005,141-2005,1.007569742,3.425464157,0.311103358,1.01337632
547,151,1971,151-1971,1.570007715,4.673686221,0.489770176,1.575874665
548,151,1972,151-1972,1.151363274,3.269649821,0.409588735,1.169130953
549,151,1973,151-1973,1.108033126,3.783989233,0.291648301,1.117085101
550,151,1974,151-1974,1.056683822,3.499586667,0.333972743,1.048649608
551,151,1975,151-1975,1.132227293,3.556258548,0.372262499,1.116463303
552,151,1976,151-1976,1.082829671,3.529189051,0.326708989,1.109331626
553,151,1977,151-1977,1.245933355,4.605215198,0.380880185,1.302326341
554,151,1978,151-1978,1.722716319,5.625136722,0.535083418,1.75143877
555,151,1979,151-1979,1.199144528,4.32159049,0.320059479,1.18414952
556,151,1980,151-1980,1.378607389,7.517570535,0.225023968,1.400899768
557,151,1981,151-1981,1.317048644,5.033161362,0.300760461,1.327211084
558,151,1982,151-1982,1.118388481,4.53765343,0.254559592,1.173529567
559,151,1983,151-1983,1.076345294,4.064529028,0.277954433,1.064388495
560,151,1984,151-1984,1.070971685,4.008267906,0.288449705,1.107624133
561,151,1985,151-1985,1.14521184,5.175125491,0.263656821,1.16438564
562,151,1986,151-1986,1.456480406,5.45823641,0.384369396,1.465009139
563,151,1987,151-1987,1.215223824,4.337937141,0.375532469,1.256816883
564,151,1988,151-1988,1.021927465,3.176486876,0.307653901,0.98630422
565,151,1989,151-1989,0.726649464,3.713029467,0.172922207,0.757408419
566,151,1990,151-1990,0.649315931,2.538052807,0.168355904,0.669425443
567,151,1991,151-1991,0.661869858,2.617472399,0.133480344,0.637436267
568,151,1992,151-1992,0.664072886,2.893659529,0.146716421,0.661548998
569,151,1993,151-1993,0.667115956,3.357076463,0.12656229,0.669561929
570,151,1994,151-1994,0.649785919,3.43886387,0.116149859,0.609636235
571,151,1995,151-1995,0.546916612,2.98379591,0.102491868,0.539263782
572,151,1996,151-1996,0.545497963,2.541168349,0.116400598,0.516630294
573,151,1997,151-1997,0.525032195,2.382022062,0.110720161,0.538596966
574,151,1998,151-1998,0.628061636,3.348577752,0.131023378,0.594279125
575,151,1999,151-1999,0.594093185,2.830860841,0.113386742,0.569428665
576,151,2000,151-2000,0.55983255,2.682096539,0.112612163,0.553927266
577,151,2001,151-2001,0.576841198,2.693432511,0.106520651,0.556667989
578,151,2002,151-2002,0.561235743,2.773431323,0.096794596,0.542298563
579,151,2003,151-2003,0.554917813,3.071752181,0.097811461,0.563747437
580,151,2004,151-2004,0.593321101,3.491518968,0.096256198,0.580673448
581,151,2005,151-2005,0.63176542,3.582279545,0.120169599,0.607242717
582,151,2006,151-2006,0.625296159,3.276181335,0.092502356,0.586811421
583,151,2007,151-2007,0.650317498,4.256267288,0.089392591,0.615446008
584,155,1968,155-1968,0.277749021,5.295784292,0.016877234,0.294076612
585,155,1969,155-1969,0.268689528,5.139380589,0.012831938,0.247767314
586,155,1970,155-1970,0.21387748,2.693608672,0.017935972,0.228335943
587,155,1971,155-1971,0.223549635,3.243391937,0.01976516,0.221323591
588,155,1972,155-1972,0.221394537,2.465215778,0.021148211,0.226548117
589,155,1973,155-1973,0.243079622,2.834481377,0.022919438,0.243145772
590,155,1974,155-1974,0.279968824,3.374598353,0.026288801,0.268611488
591,155,1975,155-1975,0.304320327,2.698263431,0.027021255,0.28427849
592,155,1976,155-1976,0.264537704,3.049412916,0.032805896,0.278287384
593,155,1977,155-1977,0.281262737,2.582481967,0.031311451,0.284407891
594,155,1978,155-1978,0.29733588,2.02389721,0.040340812,0.29229813
595,155,1979,155-1979,0.302961181,2.34334528,0.036953476,0.29202308
596,155,1980,155-1980,0.315389303,2.181880802,0.040430308,0.304591709
597,155,1981,155-1981,0.330047718,2.492223326,0.041927573,0.322723443
598,155,1982,155-1982,0.315820696,2.910384732,0.032155752,0.314156613
599,155,1983,155-1983,0.325386074,2.588616024,0.033098106,0.300412513
600,155,1984,155-1984,0.253751232,2.245741954,0.029622827,0.265634278
601,155,1985,155-1985,0.266261355,2.291784565,0.025309089,0.268628542
602,155,1986,155-1986,0.288932658,2.912681097,0.026458679,0.28171646
603,155,1987,155-1987,0.242401427,2.844712017,0.021123042,0.267516946
604,155,1988,155-1988,0.267610484,3.245281406,0.018921168,0.246061379
605,155,1989,155-1989,0.229315317,2.867218301,0.016372103,0.228381568
606,155,1990,155-1990,0.231442175,2.353372974,0.018002162,0.232636664
607,155,1991,155-1991,0.260782719,3.973461583,0.018221362,0.265623083
608,155,1992,155-1992,0.302198576,2.974083289,0.022753633,0.281405235
609,155,1993,155-1993,0.2377034,3.409057619,0.01404012,0.240726282
610,155,1994,155-1994,0.200588868,3.108363905,0.015924725,0.21120151
611,155,1995,155-1995,0.207508367,2.62088721,0.015739711,0.195174934
612,155,1996,155-1996,0.180562698,2.304158479,0.014003597,0.190830629
613,155,1997,155-1997,0.194033566,2.195867848,0.015260696,0.188553711
614,155,1998,155-1998,0.202407026,2.459511608,0.015316826,0.191701644
615,155,1999,155-1999,0.196943821,2.125677447,0.018177169,0.202008607
616,155,2000,155-2000,0.212182896,2.081530072,0.020370765,0.201233549
617,155,2001,155-2001,0.191810818,2.472918123,0.018267956,0.195699922
618,155,2002,155-2002,0.240442173,2.942423363,0.02149525,0.220507068
619,155,2003,155-2003,0.255324034,2.411818397,0.024272832,0.234804143
620,155,2004,155-2004,0.219533577,1.225903234,0.034075102,0.220047261
621,155,2005,155-2005,0.198685103,1.335705112,0.028032176,0.20457856
622,155,2006,155-2006,0.198449181,1.112961669,0.035801947,0.198835096
623,155,2007,155-2007,0.200077461,1.270843885,0.027371587,0.204583955
624,156,1989,156-1989,0.684184408,3.040765426,0.158897912,0.715624656
625,156,1990,156-1990,1.229920356,4.720379531,0.329945698,1.247512506
626,156,1991,156-1991,0.739769116,3.006739062,0.203372612,0.74825329
627,156,1992,156-1992,0.911290872,2.95292454,0.267419565,0.90618331
628,156,1993,156-1993,0.834426774,4.532057953,0.179166311,0.866115667
629,156,1994,156-1994,0.726111862,4.002971658,0.136704215,0.713699744
630,156,1995,156-1995,0.779790737,4.197310965,0.17541161,0.809632743
631,156,1996,156-1996,0.771861289,3.742151937,0.157009817,0.797240287
632,156,1997,156-1997,0.622586065,2.88422688,0.131371693,0.608154399
633,156,1998,156-1998,0.650376472,2.914789038,0.144565009,0.605549025
634,156,1999,156-1999,0.530787013,2.408003618,0.10896964,0.54526901
635,156,2000,156-2000,0.433825495,2.002292905,0.099960075,0.44706751
636,156,2001,156-2001,0.378061674,1.59577152,0.087259734,0.385385962
637,156,2002,156-2002,0.383936476,1.731063197,0.074726519,0.369507847
638,156,2003,156-2003,0.338406676,1.680577553,0.064137261,0.336851926
639,156,2004,156-2004,0.375121022,1.964102868,0.085427267,0.359572684
640,156,2005,156-2005,0.348192121,1.899023031,0.062222697,0.355846116
641,158,1963,158-1963,1.452228929,6.47425222,0.321810716,1.480346535
642,158,1964,158-1964,1.889783633,8.291381952,0.40520388,1.892581752
643,158,1965,158-1965,1.024393687,4.304555459,0.249660125,1.039001875
644,158,1966,158-1966,0.823676983,4.183578268,0.188894342,0.875912945
645,158,1967,158-1967,0.737639512,5.565725167,0.105454418,0.742214338
646,158,1968,158-1968,0.756121998,3.916702366,0.140751557,0.767812272
647,158,1969,158-1969,0.6761595,4.583203191,0.106898372,0.700842799
648,158,1970,158-1970,0.664905168,2.327233472,0.189725508,0.692009453
649,158,1971,158-1971,0.756448844,2.580852496,0.204330522,0.76595595
650,158,1972,158-1972,0.706914047,2.688173106,0.170233821,0.702901714
651,158,1973,158-1973,0.738400998,3.149244124,0.171284745,0.743284528
652,158,1974,158-1974,0.655819321,2.95767777,0.13539165,0.665401139
653,158,1975,158-1975,0.763680509,3.036769604,0.196429015,0.771865223
654,158,1976,158-1976,0.635944701,2.826269121,0.155394378,0.633212296
655,158,1977,158-1977,0.58805935,2.189213048,0.154530658,0.579340643
656,158,1978,158-1978,0.569166788,2.230253596,0.167824281,0.571459195
657,158,1979,158-1979,0.534731067,1.82515308,0.132276906,0.51439539
658,158,1980,158-1980,0.516185901,2.231893209,0.144068545,0.523863524
659,158,1981,158-1981,0.553823973,2.603739724,0.113607123,0.520966419
660,158,1982,158-1982,0.493569975,2.583754576,0.101587672,0.522833326
661,158,1983,158-1983,0.506203072,2.472472481,0.11376339,0.530831925
662,158,1984,158-1984,0.566732622,2.623518115,0.131673013,0.544866579
663,158,1985,158-1985,0.542768512,2.162961364,0.11800825,0.54813622
664,158,1986,158-1986,0.55793954,3.032068703,0.092739585,0.547560772
665,158,1987,158-1987,0.526430667,2.694265779,0.090212976,0.529339647
666,158,1988,158-1988,0.546959057,2.650150091,0.119649912,0.526446603
667,158,1989,158-1989,0.465236028,2.359643593,0.11037785,0.514617464
668,158,1990,158-1990,0.512994815,2.301799594,0.112613747,0.519178401
669,158,1991,158-1991,0.521620487,2.198513178,0.126460581,0.519485873
670,158,1992,158-1992,0.530238315,2.190829475,0.103567759,0.513495274
671,158,1993,158-1993,0.497908739,2.552319084,0.105881271,0.506570018
672,158,1994,158-1994,0.513537223,3.330055807,0.086778066,0.50875077
673,158,1995,158-1995,0.508599264,2.894420279,0.089500478,0.495864581
674,158,1996,158-1996,0.495475157,2.897735154,0.098109055,0.491888883
675,158,1997,158-1997,0.507745361,2.255728509,0.104434609,0.486994628
676,158,1998,158-1998,0.491619774,2.211524544,0.095741626,0.482595627
677,158,1999,158-1999,0.5061085,2.290739194,0.108261527,0.490458914
678,158,2000,158-2000,0.492444003,2.412512876,0.098589165,0.483472802
679,158,2001,158-2001,0.491937536,2.37094753,0.099406414,0.485074219
680,158,2002,158-2002,0.466882588,2.401552887,0.078103193,0.481228326
681,158,2003,158-2003,0.470141149,2.653708144,0.088913866,0.4728493
682,158,2004,158-2004,0.452497134,2.645932457,0.074501426,0.464729658
683,158,2005,158-2005,0.453038676,2.735005867,0.072227556,0.459194911
684,159,1971,159-1971,1.067546569,3.479269588,0.331043226,1.082726984
685,159,1972,159-1972,1.575379687,4.171954148,0.561255054,1.531568088
686,159,1973,159-1973,1.80349843,6.176283245,0.468393914,1.777725199
687,159,1974,159-1974,1.85248191,6.220349824,0.584723258,1.825437373
688,159,1975,159-1975,1.196737953,3.969864793,0.336954199,1.233499085
689,159,1976,159-1976,1.034135835,3.312146188,0.349617588,1.03712154
690,159,1977,159-1977,0.920585925,3.036016486,0.272407872,0.913352366
691,159,1978,159-1978,0.691616301,2.193548163,0.222425776,0.682606137
692,159,1979,159-1979,0.630415078,2.237124726,0.159752076,0.604965536
693,159,1980,159-1980,0.549994455,2.163243726,0.136469928,0.564678244
694,159,1981,159-1981,0.579671623,2.701858526,0.112751437,0.575390805
695,159,1982,159-1982,0.607798754,2.623530785,0.127247663,0.597751724
696,159,1983,159-1983,0.579279386,2.463290223,0.123495524,0.590873759
697,159,1984,159-1984,0.581243205,2.270347721,0.146642912,0.592880275
698,159,1985,159-1985,0.596134022,2.354569967,0.124544874,0.590935586
699,159,1986,159-1986,0.608483775,3.132897758,0.099139444,0.574903129
700,159,1987,159-1987,0.587832484,3.0720087,0.11288601,0.569562735
701,159,1988,159-1988,0.543526571,2.570337828,0.102355945,0.561635356
702,159,1989,159-1989,0.599129815,2.547755031,0.130334413,0.578193775
703,159,1990,159-1990,0.632360927,2.555854919,0.135056526,0.586148974
704,159,1991,159-1991,0.569107845,2.419289578,0.139937734,0.568610362
705,159,1992,159-1992,0.577356345,2.727205035,0.130408105,0.561787252
706,159,1993,159-1993,0.542666864,2.58071125,0.110004708,0.568948534
707,159,1994,159-1994,0.587057292,3.133141063,0.097732997,0.559148282
708,159,1995,159-1995,0.543673997,3.112226505,0.097314848,0.562602601
709,159,1996,159-1996,0.583396261,2.848096245,0.118360651,0.567274242
710,159,1997,159-1997,0.570670903,2.865789847,0.101724652,0.566355042
711,159,1998,159-1998,0.505815241,2.693554405,0.102757939,0.564452851
712,159,1999,159-1999,0.524208757,2.671249064,0.105572905,0.547797837
713,159,2000,159-2000,0.548523924,2.513005521,0.119897493,0.540005628
714,159,2001,159-2001,0.51838218,2.604502268,0.092137088,0.532366167
715,159,2002,159-2002,0.495565796,3.225251535,0.095546053,0.514121454
716,159,2003,159-2003,0.513048533,3.076119098,0.086836396,0.516625946
717,159,2004,159-2004,0.55977127,2.689071248,0.085442313,0.521039552
718,159,2005,159-2005,0.521287796,3.138628696,0.09323328,0.516591707
719,160,2001,160-2001,1.052157617,3.226783623,0.313505862,1.051404531
720,160,2002,160-2002,0.959294326,2.835068895,0.331664267,0.976662445
721,160,2003,160-2003,1.115128404,3.214717803,0.41510299,1.165760693
722,160,2004,160-2004,1.200055241,3.139612374,0.398838377,1.163708406
723,160,2005,160-2005,0.948359608,2.827039733,0.321961151,0.96532352
724,160,2006,160-2006,1.0760557,3.124355447,0.37066358,1.064677298
725,165,1983,165-1983,1.284883372,4.431630208,0.363275919,1.26846273
726,165,1984,165-1984,1.513907242,6.303328565,0.382402202,1.515091638
727,165,1985,165-1985,3.00541785,11.17205909,0.868632984,3.049191636
728,165,1986,165-1986,1.228886618,4.724611724,0.307847032,1.214375019
729,165,1987,165-1987,1.085429163,3.460768871,0.327216029,1.055958199
730,165,1988,165-1988,1.031004601,3.234420952,0.298952929,1.001683845
731,165,1989,165-1989,0.923801054,3.553310904,0.227909185,0.951865312
732,165,1990,165-1990,0.98632159,5.374755212,0.221324068,0.977892574
733,165,1991,165-1991,1.59679341,7.703060096,0.36816379,1.592097122
734,165,1992,165-1992,0.928819436,3.297363129,0.264393421,0.915944782
735,165,1993,165-1993,0.775211661,9.859688026,0.055472198,0.743582423
736,165,1994,165-1994,0.462684071,8.935420908,0.02623307,0.551781657
737,165,1995,165-1995,0.556697062,8.006405404,0.043211539,0.562174186
738,165,1996,165-1996,0.570483182,6.583113186,0.047049055,0.585256534
739,165,1997,165-1997,0.64959685,6.372930917,0.047115096,0.635430234
740,165,1998,165-1998,0.563069692,5.709394431,0.052229997,0.552961973
741,165,1999,165-1999,0.430543642,5.223589482,0.03730694,0.438538808
742,165,2000,165-2000,0.427512183,4.347154767,0.041127703,0.421736501
743,165,2001,165-2001,0.390526408,4.193212819,0.03673723,0.409648764
744,165,2002,165-2002,0.348505853,4.318267152,0.03492658,0.410939711
745,165,2003,165-2003,0.473770147,5.019181086,0.040010719,0.429945779
746,165,2004,165-2004,0.443958607,2.636489261,0.06710472,0.43009624
747,165,2005,165-2005,0.449422149,3.646813511,0.081048433,0.495592009
748,165,2006,165-2006,0.493826892,3.19558901,0.089362836,0.501681236
749,165,2007,165-2007,0.513950274,3.192384999,0.080983797,0.533191205
750,166,1983,166-1983,1.846351841,6.85038623,0.533007188,1.912029017
751,166,1984,166-1984,1.644774155,6.592982063,0.384741986,1.650102654
752,166,1985,166-1985,1.79640252,7.089275169,0.518433545,1.747960377
753,166,1986,166-1986,1.503898238,5.335651282,0.407119218,1.500191082
754,166,1987,166-1987,1.311420061,4.975605452,0.394617455,1.318228356
755,166,1988,166-1988,1.362398649,3.989306109,0.425668965,1.319188845
756,166,1989,166-1989,1.353112501,4.965410345,0.387466831,1.393508334
757,166,1990,166-1990,1.672602029,8.560696382,0.364061672,1.647197481
758,166,1991,166-1991,1.205751925,4.884752973,0.301337416,1.275011965
759,166,1992,166-1992,0.648638255,10.10218352,0.06693873,0.762699371
760,166,1993,166-1993,0.600673705,8.178404584,0.045003581,0.565072401
761,166,1994,166-1994,0.568983379,8.664151277,0.028725317,0.531491306
762,166,1995,166-1995,0.513582474,7.446979617,0.02911939,0.501405039
763,166,1996,166-1996,0.463952428,6.719993026,0.041904249,0.511708675
764,166,1997,166-1997,0.474873428,6.99919885,0.033360038,0.489361151
765,166,1998,166-1998,0.452370754,5.873956742,0.042257735,0.490702429
766,166,1999,166-1999,0.482067755,5.238689861,0.047948087,0.4995587
767,166,2000,166-2000,0.492280101,4.992019878,0.045489904,0.481077279
768,166,2001,166-2001,0.436537991,4.203638751,0.038509741,0.467033322
769,166,2002,166-2002,0.486635543,6.003143966,0.037987575,0.463061819
770,166,2003,166-2003,0.5077488,5.609098693,0.040801605,0.477582329
771,166,2004,166-2004,0.513003274,3.095414142,0.079361198,0.48237592
772,166,2005,166-2005,0.466903135,3.073237759,0.070720041,0.477333849
773,166,2006,166-2006,0.496829967,2.849528011,0.078322956,0.482791927
774,166,2007,166-2007,0.47965971,3.355550653,0.066975242,0.479738959
