,id,years,ConCat,mean,top,bot,rawbvb
95,64,1990,64-1990,0.529146146,1.920540314,0.13872594,0.547386441
96,64,1991,64-1991,0.570350138,1.904422404,0.135310378,0.577949766
97,64,1992,64-1992,0.578526558,2.111516675,0.152129354,0.60001547
98,64,1993,64-1993,0.55305325,2.746001435,0.112452424,0.562145034
99,64,1994,64-1994,0.508907535,2.631404495,0.084415563,0.51484992
100,64,1995,64-1995,0.514357833,2.572788721,0.096984583,0.512981162
101,64,1996,64-1996,0.524300909,2.325946946,0.124463884,0.52056325
102,64,1997,64-1997,0.52109801,2.536625996,0.118782563,0.530876621
103,64,1998,64-1998,0.541812709,2.48561175,0.118002942,0.5482595
104,64,1999,64-1999,0.552423256,2.394039373,0.110080328,0.532280271
105,64,2000,64-2000,0.529491218,2.200010797,0.112541605,0.528876145
106,64,2001,64-2001,0.527409975,2.571274239,0.115490445,0.542873041
107,64,2002,64-2002,0.532120782,2.695575888,0.099502455,0.537651918
108,64,2003,64-2003,0.521980313,2.405449078,0.097289446,0.503047001
109,65,1981,65-1981,1.035094954,3.952111705,0.25385039,1.049579485
110,65,1982,65-1982,0.802800417,3.434915246,0.179604471,0.808534628
111,65,1983,65-1983,0.697358558,3.030709273,0.165822126,0.664421569
112,65,1984,65-1984,0.563893039,2.01368781,0.161100791,0.571235013
113,65,1985,65-1985,0.556479758,2.124579461,0.146825223,0.558793017
114,65,1986,65-1986,0.581099623,2.833827716,0.129959674,0.573255371
115,65,1987,65-1987,0.622426521,3.455094127,0.138642665,0.597578627
116,65,1988,65-1988,0.576657408,2.423180107,0.131692564,0.594320173
117,65,1989,65-1989,0.538359457,2.367217218,0.131437014,0.548678192
118,65,1990,65-1990,0.549458532,1.904108857,0.141033893,0.547301172
119,65,1991,65-1991,0.565292617,2.046125662,0.158773705,0.589618327
120,65,1992,65-1992,0.622060146,2.515814297,0.15215911,0.585424975
121,65,1993,65-1993,0.552266488,2.471806342,0.107750693,0.548781389
122,65,1994,65-1994,0.493792692,2.428013509,0.101814987,0.500625854
123,65,1995,65-1995,0.47980844,2.21687603,0.099520642,0.472567846
124,65,1996,65-1996,0.507177637,2.33375778,0.096032199,0.502326442
125,65,1997,65-1997,0.476081309,2.040035748,0.108417807,0.496047311
126,65,1998,65-1998,0.510359469,2.486842662,0.125815955,0.512100282
127,65,1999,65-1999,0.523528794,2.213884064,0.100298018,0.520333832
128,65,2000,65-2000,0.554382767,2.851588652,0.12415444,0.550229374
129,65,2001,65-2001,0.604835442,2.819932065,0.152182493,0.6020725
130,65,2002,65-2002,0.606878819,2.950971012,0.122405873,0.610040107
131,67,1970,67-1970,0.540368254,2.028751582,0.14209493,0.566728553
132,67,1971,67-1971,0.484998323,1.813402743,0.139949598,0.486770347
133,67,1972,67-1972,0.444838024,1.645653319,0.13348542,0.449225764
134,67,1973,67-1973,0.408032275,1.500240964,0.09745757,0.38940029
135,67,1974,67-1974,0.417362134,1.77482545,0.098225064,0.408859659
136,67,1975,67-1975,0.369588184,1.415632612,0.092278261,0.363636459
137,67,1976,67-1976,0.328998391,1.18590885,0.08197315,0.328208932
138,67,1977,67-1977,0.305657441,1.26689406,0.070813106,0.305799535
139,67,1978,67-1978,0.290839672,1.074774034,0.089017272,0.29357891
140,67,1979,67-1979,0.290635531,1.240999244,0.076201573,0.305570643
141,67,1980,67-1980,0.302817639,1.500783315,0.074452281,0.31535564
142,67,1981,67-1981,0.311224642,1.542910812,0.053598035,0.317357063
143,67,1982,67-1982,0.326590127,1.296312382,0.0773889,0.337736972
144,67,1983,67-1983,0.336204259,1.36102528,0.079855739,0.34145501
145,67,1984,67-1984,0.328941877,1.250544032,0.100018165,0.339667136
146,67,1985,67-1985,0.355982218,1.206086934,0.091952865,0.337332629
147,67,1986,67-1986,0.330807903,1.676742062,0.073716458,0.338179923
148,67,1987,67-1987,0.326053911,1.545674965,0.064597454,0.331550559
149,67,1988,67-1988,0.345337773,1.54468603,0.077087723,0.34274841
150,67,1989,67-1989,0.327984619,1.464102405,0.082524527,0.338236792
151,67,1990,67-1990,0.31088854,1.32059091,0.083942196,0.321065825
152,67,1991,67-1991,0.29655978,1.095181125,0.077726253,0.29852851
153,67,1992,67-1992,0.244402989,0.98555183,0.059836941,0.250090975
154,67,1993,67-1993,0.224788551,1.058519013,0.041698883,0.231673134
155,67,1994,67-1994,0.227964705,1.148638893,0.046627226,0.226234165
156,67,1995,67-1995,0.233215528,0.983328979,0.043175693,0.227426222
157,67,1996,67-1996,0.23274095,1.105606948,0.052920766,0.231790904
158,67,1997,67-1997,0.230032162,1.258163404,0.052323467,0.231622604
159,67,1998,67-1998,0.221201417,0.982139458,0.055518908,0.231659309
160,67,1999,67-1999,0.242004402,1.020569255,0.045758937,0.23168149
161,67,2000,67-2000,0.231879076,1.286917784,0.045344052,0.229852279
162,67,2001,67-2001,0.228584414,1.126737162,0.043611522,0.228785518
163,67,2002,67-2002,0.218959281,1.102984629,0.041973175,0.226643669
164,67,2003,67-2003,0.229194163,1.07814301,0.047307435,0.224241984
165,67,2004,67-2004,0.221854374,1.080083766,0.042196297,0.222733203
166,67,2005,67-2005,0.211664633,1.211859456,0.041659911,0.221551065
167,78,1990,78-1990,1.113452676,3.979834938,0.282262982,1.056365827
168,78,1991,78-1991,1.288818364,4.501666113,0.332919348,1.266295303
169,78,1992,78-1992,1.156925138,4.202271622,0.293492506,1.123917863
170,78,1993,78-1993,1.009135453,3.281307869,0.287893295,0.992838604
171,78,1994,78-1994,0.76432361,4.042270879,0.130317606,0.784315139
172,78,1995,78-1995,0.651338692,3.312980474,0.133121203,0.603580687
173,78,1996,78-1996,0.571001178,2.88439491,0.115399283,0.554664581
174,78,1997,78-1997,0.631242119,3.342293038,0.140117921,0.656129592
175,78,1998,78-1998,0.716602907,3.41038795,0.157152812,0.737820649
176,78,1999,78-1999,0.559157038,2.797441054,0.110896527,0.579010094
177,78,2000,78-2000,0.530600507,2.944390409,0.118059391,0.52659127
178,78,2001,78-2001,0.518378374,2.506775306,0.094627327,0.520762897
179,78,2002,78-2002,0.549417088,2.894820343,0.095550176,0.559803457
180,78,2003,78-2003,0.620914906,3.523994773,0.115105407,0.631851372
181,78,2004,78-2004,0.637655139,3.655100791,0.109063686,0.648274736
182,78,2005,78-2005,0.617114248,3.470580576,0.106423219,0.610831015
183,78,2006,78-2006,0.466237449,2.594516559,0.076723392,0.474587106
184,80,1981,80-1981,0.859928476,4.61619906,0.169246573,0.845318557
185,80,1982,80-1982,0.94281945,3.857451428,0.246269554,0.933210716
186,80,1983,80-1983,0.972679986,3.335875635,0.266940719,1.008549483
187,80,1984,80-1984,1.242576721,4.260971821,0.319634003,1.234759388
188,80,1985,80-1985,1.431529631,4.969809481,0.408644436,1.460484544
189,80,1986,80-1986,1.419833808,5.315429525,0.36627605,1.440298292
190,80,1987,80-1987,1.07822862,3.476377685,0.336726399,1.095637806
191,80,1988,80-1988,1.052205267,3.067858515,0.328924166,1.023563424
192,80,1989,80-1989,0.902395823,4.03232209,0.215103715,0.880278419
193,80,1990,80-1990,0.88346603,3.349872624,0.230958987,0.8785729
194,80,1991,80-1991,1.521249688,4.961980232,0.463992485,1.522770613
195,80,1992,80-1992,0.92673688,2.710223098,0.282786992,0.914889183
196,80,1993,80-1993,0.930821911,2.96767403,0.310800248,0.929160257
197,80,1994,80-1994,1.250409338,3.754613433,0.402624197,1.23670786
198,80,1995,80-1995,1.47874405,4.548163267,0.455275746,1.474797244
199,80,1996,80-1996,1.452731345,4.177570271,0.527013102,1.518757675
200,80,1997,80-1997,1.28972517,3.625080859,0.440589567,1.291314628
201,80,1998,80-1998,2.293748673,6.028340839,0.879239827,2.255080484
202,80,1999,80-1999,1.193757221,3.286519584,0.42166298,1.20699013
203,80,2000,80-2000,1.158920975,3.038392765,0.460975952,1.164379211
204,80,2001,80-2001,1.051623433,2.556876548,0.44011389,1.039546162
205,80,2002,80-2002,0.738791368,3.918444756,0.162353771,0.753718513
206,81,1976,81-1976,0.968798801,3.036256263,0.283334215,0.958219271
207,81,1977,81-1977,1.014742386,3.517606759,0.295141209,1.002799278
208,81,1978,81-1978,1.197683338,3.796703951,0.369239587,1.193618096
209,81,1979,81-1979,1.34280263,4.766022743,0.398519717,1.280633055
210,81,1980,81-1980,1.248528775,6.110607446,0.251593224,1.287237955
211,81,1981,81-1981,1.040027693,3.968619668,0.279313641,1.011823026
212,81,1982,81-1982,1.000206211,3.887855571,0.265898,0.998127665
213,81,1983,81-1983,0.868016587,3.36898168,0.186726618,0.856275626
214,81,1984,81-1984,0.770653838,2.850250228,0.215024947,0.799866143
215,81,1985,81-1985,1.034159109,3.984085602,0.267299978,1.056029889
216,81,1986,81-1986,1.697062121,5.735592388,0.441953008,1.649582197
217,81,1987,81-1987,1.270170171,4.534307548,0.422753167,1.312211161
218,81,1988,81-1988,1.270068945,4.239370294,0.403103891,1.278881805
219,81,1989,81-1989,1.149870186,3.641404784,0.364460298,1.174492921
220,81,1990,81-1990,1.039293329,3.84563303,0.271332159,1.084546576
221,81,1991,81-1991,1.516787754,5.48393036,0.526233575,1.486036431
222,81,1992,81-1992,1.112265991,3.277685789,0.396085187,1.112506049
223,81,1993,81-1993,0.956269639,2.86611571,0.287586488,1.012350963
224,81,1994,81-1994,0.813073335,4.452081188,0.155919008,0.780317101
225,81,1995,81-1995,0.837640032,4.334313071,0.17335264,0.846003151
226,81,1996,81-1996,0.860566062,3.804117507,0.182919185,0.835473289
227,81,1997,81-1997,0.763495651,3.335332477,0.155482721,0.711510583
228,81,1998,81-1998,0.785266145,3.697597132,0.169523433,0.810606766
229,81,1999,81-1999,0.692291804,3.283469729,0.16414,0.680981079
230,81,2000,81-2000,0.71137189,2.931989134,0.159623977,0.724595203
231,81,2001,81-2001,0.756632605,3.664509707,0.16910131,0.767479443
232,81,2002,81-2002,0.899252092,2.179058031,0.383087724,0.903989974
233,81,2003,81-2003,0.84050839,4.617098706,0.139279227,0.833126084
234,83,1986,83-1986,1.864628485,6.795024232,0.527207726,1.868376019
235,83,1987,83-1987,1.776868887,5.853177625,0.576577047,1.800267454
236,83,1988,83-1988,1.336101046,3.955147273,0.411729428,1.28908124
237,83,1989,83-1989,1.141830657,3.404996848,0.328588995,1.085398805
238,83,1990,83-1990,1.456358974,5.190058386,0.382677574,1.471908669
239,83,1991,83-1991,1.015664419,3.312484478,0.345163361,1.056203253
240,83,1992,83-1992,1.075926148,3.402558775,0.342193561,1.102863183
241,83,1993,83-1993,0.970223241,3.026992848,0.311659125,0.950058656
242,83,1994,83-1994,1.495805479,4.159217336,0.47511335,1.417719324
243,83,1995,83-1995,1.681118499,4.657275444,0.507509665,1.693355743
244,83,1996,83-1996,1.344807285,3.908923664,0.437191592,1.325217072
245,83,1997,83-1997,1.061722283,3.056613872,0.38118732,1.108974781
246,83,1998,83-1998,1.00107788,2.607360859,0.359016294,0.995861257
247,83,1999,83-1999,1.222636919,3.501835176,0.410808387,1.224238542
248,83,2000,83-2000,1.443219057,3.595085318,0.643548762,1.459746576
249,83,2001,83-2001,1.414137062,3.683126481,0.570135944,1.415527082
250,83,2002,83-2002,1.283570441,3.136190632,0.526700255,1.311278961
251,83,2003,83-2003,1.437642841,3.500244216,0.542114128,1.423614498
252,83,2004,83-2004,1.101537697,2.554335006,0.493010683,1.122864102
253,83,2005,83-2005,1.387024073,3.269725627,0.591999311,1.403500158
254,83,2006,83-2006,1.2336183,3.21649743,0.511924955,1.243360115
255,84,1986,84-1986,1.353662914,4.728343937,0.386432989,1.364735011
256,84,1987,84-1987,1.225970612,3.813936375,0.406483649,1.221902633
257,84,1988,84-1988,1.281894628,4.081625493,0.376528297,1.306905189
258,84,1989,84-1989,0.957740629,3.439415785,0.311911974,0.975798803
259,84,1990,84-1990,0.771746599,2.5617602,0.203498033,0.756931773
260,84,1991,84-1991,0.811889772,3.125579018,0.198261105,0.810938377
261,84,1992,84-1992,0.884397026,3.26744239,0.223334821,0.856258477
262,84,1993,84-1993,1.101783188,3.328740772,0.37051756,1.091414165
263,84,1994,84-1994,1.429284725,4.470601764,0.473956809,1.39884481
264,84,1995,84-1995,1.248336334,4.044053598,0.387089818,1.238902452
265,84,1996,84-1996,1.129498235,3.712588605,0.393134789,1.096826692
266,84,1997,84-1997,0.828434339,3.820579911,0.194276579,0.829885758
267,84,1998,84-1998,0.712252288,2.907453399,0.132970155,0.697733245
268,84,1999,84-1999,0.693668018,3.358506414,0.172181967,0.720803923
269,84,2000,84-2000,0.407170892,1.769962349,0.090913559,0.400507634
270,84,2001,84-2001,0.359214746,1.584493444,0.070794312,0.350849293
271,84,2002,84-2002,0.3625885,1.73947343,0.07439584,0.344034203
272,84,2003,84-2003,0.350791136,1.724017601,0.072795765,0.351315855
273,84,2004,84-2004,0.36970993,2.15985178,0.068576264,0.382254925
274,84,2005,84-2005,0.383783817,2.095556494,0.066041571,0.380063018
275,84,2006,84-2006,0.386434509,2.059454763,0.070778913,0.377902418
276,85,1999,85-1999,0.830962556,4.24029996,0.164195732,0.838710744
277,85,2000,85-2000,0.915040911,2.271711388,0.360931787,0.913986178
278,85,2001,85-2001,0.906977572,2.168431144,0.374002056,0.909937137
279,85,2002,85-2002,0.909356005,2.310925685,0.408312902,0.913811807
280,85,2003,85-2003,0.799646398,4.18821927,0.122716546,0.764127765
281,85,2004,85-2004,0.687300927,3.563581045,0.138258214,0.711018647
282,85,2005,85-2005,0.787452684,4.343159813,0.130520003,0.757176157
283,85,2006,85-2006,0.801993233,4.247140325,0.14543481,0.777534293
284,89,1978,89-1978,1.204411319,3.962112744,0.391999272,1.193986129
285,89,1979,89-1979,1.255084387,4.378309703,0.350543577,1.25467522
286,89,1980,89-1980,1.58995373,8.061569629,0.295789478,1.556804998
287,89,1981,89-1981,1.456067654,6.061294923,0.362522652,1.480208647
288,89,1982,89-1982,1.27443223,5.276500373,0.266777191,1.258753502
289,89,1983,89-1983,1.629065977,6.001144147,0.445065022,1.643964311
290,89,1984,89-1984,1.595727312,5.162996491,0.417508206,1.512472918
291,89,1985,89-1985,1.359977891,5.174561994,0.348438402,1.369040821
292,89,1986,89-1986,1.473449795,4.896087186,0.426662716,1.509114438
293,89,1987,89-1987,2.30443841,7.414136482,0.702652639,2.368490439
294,89,1988,89-1988,1.549136607,4.983368713,0.491074089,1.522250049
295,89,1989,89-1989,1.336167664,4.810747571,0.385769584,1.397728569
296,89,1990,89-1990,1.742997151,7.471871986,0.439559722,1.767515294
297,89,1991,89-1991,1.625721499,5.101371973,0.481063162,1.619672799
298,89,1992,89-1992,1.53016398,5.117552578,0.530649163,1.48391306
299,89,1993,89-1993,1.498824523,4.754804908,0.50957909,1.543687788
300,89,1994,89-1994,1.418191324,4.491437327,0.477902783,1.43096853
301,89,1995,89-1995,1.325769,4.250115423,0.430558542,1.277695666
302,89,1996,89-1996,1.325284594,3.848872217,0.501293783,1.3639826
303,89,1997,89-1997,1.28337469,3.423769798,0.454531689,1.232999021
304,89,1998,89-1998,1.513815274,3.99639858,0.607840728,1.529591424
305,89,1999,89-1999,1.297433128,3.694470604,0.477086245,1.266245077
306,89,2000,89-2000,1.030973584,2.428621106,0.443846955,1.041658666
307,103,1987,103-1987,0.489395375,4.593802232,0.055351088,0.50457551
308,103,1988,103-1988,0.488010073,6.719082047,0.038944027,0.500451788
309,103,1989,103-1989,0.504491107,8.763906093,0.038617867,0.507842387
310,103,1990,103-1990,0.464105602,5.756776647,0.035404897,0.469577197
311,103,1991,103-1991,0.490409907,6.839901004,0.033345299,0.488556231
312,103,1992,103-1992,0.437148451,5.277131596,0.031537851,0.42844045
313,103,1993,103-1993,0.392149413,4.563858689,0.025960455,0.420131854
314,103,1994,103-1994,0.511743381,9.136862015,0.031899678,0.49139992
315,103,1995,103-1995,0.5144706,7.672614713,0.038802452,0.480512761
316,103,1996,103-1996,0.401453312,4.94205068,0.030322281,0.397083967
317,103,1997,103-1997,0.300929322,3.649127609,0.02253679,0.321689401
318,103,1998,103-1998,0.242482775,2.934065874,0.018431345,0.239526931
319,103,1999,103-1999,0.211787757,2.374743648,0.016704612,0.19720004
320,103,2000,103-2000,0.187229045,2.421040028,0.01215793,0.188058579
321,103,2001,103-2001,0.212620361,2.61379596,0.018467332,0.195869737
322,103,2002,103-2002,0.191870424,2.663413018,0.013788606,0.207089523
323,103,2003,103-2003,0.213924535,3.45046892,0.014981903,0.21198367
324,103,2004,103-2004,0.209211126,1.375210045,0.031663554,0.216786544
325,103,2005,103-2005,0.222209176,1.658091134,0.035211064,0.217273091
326,103,2006,103-2006,0.22864635,1.411221429,0.033178361,0.21851661
327,104,1998,104-1998,0.468568272,1.935638944,0.109604549,0.464670086
328,104,1999,104-1999,0.514242821,2.42520588,0.115013028,0.500235698
329,104,2000,104-2000,0.41198685,2.164662686,0.091242211,0.408729001
330,104,2001,104-2001,0.447418504,2.264357577,0.095188656,0.432291729
331,104,2002,104-2002,0.480042184,2.282237443,0.081254259,0.467309797
332,104,2003,104-2003,0.570631953,2.670917622,0.107547479,0.575261933
333,111,1995,111-1995,1.211718898,3.914627884,0.382488087,1.235751942
334,111,1996,111-1996,1.032073725,3.123975178,0.32593221,1.029846125
335,111,1997,111-1997,0.944280072,2.598820774,0.342360722,0.963122023
336,111,1998,111-1998,0.912644691,2.124150252,0.376024786,0.935892746
337,111,1999,111-1999,0.808921623,3.647207832,0.197132149,0.804998761
338,111,2000,111-2000,0.87332307,3.748429441,0.180949275,0.808962394
339,111,2001,111-2001,0.835310892,3.804154852,0.173137522,0.781215387
340,111,2002,111-2002,0.706795456,3.798674031,0.134048251,0.716344892
341,111,2003,111-2003,0.692468501,3.757914433,0.118774013,0.702709975
342,111,2004,111-2004,0.79341049,3.896992764,0.143351752,0.757699511
343,111,2005,111-2005,0.652370172,3.791560057,0.129487961,0.654418656
344,111,2006,111-2006,0.638496108,3.316026881,0.106361481,0.638197638
345,111,2007,111-2007,0.606572732,4.07772413,0.091317837,0.576633014
346,113,2004,113-2004,0.705593815,4.04928355,0.13395026,0.711288256
347,113,2005,113-2005,0.689313942,4.024115981,0.130992077,0.693640526
348,113,2006,113-2006,0.693608065,4.017725004,0.109374859,0.654571672
349,113,2007,113-2007,0.583002126,3.894462288,0.084106683,0.615163444
350,113,2008,113-2008,0.568925917,4.347090159,0.07689532,0.569528483
351,129,1969,129-1969,0.277496869,1.895939953,0.03977264,0.281293823
352,129,1970,129-1970,0.292231833,1.192482153,0.073562275,0.296101308
353,129,1971,129-1971,0.405016763,1.346958046,0.115221406,0.385969263
354,129,1972,129-1972,0.383056714,1.262526807,0.109974893,0.385781324
355,129,1973,129-1973,0.367143832,1.488562026,0.085535402,0.368247058
356,129,1974,129-1974,0.438893295,1.872042612,0.101929417,0.452606278
357,129,1975,129-1975,0.472874557,1.607446176,0.117656926,0.449867506
358,129,1976,129-1976,0.420838053,1.783933084,0.101816622,0.418375588
359,129,1977,129-1977,0.421403498,1.532468218,0.10449055,0.426990996
360,129,1978,129-1978,0.405779093,1.319309772,0.108440696,0.395371964
361,129,1979,129-1979,0.360585919,1.368951664,0.090371062,0.356671974
362,129,1980,129-1980,0.37339029,1.532868469,0.097107796,0.376995746
363,129,1981,129-1981,0.353053276,1.956869821,0.082836168,0.340214399
364,129,1982,129-1982,0.363394994,1.440104778,0.083721805,0.361359735
365,129,1983,129-1983,0.432817454,1.86454996,0.107207381,0.425850497
366,129,1984,129-1984,0.372901092,1.368645543,0.109513278,0.394791641
367,129,1985,129-1985,0.399169314,1.474990971,0.110357756,0.418252581
368,129,1986,129-1986,0.598968098,3.01541583,0.134251728,0.594527831
369,129,1987,129-1987,0.888883704,4.434881171,0.183608813,0.8917814
370,129,1988,129-1988,0.583700423,2.233625177,0.130198649,0.606045094
371,129,1989,129-1989,0.617703405,2.337019855,0.154740708,0.620577781
372,129,1990,129-1990,0.342492439,1.26791683,0.093410266,0.3525386
373,129,1991,129-1991,0.360029096,1.370629828,0.090814083,0.367416594
374,129,1992,129-1992,0.316362675,1.173014784,0.080283519,0.319014319
375,129,1993,129-1993,0.286391209,1.470125391,0.064098416,0.302955226
376,129,1994,129-1994,0.308754422,1.627974567,0.050687079,0.295963579
377,129,1995,129-1995,0.280534388,1.434030524,0.056613222,0.280161073
378,129,1996,129-1996,0.26436153,1.25480657,0.064204969,0.28189354
379,129,1997,129-1997,0.289796581,1.155819461,0.061076721,0.277197184
380,129,1998,129-1998,0.278153567,1.399861039,0.067220533,0.281934375
381,129,1999,129-1999,0.299273107,1.494953009,0.06569087,0.284764999
382,129,2000,129-2000,0.283445548,1.26732038,0.065601283,0.285318392
383,129,2001,129-2001,0.285285873,1.376415253,0.062754811,0.292421388
384,129,2002,129-2002,0.293342809,1.461598125,0.067893458,0.283779357
385,129,2003,129-2003,0.264207569,1.379470397,0.052557097,0.26865875
386,129,2004,129-2004,0.249602522,1.20229243,0.051083011,0.262825893
