Year,Species,Average US Price (USD/t),Average Price (2005 USD/t)
1996,"TUNA, LITTLE TUNNY",656.5445249,792.9424102
1996,"TUNA, SKIPJACK",1071.166538,1293.702627
1996,"TUNA, YELLOWFIN",3436.605113,4150.563804
1996,TUNAS,4816.433225,5817.052804
1997,"TUNA, ALBACORE",1887.836676,2236.914403
1997,"TUNA, BIGEYE",6645.737517,7874.593264
1997,"TUNA, BLACK SKIPJACK",520.2262443,616.420686
1997,"TUNA, BLACKFIN",1532.852853,1816.290926
1997,"TUNA, BLUEFIN",16239.34844,19242.14784
1997,"TUNA, BLUEFIN PACIFIC",1562.020238,1850.851619
1997,"TUNA, LITTLE TUNNY",713.8442929,845.8404271
1997,"TUNA, SKIPJACK",1210.1898,1433.964616
1997,"TUNA, YELLOWFIN",3305.590617,3916.823608
1997,TUNAS,3647.060976,4321.434862
1998,"TUNA, ALBACORE",1472.194247,1720.249125
1998,"TUNA, BIGEYE",6242.353723,7294.148547
1998,"TUNA, BLACK SKIPJACK",657.9264069,768.7826033
1998,"TUNA, BLACKFIN",1819.272031,2125.807192
1998,"TUNA, BLUEFIN",11510.48004,13449.91889
1998,"TUNA, BLUEFIN PACIFIC",1637.398759,1913.289491
1998,"TUNA, LITTLE TUNNY",589.2935323,688.5855486
1998,"TUNA, SKIPJACK",1044.568375,1220.571155
1998,"TUNA, YELLOWFIN",2556.599338,2987.369216
1998,TUNAS,4455.39924,5206.104193
1999,"TUNA, ALBACORE",1912.969602,2202.989862
1999,"TUNA, BIGEYE",7037.782534,8104.762123
1999,"TUNA, BLACK SKIPJACK",680.5084746,783.6785638
1999,"TUNA, BLACKFIN",1589.625984,1830.624974
1999,"TUNA, BLUEFIN",13752.69823,15837.70842
1999,"TUNA, BLUEFIN PACIFIC",6169.13486,7104.421073
1999,"TUNA, LITTLE TUNNY",1157.78913,1333.318477
1999,"TUNA, SKIPJACK",1115.589843,1284.721468
1999,"TUNA, YELLOWFIN",3610.145443,4157.470042
1999,TUNAS,4761.541039,5483.425677
2000,"TUNA, ALBACORE",2026.718262,2284.552172
2000,"TUNA, BIGEYE",7524.279973,8481.499613
2000,"TUNA, BLACKFIN",1267.25,1428.466301
2000,"TUNA, BLUEFIN",17001.42285,19164.30035
2000,"TUNA, BLUEFIN PACIFIC",2097.477848,2364.313611
2000,"TUNA, LITTLE TUNNY",589.9443414,664.9955505
2000,"TUNA, SKIPJACK",1664.520253,1876.276259
2000,"TUNA, YELLOWFIN",4926.739172,5553.50632
2000,TUNAS,5225.573888,5890.358023
2001,"TUNA, ALBACORE",1978.358796,2180.604174
2001,"TUNA, BIGEYE",7460.081684,8222.717381
2001,"TUNA, BLACKFIN",2620.436893,2888.321187
2001,"TUNA, BLUEFIN",14448.61294,15925.67827
2001,"TUNA, BLUEFIN PACIFIC",2516.651399,2773.92582
2001,"TUNA, LITTLE TUNNY",1196.55398,1318.876338
2001,"TUNA, SKIPJACK",2516.275599,2773.511602
2001,"TUNA, YELLOWFIN",4793.172718,5283.173333
2001,TUNAS,3345.884354,3687.93032
2002,"TUNA, ALBACORE",1500.744868,1627.731845
2002,"TUNA, BIGEYE",5938.268713,6440.741055
2002,"TUNA, BLACKFIN",2856.174699,3097.852679
2002,"TUNA, BLUEFIN",13149.03351,14261.65168
2002,"TUNA, BLUEFIN PACIFIC",3387.157895,3673.765531
2002,"TUNA, KAWAKAWA",2179.75,2364.191651
2002,"TUNA, LITTLE TUNNY",480.2271605,520.8620454
2002,"TUNA, SKIPJACK",2000.658072,2169.945687
2002,"TUNA, YELLOWFIN",5015.826135,5440.245107
2002,TUNAS,4445.272727,4821.413772
2003,"TUNA, ALBACORE",1508.046419,1601.907496
2003,"TUNA, BIGEYE",6841.164522,7266.959816
2003,"TUNA, BLACKFIN",2463.384615,2616.706111
2003,"TUNA, BLUEFIN",10405.80225,11053.46123
2003,"TUNA, BLUEFIN PACIFIC",1977.687688,2100.77932
2003,"TUNA, KAWAKAWA",2232.777778,2371.746263
2003,"TUNA, LITTLE TUNNY",674.6836021,716.6760292
2003,"TUNA, SKIPJACK",1565.675874,1663.123818
2003,"TUNA, YELLOWFIN",5208.683916,5532.873328
2003,TUNAS,5630.321101,5980.753285
2004,"TUNA, ALBACORE",1921.539292,1985.320233
2004,"TUNA, BIGEYE",6503.042831,6718.89592
2004,"TUNA, BLACKFIN",2888.488889,2984.365429
2004,"TUNA, BLUEFIN",12930.03697,13359.21889
2004,"TUNA, BLUEFIN PACIFIC",3790.09901,3915.902361
2004,"TUNA, KAWAKAWA",3142,3246.291241
2004,"TUNA, LITTLE TUNNY",567.1461292,585.9712003
2004,"TUNA, SKIPJACK",1782.171653,1841.326616
2004,"TUNA, YELLOWFIN",5101.747085,5271.087484
2004,TUNAS,4347.661538,4491.971856
2005,"TUNA, ALBACORE",2348.591042,2348.591042
2005,"TUNA, BIGEYE",7275.486909,7275.486909
2005,"TUNA, BLACKFIN",4339.830508,4339.830508
2005,"TUNA, BLUEFIN",11083.08409,11083.08409
2005,"TUNA, BLUEFIN PACIFIC",660.9675859,660.9675859
2005,"TUNA, KAWAKAWA",3230,3230
2005,"TUNA, LITTLE TUNNY",583.6875927,583.6875927
2005,"TUNA, SKIPJACK",1487.284913,1487.284913
2005,"TUNA, YELLOWFIN",5357.532627,5357.532627
2005,TUNAS,4306.451169,4306.451169
2006,"TUNA, ALBACORE",1909.971595,1850.281844
2006,"TUNA, BIGEYE",7378.514478,7147.923779
2006,"TUNA, BLACKFIN",4111.960784,3983.455254
2006,"TUNA, BLUEFIN",12653.51505,12258.07192
2006,"TUNA, BLUEFIN PACIFIC",4720,4572.492245
2006,"TUNA, KAWAKAWA",4096.153846,3968.142309
2006,"TUNA, LITTLE TUNNY",703.8888889,681.8912047
2006,"TUNA, SKIPJACK",2797.767736,2710.332898
2006,"TUNA, YELLOWFIN",5681.780476,5504.215501
2006,TUNAS,3714.615385,3598.527551
2007,"TUNA, ALBACORE",1910.785596,1798.917775
2007,"TUNA, BIGEYE",7249.6122,6825.180321
2007,"TUNA, BLACKFIN",2353.478261,2215.692794
2007,"TUNA, BLUEFIN",14267.84266,13432.52525
2007,"TUNA, BLUEFIN PACIFIC",1296.241611,1220.35255
2007,"TUNA, KAWAKAWA",3290.833333,3098.169983
2007,"TUNA, LITTLE TUNNY",678.9514145,639.2018918
2007,"TUNA, SKIPJACK",2396.532618,2256.226514
2007,"TUNA, YELLOWFIN",5602.823502,5274.803624
2007,TUNAS,7187.058824,6766.28916
2008,"TUNA, ALBACORE",2624.647047,2417.525989
2008,"TUNA, BIGEYE",8195.879344,7549.110782
2008,"TUNA, BLACKFIN",2352.436975,2166.797068
2008,"TUNA, BLUEFIN",15615.55624,14383.27226
2008,"TUNA, BLUEFIN PACIFIC",4166.25,3837.475087
2008,"TUNA, KAWAKAWA",4203.636364,3871.911148
2008,"TUNA, LITTLE TUNNY",799.6758893,736.5703697
2008,"TUNA, SKIPJACK",2867.13668,2640.879827
2008,"TUNA, YELLOWFIN",6361.056844,5859.081228
2008,TUNAS,5025.714286,4629.115719
2009,"TUNA, ALBACORE",2274.916389,2077.138138
2009,"TUNA, BIGEYE",8115.771822,7410.197249
2009,"TUNA, BLACKFIN",2283.160377,2084.665404
2009,"TUNA, BLUEFIN",13970.15495,12755.60798
2009,"TUNA, BLUEFIN PACIFIC",1067.710292,974.8849572
2009,"TUNA, KAWAKAWA",5043.75,4605.252981
2009,"TUNA, LITTLE TUNNY",789.0031153,720.4082177
2009,"TUNA, SKIPJACK",3075.878824,2808.465948
2009,"TUNA, YELLOWFIN",5997.327075,5475.927313
2009,TUNAS,3166.557377,2891.261026
2010,"TUNA, ALBACORE",2509.164617,2260.778306
2010,"TUNA, BIGEYE",8593.365034,7742.693769
2010,"TUNA, BLACKFIN",2896.549296,2609.815141
2010,"TUNA, BLUEFIN",14867.47805,13395.72207
2010,"TUNA, BLUEFIN PACIFIC",4720.769231,4253.45256
2010,"TUNA, KAWAKAWA",4791.818182,4317.468259
2010,"TUNA, LITTLE TUNNY",749.5759646,675.3742134
2010,"TUNA, SKIPJACK",4010.101376,3613.134879
2010,"TUNA, YELLOWFIN",6327.495463,5701.126333
2010,TUNAS,5259.903846,4739.217358
2011,"TUNA, ALBACORE",3870.053063,3414.309286
2011,"TUNA, BIGEYE",9134.816549,8059.085616
2011,"TUNA, BLACKFIN",2840.098522,2505.643876
2011,"TUNA, BLUEFIN",18030.62691,15907.3108
2011,"TUNA, BLUEFIN PACIFIC",2076.559048,1832.02006
2011,"TUNA, KAWAKAWA",5836.666667,5149.331257
2011,"TUNA, LITTLE TUNNY",885.4211503,781.1525079
2011,"TUNA, SKIPJACK",3510.701451,3097.275508
2011,"TUNA, YELLOWFIN",6673.497438,5887.615468
2011,TUNAS,5501.886792,4853.975608
2012,"TUNA, ALBACORE",3360.725007,2896.495511
2012,"TUNA, BIGEYE",10230.54988,8817.365817
2012,"TUNA, BLACKFIN",2441.034483,2103.845273
2012,"TUNA, BLUEFIN",19120.05537,16478.93071
2012,"TUNA, BLUEFIN PACIFIC",2212.870588,1907.19851
2012,"TUNA, KAWAKAWA",6672.352941,5750.675911
2012,"TUNA, LITTLE TUNNY",932.9825119,804.1061533
2012,"TUNA, SKIPJACK",3787.331984,3264.173673
2012,"TUNA, YELLOWFIN",7906.144027,6814.038826
2012,TUNAS,7587.011834,6538.989555
1950,"FLOUNDER, SUMMER",370.2386761,2630.175555
1950,"FLOUNDER, WINTER",243.1091967,1727.047733
1950,"FLOUNDER, WITCH",165.5446849,1176.029441
1950,"FLOUNDER, YELLOWTAIL",234.8307796,1668.237859
1950,"FLOUNDER,ATLANTIC,PLAICE",135.2655829,960.9267011
1951,"FLOUNDER, SUMMER",434.7443585,2831.055262
1951,"FLOUNDER, WINTER",316.9689197,2064.101605
1951,"FLOUNDER, WITCH",206.9185044,1347.453301
1951,"FLOUNDER, YELLOWTAIL",283.9011232,1848.764114
1951,"FLOUNDER,ATLANTIC,PLAICE",170.9312118,1113.104051
1952,"FLOUNDER, SUMMER",411.722819,2622.674357
1952,"FLOUNDER, WINTER",307.7525373,1960.383663
1952,"FLOUNDER, WITCH",216.5564812,1379.464785
1952,"FLOUNDER, YELLOWTAIL",256.0045164,1630.74877
1952,"FLOUNDER,ATLANTIC,PLAICE",196.2143372,1249.885328
1953,"FLOUNDER, SUMMER",391.1829146,2470.320106
1953,"FLOUNDER, WINTER",300.127792,1895.307007
1953,"FLOUNDER, WITCH",202.7780031,1280.54309
1953,"FLOUNDER, YELLOWTAIL",216.5708432,1367.644875
1953,"FLOUNDER,ATLANTIC,PLAICE",170.6952958,1077.940793
1954,"FLOUNDER, SUMMER",368.8198142,2308.812037
1954,"FLOUNDER, WINTER",281.2946963,1760.904799
1954,"FLOUNDER, WITCH",206.0579026,1289.92247
1954,"FLOUNDER, YELLOWTAIL",225.7387414,1413.124521
1954,"FLOUNDER,ATLANTIC,PLAICE",165.8569829,1038.264713
1955,"FLOUNDER, ARROWTOOTH",44.14849735,277.2525633
1955,"FLOUNDER, PACIFIC, SANDDAB",121.2693935,761.5717913
1955,"FLOUNDER, SUMMER",397.052933,2493.492419
1955,"FLOUNDER, WINTER",284.2945975,1785.370072
1955,"FLOUNDER, WITCH",206.8853608,1299.240066
1955,"FLOUNDER, YELLOWTAIL",231.7958432,1455.677896
1955,"FLOUNDER,ATLANTIC,PLAICE",187.0758074,1174.83607
1955,"FLOUNDERS, RIGHTEYE",96.05263158,603.2105263
1956,"FLOUNDER, ARROWTOOTH",43.20016474,266.9770181
1956,"FLOUNDER, PACIFIC, SANDDAB",123.6948016,764.4338737
1956,"FLOUNDER, SUMMER",365.8777387,2261.124425
1956,"FLOUNDER, WINTER",257.0396524,1588.505052
1956,"FLOUNDER, WITCH",232.1962189,1434.972633
1956,"FLOUNDER, YELLOWTAIL",223.0217539,1378.274439
1956,"FLOUNDER,ATLANTIC,PLAICE",207.0206016,1279.387318
1957,"FLOUNDER, ARROWTOOTH",45.10910816,268.3991935
1957,"FLOUNDER, PACIFIC, SANDDAB",127.1335505,756.4446254
1957,"FLOUNDER, SUMMER",391.3513656,2328.540625
1957,"FLOUNDER, WINTER",260.5882681,1550.500195
1957,"FLOUNDER, WITCH",266.6909636,1586.811233
1957,"FLOUNDER, YELLOWTAIL",204.9799213,1219.630531
1957,"FLOUNDER,ATLANTIC,PLAICE",216.2007543,1286.394488
1958,"FLOUNDER, ARROWTOOTH",48.20951729,277.2047244
1958,"FLOUNDER, PACIFIC, SANDDAB",138.308026,795.2711497
1958,"FLOUNDER, SUMMER",386.8369455,2224.312437
1958,"FLOUNDER, WINTER",270.2310006,1553.828253
1958,"FLOUNDER, WITCH",291.6105376,1676.760591
1958,"FLOUNDER, YELLOWTAIL",197.4914496,1135.575835
1958,"FLOUNDER,ATLANTIC,PLAICE",207.431637,1192.731913
1959,"FLOUNDER, ARROWTOOTH",51.89862784,296.3930636
1959,"FLOUNDER, PACIFIC, SANDDAB",127.86862,730.257689
1959,"FLOUNDER, SUMMER",376.516903,2150.288033
1959,"FLOUNDER, WINTER",258.8485243,1478.283922
1959,"FLOUNDER, WITCH",290.7839617,1660.667205
1959,"FLOUNDER, YELLOWTAIL",244.9341813,1398.81911
1959,"FLOUNDER,ATLANTIC,PLAICE",206.9681001,1181.994819
1960,"FLOUNDER, ARROWTOOTH",48.81207613,262.0794506
1960,"FLOUNDER, PACIFIC, SANDDAB",144.3037975,774.7890062
1960,"FLOUNDER, SUMMER",366.5504401,1968.064986
1960,"FLOUNDER, WINTER",265.9949458,1428.167265
1960,"FLOUNDER, WITCH",275.7407407,1480.493918
1960,"FLOUNDER, YELLOWTAIL",216.3777074,1161.764776
1960,"FLOUNDER,ATLANTIC,PLAICE",187.0727986,1004.422269
1961,"FLOUNDER, ARROWTOOTH",102.3272727,542.736925
1961,"FLOUNDER, PACIFIC, SANDDAB",148.0344558,785.1647286
1961,"FLOUNDER, SUMMER",380.8448345,2019.975212
1961,"FLOUNDER, WINTER",251.1579438,1332.124726
1961,"FLOUNDER, WITCH",280.2045929,1486.186186
1961,"FLOUNDER, YELLOWTAIL",184.473188,978.4332966
1961,"FLOUNDER,ATLANTIC,PLAICE",160.1010857,849.1653169
1962,"FLOUNDER, ARROWTOOTH",101.9421488,533.4067703
1962,"FLOUNDER, PACIFIC, SANDDAB",156.6083009,819.4444497
1962,"FLOUNDER, SUMMER",480.2323544,2512.789776
1962,"FLOUNDER, WINTER",261.0087063,1365.713915
1962,"FLOUNDER, WITCH",253.6627327,1327.276506
1962,"FLOUNDER, YELLOWTAIL",163.4229878,855.1019295
1962,"FLOUNDER,ATLANTIC,PLAICE",160.7006938,840.8576735
1963,"FLOUNDER, ARROWTOOTH",103.8461538,537.6717083
1963,"FLOUNDER, PACIFIC, SANDDAB",148.3181277,767.9288848
1963,"FLOUNDER, SUMMER",560.4265221,2901.652824
1963,"FLOUNDER, WINTER",242.2003991,1254.0118
1963,"FLOUNDER, WITCH",252.3788391,1306.711482
1963,"FLOUNDER, YELLOWTAIL",142.4580959,737.5881049
1963,"FLOUNDER,ATLANTIC,PLAICE",163.259553,845.2893005
1964,"FLOUNDER, ARROWTOOTH",95.22727273,485.7183514
1964,"FLOUNDER, PACIFIC, SANDDAB",165.0186986,841.6980548
1964,"FLOUNDER, SUMMER",543.5410848,2772.397781
1964,"FLOUNDER, WINDOWPANE",40,204.0248922
1964,"FLOUNDER, WINTER",203.6089945,1038.532579
1964,"FLOUNDER, WITCH",229.3021068,1169.583441
1964,"FLOUNDER, YELLOWTAIL",148.6489823,758.202315
1964,"FLOUNDER,ATLANTIC,PLAICE",145.2587754,740.9101499
1965,"FLOUNDER, ARROWTOOTH",90.75471698,454.3713245
1965,"FLOUNDER, PACIFIC, SANDDAB",167.8831109,840.5212864
1965,"FLOUNDER, SUMMER",504.3260314,2524.95181
1965,"FLOUNDER, WINTER",219.9972464,1101.435204
1965,"FLOUNDER, WITCH",243.3957189,1218.581676
1965,"FLOUNDER, YELLOWTAIL",203.1204283,1016.939958
1965,"FLOUNDER,ATLANTIC,PLAICE",187.0119567,936.2915041
1966,"FLOUNDER, ARROWTOOTH",53.75,261.3855104
1966,"FLOUNDER, PACIFIC, SANDDAB",177.6576852,863.9468788
1966,"FLOUNDER, SUMMER",503.2420271,2447.259053
1966,"FLOUNDER, WINTER",244.0525607,1186.824244
1966,"FLOUNDER, WITCH",261.8489266,1273.367727
1966,"FLOUNDER, YELLOWTAIL",266.0014482,1293.561382
1966,"FLOUNDER,ATLANTIC,PLAICE",221.4359303,1076.839882
1967,"FLOUNDER, ARROWTOOTH",97.03703704,457.7190989
1967,"FLOUNDER, PACIFIC, SANDDAB",181.7998075,857.5410649
1967,"FLOUNDER, SUMMER",581.0639232,2740.850952
1967,"FLOUNDER, WINTER",231.1214657,1090.188986
1967,"FLOUNDER, WITCH",267.8323823,1263.352638
1967,"FLOUNDER, YELLOWTAIL",225.7108528,1064.667382
1967,"FLOUNDER,ATLANTIC,PLAICE",237.3813772,1119.716692
1968,"FLOUNDER, ARROWTOOTH",109.8360656,496.9425965
1968,"FLOUNDER, PACIFIC, SANDDAB",181.3606911,820.5488087
1968,"FLOUNDER, SUMMER",686.7840175,3107.287493
1968,"FLOUNDER, WINTER",258.5802437,1169.921164
1968,"FLOUNDER, WITCH",277.8923055,1257.29671
1968,"FLOUNDER, YELLOWTAIL",220.1615321,996.09944
1968,"FLOUNDER,ATLANTIC,PLAICE",247.9384661,1121.773476
1968,"FLOUNDERS, RIGHTEYE",45.56489866,206.1539525
1969,"FLOUNDER, ARROWTOOTH",110.8888889,479.0362178
1969,"FLOUNDER, PACIFIC, SANDDAB",205.3181387,886.967356
1969,"FLOUNDER, SUMMER",787.0579653,3400.063565
1969,"FLOUNDER, WINTER",287.7358809,1243.009191
1969,"FLOUNDER, WITCH",293.4357827,1267.632573
1969,"FLOUNDER, YELLOWTAIL",282.1653998,1218.944903
1969,"FLOUNDER,ATLANTIC,PLAICE",259.3745406,1120.489169
1970,"FLOUNDER, ARROWTOOTH",117.5,483.0937744
1970,"FLOUNDER, PACIFIC, SANDDAB",228.3333333,938.7779729
1970,"FLOUNDER, SUMMER",736.3503734,3027.457712
1970,"FLOUNDER, WINTER",316.8720379,1302.799224
1970,"FLOUNDER, WITCH",340.2568506,1398.944393
1970,"FLOUNDER, YELLOWTAIL",311.6982765,1281.527633
1970,"FLOUNDER,ATLANTIC,PLAICE",299.6235039,1231.882974
1971,"FLOUNDER, ARROWTOOTH",136.6666667,535.2112718
1971,"FLOUNDER, PACIFIC, SANDDAB",233.892787,915.9662633
1971,"FLOUNDER, SUMMER",756.713108,2963.424768
1971,"FLOUNDER, WINDOWPANE",90,352.4562034
1971,"FLOUNDER, WINTER",348.9249845,1366.453059
1971,"FLOUNDER, WITCH",358.8824832,1405.448417
1971,"FLOUNDER, YELLOWTAIL",315.3015333,1234.777571
1971,"FLOUNDER,ATLANTIC,PLAICE",316.9902482,1241.390882
1972,"FLOUNDER, ARROWTOOTH",122.0833333,458.4154422
1972,"FLOUNDER, PACIFIC, SANDDAB",233.1596765,875.5003102
1972,"FLOUNDER, SUMMER",835.3433173,3136.663013
1972,"FLOUNDER, WINTER",476.7075635,1790.007715
1972,"FLOUNDER, WITCH",517.6710696,1943.823172
1972,"FLOUNDER, YELLOWTAIL",385.3621614,1447.011322
1972,"FLOUNDER,ATLANTIC,PLAICE",432.5472491,1624.188438
1973,"FLOUNDER, ARROWTOOTH",177.4670673,631.3929099
1973,"FLOUNDER, PACIFIC, SANDDAB",253.7722594,902.8717712
1973,"FLOUNDER, SUMMER",801.4891139,2851.54058
1973,"FLOUNDER, WINDOWPANE",212.7272727,756.8417838
1973,"FLOUNDER, WINTER",499.2269779,1776.151368
1973,"FLOUNDER, WITCH",592.5435047,2108.153211
1973,"FLOUNDER, YELLOWTAIL",459.5808166,1635.098126
1973,"FLOUNDER,ATLANTIC,PLAICE",421.1604404,1498.405986
1974,"FLOUNDER, ARROWTOOTH",190.9165067,622.6918084
1974,"FLOUNDER, PACIFIC, SANDDAB",372.3371336,1214.411928
1974,"FLOUNDER, SUMMER",662.8070368,2161.806328
1974,"FLOUNDER, WINDOWPANE",129.3333333,421.8326043
1974,"FLOUNDER, WINTER",552.1253088,1800.807656
1974,"FLOUNDER, WITCH",729.5415457,2379.467089
1974,"FLOUNDER, YELLOWTAIL",553.8922124,1806.570576
1974,"FLOUNDER,ATLANTIC,PLAICE",416.9553292,1359.938291
1975,"FLOUNDER, ARROWTOOTH",133.4890966,397.729094
1975,"FLOUNDER, PACIFIC, SANDDAB",409.5152288,1220.145503
1975,"FLOUNDER, SUMMER",873.5276489,2602.664707
1975,"FLOUNDER, WINDOWPANE",433.080729,1290.358617
1975,"FLOUNDER, WINTER",736.8331913,2195.38528
1975,"FLOUNDER, WITCH",907.8121943,2704.815081
1975,"FLOUNDER, YELLOWTAIL",774.259658,2306.896969
1975,"FLOUNDER,ATLANTIC,PLAICE",534.7844741,1593.383653
1976,"FLOUNDER, ARROWTOOTH",163.0105018,459.4497532
1976,"FLOUNDER, PACIFIC, SANDDAB",436.1828323,1229.393766
1976,"FLOUNDER, SUMMER",993.8071094,2801.073711
1976,"FLOUNDER, WINDOWPANE",550.6602687,1552.051689
1976,"FLOUNDER, WINTER",767.5974089,2163.495212
1976,"FLOUNDER, WITCH",1090.733945,3074.264764
1976,"FLOUNDER, YELLOWTAIL",903.695709,2547.092156
1976,"FLOUNDER,ATLANTIC,PLAICE",666.5907618,1878.805093
1977,"FLOUNDER, ARROWTOOTH",295.2542373,782.3445486
1977,"FLOUNDER, PACIFIC, SANDDAB",519.6860611,1377.028694
1977,"FLOUNDER, SUMMER",1146.889021,3038.948338
1977,"FLOUNDER, WINDOWPANE",515.0130608,1364.646497
1977,"FLOUNDER, WINTER",801.1963651,2122.955506
1977,"FLOUNDER, WITCH",1073.39512,2844.20921
1977,"FLOUNDER, YELLOWTAIL",1032.813848,2736.67972
1977,"FLOUNDER,ATLANTIC,PLAICE",687.3011856,1821.163824
1977,"FLOUNDERS, RIGHTEYE",622.0689655,1648.315934
1978,"FLOUNDER, ARROWTOOTH",217.9887291,539.7711251
1978,"FLOUNDER, PACIFIC, SANDDAB",568.7630237,1408.338213
1978,"FLOUNDER, SOUTHERN",1232.731238,3052.41803
1978,"FLOUNDER, STARRY",322.8886058,799.5181527
1978,"FLOUNDER, SUMMER",1265.491449,3133.536977
1978,"FLOUNDER, WINDOWPANE",471.9008401,1168.493657
1978,"FLOUNDER, WINTER",1011.758928,2505.259135
1978,"FLOUNDER, WITCH",1166.620021,2888.717245
1978,"FLOUNDER, YELLOWTAIL",1329.764776,3292.686884
1978,"FLOUNDER,ATLANTIC,PLAICE",866.6630128,2145.980993
1978,"FLOUNDERS, RIGHTEYE",746.1616162,1847.602381
1979,"FLOUNDER, ARROWTOOTH",244.4537815,558.6924621
1979,"FLOUNDER, PACIFIC, SANDDAB",685.1916417,1565.986842
1979,"FLOUNDER, SOUTHERN",1107.01343,2530.049054
1979,"FLOUNDER, STARRY",457.3440164,1045.247298
1979,"FLOUNDER, SUMMER",1161.715383,2655.068878
1979,"FLOUNDER, WINDOWPANE",443.4604795,1013.516852
1979,"FLOUNDER, WINTER",904.4993856,2067.20872
1979,"FLOUNDER, WITCH",1291.249546,2951.115681
1979,"FLOUNDER, YELLOWTAIL",1104.292873,2523.831296
1979,"FLOUNDER,ATLANTIC,PLAICE",845.2800888,1931.864629
1980,"FLOUNDER, ARROWTOOTH",213.2532933,446.6491018
1980,"FLOUNDER, PACIFIC, SANDDAB",694.0747074,1453.707185
1980,"FLOUNDER, SOUTHERN",1196.320408,2505.637438
1980,"FLOUNDER, STARRY",473.7756148,992.3009841
1980,"FLOUNDER, SUMMER",1133.504876,2374.07323
1980,"FLOUNDER, WINDOWPANE",360.6394052,755.3424565
1980,"FLOUNDER, WINTER",790.683353,1656.049499
1980,"FLOUNDER, WITCH",1153.303502,2415.540531
1980,"FLOUNDER, YELLOWTAIL",1025.733777,2148.351677
1980,"FLOUNDER,ATLANTIC,PLAICE",775.8986822,1625.083693
1981,"FLOUNDER, ARROWTOOTH",211.7493521,405.4947561
1981,"FLOUNDER, PACIFIC, SANDDAB",734.5308557,1406.608366
1981,"FLOUNDER, SOUTHERN",1417.262836,2714.023172
1981,"FLOUNDER, STARRY",429.2772591,822.0553015
1981,"FLOUNDER, SUMMER",1531.424225,2932.6394
1981,"FLOUNDER, WINDOWPANE",492.9485794,943.9843003
1981,"FLOUNDER, WINTER",938.2234443,1796.67462
1981,"FLOUNDER, WITCH",1361.491784,2607.222991
1981,"FLOUNDER, YELLOWTAIL",1227.394634,2350.430274
1981,"FLOUNDER,ATLANTIC,PLAICE",979.8526705,1876.393556
1981,"FLOUNDER,PACIFIC,SANDDAB",596.9369369,1143.119425
1981,"FLOUNDERS, RIGHTEYE",614.9673203,1177.647162
1982,"FLOUNDER, ARROWTOOTH",241.0854592,435.1593659
1982,"FLOUNDER, PACIFIC, SANDDAB",781.1460905,1409.969056
1982,"FLOUNDER, SOUTHERN",1542.249686,2783.7614
1982,"FLOUNDER, STARRY",458.4616869,827.523558
1982,"FLOUNDER, SUMMER",1598.156012,2884.672345
1982,"FLOUNDER, WINDOWPANE",542.8975132,979.9302636
1982,"FLOUNDER, WINTER",1028.089701,1855.702389
1982,"FLOUNDER, WITCH",1243.16839,2243.919521
1982,"FLOUNDER, YELLOWTAIL",1126.020486,2032.4675
1982,"FLOUNDER,ATLANTIC,PLAICE",1004.212596,1812.604202
1982,"FLOUNDER,PACIFIC,SANDDAB",663.3822297,1197.405233
1982,"FLOUNDERS, RIGHTEYE",394,711.1701831
1983,"FLOUNDER, ARROWTOOTH",220.1151696,382.1903332
1983,"FLOUNDER, PACIFIC, SANDDAB",796.7739464,1383.4544
1983,"FLOUNDER, SOUTHERN",1360.378321,2362.051851
1983,"FLOUNDER, STARRY",488.7297244,848.5911104
1983,"FLOUNDER, SUMMER",1486.691969,2581.372741
1983,"FLOUNDER, WINDOWPANE",517.7831689,899.0371821
1983,"FLOUNDER, WINTER",1098.104672,1906.660914
1983,"FLOUNDER, WITCH",1310.724257,2275.836515
1983,"FLOUNDER, YELLOWTAIL",1066.204821,1851.272569
1983,"FLOUNDER,ATLANTIC,PLAICE",1074.817181,1866.226381
1983,"FLOUNDER,PACIFIC,SANDDAB",707.0912863,1227.73662
1983,"FLOUNDERS, RIGHTEYE",510,885.5231116
1984,"FLOUNDER, ARROWTOOTH",212.9366215,356.3429176
1984,"FLOUNDER, PACIFIC, SANDDAB",835.4150198,1398.041462
1984,"FLOUNDER, SOUTHERN",1612.377156,2698.263811
1984,"FLOUNDER, STARRY",529.4110884,885.95325
1984,"FLOUNDER, SUMMER",1514.286857,2534.112699
1984,"FLOUNDER, WINDOWPANE",754.1573341,1262.059212
1984,"FLOUNDER, WINTER",1510.562913,2527.880794
1984,"FLOUNDER, WITCH",1663.527785,2783.862824
1984,"FLOUNDER, YELLOWTAIL",1591.49851,2663.324036
1984,"FLOUNDER,ATLANTIC,PLAICE",1459.077298,2441.721192
1984,"FLOUNDER,PACIFIC,SANDDAB",722.4434876,1208.987061
1984,"FLOUNDERS, RIGHTEYE",624.6666667,1045.360544
1985,"FLOUNDER, ARROWTOOTH",224.1146787,363.934647
1985,"FLOUNDER, PACIFIC, SANDDAB",835.8490986,1357.316033
1985,"FLOUNDER, SOUTHERN",1857.928556,3017.047241
1985,"FLOUNDER, STARRY",558.196767,906.4428288
1985,"FLOUNDER, SUMMER",2110.512423,3427.212345
1985,"FLOUNDER, WINDOWPANE",1163.480804,1889.349586
1985,"FLOUNDER, WINTER",1872.603801,3040.878032
