year,fishstock,avg_per_tonne_ace,avg_sales_per_tonne,averagepershare_quotashares,avg_per_tonne_quotashare,avg_lease_per_tonne,catchkg,tacc,grnwt_price,NZCPI
1981,,,,,,,,,2.846926,
1981,,,,,,,,,0.9808015,
1981,,,,,,,,,1.465,
1981,,,,,,,,,0.8890209,
1981,,,,,,,,,0.2453852,
1981,,,,,,,,,0.8826067,
1981,,,,,,,,,0.359708,
1981,,,,,,,,,0.2843391,
1981,,,,,,,,,1.623979,
1981,,,,,,,,,1.153364,
1981,,,,,,,,,1.935812,
1981,,,,,,,,,0.3207069,
1981,,,,,,,,,2.009275,
1981,,,,,,,,,0.9287539,
1981,,,,,,,,,0.7201566,
1981,,,,,,,,,1.550762,
1981,,,,,,,,,0.4986255,
1981,,,,,,,,,0.6560827,
1981,,,,,,,,,9.37118,
1981,,,,,,,,,1.189549,
1982,,,,,,,,,0.6695299,
1982,,,,,,,,,0.5159909,
1982,,,,,,,,,1.887339,
1982,,,,,,,,,0.7975407,
1982,,,,,,,,,1.684053,
1982,,,,,,,,,15.28929,
1982,,,,,,,,,0.3029604,
1982,,,,,,,,,1.465233,
1982,,,,,,,,,0.8165395,
1982,,,,,,,,,0.4139282,
1982,,,,,,,,,1.493744,
1982,,,,,,,,,1.361556,
1982,,,,,,,,,1.280396,
1982,,,,,,,,,0.5079216,
1982,,,,,,,,,1.819516,
1982,,,,,,,,,0.4598635,
1982,,,,,,,,,8.61528,
1982,,,,,,,,,1.016623,
1982,,,,,,,,,5.387128,
1982,,,,,,,,,0.4480053,
1982,,,,,,,,,1.198776,
1982,,,,,,,,,1.199112,
1982,,,,,,,,,0.49136,
1983,,,,,,,,,1.370629,
1983,,,,,,,,,1.224914,
1983,,,,,,,,,1.811482,
1983,,,,,,,,,4.311111,
1983,,,,,,,,,0.4871493,
1983,,,,,,,,,1.114105,
1983,,,,,,,,,0.4612162,
1983,,,,,,,,,0.6029602,
1983,,,,,,,,,0.4035952,
1983,,,,,,,,,2.174652,
1983,,,,,,,,,0.537812,
1983,,,,,,,,,1.624746,
1983,,,,,,,,,1.279126,
1983,,,,,,,,,0.5893773,
1983,,,,,,,,,1.443197,
1983,,,,,,,,,11.2425,
1983,,,,,,,,,1.583173,
1983,,,,,,,,,1.062011,
1983,,,,,,,,,9.316421,
1983,,,,,,,,,0.2720879,
1983,,,,,,,,,1.80263,
1983,,,,,,,,,0.9413185,
1983,,,,,,,,,2.138801,
1984,,,,,,,,,14.96721,
1984,,,,,,,,,15.90561,
1984,,,,,,,,,4.8,
1984,,,,,,,,,1.899425,
1984,,,,,,,,,4.062255,
1984,,,,,,,,,2.731756,
1984,,,,,,,,,5.28582,
1984,,,,,,,,,1.765902,
1984,,,,,,,,,1.469045,
1984,,,,,,,,,0.8479702,
1984,,,,,,,,,2.92382,
1984,,,,,,,,,0.8860504,
1984,,,,,,,,,1.21612,
1984,,,,,,,,,0.3752084,
1984,,,,,,,,,0.5005167,
1984,,,,,,,,,0.6057989,
1984,,,,,,,,,1.9968,
1984,,,,,,,,,0.8513138,
1984,,,,,,,,,0.9760196,
1984,,,,,,,,,1.736755,
1984,,,,,,,,,1.893468,
1984,,,,,,,,,0.7913043,
1984,,,,,,,,,0.5537714,
1984,,,,,,,,,2.905393,
1985,,,,,,,,,2.188372,459.5875
1985,,,,,,,,,4.373708,459.5875
1985,,,,,,,,,1.962883,459.5875
1985,,,,,,,,,1.463408,459.5875
1985,,,,,,,,,20.12146,459.5875
1985,,,,,,,,,0.6949967,459.5875
1985,,,,,,,,,1.423477,459.5875
1985,,,,,,,,,1.968885,459.5875
1985,,,,,,,,,5.489652,459.5875
1985,,,,,,,,,0.8139051,459.5875
1985,,,,,,,,,6.002676,459.5875
1985,,,,,,,,,0.5071868,459.5875
1985,,,,,,,,,0.5973778,459.5875
1985,,,,,,,,,2.397771,459.5875
1985,,,,,,,,,1.369247,459.5875
1985,,,,,,,,,2.490459,459.5875
1985,,,,,,,,,4.054705,459.5875
1985,,,,,,,,,0.6936249,459.5875
1985,,,,,,,,,1.906902,459.5875
1985,,,,,,,,,1.707737,459.5875
1985,,,,,,,,,0.6706995,459.5875
1985,,,,,,,,,2.467646,459.5875
1985,,,,,,,,,0.5919523,459.5875
1985,,,,,,,,,0.3441606,459.5875
1986,,,,,,,,,2.83308,520.315
1986,,,,,,,,,0.8270868,520.315
1986,,,,,,,,,1.474458,520.315
1987,,,,,,,,,0.6332288,602.2325
1987,,,,,,,,,3.035704,602.2325
1987,,,,,,,,,1.306467,602.2325
1988,,,,,,,,,5.483886,640.6275
1988,,,,,,,,,12.11072,640.6275
1988,,,,,,,,,0.8350977,640.6275
1988,,,,,,,,,2.140145,640.6275
1988,,,,,,,,,1.282918,640.6275
1988,,,,,,,,,0.8289153,640.6275
1988,,,,,,,,,5.722019,640.6275
1988,,,,,,,,,0.8613271,640.6275
1988,,,,,,,,,5.722019,640.6275
1989,,,,,,,,,4.621938,677.245
1989,,,,,,,,,4.38723,677.245
1989,,,,,,,,,5.423393,677.245
1989,,,,,,,,,0.8742849,677.245
1989,,,,,,,,,1.2182,677.245
1989,,,,,,,,,1.510656,677.245
1989,,,,,,,,,0.7901545,677.245
1989,,,,,,,,,4.621938,677.245
1989,,,,,,,,,5.423393,677.245
1989,,,,,,,,,5.423393,677.245
1989,,,,,,,,,0.6569763,677.245
1989,,,,,,,,,0.8819368,677.245
1989,,,,,,,,,0.8591671,677.245
1989,,,,,,,,,10.37021,677.245
1990,,,,,,,,,1.055664,718.5475
1990,,,,,,,,,0.7961009,718.5475
1990,,,,,,,,,4.123374,718.5475
1990,,,,,,,,,0.9587171,718.5475
1990,,,,,,,,,10.13312,718.5475
1990,,,,,,,,,6.037997,718.5475
1990,,,,,,,,,0.534467,718.5475
1990,,,,,,,,,4.825377,718.5475
1990,,,,,,,,,6.037997,718.5475
1990,,,,,,,,,0.8690618,718.5475
1990,,,,,,,,,6.037997,718.5475
1990,,,,,,,,,7.475532,718.5475
1990,,,,,,,,,1.809794,718.5475
1990,,,,,,,,,9.857208,718.5475
1991,,,,,,,,,6.720982,737.245
1991,,,,,,,,,4.095301,737.245
1991,,,,,,,,,0.9788919,737.245
1991,,,,,,,,,0.5846906,737.245
1991,,,,,,,,,8.548412,737.245
1991,,,,,,,,,1.411566,737.245
1991,,,,,,,,,6.747414,737.245
1991,,,,,,,,,0.8287179,737.245
1991,,,,,,,,,6.720982,737.245
1991,,,,,,,,,5.08419,737.245
1991,,,,,,,,,6.720982,737.245
1991,,,,,,,,,0.7237467,737.245
1991,,,,,,,,,0.8704755,737.245
1992,,,,,,,,,1.814526,744.725
1992,,,,,,,,,4.203734,744.725
1992,,,,,,,,,1.481239,744.725
1992,,,,,,,,,5.411929,744.725
1992,,,,,,,,,1.320534,744.725
1992,,,,,,,,,5.604395,744.725
1992,,,,,,,,,6.994278,744.725
1992,,,,,,,,,0.7864153,744.725
1992,,,,,,,,,21.44281,744.725
1992,,,,,,,,,5.775004,744.725
1992,,,,,,,,,1.034296,744.725
1992,,,,,,,,,6.994278,744.725
1992,,,,,,,,,0.7494489,744.725
1992,,,,,,,,,6.994278,744.725
1993,,,,,,,,,0.9519523,754.3175
1993,,,,,,,,,6.354788,754.3175
1993,,,,,,,,,0.8438588,754.3175
1993,,,,,,,,,6.354788,754.3175
1993,,,,,,,,,3.083307,754.3175
1993,,,,,,,,,0.7829886,754.3175
1993,,,,,,,,,8.332805,754.3175
1993,,,,,,,,,17.56413,754.3175
1993,,,,,,,,,6.354788,754.3175
1993,,,,,,,,,0.7952746,754.3175
1993,,,,,,,,,3.935366,754.3175
1993,,,,,,,,,2.04071,754.3175
1993,,,,,,,,,0.8060268,754.3175
1993,,,,,,,,,5.657796,754.3175
1994,,,,,,,,,6.80404,767.485
1994,,,,,,,,,11.80222,767.485
1994,,,,,,,,,0.8819885,767.485
1994,,,,,,,,,0.866728,767.485
1994,,,,,,,,,6.80404,767.485
1994,,,,,,,,,2.135188,767.485
1994,,,,,,,,,5.556272,767.485
1994,,,,,,,,,1.036527,767.485
1994,,,,,,,,,1.000167,767.485
1994,,,,,,,,,0.8943029,767.485
1994,,,,,,,,,6.80404,767.485
1994,,,,,,,,,11.6333,767.485
1994,,,,,,,,,4.147685,767.485
1994,,,,,,,,,5.578485,767.485
1995,,,,,,,,,0.6226225,796.3025
1995,,,,,,,,,2.028117,796.3025
1995,,,,,,,,,1.040784,796.3025
1995,,,,,,,,,11.66819,796.3025
1995,,,,,,,,,5.687171,796.3025
1995,,,,,,,,,0.7540733,796.3025
1995,,,,,,,,,7.881172,796.3025
1995,,,,,,,,,7.40711,796.3025
1995,,,,,,,,,0.8449474,796.3025
1995,,,,,,,,,4.844091,796.3025
1995,,,,,,,,,4.264522,796.3025
1995,,,,,,,,,7.40711,796.3025
1995,,,,,,,,,0.9457262,796.3025
1995,,,,,,,,,7.40711,796.3025
1996,,,,,,,,,9.133545,814.505
1996,,,,,,,,,7.326584,814.505
1996,,,,,,,,,62.13889,814.505
1996,,,,,,,,,3.804256,814.505
1996,,,,,,,,,0.9582621,814.505
1996,,,,,,,,,6.671002,814.505
1996,,,,,,,,,0.9649295,814.505
1996,,,,,,,,,0.5580443,814.505
1996,,,,,,,,,5.578175,814.505
1996,,,,,,,,,7.326584,814.505
1996,,,,,,,,,5.028572,814.505
1996,,,,,,,,,7.326584,814.505
1996,,,,,,,,,2.099412,814.505
1997,,,,,,,,,0.8923162,824.1725
1997,,,,,,,,,2.089913,824.1725
1997,,,,,,,,,0.5751879,824.1725
1997,,,,,,,,,7.305345,824.1725
1997,,,,,,,,,7.305345,824.1725
1997,,,,,,,,,3.396576,824.1725
1997,,,,,,,,,8.429146,824.1725
1997,,,,,,,,,0.8170639,824.1725
1997,,,,,,,,,7.94141,824.1725
1997,,,,,,,,,7.305345,824.1725
1998,,,,,,,,,8.087561,834.5975
1998,,,,,,,,,1.214221,834.5975
1998,,,,,,,,,0.884994,834.5975
1998,,,,,,,,,8.087561,834.5975
1998,,,,,,,,,1.981916,834.5975
1998,,,,,,,,,7.436719,834.5975
1998,,,,,,,,,4.158484,834.5975
1998,,,,,,,,,6.417023,834.5975
1998,,,,,,,,,0.7064505,834.5975
1998,,,,,,,,,8.087561,834.5975
1999,,,,,,,,,7.488625,833.6
1999,,,,,,,,,7.488625,833.6
1999,,,,,,,,,0.7724404,833.6
1999,,,,,,,,,0.7777629,833.6
1999,,,,,,,,,7.488625,833.6
1999,,,,,,,,,1.024534,833.6
1999,,,,,,,,,4.596746,833.6
1999,,,,,,,,,6.050052,833.6
1999,,,,,,,,,11.53522,833.6
1999,,,,,,,,,0.9337239,833.6
2000,,,,,,,,,7.664267,855.5
2000,,,,,,,,,0.9433148,855.5
2000,,,,,,,,,6.558164,855.5
2000,,,,,,,,,1.099617,855.5
2000,,,,,,,,,5.86344,855.5
2000,,,,,,,,,4.322713,855.5
2000,,,,,,,,,0.929162,855.5
2000,,,,,,,,,7.664267,855.5
2000,,,,,,,,,13.52093,855.5
2001,,,,,,,,,7.282547,878
2002,,,,,,,,,6.103912,901.25
2003,,,,,,,,,4.345069,917
2000,ANG11,,22568,,,,23986,40000,7.664267,855.5
2001,ANG11,1913.3,,0.01,27500,,22573,40000,8.334207,878
2002,ANG11,1000,,,,,19462,40000,8.193027,901.25
2003,ANG11,,,,,,10506,40000,7.186159,917
2004,ANG11,,,,,,5553,40000,7.230314,938.25
2005,ANG11,,,,,,15099,40000,7.469216,966.75
2006,ANG11,,,,,,15090,40000,7.042722,999.25
2007,ANG11,,,,,,19273,40000,5.189392,1023
2000,ANG12,,16635,,,426,26428,42700,7.664267,855.5
2001,ANG12,,,,,,22563,42700,8.334207,878
2002,ANG12,,,,,,15833,42700,8.193027,901.25
2003,ANG12,,,,,,7039,42700,7.186159,917
2004,ANG12,,,,,,4547,42700,7.230314,938.25
2005,ANG12,,,,,,14760,42700,7.469216,966.75
2006,ANG12,,,,,,7709,42700,7.042722,999.25
2007,ANG12,,,,,,7880,42700,5.189392,1023
2000,ANG13,,12121,,,461,107824,121930,7.664267,855.5
2001,ANG13,,,,,,69409,121930,8.334207,878
2002,ANG13,,,,,,92800,121930,8.193027,901.25
2003,ANG13,,,,,,121478,121930,7.186159,917
2004,ANG13,,,,,,121861,121930,7.230314,938.25
2005,ANG13,,,,,,121893,121930,7.469216,966.75
2006,ANG13,,,,,,121929,121930,7.042722,999.25
2007,ANG13,,,,,,121877,121930,5.189392,1023
2008,ANG13,1200,,,,,,,,1063.5
2000,ANG14,,17943,,,,15802,35100,7.664267,855.5
2001,ANG14,,,,,,20882,35100,8.334207,878
2002,ANG14,,,,,,20201,35100,8.193027,901.25
2003,ANG14,,,,,,18294,35100,7.186159,917
2004,ANG14,,,,,,9060,35100,7.230314,938.25
2005,ANG14,,,,,,13336,35100,7.469216,966.75
2006,ANG14,,,,,,11956,35100,7.042722,999.25
2007,ANG14,,,,,,14630,35100,5.189392,1023
2000,ANG15,,19608,,,383,87960,117700,7.664267,855.5
2001,ANG15,,,,,,100715,117700,8.334207,878
2002,ANG15,,,,,,82470,117700,8.193027,901.25
2003,ANG15,,,,,,77348,117700,7.186159,917
2004,ANG15,,,,,,95263,117700,7.230314,938.25
2005,ANG15,,,,,,75232,117700,7.469216,966.75
2006,ANG15,,,0.01,10623.83,,79864,117700,7.042722,999.25
2007,ANG15,,,,,,90837,117700,5.189392,1023
2000,ANG16,,13266,,,591,41362,62700,7.664267,855.5
2001,ANG16,,,,,,46255,62700,8.334207,878
2002,ANG16,,,,,,32131,62700,8.193027,901.25
2003,ANG16,,,,,,30733,62700,7.186159,917
2004,ANG16,,,,,,44190,62700,7.230314,938.25
2005,ANG16,,,,,,31576,62700,7.469216,966.75
2006,ANG16,,,,,,48855,62700,7.042722,999.25
2007,ANG16,,,,,,33160,62700,5.189392,1023
1986,BAR1,,1017,,,136,8877339,8510000,0.8052212,520.315
1987,BAR1,,1018,,,91,9252485,8837000,0.8831013,602.2325
1988,BAR1,,1067,,,32,5841261,9426000,0.8656552,640.6275
1989,BAR1,,765,,,242,9159332,9841000,0.8141889,677.245
1990,BAR1,,923,,,91,9305288,9957000,0.8447585,718.5475
1991,BAR1,,1011,,,145,6733322,9957000,0.8758318,737.245
1992,BAR1,,668,,,133,9034427,9969000,0.9011651,744.725
1993,BAR1,,27588,,,98,7307508,9969000,0.7833681,754.3175
1994,BAR1,,1776,,,99,10026698,9969000,0.7323822,767.485
1995,BAR1,,1572,,,93,11270353,9969000,0.8496953,796.3025
1996,BAR1,,1345,,,94,11873048,11000000,0.7457139,814.505
1997,BAR1,,1190,,,84,11542877,11000000,0.7326188,824.1725
1998,BAR1,,1690,,,87,9222863,11000000,0.8109154,834.5975
1999,BAR1,,1720,,,87,10032952,11000000,0.805602,833.6
2000,BAR1,,1077,,,83,7118165,11000000,0.837104,855.5
2001,BAR1,89.1,,0.09,796.33,,6901937,11000000,0.8187444,878
2002,BAR1,83.4,,0.16,1498.12,,7595276,11000000,0.6873192,901.25
2003,BAR1,67.9,,0,20.91,,5948689,11000000,0.6061137,917
2004,BAR1,75.9,,0.16,1485.39,,6085300,11000000,0.6506851,938.25
2005,BAR1,74.1,,0.16,1427.21,,7030196,11000000,0.710919,966.75
2006,BAR1,68,,0.11,1043.59,,5351278,11000000,0.7542189,999.25
2007,BAR1,76.3,,0.16,1426.3,,5986653,11000000,0.9084529,1023
1986,BAR10,,,,,,0,10000,0.8052212,520.315
1987,BAR10,,,,,,0,10000,0.8831013,602.2325
1988,BAR10,,,,,,0,10000,0.8656552,640.6275
1989,BAR10,,,,,,0,10000,0.8141889,677.245
1990,BAR10,,,,,,0,10000,0.8447585,718.5475
1991,BAR10,,,,,,0,10000,0.8758318,737.245
1992,BAR10,,,,,,17,10000,0.9011651,744.725
1993,BAR10,,,,,,0,10000,0.7833681,754.3175
1994,BAR10,,,,,,0,10000,0.7323822,767.485
1995,BAR10,,,,,,0,10000,0.8496953,796.3025
1996,BAR10,,,,,,0,10000,0.7457139,814.505
1997,BAR10,,,,,,0,10000,0.7326188,824.1725
1998,BAR10,,,,,,0,10000,0.8109154,834.5975
1999,BAR10,,,,,,0,10000,0.805602,833.6
2000,BAR10,,,,,,0,10000,0.837104,855.5
2001,BAR10,,,,,,0,10000,0.8187444,878
2002,BAR10,,,,,,0,10000,0.6873192,901.25
2003,BAR10,,,,,,0,10000,0.6061137,917
2004,BAR10,,,,,,0,10000,0.6506851,938.25
2005,BAR10,,,,,,0,10000,0.710919,966.75
2006,BAR10,,,,,,0,10000,0.7542189,999.25
2007,BAR10,,,,,,0,10000,0.9084529,1023
1986,BAR4,,,,,,3084030,3010000,0.8052212,520.315
1987,BAR4,,,,,,1776458,3010000,0.8831013,602.2325
1988,BAR4,,,,,47,945544,3010000,0.8656552,640.6275
1989,BAR4,,,,,86,1348738,3016000,0.8141889,677.245
1990,BAR4,,678,,,74,1398989,3016000,0.8447585,718.5475
1991,BAR4,,772,,,48,1156304,3016000,0.8758318,737.245
1992,BAR4,,,,,75,2251490,3016000,0.9011651,744.725
1993,BAR4,,,,,49,605506,3016000,0.7833681,754.3175
1994,BAR4,,,,,58,331279,3016000,0.7323822,767.485
1995,BAR4,,,,,48,2234208,3016000,0.8496953,796.3025
1996,BAR4,,,,,43,1080902,3016000,0.7457139,814.505
1997,BAR4,,463,,,39,1966433,3016000,0.7326188,824.1725
1998,BAR4,,563,,,55,458578,3016000,0.8109154,834.5975
1999,BAR4,,1000,,,43,1910626,3016000,0.805602,833.6
2000,BAR4,,550,,,50,2121534,3019000,0.837104,855.5
2001,BAR4,53.6,,,,,1160037,3019000,0.8187444,878
2002,BAR4,49.7,,0.02,549.82,,572891,3019000,0.6873192,901.25
2003,BAR4,55.9,,,,,477192,3019000,0.6061137,917
2004,BAR4,64.7,,,,,97587,3019000,0.6506851,938.25
2005,BAR4,41.6,,,,,686701,3019000,0.710919,966.75
2006,BAR4,70.3,,,,,3233215,3019000,0.7542189,999.25
2007,BAR4,56.5,,,,,2974595,3019000,0.9084529,1023
1986,BAR5,,1348,,,110,7652675,9010000,0.8052212,520.315
1987,BAR5,,,,,160,6456618,9011000,0.8831013,602.2325
1988,BAR5,,,,,50,5322470,9011000,0.8656552,640.6275
1989,BAR5,,,,,57,5960202,9281000,0.8141889,677.245
1990,BAR5,,874,,,47,8817065,9282000,0.8447585,718.5475
1991,BAR5,,828,,,106,6897183,9282000,0.8758318,737.245
1992,BAR5,,,,,78,7018667,9282000,0.9011651,744.725
1993,BAR5,,,,,69,3410664,9282000,0.7833681,754.3175
1994,BAR5,,734,,,66,2644612,9282000,0.7323822,767.485
1995,BAR5,,,,,58,4323843,9282000,0.8496953,796.3025
1996,BAR5,,877,,,50,2839286,9282000,0.7457139,814.505
1997,BAR5,,481,,,53,6167019,9282000,0.7326188,824.1725
1998,BAR5,,796,,,52,7302398,7470000,0.8109154,834.5975
1999,BAR5,,974,,,59,6205018,7470000,0.805602,833.6
2000,BAR5,,,,,59,6101464,7470000,0.837104,855.5
2001,BAR5,64.2,,,,,5883666,7470000,0.8187444,878
2002,BAR5,73.4,,0.04,572.96,,7843350,7470000,0.6873192,901.25
2003,BAR5,70.8,,,,,6918809,7470000,0.6061137,917
2004,BAR5,95.3,,,,,8593163,7470000,0.6506851,938.25
2005,BAR5,135.2,,,,,9479351,7470000,0.710919,966.75
2006,BAR5,125.1,,,,,6334349,7470000,0.7542189,999.25
2007,BAR5,154.8,,,,,8561223,7470000,0.9084529,1023
1986,BAR7,,310,,,48,8046222,10510000,0.8052212,520.315
1987,BAR7,,562,,,181,9546977,10603000,0.8831013,602.2325
1988,BAR7,,419,,,169,8071443,10702000,0.8656552,640.6275
1989,BAR7,,768,,,50,7049647,10925000,0.8141889,677.245
1990,BAR7,,804,,,44,7137965,10925000,0.8447585,718.5475
1991,BAR7,,727,,,129,7326350,10925000,0.8758318,737.245
1992,BAR7,,915,,,65,10141526,10925000,0.9011651,744.725
1993,BAR7,,4054,,,63,7916624,10925000,0.7833681,754.3175
1994,BAR7,,1257,,,68,9345343,10925000,0.7323822,767.485
1995,BAR7,,1512,,,57,8612777,10925000,0.8496953,796.3025
1996,BAR7,,921,,,57,10211935,10925000,0.7457139,814.505
1997,BAR7,,875,,,63,8716877,10925000,0.7326188,824.1725
1998,BAR7,,1131,,,59,4427253,10925000,0.8109154,834.5975
1999,BAR7,,900,,,46,3287507,10925000,0.805602,833.6
2000,BAR7,,992,,,46,6889521,10925000,0.837104,855.5
2001,BAR7,69.6,,0.12,1114.31,,7654528,11173000,0.8187444,878
2002,BAR7,68.2,,0.11,977.37,,9024661,11173000,0.6873192,901.25
2003,BAR7,50.2,,,,,9114372,11173000,0.6061137,917
2004,BAR7,61.2,,0.12,1038.23,,12155984,11173000,0.6506851,938.25
2005,BAR7,107.3,,,,,10685486,11173000,0.710919,966.75
2006,BAR7,108.2,,,,,14698804,11173000,0.7542189,999.25
2007,BAR7,142.1,,0.11,997.06,,10451085,11173000,0.9084529,1023
1986,BCO1,,1903,,,180,7838,30000,3.814486,520.315
1987,BCO1,,2369,,,311,8866,40000,3.256351,602.2325
1988,BCO1,,2587,,,221,7835,42000,1.947598,640.6275
1989,BCO1,,2060,,,245,10207,45000,3.353761,677.245
1990,BCO1,,2282,,,210,12138,45000,3.936613,718.5475
1991,BCO1,,2293,,,223,10143,45000,4.326129,737.245
1992,BCO1,,1715,,,234,11501,45000,4.323708,744.725
1993,BCO1,,2908,,,241,14383,45000,3.812155,754.3175
1994,BCO1,,1963,,,275,12588,45000,3.194075,767.485
1995,BCO1,,3570,,,303,11324,45000,3.631231,796.3025
1996,BCO1,,3729,,,224,13099,45000,3.119603,814.505
1997,BCO1,,1326,,,225,15856,45000,3.311391,824.1725
1998,BCO1,,2889,,,204,12372,45000,2.665108,834.5975
1999,BCO1,,1742,,,162,14420,45000,5.365235,833.6
2000,BCO1,,2832,,,173,14873,45000,4.337843,855.5
2001,BCO1,220.9,,0,2594.93,,12191,46000,7.322511,878
2002,BCO1,361.8,,0,3676.15,,11022,46000,5.571545,901.25
2003,BCO1,505.9,,,,,8789,46000,4.713377,917
2004,BCO1,510.8,,,,,8972,46000,7.62455,938.25
2005,BCO1,467,,0,3027.42,,6725,46000,5.958569,966.75
2006,BCO1,343.4,,0,2162.44,,5656,46000,8.022013,999.25
2007,BCO1,640.4,,0,3243.66,,6314,46000,4.669257,1023
1991,BCO10,,,,,,,,4.326129,737.245
1986,BCO2,,,,,,658,10000,3.814486,520.315
1987,BCO2,,878,,,,478,10000,3.256351,602.2325
1988,BCO2,,,,,,1195,10000,1.947598,640.6275
1989,BCO2,,,,,332,930,10000,3.353761,677.245
1990,BCO2,,3006,,,457,464,10000,3.936613,718.5475
1991,BCO2,,,,,270,1259,10000,4.326129,737.245
1992,BCO2,,4859,,,552,3869,10000,4.323708,744.725
1993,BCO2,,,,,385,1700,10000,3.812155,754.3175
1994,BCO2,,,,,471,854,10000,3.194075,767.485
1995,BCO2,,6460,,,424,1748,10000,3.631231,796.3025
1996,BCO2,,5401,,,416,1639,10000,3.119603,814.505
1997,BCO2,,7362,,,404,3580,10000,3.311391,824.1725
1998,BCO2,,,,,503,1726,10000,2.665108,834.5975
1999,BCO2,,,,,373,1910,10000,5.365235,833.6
2000,BCO2,,9670,,,635,1928,10000,4.337843,855.5
2001,BCO2,766.4,,,,,2015,10000,7.322511,878
2002,BCO2,802.7,,,,,3725,10000,5.571545,901.25
2003,BCO2,612.6,,,,,4162,10000,4.713377,917
2004,BCO2,594.2,,,,,4927,10000,7.62455,938.25
2005,BCO2,604,,,,,1296,10000,5.958569,966.75
2006,BCO2,539.3,,,,,3968,10000,8.022013,999.25
2007,BCO2,845.4,,0,6792.82,,2562,10000,4.669257,1023
1986,BCO3,,2385,,,576,83465,120000,3.814486,520.315
1987,BCO3,,2020,,,884,147699,140000,3.256351,602.2325
1988,BCO3,,3810,,,447,135613,142000,1.947598,640.6275
1989,BCO3,,4299,,,607,121039,151000,3.353761,677.245
1990,BCO3,,4045,,,437,143252,154000,3.936613,718.5475
1991,BCO3,,3747,,,458,135040,154000,4.326129,737.245
1992,BCO3,,4299,,,420,170678,156000,4.323708,744.725
1993,BCO3,,5403,,,503,141652,162000,3.812155,754.3175
1994,BCO3,,16755,,,452,154602,162000,3.194075,767.485
1995,BCO3,,14607,,,421,163974,162000,3.631231,796.3025
1996,BCO3,,15697,,,474,160077,162000,3.119603,814.505
1997,BCO3,,14726,,,443,162914,162000,3.311391,824.1725
1998,BCO3,,14482,,,461,153836,162000,2.665108,834.5975
1999,BCO3,,11432,,,423,165398,162000,5.365235,833.6
2000,BCO3,,16616,,,453,153794,162000,4.337843,855.5
2001,BCO3,705.1,,0.03,21077.6,,138078,163000,7.322511,878
2002,BCO3,819,,0.02,11737.09,,168956,163000,5.571545,901.25
2003,BCO3,1000.5,,,,,166798,163000,4.713377,917
2004,BCO3,1060.4,,0.04,25071.9,,183165,163000,7.62455,938.25
2005,BCO3,1099.8,,0.05,31032.62,,182684,163000,5.958569,966.75
2006,BCO3,1707,,,,,176933,163000,8.022013,999.25
2007,BCO3,1677.3,,,,,167053,163000,4.669257,1023
1986,BCO4,,2370,,,,417000,600000,3.814486,520.315
1987,BCO4,,,,,,204194,647000,3.256351,602.2325
1988,BCO4,,,,,,292611,647000,1.947598,640.6275
1989,BCO4,,1898,,,76,374146,749000,3.353761,677.245
1990,BCO4,,2462,,,83,392248,757000,3.936613,718.5475
1991,BCO4,,1984,,,133,378425,757000,4.326129,737.245
1992,BCO4,,1454,,,121,441519,757000,4.323708,744.725
1993,BCO4,,5705,,,127,473822,757000,3.812155,754.3175
1994,BCO4,,3344,,,293,577910,757000,3.194075,767.485
1995,BCO4,,3479,,,396,475407,757000,3.631231,796.3025
1996,BCO4,,7502,,,241,462343,757000,3.119603,814.505
1997,BCO4,,4354,,,195,568841,757000,3.311391,824.1725
1998,BCO4,,3491,,,300,549619,757000,2.665108,834.5975
1999,BCO4,,7671,,,224,503355,757000,5.365235,833.6
2000,BCO4,,6313,,,188,626769,757000,4.337843,855.5
2001,BCO4,238.3,,0.07,8915.65,,647910,759000,7.322511,878
2002,BCO4,272.4,,0.08,9969.2,,724365,759000,5.571545,901.25
2003,BCO4,583.3,,0.1,13761.97,,710433,759000,4.713377,917
2004,BCO4,589.4,,,,,731160,759000,7.62455,938.25
2005,BCO4,356.6,,0.15,20241.29,,580345,759000,5.958569,966.75
2006,BCO4,340.2,,0.11,13906.83,,746809,759000,8.022013,999.25
2007,BCO4,315.8,,0.19,24574,,779321,759000,4.669257,1023
1986,BCO5,,3958,,,303,812024,1190000,3.814486,520.315
1987,BCO5,,3780,,,321,937508,1355000,3.256351,602.2325
1988,BCO5,,2757,,,276,769001,1447000,1.947598,640.6275
1989,BCO5,,2622,,,309,927806,1491000,3.353761,677.245
1990,BCO5,,3500,,,312,1082748,1491000,3.936613,718.5475
1991,BCO5,,4335,,,367,872551,1536000,4.326129,737.245
1992,BCO5,,3837,,,407,1029164,1536000,4.323708,744.725
1993,BCO5,,6043,,,416,1131767,1536000,3.812155,754.3175
1994,BCO5,,10209,,,400,1218413,1536000,3.194075,767.485
1995,BCO5,,8542,,,425,1498195,1536000,3.631231,796.3025
1996,BCO5,,7607,,,463,1388099,1536000,3.119603,814.505
1997,BCO5,,5929,,,454,1372497,1536000,3.311391,824.1725
1998,BCO5,,6281,,,435,1481685,1536000,2.665108,834.5975
1999,BCO5,,7518,,,491,1379027,1536000,5.365235,833.6
2000,BCO5,,9287,,,484,1467142,1536000,4.337843,855.5
2001,BCO5,594.3,,0.17,11017.32,,1477741,1548000,7.322511,878
