SpecCode,Genus,Species,,,Sex,tm (y),AgeMatMin,AgeMatMax,Locality,Country,Comment
6592,Lithognathus,aureti,Lithognathus aureti,#N/A,male,4.800000191,,,northern population,Namibia,Tm approximate.
6592,Lithognathus,aureti,Lithognathus aureti,#N/A,male,6,,,southern population,Namibia,Tm approximate.
1736,Liza,saliens,Liza saliens,2261,female,,3,4,Gulf of Lion,France,
1736,Liza,saliens,Liza saliens,2261,male,,3,4,Gulf of Lion,France,
1077,Lobotes,surinamensis,Lobotes surinamensis,13233,unsexed,1,,,"North Carolina, 1969-70",USA,
716,Lophius,piscatorius,Lophius piscatorius,3379,unsexed,4.5,,,North Sea,UK,
5094,Lophius,budegassa,Lophius budegassa,2571,female,,9,10,Atlantic Iberian coast,,
23247,Lophius,litulon,Lophius litulon,#N/A,female,6.199999809,5,8,East China and Yellow seas (March 1991-July 1997),Japan,
23247,Lophius,litulon,Lophius litulon,#N/A,male,5.400000095,4,7,East China and Yellow seas (March 1991-July 1997),Japan,
362,Lopholatilus,chamaeleonticeps,Lopholatilus chamaeleonticeps,2302,female,5,,,"Mid-Atlantic Bight, 1978-82",USA,
362,Lopholatilus,chamaeleonticeps,Lopholatilus chamaeleonticeps,2302,male,5,,,"Mid-Atlantic Bight, 1978-82",USA,Males seem to participate in spawning at 65-70 cm & 7-8 yrs.
15383,Lopholatilus,villarii,Lopholatilus villarii,#N/A,female,,7,8,southern region,Brazil,
15383,Lopholatilus,villarii,Lopholatilus villarii,#N/A,male,,5,6,southern region,Brazil,
1380,Lumpenus,lampretaeformis,Lumpenus lampretaeformis,#N/A,unsexed,3,,,North Sea,,
177,Lutjanus,sanguineus,Lutjanus sanguineus,#N/A,unsexed,,2.5,3,Arabian Gulf,Kuwait,
181,Lutjanus,synagris,Lutjanus synagris,2334,female,2,,,Gulf of Paria and north coast,Trinidad Tob,
181,Lutjanus,synagris,Lutjanus synagris,2334,female,2,,,Southwest region,Cuba,
181,Lutjanus,synagris,Lutjanus synagris,2334,male,1,,,Gulf of Paria and north coast,Trinidad Tob,
181,Lutjanus,synagris,Lutjanus synagris,2334,unsexed,2,,,Cuba,Cuba,
184,Lutjanus,vitta,Lutjanus vitta,#N/A,female,1,,3,"Northwest shelf, Aug 1982-Oct 1983",Australia,
185,Lutjanus,vivanus,Lutjanus vivanus,13302,female,5,,,Southeast region,Cuba,
1403,Lutjanus,analis,Lutjanus analis,13275,female,5.5,,,Southwest and northwest region,Cuba,
1417,Lutjanus,bohar,Lutjanus bohar,13278,female,9.390000343,3,,"Great Barrier Reef, 1995-2003",Australia,Maturity stage was based on histological sections of gonads.
1424,Lutjanus,carponotatus,Lutjanus carponotatus,#N/A,female,1.899999976,,,"Palm Is., Great Barrier Reef, 1997-98",Australia,
1424,Lutjanus,carponotatus,Lutjanus carponotatus,#N/A,female,2.400000095,,,"Lizard Is., Great Barrier Reef, 1997-98",Australia,
4246,Lyopsetta,exilis,Lyopsetta exilis,#N/A,unsexed,4,,,California Current Region,,
3889,Lythrypnus,zebra,Lythrypnus zebra,#N/A,unsexed,0.5,,,California Current Region,,
331,Macrourus,berglax,Macrourus berglax,3034,female,14.80000019,,,"NAFO 3LMN, 1995-96",Canada,
1825,Macruronus,novaezelandiae,Macruronus novaezelandiae,3033,female,,4,7,southern coasts,Australia,
1825,Macruronus,novaezelandiae,Macruronus novaezelandiae,3033,male,,4,5,New Zealand,New Zealand,
1825,Macruronus,novaezelandiae,Macruronus novaezelandiae,3033,unsexed,,3,4,New Zealand,New Zealand,
1825,Macruronus,novaezelandiae,Macruronus novaezelandiae,3033,unsexed,,3,4,southern portion including Tasmania,Australia,
252,Mallotus,villosus,Mallotus villosus,2126,female,2,,,Western Bering Sea,Russian Fed,
252,Mallotus,villosus,Mallotus villosus,2126,female,2,,,Western Kamchatka,Russian Fed,
252,Mallotus,villosus,Mallotus villosus,2126,male,2,,,Western Bering Sea,Russian Fed,
252,Mallotus,villosus,Mallotus villosus,2126,male,2,,,Western Kamchatka,Russian Fed,
252,Mallotus,villosus,Mallotus villosus,2126,unsexed,2,,,Sea of Okhotsk,Russian Fed,
252,Mallotus,villosus,Mallotus villosus,2126,unsexed,3,,,Newfoundland waters,Can Newfounl,
252,Mallotus,villosus,Mallotus villosus,2126,unsexed,3,,,Norway,Norway,
7121,Mancopsetta,maculata maculata,Mancopsetta maculata maculata,#N/A,female,,2,3,"northeast, south and southwest coasts (Nov. 1994)",Falkland Is,
2061,Manta,birostris,Manta birostris,13369,female,6,,,Not stated,,Females between 4.3 and 4.6 m disc width were found with embryos.
754,Maurolicus,muelleri,Maurolicus muelleri,2138,unsexed,1,,,Atlantic Ocean,,
3597,Medialuna,californiensis,Medialuna californiensis,#N/A,unsexed,2,,,California Current Region,,
1381,Melanogrammus,aeglefinus,Melanogrammus aeglefinus,2228,female,1.5,,,"Georges Bank, 1985-89",USA,
1381,Melanogrammus,aeglefinus,Melanogrammus aeglefinus,2228,female,1.799999952,,,"Gulf of Maine, 1985-89",USA,
1381,Melanogrammus,aeglefinus,Melanogrammus aeglefinus,2228,female,4.880000114,,,"Barent Sea, 1989-98",,
1381,Melanogrammus,aeglefinus,Melanogrammus aeglefinus,2228,male,1.299999952,,,"Georges Bank, 1985-89",USA,
1381,Melanogrammus,aeglefinus,Melanogrammus aeglefinus,2228,male,2.099999905,,,"Gulf of Maine, 1985-89",USA,
1381,Melanogrammus,aeglefinus,Melanogrammus aeglefinus,2228,male,4.5,,,"Barent Sea, 1989-98",,
1381,Melanogrammus,aeglefinus,Melanogrammus aeglefinus,2228,unsexed,,5,10,"not specified, 1930 - 1960",,Estimate from various cited refs.
1381,Melanogrammus,aeglefinus,Melanogrammus aeglefinus,2228,unsexed,2,,,West Scotland stock,UK Scotland,
1381,Melanogrammus,aeglefinus,Melanogrammus aeglefinus,2228,unsexed,2.5,,,North Sea,,
409,Menticirrhus,americanus,Menticirrhus americanus,3152,female,2,,,South Atlantic Bight,USA,
409,Menticirrhus,americanus,Menticirrhus americanus,3152,male,1,,,South Atlantic Bight,USA,
3587,Menticirrhus,undulatus,Menticirrhus undulatus,#N/A,unsexed,2.5,,,California Current Region,,
29,Merlangius,merlangus,Merlangius merlangus,3022,unsexed,,1,2,North Sea,,Age of 2-4 years (Ref. 35388).
29,Merlangius,merlangus,Merlangius merlangus,3022,unsexed,,3,4,Eastern North Atlantic,,
29,Merlangius,merlangus,Merlangius merlangus,3022,unsexed,1.5,,,"North Sea, 1975-94",UK Scotland,Data source: references cited in Ref. 27256 (Table 1); length assumed to be TL.
29,Merlangius,merlangus,Merlangius merlangus,3022,unsexed,1.5,,,"West Scotland, 1975-94",UK Scotland,Data source: references cited in Ref. 27256 (Table 1); length assumed to be TL.
30,Merluccius,merluccius,Merluccius merluccius,2238,female,,2,4,Mediterranean,,
30,Merluccius,merluccius,Merluccius merluccius,2238,female,,6,8,Golfe de Cascogne,France,
30,Merluccius,merluccius,Merluccius merluccius,2238,male,,2,4,Mediterranean,,
30,Merluccius,merluccius,Merluccius merluccius,2238,male,,4,6,Golfe de Cascogne,France,
322,Merluccius,australis,Merluccius australis,2239,female,,6,10,New Zealand,New Zealand,See also Ref. 51623 (p. 10).
322,Merluccius,australis,Merluccius australis,2239,female,,7,8,Southland and Sub-Antarctic,New Zealand,6-7 yrs is the age at 50% maturity.
322,Merluccius,australis,Merluccius australis,2239,female,8,,,Chatham Rise,New Zealand,8 yrs is the age at 50% maturity.
322,Merluccius,australis,Merluccius australis,2239,male,,6,7,Southland and Sub-Antarctic,New Zealand,6-7 yrs is the age at 50% maurity.
322,Merluccius,australis,Merluccius australis,2239,male,,6,10,New Zealand,New Zealand,See also Ref. 51623 (p. 10).
322,Merluccius,australis,Merluccius australis,2239,male,7,,,Chatham Rise,New Zealand,7 yrs is the age at 50% maturity.
323,Merluccius,bilinearis,Merluccius bilinearis,3026,female,1.600000024,,,"Southern Georges Bank - Middle Atlantic , 1985-89",USA,
323,Merluccius,bilinearis,Merluccius bilinearis,3026,female,1.700000048,,,"Gulf of Maine - Northern Georges Bank, 1985-89",USA,
323,Merluccius,bilinearis,Merluccius bilinearis,3026,male,1.600000024,,,"Southern Georges Bank - Middle Atlantic , 1985-89",USA,
323,Merluccius,bilinearis,Merluccius bilinearis,3026,male,1.700000048,,,"Gulf of Maine - Northern Georges Bank, 1985-89",USA,
326,Merluccius,productus,Merluccius productus,3028,female,,3,4,"Soledad Basin, Baja California",Mexico,
326,Merluccius,productus,Merluccius productus,3028,male,4,,,"Soledad Basin, Baja California",Mexico,
326,Merluccius,productus,Merluccius productus,3028,unsexed,,3,4,Northeastern Pacific,,
326,Merluccius,productus,Merluccius productus,3028,unsexed,3,,,Northeast Pacific,USA,
1826,Merluccius,paradoxus,Merluccius paradoxus,#N/A,female,4.699999809,,,"Cape of Good Hope, 1972-73",South Africa,
1826,Merluccius,paradoxus,Merluccius paradoxus,#N/A,male,3.700000048,,,"Cape of Good Hope, 1972-73",South Africa,
1827,Merluccius,angustimanus,Merluccius angustimanus,13427,mixed,3,,,"southeast Gulf of California, 1971-72",Mexico,
1828,Merluccius,capensis,Merluccius capensis,3029,female,4.900000095,,,"Cape of Good Hope, 1972-73",South Africa,
1828,Merluccius,capensis,Merluccius capensis,3029,male,3.900000095,,,"Cape of Good Hope, 1972-73",South Africa,
16305,Mesogobius,batrachocephalus,Mesogobius batrachocephalus,13433,unsexed,3,,,Black & Azov Seas,,
7690,Microchirus,theophila,Microchirus theophila,#N/A,female,3,,5,"Quarteira-Vila Real de Santo Antonio, 1986-88",Portugal,
31,Micromesistius,poutassou,Micromesistius poutassou,3021,mixed,2,,,"Northern Spain, 1982",Spain,
31,Micromesistius,poutassou,Micromesistius poutassou,3021,mixed,2,,,"Portuguese coast, 1992-93",Portugal,
31,Micromesistius,poutassou,Micromesistius poutassou,3021,unsexed,1,,,"Costa Brava, Mediterranean",Spain,
31,Micromesistius,poutassou,Micromesistius poutassou,3021,unsexed,2.299999952,,,"North Atlantic, 1983-94",,Data source: Refs. 53490 and 53491cited in Ref. 27256 (Table 1); length assumed to be TL.
320,Micromesistius,australis,Micromesistius australis,2236,female,3,,,Campbell Island stock,New Zealand,Size range refers to mean length at maturity.
320,Micromesistius,australis,Micromesistius australis,2236,male,3,2,,Campbell Island stock,New Zealand,Size range refers to mean length.
320,Micromesistius,australis,Micromesistius australis,2236,unsexed,,4,5,Argentina,Argentina,
408,Micropogonias,undulatus,Micropogonias undulatus,2352,female,1,,2,"north of Cape Hatteras, North Carolina",USA,
408,Micropogonias,undulatus,Micropogonias undulatus,2352,male,1,,2,"north of Cape Hatteras, North Carolina",USA,
408,Micropogonias,undulatus,Micropogonias undulatus,2352,unsexed,1,,2,Texas coast,USA,
7620,Micropogonias,furnieri,Micropogonias furnieri,2351,unsexed,,3,4,Mar del Plata,Argentina,
1382,Microstomus,kitt,Microstomus kitt,3363,mixed,,3,6,Northeast Atlantic,,
1382,Microstomus,kitt,Microstomus kitt,3363,unsexed,4,,,North Sea,UK,
4247,Microstomus,pacificus,Microstomus pacificus,2549,female,,5,6,Northeast Pacific,USA,
4247,Microstomus,pacificus,Microstomus pacificus,2549,male,,4,5,Northeast Pacific,USA,
4247,Microstomus,pacificus,Microstomus pacificus,2549,unsexed,7,,,central California,USA,
33,Molva,molva,Molva molva,2220,female,,5,6,North Atlantic,,
1383,Molva,dypterygia,Molva dypterygia,2221,unsexed,,9,11,Scotland,UK Scotland,
1383,Molva,dypterygia,Molva dypterygia,2221,unsexed,,9,11,Southern Iceland,Iceland,
1383,Molva,dypterygia,Molva dypterygia,2221,unsexed,,9,11,Faeroes (west),Faeroe Is,Also Ref. 40696.
1088,Mugil,hospes,Mugil hospes,#N/A,female,2,,,(interior lagoons),Cuba,
7126,Muraenolepis,microps,Muraenolepis microps,3007,male,,3,5,South Georgia,Antarctica,Age at maturity was determined from otolith reading of 6 specimens.
2538,Mustelus,californicus,Mustelus californicus,#N/A,female,2.099999905,,,California,USA,
2538,Mustelus,californicus,Mustelus californicus,#N/A,male,,1.299999952,1.899999976,California,USA,50 % are mature within the given ranges.
2539,Mustelus,canis,Mustelus canis,13557,female,,4,5,northwest Atlantic,USA,50 % of females mature at age 4-5 yrs.
2539,Mustelus,canis,Mustelus canis,13557,male,,2,3,northwest Atlantic,USA,50 % of males mature at age 2-3 yrs.
2540,Mustelus,henlei,Mustelus henlei,2030,female,,5.300000191,6,California,USA,50 % are mature within the given ranges.
2540,Mustelus,henlei,Mustelus henlei,2030,male,,2.200000048,4,California,USA,50 % are mature within the given ranges.
4996,Mustelus,mustelus,Mustelus mustelus,2827,female,13.5,12,15,Not specified.,South Africa,preliminary estimate.
4996,Mustelus,mustelus,Mustelus mustelus,2827,male,,6,9,Not specified.,South Africa,preliminary estimate.
5931,Mustelus,griseus,Mustelus griseus,#N/A,female,5.650000095,5.300000191,6,Taiwan,Taiwan,50 % are mature within the given ranges.
5931,Mustelus,griseus,Mustelus griseus,#N/A,male,,5.5,6.5,Taiwan,Taiwan,50 % are mature within the given ranges.
5933,Mustelus,lenticulatus,Mustelus lenticulatus,13562,female,,2.599999905,4,Not specified.,,
5933,Mustelus,lenticulatus,Mustelus lenticulatus,13562,female,4.699999809,,,Hauraki Gulf,New Zealand,
5933,Mustelus,lenticulatus,Mustelus lenticulatus,13562,male,,2.299999952,3.900000095,Not specified.,,
5933,Mustelus,lenticulatus,Mustelus lenticulatus,13562,male,3.700000048,,,Hauraki Gulf,New Zealand,
5933,Mustelus,lenticulatus,Mustelus lenticulatus,13562,male,5,,,Pegasus Bay,New Zealand,
5936,Mustelus,punctulatus,Mustelus punctulatus,#N/A,male,,1.299999952,2.200000048,Not specified.,,
5938,Mustelus,asterias,Mustelus asterias,2031,female,,2.299999952,2.5,Not specified.,,
5938,Mustelus,asterias,Mustelus asterias,2031,unsexed,,2,3,Eastern North Atlantic,,
5941,Mustelus,manazo,Mustelus manazo,#N/A,female,,2,2.5,East China Sea,Japan,50 % are mature within the given ranges.
5941,Mustelus,manazo,Mustelus manazo,#N/A,female,,3.400000095,4,Choshi,Japan,50 % are mature within the given ranges.
5941,Mustelus,manazo,Mustelus manazo,#N/A,male,,3,3.299999952,Choshi,Japan,Ranges refer to 50 % maturity.
5941,Mustelus,manazo,Mustelus manazo,#N/A,male,1.299999952,,,Not specified.,,
5941,Mustelus,manazo,Mustelus manazo,#N/A,male,1.899999976,,,East China Sea,Japan,
5943,Mustelus,antarcticus,Mustelus antarcticus,#N/A,female,6.900000095,,,Bass Strait,Australia,
5943,Mustelus,antarcticus,Mustelus antarcticus,#N/A,male,4.699999809,,,Bass Strait,Australia,
1209,Mycteroperca,bonaci,Mycteroperca bonaci,13573,unsexed,5.199999809,,,Forida,USA,
1212,Mycteroperca,microlepis,Mycteroperca microlepis,13578,female,,3,6,eastern Gulf of Mexico,,
1215,Mycteroperca,tigris,Mycteroperca tigris,#N/A,female,6.5,,,Southwest region,Cuba,
1215,Mycteroperca,tigris,Mycteroperca tigris,#N/A,male,9.5,,,Southwest region,Cuba,
2582,Myliobatis,californica,Myliobatis californica,#N/A,unsexed,3,,,California Current Region,,
4118,Myoxocephalus,jaok,Myoxocephalus jaok,#N/A,female,6,,,Northwest Pacific,Russian Fed,
4118,Myoxocephalus,jaok,Myoxocephalus jaok,#N/A,female,7,,,Kamchatka,Russian Fed,
4118,Myoxocephalus,jaok,Myoxocephalus jaok,#N/A,male,4,,,Northwest Pacific,Russian Fed,
4118,Myoxocephalus,jaok,Myoxocephalus jaok,#N/A,male,5,,,Kamchatka,Russian Fed,
4121,Myoxocephalus,polyacanthocephalus,Myoxocephalus polyacanthocephalus,#N/A,female,8,,,Kamchatka,Russian Fed,
4121,Myoxocephalus,polyacanthocephalus,Myoxocephalus polyacanthocephalus,#N/A,male,6,,,Kamchatka,Russian Fed,
1263,Naso,hexacanthus,Naso hexacanthus,#N/A,unsexed,7,,,Great Barrier Reef,Australia,
6023,Naso,tuberosus,Naso tuberosus,#N/A,unsexed,4,,,Great Barrier Reef,Australia,
4125,Nautichthys,oculofasciatus,Nautichthys oculofasciatus,#N/A,unsexed,1,,,California Current Region,,
897,Negaprion,brevirostris,Negaprion brevirostris,2026,female,12.69999981,,,Not given.,,
897,Negaprion,brevirostris,Negaprion brevirostris,2026,mixed,12,,,Atlantic Ocean,USA,
14549,Nelusetta,ayraud,Nelusetta ayraud,#N/A,unsexed,,2,4,southern waters,Australia,A small proportion of females mature at 2-2.5 years of age and full maturity is reached at 3-4 years of age in fish longer than approximately 37 cm TL (Ref. 30465).
10106,Nemadactylus,macropterus,Nemadactylus macropterus,2428,unsexed,,4,6,New Zealand,New Zealand,
4554,Nemipterus,peronii,Nemipterus peronii,#N/A,female,1,,,"Northwest coast, 1979-80",Australia,
4559,Nemipterus,japonicus,Nemipterus japonicus,13703,female,1,,,Kuwait,Kuwait,
4559,Nemipterus,japonicus,Nemipterus japonicus,13703,unsexed,,0.5,0.699999988,Kakinada area,India,
4559,Nemipterus,japonicus,Nemipterus japonicus,13703,unsexed,0.899999976,,,Madras,India,
4559,Nemipterus,japonicus,Nemipterus japonicus,13703,unsexed,1.399999976,,,Andhra-Orissa coast,India,
4567,Nemipterus,mesoprion,Nemipterus mesoprion,#N/A,unsexed,0.699999988,,,Kakinada,India,
3742,Neoclinus,uninotatus,Neoclinus uninotatus,#N/A,unsexed,1,,,California Current Region,USA,
57322,Neogobius,cephalargoides,Neogobius cephalargoides,#N/A,unsexed,2,,,northwestern and northeastern Black Sea; Sea of Azov,,
2531,Notorynchus,cepedianus,Notorynchus cepedianus,2004,male,16,11,21,Not specified.,,
58010,Notothenia,neglecta,Notothenia neglecta,3235,unsexed,,7,8,Antarctica,South Georgia,
850,Oblada,melanura,Oblada melanura,2377,mixed,,2,4,Mediterranean,Italy,
188,Ocyurus,chrysurus,Ocyurus chrysurus,3138,female,2,,,Southwest and northwest region,Cuba,
4131,Oligocottus,snyderi,Oligocottus snyderi,#N/A,unsexed,0.75,,,California Current Region,,
239,Oncorhynchus,mykiss,Oncorhynchus mykiss,2934,male,,2,3,Victoria,Australia,
239,Oncorhynchus,mykiss,Oncorhynchus mykiss,2934,unsexed,,2,3,Not specified.,,
239,Oncorhynchus,mykiss,Oncorhynchus mykiss,2934,unsexed,,3,5,Not specified,,
239,Oncorhynchus,mykiss,Oncorhynchus mykiss,2934,unsexed,,3,5,not specified,,"Often spawns for the first time at 1 year, at 3-5 years in the north"
240,Oncorhynchus,gorbuscha,Oncorhynchus gorbuscha,2116,unsexed,2,,,North America,Can Br Colum,
241,Oncorhynchus,keta,Oncorhynchus keta,2931,unsexed,,2,4,Korea,,
241,Oncorhynchus,keta,Oncorhynchus keta,2931,unsexed,,2,5,Pacific Ocean basin,,
242,Oncorhynchus,masou masou,Oncorhynchus masou masou,#N/A,mixed,4,3,5,rivers of western Kamchatka,Russian Fed,
243,Oncorhynchus,nerka,Oncorhynchus nerka,2117,unsexed,2,,,Fraser River,Can Br Colum,
244,Oncorhynchus,tshawytscha,Oncorhynchus tshawytscha,2933,unsexed,4,2,7,Not specified,Can Br Colum,Maturity is reached from age 2+ to 7+.
244,Oncorhynchus,tshawytscha,Oncorhynchus tshawytscha,2933,unsexed,4.099999905,,,Eastern Kamchatka,Russian Fed,
244,Oncorhynchus,tshawytscha,Oncorhynchus tshawytscha,2933,unsexed,4.099999905,,,Western Kamchatka,Russian Fed,
245,Oncorhynchus,kisutch,Oncorhynchus kisutch,2118,unsexed,,2,4,Not specified.,,
245,Oncorhynchus,kisutch,Oncorhynchus kisutch,2118,unsexed,3,,,Russia,Russian Fed,
2688,Oncorhynchus,clarkii clarkii,Oncorhynchus clarkii clarkii,#N/A,unsexed,,2,3,near South Fork Snake River,USA,
2688,Oncorhynchus,clarkii clarkii,Oncorhynchus clarkii clarkii,#N/A,unsexed,,2,3,Not specified,,Males usually mature earlier than females (Ref. 27547).
509,Ophiodon,elongatus,Ophiodon elongatus,3340,unsexed,4,,,California Current Region,,
1486,Opisthonema,oglinum,Opisthonema oglinum,2907,female,,1,3,South Florida,USA,
253,Osmerus,mordax mordax,Osmerus mordax mordax,#N/A,female,2,,,Massachusetts river system,USA,
253,Osmerus,mordax mordax,Osmerus mordax mordax,#N/A,female,3,,,western Lake Superior,USA,
253,Osmerus,mordax mordax,Osmerus mordax mordax,#N/A,male,2,,,Massachusetts river system,USA,
253,Osmerus,mordax mordax,Osmerus mordax mordax,#N/A,male,2,,,western Lake Superior,USA,
253,Osmerus,mordax mordax,Osmerus mordax mordax,#N/A,mixed,6,,,Beaufort Sea,Canada,
253,Osmerus,mordax mordax,Osmerus mordax mordax,#N/A,unsexed,,2,4,Lake Huron,USA,
253,Osmerus,mordax mordax,Osmerus mordax mordax,#N/A,unsexed,,6,15,Beaufort Sea,Canada,
1334,Osmerus,eperlanus,Osmerus eperlanus,2127,unsexed,1,,,Gironde estuary,France,
1334,Osmerus,eperlanus,Osmerus eperlanus,2127,unsexed,1.5,,,European lakes,,
1334,Osmerus,eperlanus,Osmerus eperlanus,2127,unsexed,2,2,2,Germany,Germany,
1334,Osmerus,eperlanus,Osmerus eperlanus,2127,unsexed,3.5,,,European estuaries,,
22635,Osmerus,mordax dentex,Osmerus mordax dentex,#N/A,mixed,4.5,,,Enisey river,Russian Fed,
22635,Osmerus,mordax dentex,Osmerus mordax dentex,#N/A,unsexed,,2,3,Not specified,,Maturity is reached at end of age 2 or 3.
22635,Osmerus,mordax dentex,Osmerus mordax dentex,#N/A,unsexed,,3,4,not specified,,
4824,Otolithes,ruber,Otolithes ruber,3160,unsexed,,0.699999988,0.800000012,Arabian Gulf,Kuwait,
3670,Oxyjulis,californica,Oxyjulis californica,#N/A,unsexed,1,,,California Current Region,,
4036,Oxylebius,pictus,Oxylebius pictus,#N/A,unsexed,2.5,,,California Current Region,,
436,Pagellus,bellottii,Pagellus bellottii,2369,unsexed,,1,4,eastern Atlantic and southwestern Mediterranean Sea,,
436,Pagellus,bellottii,Pagellus bellottii,2369,unsexed,2,,,Sénégal,Senegal,
889,Pagellus,acarne,Pagellus acarne,3174,female,3,,,"Gran Canaria (27°57'24""N, 15°35'23""W), 1991-94",Greece,
889,Pagellus,acarne,Pagellus acarne,3174,male,2,,,"Gran Canaria (27°57'24""N, 15°35'23""W), 1991-94",Greece,
889,Pagellus,acarne,Pagellus acarne,3174,unsexed,,1,2,eastern Atlantic and Mediterranean Sea,,
890,Pagellus,bogaraveo,Pagellus bogaraveo,3173,unsexed,,4,5,eastern Atlantic and Mediterranean Sea,,
893,Pagellus,erythrinus,Pagellus erythrinus,2368,unsexed,,1,2,eastern Atlantic and Mediterranean seas,,
1756,Pagrus,pagrus,Pagrus pagrus,2381,female,0.899999976,,,"Cape Fear, NC to Cape Canaveral, FL,1979-81",USA,
1756,Pagrus,pagrus,Pagrus pagrus,2381,female,1.899999976,0.899999976,,"Cape Fear, NC to Cape Canaveral, FL,1991-94",USA,Lm values taken as mid-range  of given size class.
1756,Pagrus,pagrus,Pagrus pagrus,2381,unsexed,3,,,eastern Atlantic and Mediterranean seas,,
4540,Pagrus,caeruleostictus,Pagrus caeruleostictus,3189,unsexed,2,,,eastern Atlantic and Mediterranean seas,,
6426,Pagrus,auratus,Pagrus auratus,2382,unsexed,,3,4,New Zealand,New Zealand,
6426,Pagrus,auratus,Pagrus auratus,2382,unsexed,4,3,5,New South Wales,Australia,
352,Paralabrax,humeralis,Paralabrax humeralis,3083,unsexed,2,,,Paita,Peru,
3335,Paralabrax,clathratus,Paralabrax clathratus,#N/A,unsexed,2.5,,,California Current Region,,
3336,Paralabrax,maculatofasciatus,Paralabrax maculatofasciatus,#N/A,unsexed,1.5,,,California Current Region,,
3337,Paralabrax,nebulifer,Paralabrax nebulifer,#N/A,unsexed,3.5,,,California Current Region,,
4228,Paralichthys,californicus,Paralichthys californicus,3372,unsexed,3,,,California Current Region,,
4584,Parapristipoma,trilineatum,Parapristipoma trilineatum,#N/A,female,2,,,"Kii Peninsula, Japan.",Japan,
4584,Parapristipoma,trilineatum,Parapristipoma trilineatum,#N/A,male,2,,,"Kii Peninsula, Japan.",Japan,
4248,Parophrys,vetulus,Parophrys vetulus,#N/A,female,,5,6,Br. Columbia,Can Br Colum,
4248,Parophrys,vetulus,Parophrys vetulus,#N/A,male,,3,4,Br. Columbia,Can Br Colum,
4248,Parophrys,vetulus,Parophrys vetulus,#N/A,unsexed,3,,,California Current Region,,
12604,Parupeneus,porphyreus,Parupeneus porphyreus,#N/A,female,,1,1.299999952,Not given,Hawaii,Estimated age at length of maturity is 15 months.
434,Pennahia,argentata,Pennahia argentata,3169,female,1,,,Ariake Sound (Sept 2001-Aug 2002),Japan,
492,Peprilus,triacanthus,Peprilus triacanthus,3313,female,0.899999976,,,"northeastern coast, 1986-89",USA,
492,Peprilus,triacanthus,Peprilus triacanthus,3313,male,0.899999976,,,"northeastern coast, 1986-89",USA,
2530,Petromyzon,marinus,Petromyzon marinus,14293,mixed,7,5,9,Schleswig-Holstein,Germany,
2530,Petromyzon,marinus,Petromyzon marinus,14293,unsexed,,9,12,Europe.,,
2530,Petromyzon,marinus,Petromyzon marinus,14293,unsexed,7,,,Gironde estuary,France,
447,Petrus,rupestris,Petrus rupestris,3191,unsexed,,5,7,South Africa,South Africa,100 % are mature at 70 cm FL.
447,Petrus,rupestris,Petrus rupestris,3191,unsexed,7.199999809,,,"Coffee Bay-Struis Bay, 1979-87",South Africa,
3638,Phanerodon,furcatus,Phanerodon furcatus,#N/A,unsexed,2,,,California Current Region,,
3804,Pholis,gunnellus,Pholis gunnellus,#N/A,mixed,,1,3,"west coast, 1995-97",Iceland,
4449,Photopectoralis,bindus,Photopectoralis bindus,#N/A,unsexed,1.200000048,,,Kakinada,India,
1340,Phycis,blennoides,Phycis blennoides,2223,mixed,,3,4,Mediterranean,,
14267,Phyllopteryx,taeniolatus,Phyllopteryx taeniolatus,#N/A,male,,1,2,"Botany Bay and Bondi Beach, Sydney, 2001-2002",Australia,Only 1 of 15 males found pregnant within 12-17 months age range; the first pregnancy is most likely more common during the second year (Ref. 9002).
12288,Plagiogeneion,rubiginosum,Plagiogeneion rubiginosum,18561,unsexed,,3,4,west Indian submarine ridge,,
3552,Platycephalus,speculator,Platycephalus speculator,#N/A,female,2,,,"Wilson Inlet, Western Australia",Australia,
3552,Platycephalus,speculator,Platycephalus speculator,#N/A,male,1,,,"Wilson Inlet, Western Australia",Australia,
4705,Platycephalus,richardsoni,Platycephalus richardsoni,#N/A,unsexed,,4,5,New South Wales,Australia,
14340,Platycephalus,conatus,Platycephalus conatus,#N/A,female,,5,6,Great Australian Bight,Australia,
14340,Platycephalus,conatus,Platycephalus conatus,#N/A,male,,4,5,Great Australian Bight,Australia,
8315,Plectorhinchus,pictus,Plectorhinchus pictus,14425,unsexed,,5,7,Arabian Gulf,Kuwait,
4826,Plectropomus,leopardus,Plectropomus leopardus,14433,female,,2,4,Great Barrier Reef,Australia,
4826,Plectropomus,leopardus,Plectropomus leopardus,14433,male,,3,4,Queensland,Australia,
4886,Plectropomus,maculatus,Plectropomus maculatus,#N/A,male,,3,7,north Queensland,Australia,
472,Pleuragramma,antarctica,Pleuragramma antarctica,#N/A,mixed,,3,4,not stated,Antarctica,
510,Pleurogrammus,azonus,Pleurogrammus azonus,2534,unsexed,,4,5,Peter Great Bay,Russian Fed,
510,Pleurogrammus,azonus,Pleurogrammus azonus,2534,unsexed,2,,,South Kurils,Russian Fed,
4037,Pleurogrammus,monopterygius,Pleurogrammus monopterygius,14439,female,,4,5,Northwestern Pacific,Russian Fed,
4037,Pleurogrammus,monopterygius,Pleurogrammus monopterygius,14439,female,3.599999905,,,Bering Sea and Aleutian Islands,Alaska,
