SciName,CommName,family,order
Merluccius bilinearis,Silver hake,Merlucciidae,GADIFORMES
Merluccius gayi,South Pacific hake,Merlucciidae,GADIFORMES
Merluccius hubbsi,Argentine hake,Merlucciidae,GADIFORMES
Merluccius productus,North Pacific hake,Merlucciidae,GADIFORMES
Merluccius polli,Benguela hake,Merlucciidae,GADIFORMES
Merluccius paradoxus,Deep-water Cape hake,Merlucciidae,GADIFORMES
Merluccius albidus,Offshore silver hake,Merlucciidae,GADIFORMES
Merluccius angustimanus,Panama hake,Merlucciidae,GADIFORMES
Merluccius capensis,Shallow-water Cape hake,Merlucciidae,GADIFORMES
Merluccius patagonicus,Patagonian hake,Merlucciidae,GADIFORMES
Steindachneria argentea,Luminous hake,Merlucciidae,GADIFORMES
Macruronus magellanicus,Patagonian grenadier,Merlucciidae,GADIFORMES
Macruronus novaezelandiae,Blue grenadier,Merlucciidae,GADIFORMES
Macruronus capensis,Cape grenadier,Merlucciidae,GADIFORMES
Macrourus berglax,Roughhead grenadier,Macrouridae,GADIFORMES
Macrourus whitsoni,Whitson's grenadier,Macrouridae,GADIFORMES
Macrourus carinatus,Ridge scaled rattail,Macrouridae,GADIFORMES
Macrourus holotrachys,Bigeye grenadier,Macrouridae,GADIFORMES
Macrourus caml,Caml grenadier,Macrouridae,GADIFORMES
Macrouroides inflaticeps,,Macrouridae,GADIFORMES
Hymenocephalus italicus,Glasshead grenadier,Macrouridae,GADIFORMES
Coryphaenoides rupestris,Roundnose grenadier,Macrouridae,GADIFORMES
Coryphaenoides guentheri,Günther's grenadier,Macrouridae,GADIFORMES
Coryphaenoides macrolophus,,Macrouridae,GADIFORMES
Coryphaenoides thelestomus,,Macrouridae,GADIFORMES
Coryphaenoides acrolepis,Pacific grenadier,Macrouridae,GADIFORMES
Coryphaenoides anguliceps,Loosescale grenadier,Macrouridae,GADIFORMES
Coryphaenoides ariommus,Humboldt grenadier,Macrouridae,GADIFORMES
Coryphaenoides armatus,Abyssal grenadier,Macrouridae,GADIFORMES
Coryphaenoides carminifer,Carmine grenadier,Macrouridae,GADIFORMES
Coryphaenoides cinereus,Popeye grenadier,Macrouridae,GADIFORMES
Coryphaenoides delsolari,Trident grenadier,Macrouridae,GADIFORMES
Coryphaenoides longifilis,Longfin grenadier,Macrouridae,GADIFORMES
Coryphaenoides marginatus,Amami grenadier,Macrouridae,GADIFORMES
Coryphaenoides mexicanus,Mexican grenadier,Macrouridae,GADIFORMES
Coryphaenoides murrayi,Abyssal rattail,Macrouridae,GADIFORMES
Coryphaenoides nasutus,Largenose grenadier,Macrouridae,GADIFORMES
Coryphaenoides serrulatus,Serrulate whiptail,Macrouridae,GADIFORMES
Coryphaenoides subserrulatus,Longrayed whiptail,Macrouridae,GADIFORMES
Coryphaenoides zaniophorus,Thickbeard grenadier,Macrouridae,GADIFORMES
Coryphaenoides ferrieri,,Macrouridae,GADIFORMES
Coryphaenoides lecointei,,Macrouridae,GADIFORMES
Coelorinchus acanthiger,Surgeon grenadier,Macrouridae,GADIFORMES
Coelorinchus aconcagua,Aconcagua grenadier,Macrouridae,GADIFORMES
Coelorinchus anatirostris,Duckbill grenadier,Macrouridae,GADIFORMES
Coelorinchus argentatus,Silver whiptail,Macrouridae,GADIFORMES
Coelorinchus argus,Eyespot grenadier,Macrouridae,GADIFORMES
Coelorinchus aspercephalus,Rough-head whiptail,Macrouridae,GADIFORMES
Coelorinchus australis,Javelin,Macrouridae,GADIFORMES
Coelorinchus biclinozonalis,Two-barred whiptail,Macrouridae,GADIFORMES
Coelorinchus braueri,Shovelnose grenadier,Macrouridae,GADIFORMES
Coelorinchus canus,Clearsnout grenadier,Macrouridae,GADIFORMES
Coelorinchus caribbaeus,Blackfin grenadier,Macrouridae,GADIFORMES
Coelorinchus chilensis,Chilean grenadier,Macrouridae,GADIFORMES
Coelorinchus caelorhincus,Hollowsnout grenadier,Macrouridae,GADIFORMES
Coelorinchus denticulatus,Filesnout grenadier,Macrouridae,GADIFORMES
Coelorinchus fasciatus,Banded whiptail,Macrouridae,GADIFORMES
Coelorinchus formosanus,Formosa grenadier,Macrouridae,GADIFORMES
Coelorinchus hexafasciatus,Six-band grenadier,Macrouridae,GADIFORMES
Coelorinchus innotabilis,Notable whiptail,Macrouridae,GADIFORMES
Coelorinchus japonicus,Japanese grenadier,Macrouridae,GADIFORMES
Coelorinchus kaiyomaru,Campbell whiptail,Macrouridae,GADIFORMES
Coelorinchus kamoharai,Kamohara grenadier,Macrouridae,GADIFORMES
Coelorinchus karrerae,Karrer's whiptail,Macrouridae,GADIFORMES
Coelorinchus kermadecus,Kermadec rattail,Macrouridae,GADIFORMES
Coelorinchus kishinouyei,Mugura grenadier,Macrouridae,GADIFORMES
Coelorinchus labiatus,Spearsnouted grenadier,Macrouridae,GADIFORMES
Coelorinchus longicephalus,Longhead grenadier,Macrouridae,GADIFORMES
Coelorinchus macrochir,Longarm grenadier,Macrouridae,GADIFORMES
Coelorinchus marinii,Marini's grenadier,Macrouridae,GADIFORMES
Coelorinchus matamua,Mahia whiptail,Macrouridae,GADIFORMES
Coelorinchus multispinulosus,Spearnose grenadier,Macrouridae,GADIFORMES
Coelorinchus occa,Swordsnout grenadier,Macrouridae,GADIFORMES
Coelorinchus oliverianus,Hawknose grenadier,Macrouridae,GADIFORMES
Coelorinchus parallelus,Spiny grenadier,Macrouridae,GADIFORMES
Coelorinchus productus,Unicorn grenadier,Macrouridae,GADIFORMES
Coelorinchus scaphopsis,Shoulderspot grenadier,Macrouridae,GADIFORMES
Coelorinchus ventrilux,Firebelly grenadier,Macrouridae,GADIFORMES
Coelorinchus geronimo,,Macrouridae,GADIFORMES
Coelorinchus trunovi,,Macrouridae,GADIFORMES
Albatrossia pectoralis,Giant grenadier,Macrouridae,GADIFORMES
Asthenomacrurus fragilis,Fragile grenadier,Macrouridae,GADIFORMES
Trachyrincus helolepis,Armourhead grenadier,Macrouridae,GADIFORMES
Trachyrincus scabrus,Roughsnout grenadier,Macrouridae,GADIFORMES
Bathygadus macrops,Bullseye grenadier,Macrouridae,GADIFORMES
Bathygadus melanobranchus,Vaillant's grenadier,Macrouridae,GADIFORMES
Bathygadus favosus,,Macrouridae,GADIFORMES
Squalogadus modificatus,,Macrouridae,GADIFORMES
Cetonurus crassiceps,Globosehead rattail,Macrouridae,GADIFORMES
Cetonurus globiceps,,Macrouridae,GADIFORMES
Cynomacrurus piriei,Dogtooth grenadier,Macrouridae,GADIFORMES
Odontomacrurus murrayi,Roundhead grenadier,Macrouridae,GADIFORMES
Trachonurus sulcatus,Bristly grenadier,Macrouridae,GADIFORMES
Sphagemacrurus grenadae,,Macrouridae,GADIFORMES
Nezumia bairdi,Marlin-spike grenadier,Macrouridae,GADIFORMES
Nezumia aequalis,Common Atlantic grenadier,Macrouridae,GADIFORMES
Nezumia condylura,,Macrouridae,GADIFORMES
Nezumia convergens,Peruvian grenadier,Macrouridae,GADIFORMES
Nezumia duodecim,Twelve-rayed grenadier,Macrouridae,GADIFORMES
Nezumia latirostrata,Broadsnout grenadier,Macrouridae,GADIFORMES
Nezumia liolepis,Smooth grenadier,Macrouridae,GADIFORMES
Nezumia loricata,Parrot grenadier,Macrouridae,GADIFORMES
Nezumia micronychodon,Smalltooth grenadier,Macrouridae,GADIFORMES
Nezumia orbitalis,Spectacled grenadier,Macrouridae,GADIFORMES
Nezumia proxima,Short-tail grenadier,Macrouridae,GADIFORMES
Nezumia sclerorhynchus,Roughtip grenadier,Macrouridae,GADIFORMES
Nezumia stelgidolepis,California grenadier,Macrouridae,GADIFORMES
Malacocephalus laevis,Softhead grenadier,Macrouridae,GADIFORMES
Malacocephalus occidentalis,Western softhead grenadier,Macrouridae,GADIFORMES
Gadomus arcuatus,Doublethread grenadier,Macrouridae,GADIFORMES
Haplomacrourus nudirostris,Naked snout rattail,Macrouridae,GADIFORMES
Idiolophorhynchus andriashevi,Pineapple rattail,Macrouridae,GADIFORMES
Kumba calvifrons,,Macrouridae,GADIFORMES
Kuronezumia bubonis,Bulbous rattail,Macrouridae,GADIFORMES
Kuronezumia leonis,Snubnose whiptail,Macrouridae,GADIFORMES
Lepidorhynchus denticulatus,Thorntooth grenadier,Macrouridae,GADIFORMES
Mataeocephalus acipenserinus,Sturgeon grenadier,Macrouridae,GADIFORMES
Mataeocephalus tenuicauda,Slendertail grenadier,Macrouridae,GADIFORMES
Mesobius antipodum,Bathypelagic rattail,Macrouridae,GADIFORMES
Pseudonezumia cetonuropsis,,Macrouridae,GADIFORMES
Ventrifossa atherodon,Arrowtooth grenadier,Macrouridae,GADIFORMES
Ventrifossa ctenomelas,Hawaiian grenadier,Macrouridae,GADIFORMES
Ventrifossa divergens,Plainfin grenadier,Macrouridae,GADIFORMES
Ventrifossa garmani,Sagami grenadier,Macrouridae,GADIFORMES
Ventrifossa macropogon,Longbeard grenadier,Macrouridae,GADIFORMES
Ventrifossa nigrodorsalis,Spinaker grenadier,Macrouridae,GADIFORMES
Ventrifossa petersoni,Peterson's grenadier,Macrouridae,GADIFORMES
Ventrifossa nasuta,Conesnout grenadier,Macrouridae,GADIFORMES
Melanonus gracilis,Pelagic cod,Melanonidae,GADIFORMES
Melanonus zugmayeri,Arrowtail,Melanonidae,GADIFORMES
Euclichthys polynemus,Eucla cod,Euclichthyidae,GADIFORMES
Muraenolepis spp,Moray cods nei,Muraenolepididae,GADIFORMES
Physiculus spp,,Moridae,GADIFORMES
Lepidion spp,Lepidion codlings nei,Moridae,GADIFORMES
Moridae,Moras nei,Moridae,GADIFORMES
Bregmaceros spp,,Bregmacerotidae,GADIFORMES
Gadus spp,Northern cods nei,Gadidae,GADIFORMES
Molva spp,Lings nei,Gadidae,GADIFORMES
Phycis spp,Forkbeards nei,Gadidae,GADIFORMES
Urophycis spp,Urophycis nei,Gadidae,GADIFORMES
Gaidropsarus spp,Rocklings nei,Gadidae,GADIFORMES
Ciliata spp,,Gadidae,GADIFORMES
Trisopterus spp,Trisopterus nei,Gadidae,GADIFORMES
Merluccius spp,Hakes nei,Merlucciidae,GADIFORMES
"Merluccius capensis, M.paradoxus",Cape hakes,Merlucciidae,GADIFORMES
Merlucciidae,Merluccid hakes nei,Merlucciidae,GADIFORMES
Macrourus spp,Grenadiers nei,Macrouridae,GADIFORMES
Coryphaenoides spp,"Grenadiers, whiptails nei",Macrouridae,GADIFORMES
Coelorinchus spp,,Macrouridae,GADIFORMES
Nezumia spp,,Macrouridae,GADIFORMES
Malacocephalus spp,,Macrouridae,GADIFORMES
Macrouridae,"Grenadiers, rattails nei",Macrouridae,GADIFORMES
Gadiformes,Gadiformes nei,,GADIFORMES
Paramyxine atami,Brown hagfish,Myxinidae,MYXINIFORMES
Myxine glutinosa,Hagfish,Myxinidae,MYXINIFORMES
Nemamyxine elongata,,Myxinidae,MYXINIFORMES
Eptatretus burgeri,Inshore hagfish,Myxinidae,MYXINIFORMES
Eptatretus stoutii,Pacific hagfish,Myxinidae,MYXINIFORMES
Eptatretus cirrhatus,Broadgilled hagfish,Myxinidae,MYXINIFORMES
Gonorynchus gonorynchus,Beaked salmon,Gonorynchidae,GONORYNCHIFORMES
Elops hawaiensis,Hawaiian ladyfish,Elopidae,ELOPIFORMES
Elops saurus,Ladyfish,Elopidae,ELOPIFORMES
Elops affinis,Pacific ladyfish,Elopidae,ELOPIFORMES
Elops lacerta,West African ladyfish,Elopidae,ELOPIFORMES
Elops senegalensis,Senegalese ladyfish,Elopidae,ELOPIFORMES
Elops machnata,Tenpounder,Elopidae,ELOPIFORMES
Megalops atlanticus,Tarpon,Megalopidae,ELOPIFORMES
Megalops cyprinoides,Indo-Pacific tarpon,Megalopidae,ELOPIFORMES
Albula vulpes,Bonefish,Albulidae,ALBULIFORMES
Albula glossodonta,Roundjaw bonefish,Albulidae,ALBULIFORMES
Albula argentea,,Albulidae,ALBULIFORMES
Pterothrissus belloci,Longfin bonefish,Albulidae,ALBULIFORMES
Hime japonicus,Japanese thread-sail fish,Aulopidae,AULOPIFORMES
Aulopus filamentosus,Royal flagfin,Aulopidae,AULOPIFORMES
Aulopus cadenati,Guinean flagfin,Aulopidae,AULOPIFORMES
Alepisaurus ferox,Long snouted lancetfish,Alepisauridae,AULOPIFORMES
Alepisaurus brevirostris,Short snouted lancetfish,Alepisauridae,AULOPIFORMES
Anotopterus pharao,Daggertooth,Anotopteridae,AULOPIFORMES
Anotopterus vorax,Southern ocean daggertooth,Anotopteridae,AULOPIFORMES
Pseudotrichonotus altivelis,,Pseudotrichonotidae,AULOPIFORMES
Harpadon nehereus,Bombay-duck,Synodontidae,AULOPIFORMES
Bathysaurus ferox,Deep-sea lizardfish,Synodontidae,AULOPIFORMES
Bathysaurus mollis,Highfin lizardfish,Synodontidae,AULOPIFORMES
Synodus evermanni,Inotted lizardfish,Synodontidae,AULOPIFORMES
Synodus lucioceps,California lizardfish,Synodontidae,AULOPIFORMES
Synodus saurus,Atlantic lizardfish,Synodontidae,AULOPIFORMES
Synodus variegatus,Variegated lizardfish,Synodontidae,AULOPIFORMES
Synodus synodus,Redbarred lizardfish,Synodontidae,AULOPIFORMES
Synodus dermatogenys,Sand lizardfish,Synodontidae,AULOPIFORMES
Synodus macrops,Triplecross lizardfish,Synodontidae,AULOPIFORMES
Synodus jaculum,,Synodontidae,AULOPIFORMES
Synodus myops,Snakefish,Synodontidae,AULOPIFORMES
Saurida tumbil,Greater lizardfish,Synodontidae,AULOPIFORMES
Saurida brasiliensis,Brazilian lizardfish,Synodontidae,AULOPIFORMES
Saurida undosquamis,Brushtooth lizardfish,Synodontidae,AULOPIFORMES
Saurida gracilis,Gracile lizardfish,Synodontidae,AULOPIFORMES
Saurida longimanus,Longfin lizardfish,Synodontidae,AULOPIFORMES
Saurida nebulosa,Clouded lizardfish,Synodontidae,AULOPIFORMES
Ancharius brevibarbis,,Ariidae,SILURIFORMES
Ariopsis assimilis,Mayan sea catfish,Ariidae,SILURIFORMES
Ariopsis bonillai,New Granada sea catfish,Ariidae,SILURIFORMES
Batrachocephalus mino,Beardless sea catfish,Ariidae,SILURIFORMES
Cathorops fuerthii,Congo sea catfish,Ariidae,SILURIFORMES
Cathorops spixii,Madamango sea catfish,Ariidae,SILURIFORMES
Cephalocassis melanochir,,Ariidae,SILURIFORMES
Arius dussumieri,Blacktip sea catfish,Ariidae,SILURIFORMES
Arius jella,Blackfin sea catfish,Ariidae,SILURIFORMES
Arius arius,Threadfin sea catfish,Ariidae,SILURIFORMES
Arius manillensis,,Ariidae,SILURIFORMES
Arius sona,Sona sea catfish,Ariidae,SILURIFORMES
Arius thalassinus,Giant catfish,Ariidae,SILURIFORMES
Arius bilineatus,Bronze catfish,Ariidae,SILURIFORMES
Arius leptaspis,Salmon catfish,Ariidae,SILURIFORMES
Arius nasutus,Giant seacatfish,Ariidae,SILURIFORMES
Arius gigas,Giant sea catfish,Ariidae,SILURIFORMES
Arius platystomus,Flatmouth sea catfish,Ariidae,SILURIFORMES
Arius heudelotii,Smoothmouth sea catfish,Ariidae,SILURIFORMES
Arius latiscutatus,Rough-head sea catfish,Ariidae,SILURIFORMES
Arius venosus,Veined catfish,Ariidae,SILURIFORMES
Arius maculatus,Spotted catfish,Ariidae,SILURIFORMES
Arius caelatus,Engraved catfish,Ariidae,SILURIFORMES
Arius sagor,Sagor catfish,Ariidae,SILURIFORMES
Arius felis,Hardhead sea catfish,Ariidae,SILURIFORMES
Arius phrygiatus,Kukwari sea catfish,Ariidae,SILURIFORMES
Arius proops,Crucifix sea catfish,Ariidae,SILURIFORMES
Arius parkii,Guinean sea catfish,Ariidae,SILURIFORMES
Arius madagascariensis,Madagascar sea catfish,Ariidae,SILURIFORMES
Cinetodus froggatti,Smallmouthed salmon catfish,Ariidae,SILURIFORMES
Cochlefelis danielsi,Daniel's catfish,Ariidae,SILURIFORMES
Doiichthys novaeguineae,Spoon-snouted catfish,Ariidae,SILURIFORMES
Genidens genidens,Guri sea catfish,Ariidae,SILURIFORMES
Ketengus typus,,Ariidae,SILURIFORMES
Nedystoma dayi,Day's catfish,Ariidae,SILURIFORMES
Sciadeops troschelii,Chili sea catfish,Ariidae,SILURIFORMES
Tachysurus nenga,,Ariidae,SILURIFORMES
Tetranesodon conorhynchus,Lorentz catfish,Ariidae,SILURIFORMES
Bagre marinus,Gafftopsail sea catfish,Ariidae,SILURIFORMES
Bagre panamensis,Chilhuil sea catfish,Ariidae,SILURIFORMES
Bagre pinnimaculatus,Red sea catfish,Ariidae,SILURIFORMES
Bagre bagre,Coco sea catfish,Ariidae,SILURIFORMES
Galeichthys peruvianus,Peruvian sea catfish,Ariidae,SILURIFORMES
Galeichthys feliceps,White barbel,Ariidae,SILURIFORMES
Hemipimelodus bicolor,,Ariidae,SILURIFORMES
Netuma barba,White sea catfish,Ariidae,SILURIFORMES
Osteogeneiosus militaris,Soldier catfish,Ariidae,SILURIFORMES
Notarius grandicassis,Thomas sea catfish,Ariidae,SILURIFORMES
Amphiarius rugispinis,Softhead sea catfish,Ariidae,SILURIFORMES
Aspistor quadriscutis,Bressou sea catfish,Ariidae,SILURIFORMES
Aspistor parkeri,Gillbacker sea catfish,Ariidae,SILURIFORMES
Sciades dowii,Brown sea catfish,Ariidae,SILURIFORMES
Sciades herzbergii,Pemecou sea catfish,Ariidae,SILURIFORMES
Sciades passany,Passany sea catfish,Ariidae,SILURIFORMES
Sciades couma,Couma sea catfish,Ariidae,SILURIFORMES
Plicofollis tenuispinis,Thinspine sea catfish,Ariidae,SILURIFORMES
Neoarius midgleyi,Silver cobbler,Ariidae,SILURIFORMES
Cnidoglanis macrocephalus,Cobbler,Plotosidae,SILURIFORMES
Euristhmus lepturus,Long-tailed catfish,Plotosidae,SILURIFORMES
Plotosus canius,Gray eel-catfish,Plotosidae,SILURIFORMES
Plotosus lineatus,Striped eel catfish,Plotosidae,SILURIFORMES
Plotosus papuensis,Papuan eel-catfish,Plotosidae,SILURIFORMES
Plotosus nkunga,Stinging eel catfish,Plotosidae,SILURIFORMES
Plotosus limbatus,Darkfin eel catfish,Plotosidae,SILURIFORMES
Paraplotosus albilabris,Whitelipped eel catfish,Plotosidae,SILURIFORMES
Anarchias allardicei,Allardice's moray,Muraenidae,ANGUILLIFORMES
Gymnothorax meleagris,Turkey moray,Muraenidae,ANGUILLIFORMES
Gymnothorax mareei,Spotjaw moray,Muraenidae,ANGUILLIFORMES
Gymnothorax rueppelliae,Banded moray,Muraenidae,ANGUILLIFORMES
Gymnothorax dovii,Speckled moray,Muraenidae,ANGUILLIFORMES
Gymnothorax funebris,Green moray,Muraenidae,ANGUILLIFORMES
Gymnothorax mordax,California moray,Muraenidae,ANGUILLIFORMES
Gymnothorax moringa,Spotted moray,Muraenidae,ANGUILLIFORMES
Gymnothorax ocellatus,Ocellated moray,Muraenidae,ANGUILLIFORMES
Gymnothorax porphyreus,,Muraenidae,ANGUILLIFORMES
Gymnothorax flavimarginatus,Yellow-edged moray,Muraenidae,ANGUILLIFORMES
Gymnothorax undulatus,Undulated moray,Muraenidae,ANGUILLIFORMES
Gymnothorax vicinus,Purplemouth moray,Muraenidae,ANGUILLIFORMES
Gymnothorax pseudothyrsoideus,Highfin moray,Muraenidae,ANGUILLIFORMES
Gymnothorax maderensis,Sharktooth moray,Muraenidae,ANGUILLIFORMES
Gymnothorax polygonius,Polygon moray,Muraenidae,ANGUILLIFORMES
Gymnothorax unicolor,Brown moray,Muraenidae,ANGUILLIFORMES
Gymnothorax afer,Dark moray,Muraenidae,ANGUILLIFORMES
Gymnothorax bacalladoi,Canary moray,Muraenidae,ANGUILLIFORMES
Gymnothorax kidako,Kidako moray,Muraenidae,ANGUILLIFORMES
Gymnothorax phasmatodes,Ghost moray,Muraenidae,ANGUILLIFORMES
Gymnothorax nudivomer,Starry moray,Muraenidae,ANGUILLIFORMES
Gymnothorax favagineus,Laced moray,Muraenidae,ANGUILLIFORMES
Channomuraena vittata,Broadbanded moray,Muraenidae,ANGUILLIFORMES
Muraena helena,Mediterranean moray,Muraenidae,ANGUILLIFORMES
Muraena pavonina,,Muraenidae,ANGUILLIFORMES
Muraena retifera,Reticulate moray,Muraenidae,ANGUILLIFORMES
Muraena robusta,Stout moray,Muraenidae,ANGUILLIFORMES
Muraena argus,White-spotted moray,Muraenidae,ANGUILLIFORMES
Muraena lentiginosa,Jewel moray,Muraenidae,ANGUILLIFORMES
Muraena melanotis,Honeycomb moray,Muraenidae,ANGUILLIFORMES
Muraena australiae,,Muraenidae,ANGUILLIFORMES
Muraena clepsydra,Hourglass moray,Muraenidae,ANGUILLIFORMES
Cirrimaxilla formosa,,Muraenidae,ANGUILLIFORMES
Enchelycore bayeri,Bayer's moray,Muraenidae,ANGUILLIFORMES
Enchelycore pardalis,Leopard moray eel,Muraenidae,ANGUILLIFORMES
Enchelycore anatina,Fangtooth moray,Muraenidae,ANGUILLIFORMES
Enchelycore nigricans,Viper moray,Muraenidae,ANGUILLIFORMES
Enchelynassa canina,,Muraenidae,ANGUILLIFORMES
Gymnomuraena zebra,Zebra moray,Muraenidae,ANGUILLIFORMES
Gymnotus pantherinus,,Muraenidae,ANGUILLIFORMES
Echidna catenata,Chain moray,Muraenidae,ANGUILLIFORMES
Echidna nebulosa,Snowflake moray,Muraenidae,ANGUILLIFORMES
Echidna polyzona,Barred moray,Muraenidae,ANGUILLIFORMES
Echidna peli,Pebbletooth moray,Muraenidae,ANGUILLIFORMES
Monopenchelys acuta,,Muraenidae,ANGUILLIFORMES
Pseudechidna brummeri,White ribbon eel,Muraenidae,ANGUILLIFORMES
Rhinomuraena quaesita,Ribbon moray,Muraenidae,ANGUILLIFORMES
Siderea thyrsoidea,Greyface moray,Muraenidae,ANGUILLIFORMES
Siderea picta,Peppered moray,Muraenidae,ANGUILLIFORMES
Strophidon sathete,Slender giant moray,Muraenidae,ANGUILLIFORMES
Thyrsoidea macrura,Giant slender moray,Muraenidae,ANGUILLIFORMES
Uropterygius macrocephalus,Needle-tooth moray,Muraenidae,ANGUILLIFORMES
Uropterygius wheeleri,Jigsaw moray,Muraenidae,ANGUILLIFORMES
Panturichthys isognathus,,Heterenchelyidae,ANGUILLIFORMES
Panturichthys longus,Slender shortfaced eel,Heterenchelyidae,ANGUILLIFORMES
Panturichthys mauritanicus,Mauritanian shortfaced eel,Heterenchelyidae,ANGUILLIFORMES
Pythonichthys sanguineus,,Heterenchelyidae,ANGUILLIFORMES
Pythonichthys macrurus,Longtailed shortfaced eel,Heterenchelyidae,ANGUILLIFORMES
Pythonichthys microphthalmus,Shorttailed shortfaced eel,Heterenchelyidae,ANGUILLIFORMES
Neoconger tuberculatus,,Moringuidae,ANGUILLIFORMES
Moringua edwardsi,Spaghetti eel,Moringuidae,ANGUILLIFORMES
Ophichthus ophis,Spotted snake eel,Ophichthidae,ANGUILLIFORMES
Ophichthus regius,Ornate Snake Eel,Ophichthidae,ANGUILLIFORMES
Ophichthus rufus,Rufus snake-eel,Ophichthidae,ANGUILLIFORMES
Ophichthus remiger,Punctuated snake-eel,Ophichthidae,ANGUILLIFORMES
Ophichthus gomesii,Shrimp eel,Ophichthidae,ANGUILLIFORMES
Ophichthus apicalis,Bluntnose snake-eel,Ophichthidae,ANGUILLIFORMES
Ophichthus zophochir,Yellow snake-eel,Ophichthidae,ANGUILLIFORMES
Ophisurus serpens,Serpent eel,Ophichthidae,ANGUILLIFORMES
Ophisurus macrorhynchus,,Ophichthidae,ANGUILLIFORMES
Xyrias revulsus,,Ophichthidae,ANGUILLIFORMES
Scytalichthys miurus,Short-tailed viper-eel,Ophichthidae,ANGUILLIFORMES
Schultzidia johnstonensis,Johnston snake-eel,Ophichthidae,ANGUILLIFORMES
Schismorhynchus labialis,,Ophichthidae,ANGUILLIFORMES
Quassiremus polyclitellum,,Ophichthidae,ANGUILLIFORMES
Phaenomonas cooperae,Short-maned sand-eel,Ophichthidae,ANGUILLIFORMES
Paraletharchus pacificus,Sailfin eel,Ophichthidae,ANGUILLIFORMES
Pisodonophis boro,Rice-paddy eel,Ophichthidae,ANGUILLIFORMES
Pisodonophis cancrivorus,Longfin snake-eel,Ophichthidae,ANGUILLIFORMES
Pisodonophis semicinctus,,Ophichthidae,ANGUILLIFORMES
Pisodonophis hoeveni,Hoeven's snake eel,Ophichthidae,ANGUILLIFORMES
Neenchelys daedalus,,Ophichthidae,ANGUILLIFORMES
Mystriophis porphyreus,,Ophichthidae,ANGUILLIFORMES
Mystriophis crosnieri,Spoon-nose eel,Ophichthidae,ANGUILLIFORMES
Mystriophis rostellatus,African spoon-nose eel,Ophichthidae,ANGUILLIFORMES
Myrophis punctatus,Speckled worm-eel,Ophichthidae,ANGUILLIFORMES
Myrophis plumbeus,Leaden worm eel,Ophichthidae,ANGUILLIFORMES
Muraenichthys gymnotus,Indo-Pacific slender worm-eel,Ophichthidae,ANGUILLIFORMES
Muraenichthys schultzei,Maimed snake eel,Ophichthidae,ANGUILLIFORMES
Malvoliophis pinguis,,Ophichthidae,ANGUILLIFORMES
Leuropharus lasiops,Acned snake-eel,Ophichthidae,ANGUILLIFORMES
Leptenchelys vermiformis,Slender worm-eel,Ophichthidae,ANGUILLIFORMES
Leiuranus semicinctus,Saddled snake-eel,Ophichthidae,ANGUILLIFORMES
Lamnostoma polyophthalma,,Ophichthidae,ANGUILLIFORMES
