SpeciesCat_ISSCAAP_code,ISSCAAP_Category,Order,Family,Species_AFSIS,CommName
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Macolor niger,Black and white snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Apsilus dentatus,Black snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus buccanella,Blackfin snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus ehrenbergii,Blackspot snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus fulvus,Blacktail snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus rivulatus,Blubberlip snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus coeruleolineatus,Blueline snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus notatus,Bluestriped snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus vitta,Brownstripe red snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus decussatus,Checkered snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Symphorus nematophorus,Chinamanfish
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Paracaesio stonei,Cocoa snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus colorado,Colorado snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus kasmira,Common bluestripe snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Pristipomoides filamentosus,Crimson jobfish
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus erythropterus,Crimson snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus cyanopterus,Cubera snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Etelis carbunculus,Deep-water red snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Etelis coruscans,Deepwater longtail red snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus jocu,Dog snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus fulviflamma,Dory snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus sebae,Emperor red snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus quinquelineatus,Five-lined snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Pristipomoides multidens,Goldbanded jobfish
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus fulgens,Golden African snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Pristipomoides flavipinnis,Golden eye jobfish
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Pristipomoides auricilla,Goldflag jobfish
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus goreensis,Gorean snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Aprion virescens,Green jobfish
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus griseus,Grey snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus endecacanthus,Guinea snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus gibbus,Humpback red snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus sanguineus,Humphead snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Paracaesio caerulea,Japanese snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Pristipomoides spp,Jobfishes nei
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus johnii,John's snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus jordani,Jordan's snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus synagris,Lane snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Pristipomoides sieboldii,Lavender jobfish
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus lunulatus,Lunartail snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus mahogoni,Mahogany snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus malabaricus,Malabar blood snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus argentimaculatus,Mangrove red snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Hoplopagrus guentherii,Mexican barred snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus aratus,Mullet snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus analis,Mutton snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus campechanus,Northern red snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Pristipomoides zonatus,Oblique-banded snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus monostigma,One-spot snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Pristipomoides argyrogrammicus,Ornate jobfish
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus novemfasciatus,Pacific dog snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus peru,Pacific red snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Etelis radiosus,Pale snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus goldiei,Papuan black snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Pinjalo pinjalo,Pinjalo
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Etelis oculatus,Queen snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Randallichthys filamentosus,Randall's snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus russelli,Russell's snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Aphareus rutilans,Rusty jobfish
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Paracaesio kusakarii,Saddle-back snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Symphorichthys spilurus,Sailfin snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Parapristipomoides squamimaxillaris,Scalemouth jobfish
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus apodus,Schoolmaster snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Pristipomoides typus,Sharptooth jobfish
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus vivanus,Silk snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Aphareus furca,Small toothed jobfish
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus spp,Snappers nei
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanidae,"Snappers, jobfishes nei"
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus purpureus,Southern red snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus guttatus,Spotted rose snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus stellatus,Star snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lipocheilus carnolabrum,Tang's snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus timorensis,Timor snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus bohar,Two-spot red snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Paracaesio gonzalesi,Vanuatu snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Rhomboplites aurorubens,Vermilion snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Pristipomoides aquilonaris,Wenchman
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus argentiventris,Yellow snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus adetii,Yellow-banded snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus rufolineatus,Yellow-lined snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Lutjanus lemniscatus,Yellowstreaked snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Paracaesio xanthura,Yellowtail blue snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Ocyurus chrysurus,Yellowtail snapper
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Aprion spp,
33,Miscellaneous coastal fishes,PERCOIDEI,Lutjanidae,Aphareus spp,
33,Miscellaneous coastal fishes,ACANTHUROIDEI,Luvaridae,Luvarus imperialis,Luvar
33,Miscellaneous coastal fishes,PERCOIDEI,Malacanthidae,Hoplolatilus chlupatyi,Chameleon sand tilefish
33,Miscellaneous coastal fishes,PERCOIDEI,Malacanthidae,Malacanthus brevirostris,Quakerfish
33,Miscellaneous coastal fishes,PERCOIDEI,Malacanthidae,Malacanthus plumieri,Sand tilefish
33,Miscellaneous coastal fishes,PERCOIDEI,Malacanthidae,Hoplolatilus starcki,Stark's tilefish
33,Miscellaneous coastal fishes,ELOPIFORMES,Megalopidae,Megalops cyprinoides,Indo-Pacific tarpon
33,Miscellaneous coastal fishes,ELOPIFORMES,Megalopidae,Megalops atlanticus,Tarpon
33,Miscellaneous coastal fishes,PERCOIDEI,Menidae,Mene maculata,Moonfish
33,Miscellaneous coastal fishes,GOBIOIDEI,Microdesmidae,Ptereleotris microlepis,Blue gudgeon
33,Miscellaneous coastal fishes,GOBIOIDEI,Microdesmidae,Gunnellichthys curiosus,Curious wormfish
33,Miscellaneous coastal fishes,GOBIOIDEI,Microdesmidae,Nemateleotris decora,Elegant firefish
33,Miscellaneous coastal fishes,GOBIOIDEI,Microdesmidae,Nemateleotris magnifica,Fire goby
33,Miscellaneous coastal fishes,GOBIOIDEI,Microdesmidae,Cerdale floridana,Pugjaw wormfish
33,Miscellaneous coastal fishes,GOBIOIDEI,Microdesmidae,Parioglossus raoi,Rao's hover goby
33,Miscellaneous coastal fishes,GOBIOIDEI,Microdesmidae,Microdesmidae,Wormfishes nei
33,Miscellaneous coastal fishes,GOBIOIDEI,Microdesmidae,Gunnellichthys viridescens,Yellowstripe wormfish
33,Miscellaneous coastal fishes,GOBIOIDEI,Microdesmidae,Microdesmus aethiopicus,
33,Miscellaneous coastal fishes,GOBIOIDEI,Microdesmidae,Parioglossus aporos,
33,Miscellaneous coastal fishes,GOBIOIDEI,Microdesmidae,Ptereleotris arabica,
33,Miscellaneous coastal fishes,GOBIOIDEI,Microdesmidae,Oxymetopon compressus,
33,Miscellaneous coastal fishes,GOBIOIDEI,Microdesmidae,Aioliops novaeguineae,
33,Miscellaneous coastal fishes,GOBIOIDEI,Microdesmidae,Paragunnellichthys seychellensis,
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Anacanthus barbatus,Bearded leatherjacket
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Eubalichthys bucephalus,Black reef leatherjacket
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Amanses scopas,Broom filefish
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Nelusetta ayraudi,Chinaman-leatherjacket
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Aluterus heudelotii,Dotterel filefish
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Paraluteres prionurus,False puffer
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Monacanthus chinensis,Fan-bellied leatherjacket
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Cantherhines (=Navodon) spp,Filefishes nei
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Monacanthidae,"Filefishes, leatherjackets nei"
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Pseudomonacanthus elongatus,Fourband leatherjacket
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Paramonacanthus arabicus,Gulf filefish
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Paramonacanthus oblongus,Hair-finned filefish
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Cantheschenia grandisquamis,Large-scaled leatherjacket
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Aluterus spp,Leatherjacket filefishes
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Thamnaconus hypargyreus,Lesser-spotted leatherjacket
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Thamnaconus modestoides,Modest filefish
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Aluterus schoepfii,Orange filefish
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Paramonacanthus choirocephalus,Pig faced leather jacket
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Brachaluteres jacksonianus,Pigmy leatherjacket
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Stephanolepis hispidus,Planehead filefish
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Chaetodermis penicilligera,Prickly leatherjacket
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Oxymonacanthus halli,Red Sea longnose filefish
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Stephanolepis diaspros,Reticulated leatherjacket
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Pseudalutarius nasicornis,Rhinoceros leatherjacket
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Scobinichthys granulatus,Rough leatherjackets
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Cantherhines sandwichiensis,Sandwich isle file
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Aluterus scriptus,Scribbled leatherjac. filefish
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Bigener brownii,Spiny-tailed leatherjacket
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Stephanolepis cirrhifer,Threadsail filefish
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Penicipelta vittiger,Toothbrush leatherjacket
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Aluterus monoceros,Unicorn leatherjacket filefish
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Parika scaber,Velvet leatherjacket
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Paramonacanthus barnardi,Wedgetail filefish
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Cantherhines dumerilii,Whitespotted filefish 
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Rudarius ercodes,Whitespotted pygmy filefish
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Pervagor alternans,Yelloweye filefish
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Thamnaconus spp,
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Meuschenia australis,
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Acreichthys hajam,
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Thamnaconus modestus,
33,Miscellaneous coastal fishes,TETRAODONTIFORMES,Monacanthidae,Thamnaconus septentrionalis,
33,Miscellaneous coastal fishes,PERCOIDEI,Monodactylidae,Monodactylus sebae,African moony
33,Miscellaneous coastal fishes,PERCOIDEI,Monodactylidae,Schuettea scalaripinnis,Eastern pomfred
33,Miscellaneous coastal fishes,PERCOIDEI,Monodactylidae,Monodactylus falciformis,Full moony
33,Miscellaneous coastal fishes,PERCOIDEI,Monodactylidae,Monodactylus argenteus,Silver moony
33,Miscellaneous coastal fishes,ANGUILLIFORMES,Moringuidae,Moringua edwardsi,Spaghetti eel
33,Miscellaneous coastal fishes,ANGUILLIFORMES,Moringuidae,Moringuidae,Spaghetti eels nei
33,Miscellaneous coastal fishes,ANGUILLIFORMES,Moringuidae,Neoconger tuberculatus,
33,Miscellaneous coastal fishes,PERCOIDEI,Moronidae,Dicentrarchus labrax,European seabass
33,Miscellaneous coastal fishes,PERCOIDEI,Moronidae,Dicentrarchus spp,Seabasses nei
33,Miscellaneous coastal fishes,PERCOIDEI,Moronidae,Dicentrarchus punctatus,Spotted seabass
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Liza abu,Abu mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Neomyxus leuciscus,Acute-jawed mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Mugil bananensis,Banana mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Valamugil seheli,Bluespot mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Joturus pichardi,Bobo mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Oedalechilus labeo,Boxlip mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Paramugil parmatus,Broad-mouthed mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Rhinomugil corsula,Corsula
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Liza alata,Diamond mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Agonostomus telfairii,Fairy mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Mugil cephalus,Flathead grey mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Liza aurata,Golden grey mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Cestraeus goldiei,Goldie river mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Chelon parsia,Goldspot mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Chelon subviridis,Greenback mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Liza dumerili,Grooved mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Crenimugil heterocheilus,Half fringelip mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Oedalechilus labiosus,Hornlip mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Liza klunzingeri,Klunzinger's mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Chelon macrolepis,Largescale mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Liza grandisquamis,Largescaled mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Mugil capurrii,Leaping African mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Liza saliens,Leaping mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Mugil liza,Lebranche mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Cestraeus plicatilis,Lobed river mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Valamugil cunnesius,Longarm mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Moolgarda pedaraki,Longfin mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Agonostomus monticola,Mountain mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Mugilidae,Mullets nei
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Chelon melinopterus,Otomebora mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Mugil incilis,Parassi mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Liza persicus,Persian mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Cestraeus spp,River mullets nei
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Myxus elongatus,Sand grey mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Cestraeus oxyrhynchus,Sharp-nosed river mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Liza falcipinnis,Sicklefin mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Chaenomugil proboscideus,Snouted mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Liza haematocheilus,So-iny (redlip) mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Mugil soiuy,So-iuy mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Liza richardsonii,South African mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Valamugil speigleri,Speigler's mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Liza vaigiensis,Squaretail mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Chelon planiceps,Tade gray mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Chelon labrosus,Thicklip grey mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Liza ramada,Thinlip grey mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Xenomugil thoburni,Thoburn's mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Mugil curema,White mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Aldrichetta forsteri,Yellow-eye mullet
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Valamugil spp,
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Mugil spp,
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Liza spp,
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Chelon bispinosus,
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Sicamugil hamiltonii,
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Mugil trichodon,
33,Miscellaneous coastal fishes,MUGILIFORMES,Mugilidae,Liza tricuspidens,
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Mullus argentinae,Argentine goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Upeneus asymmetricus,Asymmetrical goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Upeneus arge,Band-tail goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Upeneus japonicus,Bensasi goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Upeneichthys lineatus,Blue-striped mullet
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Parupeneus heptacanthus,Cinnabar goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Parupeneus barberinus,Dash-and-dot goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Parupeneus trifasciatus,Doublebar goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Upeneus parvus,Dwarf goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Upeneus tragula,Freckled goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Upeneus doriae,Gilded goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Upeneus spp,Goatfishes
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Mullidae,"Goatfishes, red mullets nei"
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Parupeneus cyclostomus,Gold-saddle goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Upeneus moluccensis,Goldband goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Parupeneus indicus,Indian goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Parupeneus macronema,Long-barbel goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Parupeneus multifasciatus,Manybar goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Upeneus sundaicus,Ochrebanded goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Mulloidichthys pfluegeri,Orange goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Parupeneus margaritatus,Pearly goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Upeneus pori,Por's goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Mullus barbatus,Red mullet
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Parupeneus forsskali,Red Sea goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Parupeneus rubescens,Rosy goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Parupeneus pleurostigma,Sidespot goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Pseudupeneus maculatus,Spotted goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Upeneus sulphureus,Sulphur goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Mullus surmuletus,Surmullet
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Mullus spp,Surmullets(=Red mullets) nei
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Pseudupeneus prayensis,West African goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Parupeneus ciliatus,Whitesaddle goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Mulloidichthys martinicus,Yellow goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Mulloidichthys vanicolensis,Yellowfin goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Mulloidichthys flavolineatus,Yellowstripe goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Upeneus vittatus,Yellowstriped goatfish
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Parupeneus spp,
33,Miscellaneous coastal fishes,PERCOIDEI,Mullidae,Parupeneus porphyreus,
33,Miscellaneous coastal fishes,ANGUILLIFORMES,Muraenidae,Anarchias allardicei,Allardice's moray
33,Miscellaneous coastal fishes,ANGUILLIFORMES,Muraenidae,Gymnothorax rueppelliae,Banded moray
33,Miscellaneous coastal fishes,ANGUILLIFORMES,Muraenidae,Echidna polyzona,Barred moray
33,Miscellaneous coastal fishes,ANGUILLIFORMES,Muraenidae,Enchelycore bayeri,Bayer's moray
33,Miscellaneous coastal fishes,ANGUILLIFORMES,Muraenidae,Channomuraena vittata,Broadbanded moray
33,Miscellaneous coastal fishes,ANGUILLIFORMES,Muraenidae,Gymnothorax unicolor,Brown moray
33,Miscellaneous coastal fishes,ANGUILLIFORMES,Muraenidae,Gymnothorax mordax,California moray
33,Miscellaneous coastal fishes,ANGUILLIFORMES,Muraenidae,Gymnothorax bacalladoi,Canary moray
33,Miscellaneous coastal fishes,ANGUILLIFORMES,Muraenidae,Echidna catenata,Chain moray
33,Miscellaneous coastal fishes,ANGUILLIFORMES,Muraenidae,Gymnothorax afer,Dark moray
33,Miscellaneous coastal fishes,ANGUILLIFORMES,Muraenidae,Enchelycore anatina,Fangtooth moray
33,Miscellaneous coastal fishes,ANGUILLIFORMES,Muraenidae,Gymnothorax phasmatodes,Ghost moray
33,Miscellaneous coastal fishes,ANGUILLIFORMES,Muraenidae,Thyrsoidea macrura,Giant slender moray
