SpecCode,Genus,Species,,,Sex,Data source,Type,Loo (cm),K (1/y),Locality,Country,LinfLmax,Comment
24,Clupea,harengus,Clupea harengus,2886,unsexed,,,35.20000076,0.280000001,Southern Gulf of St. Lawrence,Can Maritims,no,spring spawner
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,29.5,0.289999992,East Anglia,UK Engld Wal,no,M from catch-effort .
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,33.29999924,0.289999992,Buchan Herring,UK Scotland,no,Winf from Ref. 1836; b=3: assumed value.
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,28.29999924,0.291999996,Murman Herring (72°N 35°E),Russian Fed,no,
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,23.89999962,0.294999987,"Baltic, Gulf of Gdansk",Poland,no,fall spawners
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,31,0.296000004,East Anglia,UK Engld Wal,no,
24,Clupea,harengus,Clupea harengus,2886,unsexed,,,31.10000038,0.300000012,Buchan stock,UK Scotland,no,autumn spawner
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,30.70000076,0.300000012,Buchan Herring,UK Scotland,no,Winf from Ref. 1836; b=3: assumed value.
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,29.10000038,0.307000011,East Anglia,UK Engld Wal,no,
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,32.09999847,0.310000002,Buchan Herring,UK Scotland,no,Winf from Ref. 1836; b=3: assumed value.
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,30.39999962,0.312999994,East Anglia,UK Engld Wal,no,
24,Clupea,harengus,Clupea harengus,2886,unsexed,scale annual rings,NG,30.60000038,0.319999993,Manx stock,UK,no,
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,32.90000153,0.319999993,Buchan Herring,UK Scotland,no,Winf from Ref. 1836; b=3: assumed value.
24,Clupea,harengus,Clupea harengus,2886,unsexed,,NG,33.5,0.330000013,Gulf of St. Lawrence,Canada,no,
24,Clupea,harengus,Clupea harengus,2886,unsexed,,SL,30,0.330000013,Banks stock,UK Engld Wal,no,autumn spawner; Linf in terms of body length.
24,Clupea,harengus,Clupea harengus,2886,unsexed,annuli on many otoliths,TL,30.79999924,0.331999987,"Western Baltic, around Rügen",Germany,no,Linf refers to 1972-83; it was 29.7 for 1962-72.
24,Clupea,harengus,Clupea harengus,2886,unsexed,scale annual rings,NG,30.29999924,0.340000004,Celtic Sea,UK Engld Wal,no,
24,Clupea,harengus,Clupea harengus,2886,unsexed,scale annual rings,NG,29.60000038,0.349999994,Manx stock,UK,no,autumn spawner
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,24.39999962,0.349999994,"Baltic, Gulf of Gdansk",Poland,no,fall spawners
24,Clupea,harengus,Clupea harengus,2886,unsexed,,,34,0.360000014,New Brunswick,Canada,no,
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,28.39999962,0.361000001,East Anglia,UK Engld Wal,no,
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,29.89999962,0.375,East Anglia,UK Engld Wal,no,
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,28.20000076,0.377999991,East Anglia,UK Engld Wal,no,
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,23.60000038,0.381000012,"Baltic, Bornholm Deep",Denmark,no,
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,25.29999924,0.381000012,`large White Sea herring',Russian Fed,no,spawning temp. 5-15° C
24,Clupea,harengus,Clupea harengus,2886,unsexed,annuli on many otoliths,TL,28.29999924,0.409999996,Western Baltic,Germany,no,
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,30.60000038,0.419999987,Buchan Herring,UK Scotland,no,Winf from Ref. 1836; b=3: assumed value.
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,32.70000076,0.419999987,Buchan Herring,UK Scotland,no,Winf from Ref. 1836; b=3: assumed value.
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,31.5,0.430000007,Buchan Herring,UK Scotland,no,Winf from Ref. 1836; b=3: assumed value.
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,26,0.433999985,"Baltic, Bornholm Deep",Denmark,no,M from catch-acoustic estimates.
24,Clupea,harengus,Clupea harengus,2886,unsexed,scale annual rings,NG,31.20000076,0.439999998,Dunmore stock,UK,no,winter spawner; mean M for 1952-67 in table 3 of Ref. 2086
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,30.29999924,0.439999998,Celtic Sea,Ireland,no,Data source: various ICES reports cited in Ref. 27256; growth data from VPA assesments; length assumed to be TL.
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,19.70000076,0.449999988,western Gulf of Finland,Estonia,no,"spring-spawning herring; growth estimated from length-at-age data in Ref. 52104, p. 69."
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,27.70000076,0.479999989,Southern Baltic,Germany,no,"M is a mean of two values  (M=0.35 & 0.36), for which no estimation details are given."
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,32.70000076,0.479999989,Buchan Herring,UK Scotland,no,Winf from Ref. 1836; b=3: assumed value.
24,Clupea,harengus,Clupea harengus,2886,unsexed,,,29.20000076,0.479999989,Downs stock,UK Engld Wal,no,winter spawner
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,17.70000076,0.479999989,eastern Gulf of Finland,Russian Fed,no,"spring-spawning herring; growth estimated from length-at-age data in Ref. 52104, p. 69."
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,27.89999962,0.620000005,"Kiel Bight, Baltic",Germany,no,spring spawner
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,28.70000076,0.629999995,"Kiel Bight, Baltic",Germany,no,fall spawner; b=3: assumed value.
24,Clupea,harengus,Clupea harengus,2886,unsexed,,TL,29,0.660000026,Irish Sea,Ireland,no,Data source: various ICES reports cited in Ref. 27256; growth data from VPA assesments; length assumed to be TL.
24,Clupea,harengus,Clupea harengus,2886,unsexed,scale annual rings,TL,25.60000038,0.930000007,Kieler Förde,Germany,no,Growth estimated from data in Ref. 47157 (RF).
47570,Clupea,pallasii suworowi,Clupea pallasii suworowi,#N/A,Mixed,scale annual rings,,23.70000076,0.360000014,Pechorsky Bay (Barents Sea),Russian Fed,no,
1470,Clupeonella,cultriventris,Clupeonella cultriventris,2101,unsexed,,TL,16.10000038,0.236000001,"Caspian, Volga-Caspian Rayon",Russian Fed,no,
1470,Clupeonella,cultriventris,Clupeonella cultriventris,2101,unsexed,,TL,10.89999962,0.246000007,Azov Sea,Russian Fed,no,
1470,Clupeonella,cultriventris,Clupeonella cultriventris,2101,unsexed,,TL,11,1.133999944,"Caspian, Dagestan Coast",Russian Fed,no,
12092,Cnidoglanis,macrocephalus,Cnidoglanis macrocephalus,#N/A,unsexed,annuli on many otoliths,TL,91.69999695,0.200000003,"Swan estuary, SW Australia",Australia,no,VBGF fitted to back-calculated lengths;  95% CL: Linf = +/- 14.6 cm; K = +/-0.047;   t-zero = +/-  0.10.
1726,Coelorinchus,caelorhincus,Coelorinchus caelorhincus,#N/A,Male,annuli on many otoliths,OT,14.69999981,0.086000003,Catalan Sea,Spain,yes,Length Type: Pre-anal Length
1726,Coelorinchus,caelorhincus,Coelorinchus caelorhincus,#N/A,female,annuli on many otoliths,OT,12.80000019,0.129999995,"Roccella Ionica Bank, Ionian Sea",Italy,yes,Used pre-anal length measurment.
1726,Coelorinchus,caelorhincus,Coelorinchus caelorhincus,#N/A,Mixed,annuli on many otoliths,OT,10.69499969,0.131999999,Ionian Sea,Greece,yes,Length type is pre-anal length
1726,Coelorinchus,caelorhincus,Coelorinchus caelorhincus,#N/A,Female,annuli on many otoliths,OT,12.19999981,0.147,Catalan Sea,Spain,yes,Length Type: Pre-anal Length
1726,Coelorinchus,caelorhincus,Coelorinchus caelorhincus,#N/A,male,annuli on many otoliths,OT,11.5,0.150000006,"Roccella Ionica Bank, Ionian Sea",Italy,yes,Used pre-anal length measurment.
1726,Coelorinchus,caelorhincus,Coelorinchus caelorhincus,#N/A,Unsexed,annuli on many otoliths,TL,24.89999962,0.115000002,Aegean Sea,Turkey,no,
630,Coilia,nasus,Coilia nasus,#N/A,unsexed,annuli on many otoliths,SL,34.90000153,0.354000002,Taihu Lake,China Main,no,Do not use M value for new model to predict M.
632,Coilia,ramcarati,Coilia ramcarati,#N/A,unsexed,,TL,26.5,0.289999992,northwest coast,India,no,
12955,Colistium,guntheri,Colistium guntheri,#N/A,male,annuli on many otoliths,TL,38.40000153,0.370000005,"South Island, west coast",New Zealand,no,
12955,Colistium,guntheri,Colistium guntheri,#N/A,female,annuli on many otoliths,TL,40.90000153,0.5,"South Island, west coast",New Zealand,no,
12958,Colistium,nudipinnis,Colistium nudipinnis,#N/A,male,annuli on many otoliths,TL,49.20000076,0.340000004,"South Island, west coast",New Zealand,yes,
303,Cololabis,saira,Cololabis saira,3001,unsexed,,TL,34.20000076,0.409999996,Southern California to Vancouver,USA,no,TL = 1.07*'knob length'.
303,Cololabis,saira,Cololabis saira,3001,unsexed,,TL,44.40000153,0.550000012,northwest Pacific,Russian Fed,no,
303,Cololabis,saira,Cololabis saira,3001,unsexed,,TL,30.39999962,0.595000029,Northern California,USA,no,
301,Conger,conger,Conger conger,2994,male,annuli on many otoliths,NG,94.80000305,0.270000011,"Mor Braz, Southern Brittany",France,yes,Do not use M value for new model to predict M.
301,Conger,conger,Conger conger,2994,female,other annual rings,TL,21.39999962,0.059,off south-west coast,Ireland,no,Males and ripe individuals absent from the samples; periodicity of increment formation validated via marginal-increment analysis.
301,Conger,conger,Conger conger,2994,female,annuli on few otoliths,TL,265,0.063000001,"10 km SE of  Little Saltee Island, Co. Wexford",Ireland,no,growth curve back-calculated from otolith of one female.
301,Conger,conger,Conger conger,2994,female,annuli on many otoliths,NG,229,0.068000004,"Mor Braz, Southern Brittany",France,no,
4711,Contusus,richei,Contusus richei,#N/A,male,,TL,12.5,0.361999989,Lyttelton Harbour,New Zealand,yes,
4711,Contusus,richei,Contusus richei,#N/A,unsexed,annuli on many otoliths,TL,21.89999962,0.246000007,Lyttelton Harbour,New Zealand,no,
4711,Contusus,richei,Contusus richei,#N/A,female,,TL,18.89999962,0.326000005,Lyttelton Harbour,New Zealand,no,
231,Coregonus,albula,Coregonus albula,2939,Mixed,scale annual rings,FL,20.70000076,0.230000004,North Ladoga Lake,Russian Fed,yes,
231,Coregonus,albula,Coregonus albula,2939,unsexed,,NG,22.20000076,0.300000012,Lake Inarijärvi,Finland,yes,Based on data in Fig. 47 in Ref. 6861.
231,Coregonus,albula,Coregonus albula,2939,mixed,scale annual rings,TL,16.79999924,0.300999999,Lake Keitele,Finland,yes,Based on data in Fig. 3 in Ref. 6954.
231,Coregonus,albula,Coregonus albula,2939,unsexed,scale annual rings,TL,18.39999962,0.446999997,"Kemi, Baltic Sea",Finland,yes,ageing done also with otoliths.
231,Coregonus,albula,Coregonus albula,2939,unsexed,,NG,20.5,0.559000015,Lake Kuusamojärvi,Finland,yes,Based on data in Table 51 in Ref. 6275. WF used.
231,Coregonus,albula,Coregonus albula,2939,unsexed,scale annual rings,NG,18.70000076,0.69599998,Lake Pyhäjärvi,Finland,yes,Temp. taken from map (Encarta).
231,Coregonus,albula,Coregonus albula,2939,unsexed,scale annual rings,TL,19.5,0.699000001,"Oulu, Baltic Sea",Finland,yes,ageing done also with otoliths.
231,Coregonus,albula,Coregonus albula,2939,mixed,scale annual rings,TL,22,1.131999969,Lake Keitele,Finland,yes,Based on Fig. 3 in Ref. 6954 (age groups; t-zero not estimated).
231,Coregonus,albula,Coregonus albula,2939,mixed,scale annual rings,TL,25,0.257999986,Lake Kallavesi,Finland,no,Based on data in Fig. 3 in Ref. 6954.
231,Coregonus,albula,Coregonus albula,2939,unsexed,,TL,35.79999924,0.317999989,Pereslawski Lake,Russian Fed,no,
231,Coregonus,albula,Coregonus albula,2939,Mixed,scale annual rings,FL,29.5,0.319999993,South Ladoga Lake,Russian Fed,no,
231,Coregonus,albula,Coregonus albula,2939,unsexed,,TL,35.59999847,0.335000008,"Lake Pereslavskoe, Volga River Basin",Russian Fed,no,"Based on data in Ref. 593, p. 347."
231,Coregonus,albula,Coregonus albula,2939,unsexed,scale annual rings,NG,25.70000076,0.365999997,"Lake Pyhäjärvi, Karelia",Russian Fed,no,Linf and K were estimated from fig. 2; temp. taken from map (Encarta).
231,Coregonus,albula,Coregonus albula,2939,unsexed,,TL,26.70000076,0.531000018,Vesijärvi Lake,Finland,no,
235,Coregonus,artedi,Coregonus artedi,2134,unsexed,scale annual rings,SL,21,0.360000014,"Muskellunge Lake, Wisconsin",USA,yes,Winf from Ref. 1139. Weight of M <0.2 in robust regression analysis.
235,Coregonus,artedi,Coregonus artedi,2134,unsexed,scale annual rings,SL,19,0.649999976,"Trout Lake, Wisconsin",USA,yes,Winf from Ref. 1139. Tmax as average of 11 y for females and 6 years for males.
235,Coregonus,artedi,Coregonus artedi,2134,mixed,,TL,34.5,0.246999994,eastern James-Hudson Bay,Canada,no,
235,Coregonus,artedi,Coregonus artedi,2134,unsexed,scale annual rings,SL,39,0.270000011,"Clear Lake, Wisconsin",USA,no,"Winf from Ref. 1139; tmax for females = 11, for males = 9 years."
2669,Coregonus,autumnalis,Coregonus autumnalis,#N/A,Mixed,scale annual rings,FL,48.40000153,0.219999999,Ob river basin,Russian Fed,no,
234,Coregonus,clupeaformis,Coregonus clupeaformis,2941,unsexed,,TL,44,0.090000004,"Trout Lake, Wisconsin",USA,yes,
234,Coregonus,clupeaformis,Coregonus clupeaformis,2941,unsexed,,SL,49,0.090000004,Shakespeare Is. Lake,Canada,yes,Temperature back-converted using Fig. 1 in Ref. 1139.
234,Coregonus,clupeaformis,Coregonus clupeaformis,2941,unsexed,scale annual rings,TL,44,0.180000007,"Cliff Lake, Northwestern Maine",USA,yes,data for normal whitefish
234,Coregonus,clupeaformis,Coregonus clupeaformis,2941,unsexed,scale annual rings,FL,47.40000153,0.414000005,Lake Huron,Canada,yes,"M is mean for 1966-70 (Ref. 1660, table 7)."
234,Coregonus,clupeaformis,Coregonus clupeaformis,2941,unsexed,scale annual rings,FL,46.20000076,0.521000028,Lake Huron,Canada,yes,"M is mean for 1961-65 (Ref. 1660, table 7)."
234,Coregonus,clupeaformis,Coregonus clupeaformis,2941,unsexed,scale annual rings,FL,47.70000076,0.527999997,Lake Huron,Canada,yes,"M is mean for 1950-55 (Ref. 1660, table 7)."
234,Coregonus,clupeaformis,Coregonus clupeaformis,2941,unsexed,,TL,70,0.082000002,Lake Nipigon,Canada,no,Temperature back-converted using Fig. 1 in Ref. 1139. Lm too low (RF).
234,Coregonus,clupeaformis,Coregonus clupeaformis,2941,unsexed,scale annual rings,TL,50.5,0.090000004,"Munising Bay, Lake Superior",USA,no,
234,Coregonus,clupeaformis,Coregonus clupeaformis,2941,male,,TL,77,0.187999994,Lake Huron,Canada,no,Ref. 34087 gives a range of 0.34 - 1.67 for M.
234,Coregonus,clupeaformis,Coregonus clupeaformis,2941,unsexed,scale annual rings,FL,63.40000153,0.219999999,Lake Huron,Canada,no,
234,Coregonus,clupeaformis,Coregonus clupeaformis,2941,unsexed,scale annual rings,FL,61.20000076,0.252999991,Lake Huron,Canada,no,
234,Coregonus,clupeaformis,Coregonus clupeaformis,2941,unsexed,scale annual rings,FL,59.40000153,0.261999995,Lake Huron,Canada,no,"M is mean for 1971-75 (Ref. 1660, table 7)."
234,Coregonus,clupeaformis,Coregonus clupeaformis,2941,unsexed,scale annual rings,FL,51.79999924,0.361000001,Lake Huron,Canada,no,"M is mean for 1956-60 (Ref. 1660, table 7)."
232,Coregonus,lavaretus,Coregonus lavaretus,2940,unsexed,scale annual rings,NG,34.20000076,0.26699999,Lake Pyhäjärvi,Finland,yes,Temp. taken from map (Encarta).
232,Coregonus,lavaretus,Coregonus lavaretus,2940,unsexed,,NG,33.90000153,0.291000009,"Lake Kiantajärvi, Sotkamo",Finland,yes,Based on Fig. 16 in Ref. 6860.
232,Coregonus,lavaretus,Coregonus lavaretus,2940,unsexed,,NG,28.29999924,0.300999999,"Lake Änättijärvi, Kuhmo",Finland,yes,C.l. with 37-57 gill rakers. Based on Fig. 16 in Ref. 6860.
232,Coregonus,lavaretus,Coregonus lavaretus,2940,unsexed,,NG,25.5,0.386000007,"Lake Kiantajärvi, Sotkamo",Finland,yes,C.l. with 24-34 gill rakers. Based on Fig. 16 in Ref. 6860.
232,Coregonus,lavaretus,Coregonus lavaretus,2940,unsexed,scale annual rings,NG,32.5,0.428000003,"Lake Pyhäjärvi, Karelia",Russian Fed,yes,Linf and K were estimated from fig. 2; temp. taken from map (Encarta).
232,Coregonus,lavaretus,Coregonus lavaretus,2940,Mixed,scale annual rings,FL,54.79999924,0.090000004,"Lake Chunozero, Karelia",Russian Fed,no,
232,Coregonus,lavaretus,Coregonus lavaretus,2940,Mixed,scale annual rings,FL,47.20000076,0.129999995,"Lake Okhtozero, Karelia",Russian Fed,no,
232,Coregonus,lavaretus,Coregonus lavaretus,2940,unsexed,,NG,61.20000076,0.211999997,Lake Peipus,Russian Fed,no,"Based on data in Ref. 593, p. 409 (C.l. maraenoides)."
232,Coregonus,lavaretus,Coregonus lavaretus,2940,unsexed,,TL,52.79999924,0.26699999,"Bodensee (Lake Constance), YC 52-53",Germany,no,
232,Coregonus,lavaretus,Coregonus lavaretus,2940,unsexed,,TL,44,0.298000008,"Bodensee (Lake Constance), YC 29-30",Germany,no,Winf from Ref. 1836; b=3: assumed value.
232,Coregonus,lavaretus,Coregonus lavaretus,2940,unsexed,,TL,39.79999924,0.416999996,"Bodensee (Lake Constance), YC 30-31",Germany,no,Winf from Ref. 1836; b=3: assumed value.
232,Coregonus,lavaretus,Coregonus lavaretus,2940,unsexed,,TL,43.79999924,0.446999997,Attersee,Germany,no,
232,Coregonus,lavaretus,Coregonus lavaretus,2940,unsexed,,TL,42,0.639999986,"Peene-Achterwasser, Baltic",Germany,no,
232,Coregonus,lavaretus,Coregonus lavaretus,2940,unsexed,,TL,41,0.740999997,"Haweswater & Hullswaters, Great Britain",UK,no,
4788,Coregonus,migratorius,Coregonus migratorius,#N/A,mixed,scale annual rings,FL,45.09999847,0.379999995,Bratsk reservoir,Russian Fed,no,
12547,Coregonus,muksun,Coregonus muksun,#N/A,Mixed,scale annual rings,TL,67.80000305,0.109999999,Enisey river,Russian Fed,no,
12547,Coregonus,muksun,Coregonus muksun,#N/A,Mixed,scale annual rings,FL,69.90000153,0.140000001,Ob river basin,Russian Fed,no,
2674,Coregonus,nasus,Coregonus nasus,#N/A,unsexed,scale annual rings,FL,74.19999695,0.104999997,"Arctic Red River, Northwest Territories",Canada,no,"Data source: Refs. 33397, 33398 & 33401."
2674,Coregonus,nasus,Coregonus nasus,#N/A,unsexed,scale annual rings,FL,64.19999695,0.111000001,"Freshwater Creek, Northwest Territories",Canada,no,
2674,Coregonus,nasus,Coregonus nasus,#N/A,unsexed,scale annual rings,FL,65.19999695,0.116999999,"Aklavik River, Northwest Territories",Canada,no,
2674,Coregonus,nasus,Coregonus nasus,#N/A,unsexed,scale annual rings,FL,63.20000076,0.123999998,Imuruk Basin,Alaska,no,
2674,Coregonus,nasus,Coregonus nasus,#N/A,Mixed,scale annual rings,NG,63.09999847,0.129999995,Yamal peninsula,Russian Fed,no,
2674,Coregonus,nasus,Coregonus nasus,#N/A,unsexed,scale annual rings,FL,45.90000153,0.137999997,"Norman Wells, Northwest Territories",Canada,no,
2674,Coregonus,nasus,Coregonus nasus,#N/A,Mixed,scale annual rings,TL,69.19999695,0.140000001,Enisey river,Russian Fed,no,
2674,Coregonus,nasus,Coregonus nasus,#N/A,Mixed,scale annual rings,FL,69.09999847,0.140000001,Enisey river,Russian Fed,no,
2674,Coregonus,nasus,Coregonus nasus,#N/A,unsexed,scale annual rings,FL,78.09999847,0.145999998,"Ya Ya Esker Lakes (L17/L23), Northwest Territories",Canada,no,
2674,Coregonus,nasus,Coregonus nasus,#N/A,unsexed,scale annual rings,FL,43.5,0.147,"Ya Ya Esker Lakes (L24), Northwest Territories",Canada,no,Do not use M value for new model to predict M.
2674,Coregonus,nasus,Coregonus nasus,#N/A,unsexed,scale annual rings,FL,68.5,0.195999995,Minto Flats,Alaska,no,
2674,Coregonus,nasus,Coregonus nasus,#N/A,unsexed,scale annual rings,FL,49.59999847,0.204999998,"Tuktoyaktuk Harbor, Northwest Territories",Canada,no,Data source: Refs. 33394 & 33399.
2674,Coregonus,nasus,Coregonus nasus,#N/A,unsexed,scale annual rings,FL,53.20000076,0.213,"Mackenzie River, Northwest Territories",Canada,no,
2674,Coregonus,nasus,Coregonus nasus,#N/A,unsexed,scale annual rings,FL,63.09999847,0.228,Holitna River,Alaska,no,
2674,Coregonus,nasus,Coregonus nasus,#N/A,unsexed,scale annual rings,FL,60.09999847,0.298000008,Porcupine River,Alaska,no,
233,Coregonus,oxyrinchus,Coregonus oxyrinchus,2133,unsexed,,TL,35.79999924,0.377999991,Attersee,Germany,no,
4687,Coregonus,peled,Coregonus peled,#N/A,unsexed,,SL,54.5,0.097000003,"lower Ob River, Lake Khanty-Pitlyarovskiy",Russian Fed,no,Length given as body length.
4687,Coregonus,peled,Coregonus peled,#N/A,Mixed,scale annual rings,NG,51.5,0.159999996,Yamal peninsula,Russian Fed,no,
4687,Coregonus,peled,Coregonus peled,#N/A,Mixed,scale annual rings,TL,38.20000076,0.460000008,Enisey river,Russian Fed,no,
2676,Coregonus,pidschian,Coregonus pidschian,#N/A,Mixed,scale annual rings,NG,59.29999924,0.109999999,Yamal peninsula,Russian Fed,no,
2676,Coregonus,pidschian,Coregonus pidschian,#N/A,Mixed,scale annual rings,NG,49.70000076,0.150000006,Enisey river,Russian Fed,no,
2676,Coregonus,pidschian,Coregonus pidschian,#N/A,Mixed,scale annual rings,,48.5,0.189999998,Enisey river,Russian Fed,no,
2678,Coregonus,sardinella,Coregonus sardinella,#N/A,Mixed,scale annual rings,FL,37.09999847,0.170000002,Enisey river,Russian Fed,no,
2678,Coregonus,sardinella,Coregonus sardinella,#N/A,Mixed,scale annual rings,FL,34.90000153,0.280000001,Ob river basin,Russian Fed,no,
2678,Coregonus,sardinella,Coregonus sardinella,#N/A,unsexed,,TL,38,0.400000006,Lake Ikroavik,Alaska,no,Winf from Ref. 1139
12548,Coregonus,ussuriensis,Coregonus ussuriensis,#N/A,unsexed,scale annual rings,FL,49.59999847,0.280000001,Lakes of Amur river basin,Russian Fed,no,
58,Coris,julis,Coris julis,#N/A,unsexed,daily otolith rings,TL,27.20000076,0.107000001,"Catalan coast; M is for Medas Is., 1996-99",Spain,no,
7,Coryphaena,equiselis,Coryphaena equiselis,#N/A,unsexed,scale annual rings,FL,53.90000153,0.5,(Western Mediterranean included),Canary Is,yes,Do not use M value for new model to predict M.
7,Coryphaena,equiselis,Coryphaena equiselis,#N/A,unsexed,annuli on many otoliths,FL,61.40000153,2.173000097,,Hawaii,yes,
6,Coryphaena,hippurus,Coryphaena hippurus,3130,Male,annuli on many otoliths,TL,106.9000015,2.049999952,,Greece,yes,
6,Coryphaena,hippurus,Coryphaena hippurus,3130,Male,several data types,FL,98.69999695,2.059999943,Balearic Islands,Spain,yes,
6,Coryphaena,hippurus,Coryphaena hippurus,3130,unsexed,scale annual rings,FL,173,0.310000002,North Carolina,USA,no,
6,Coryphaena,hippurus,Coryphaena hippurus,3130,unsexed,scale annual rings,FL,195,0.409999996,Straits of Florida,USA,no,
6,Coryphaena,hippurus,Coryphaena hippurus,3130,unsexed,length-frequencies,FL,194,0.910000026,Panama Bight (including Colombia),Panama,no,
6,Coryphaena,hippurus,Coryphaena hippurus,3130,unsexed,,FL,156,1.036000013,,South Africa,no,
6,Coryphaena,hippurus,Coryphaena hippurus,3130,unsexed,annuli on many otoliths,FL,194,1.120000005,Gulf of Mexico,USA,no,
6,Coryphaena,hippurus,Coryphaena hippurus,3130,male,daily otolith rings,FL,190,1.187000036,,Hawaii,no,
6,Coryphaena,hippurus,Coryphaena hippurus,3130,female,daily otolith rings,FL,153,1.411000013,,Hawaii,no,
6,Coryphaena,hippurus,Coryphaena hippurus,3130,Female,several data types,FL,110,1.559999943,Balearic Islands,Spain,no,
6,Coryphaena,hippurus,Coryphaena hippurus,3130,female,annuli on many otoliths,FL,151,1.820000052,,Puerto Rico,no,
6,Coryphaena,hippurus,Coryphaena hippurus,3130,Female,annuli on few otoliths,TL,119,1.889999986,,Greece,no,Sample mainly of juvenile fish
6,Coryphaena,hippurus,Coryphaena hippurus,3130,mixed,annuli on many otoliths,FL,149,2.190000057,south coast,Puerto Rico,no,
6,Coryphaena,hippurus,Coryphaena hippurus,3130,mixed,annuli on many otoliths,FL,129,2.190000057,north coast,Puerto Rico,no,
8467,Coryphaenoides,acrolepis,Coryphaenoides acrolepis,#N/A,female,annuli on many otoliths,TL,101,0.024,Pacific Coast,USA,no,age readings validated using radiometric analysis.
8467,Coryphaenoides,acrolepis,Coryphaenoides acrolepis,#N/A,male,annuli on many otoliths,TL,75.09999847,0.039999999,Pacific Coast,USA,no,age readings validated using radiometric analysis.
8467,Coryphaenoides,acrolepis,Coryphaenoides acrolepis,#N/A,Unsexed,scale annual rings,TL,96.69999695,0.219999999,Northwest Pacific,Russian Fed,no,Age based on scale rings might have been underestimated.
8473,Coryphaenoides,cinereus,Coryphaenoides cinereus,#N/A,Mixed,annuli on many otoliths,TL,57.20000076,0.219999999,Northwest Pacific,Russian Fed,no,
8473,Coryphaenoides,cinereus,Coryphaenoides cinereus,#N/A,female,annuli on few otoliths,TL,54.90000153,0.25999999,Pacific waters off the northern Kuril Islands and southeastern Kamchatka,Russian Fed,no,
8473,Coryphaenoides,cinereus,Coryphaenoides cinereus,#N/A,male,annuli on few otoliths,TL,54.29999924,0.270000011,Pacific waters off the northern Kuril Islands and southeastern Kamchatka,Russian Fed,no,
8473,Coryphaenoides,cinereus,Coryphaenoides cinereus,#N/A,Unsexed,scale annual rings,TL,58.59999847,0.280000001,Northwest Pacific,Russian Fed,no,
8473,Coryphaenoides,cinereus,Coryphaenoides cinereus,#N/A,Mixed,scale annual rings,TL,56,0.370000005,Kurils and Kamchatka,Russian Fed,no,
8176,Coryphaenoides,guentheri,Coryphaenoides guentheri,#N/A,unsexed,annuli on many otoliths,TL,23.70000076,0.210999995,"Barcelona-Majorca (40-24°N, 1-4°E)",Spain,yes,TL assumed 5x cephalic length.
8175,Coryphaenoides,mediterraneus,Coryphaenoides mediterraneus,#N/A,unsexed,annuli on many otoliths,TL,23.70000076,0.201000005,"Barcelona-Majorca (40-24°N, 1-4°E)",Spain,yes,TL assumed 5x cephalic length.
332,Coryphaenoides,rupestris,Coryphaenoides rupestris,3035,male,annuli on many otoliths,OT,20.70000076,0.059,Southern Brittany (780-1300 m depth),France,yes,length measured: pre-anal.
332,Coryphaenoides,rupestris,Coryphaenoides rupestris,3035,female,annuli on many otoliths,OT,23.89999962,0.059,Southern Brittany (780-1300 m depth),France,yes,length measured: pre-anal.
332,Coryphaenoides,rupestris,Coryphaenoides rupestris,3035,male,annuli on many otoliths,TL,61.90000153,0.104999997,Skagerrak (Norwegian Deep),Norway,yes,
332,Coryphaenoides,rupestris,Coryphaenoides rupestris,3035,male,length-frequencies,TL,70.19999695,0.128000006,Rockall Trough,UK,yes,
332,Coryphaenoides,rupestris,Coryphaenoides rupestris,3035,male,,TL,105,0.082000002,N-W Atlantic 2000 m depth,Can Newfounl,no,
332,Coryphaenoides,rupestris,Coryphaenoides rupestris,3035,female,,TL,110,0.098999999,N-W Atlantic 2000 m depth,Can Newfounl,no,
