SpecCode,Genus,Species,,,Sex,Data source,Type,Loo (cm),K (1/y),Locality,Country,LinfLmax,Comment
1043,Sardinella,aurita,Sardinella aurita,2088,unsexed,,TL,31.10000038,0.25,Mediterranean coast,Israel,no,Winf from Ref. 1836; b=3: assumed value.
1043,Sardinella,aurita,Sardinella aurita,2088,female,,TL,35,0.25,Balearic Islands,Spain,no,
1043,Sardinella,aurita,Sardinella aurita,2088,unsexed,,TL,37,0.256999999,,Canary Is,no,
1043,Sardinella,aurita,Sardinella aurita,2088,unsexed,,NG,43.29999924,0.280000001,Div. 1.1 & 1.2,Angola,no, tmax is general longevity.
1043,Sardinella,aurita,Sardinella aurita,2088,Female,annuli on many otoliths,FL,23.89999962,0.328999996,Izmir Bay,Turkey,no,
1043,Sardinella,aurita,Sardinella aurita,2088,Male,annuli on many otoliths,FL,26.10000038,0.342999995,Izmir Bay,Turkey,no,
1043,Sardinella,aurita,Sardinella aurita,2088,male,,TL,30,0.349999994,Balearic Islands,Spain,no,Winf from Ref. 1836; b=3: assumed value.
1043,Sardinella,aurita,Sardinella aurita,2088,unsexed,scale annual rings,TL,29,0.361999989,coastal areas,Tunisia,no,
1043,Sardinella,aurita,Sardinella aurita,2088,unsexed,,,30.29999924,0.370000005,Baleares,Spain,no,
1043,Sardinella,aurita,Sardinella aurita,2088,unsexed,,TL,24.5,0.423000008,Rio de Janeiro,Brazil,no,Winf from Ref. 1836; b=3: assumed value.
1043,Sardinella,aurita,Sardinella aurita,2088,unsexed,,,27.39999962,0.439999998,Baleares,Spain,no,
1043,Sardinella,aurita,Sardinella aurita,2088,unsexed,,TL,27.70000076,0.446999997,Balearic Islands,Spain,no,Winf from Ref. 1836; b=3: assumed value.
1043,Sardinella,aurita,Sardinella aurita,2088,unsexed,length-frequencies,FL,32,0.479999989,,Sierra Leone,no,WP= 0.020.
1043,Sardinella,aurita,Sardinella aurita,2088,Mixed,scale annual rings,TL,25,0.493999988,"Kavala Gulf, N. Aegean Sea",Greece,no,
1043,Sardinella,aurita,Sardinella aurita,2088,unsexed,,TL,29,0.5,Aegean,Greece,no,
1043,Sardinella,aurita,Sardinella aurita,2088,unsexed,,NG,26,0.529999971,Mediterranean,Egypt,no,
1043,Sardinella,aurita,Sardinella aurita,2088,unsexed,,TL,25,0.533999979,Castiglione Bight,Algeria,no,Winf from Ref. 1836; b=3: assumed value.
1043,Sardinella,aurita,Sardinella aurita,2088,Female,length-frequencies,TL,24.20000076,0.540000021,Algerian coasts,Algeria,no,
1043,Sardinella,aurita,Sardinella aurita,2088,unsexed,,TL,27.60000038,0.677999973,Gulf of Cariaco,Venezuela,no,
1043,Sardinella,aurita,Sardinella aurita,2088,unsexed,,TL,31,0.693000019,Pointe Noire,Congo Rep,no,
1043,Sardinella,aurita,Sardinella aurita,2088,unsexed,,TL,24,0.699999988,(shelf),Venezuela,no,
1043,Sardinella,aurita,Sardinella aurita,2088,unsexed,scale annual rings,TL,24.20000076,0.725000024,Gulf of Cariaco (64° W),Venezuela,no,
1043,Sardinella,aurita,Sardinella aurita,2088,unsexed,,TL,28.5,0.864000022,Gulf of Cariaco,Venezuela,no,
1043,Sardinella,aurita,Sardinella aurita,2088,unsexed,,TL,30.60000038,1.023000002,Pointe Noire,Congo Rep,no,January brood; Winf from Ref. 1861.
1043,Sardinella,aurita,Sardinella aurita,2088,unsexed,,TL,30.60000038,1.207999945,Pointe Noire,Congo Rep,no,May brood; Winf from 1836; b=3: assumed value.
1043,Sardinella,aurita,Sardinella aurita,2088,unsexed,,NG,30.60000038,1.210000038,,Senegal,no,
1043,Sardinella,aurita,Sardinella aurita,2088,unsexed,length-frequencies,TL,26.60000038,1.25999999,Northeastern Venezuela,Venezuela,no,Growth parameter estimates represent the mean for 1967-89.
1507,Sardinella,fimbriata,Sardinella fimbriata,#N/A,unsexed,length-frequencies,TL,22.29999924,0.899999976,Guimaras Strait,Philippines,yes,L(inf.) from Wetherall plot (Refs. 13313 & 13314).
1507,Sardinella,fimbriata,Sardinella fimbriata,#N/A,unsexed,length-frequencies,NG,21.29999924,0.910000026,Leyte Gulf,Philippines,yes,
1507,Sardinella,fimbriata,Sardinella fimbriata,#N/A,unsexed,length-frequencies,TL,23.70000076,0.99000001,Leyte Gulf,Philippines,yes,L(inf.) from Wetherall plot (Refs. 13313 & 13314).
1507,Sardinella,fimbriata,Sardinella fimbriata,#N/A,unsexed,length-frequencies,NG,20.39999962,1.019999981,Leyte Gulf,Philippines,yes,
1507,Sardinella,fimbriata,Sardinella fimbriata,#N/A,unsexed,length-frequencies,NG,21.29999924,1.029999971,Visayan Sea,Philippines,yes,
1507,Sardinella,fimbriata,Sardinella fimbriata,#N/A,unsexed,length-frequencies,TL,22,1.149999976,Palawan,Philippines,yes,
1507,Sardinella,fimbriata,Sardinella fimbriata,#N/A,unsexed,length-frequencies,TL,24.79999924,1.200000048,Tayabas Bay,Philippines,yes,L(inf.) from Wetherall plot (Refs. 13313 & 13314).
1507,Sardinella,fimbriata,Sardinella fimbriata,#N/A,unsexed,length-frequencies,TL,21.70000076,1.299999952,Visakhapatnam,India,yes,
1507,Sardinella,fimbriata,Sardinella fimbriata,#N/A,unsexed,length-frequencies,TL,18,0.699999988,Manila Bay,Philippines,no,
1507,Sardinella,fimbriata,Sardinella fimbriata,#N/A,unsexed,length-frequencies,NG,18.89999962,0.870000005,Guimaras Strait,Philippines,no,
1507,Sardinella,fimbriata,Sardinella fimbriata,#N/A,unsexed,length-frequencies,NG,17,1.200000048,Manila Bay,Philippines,no,
1507,Sardinella,fimbriata,Sardinella fimbriata,#N/A,unsexed,length-frequencies,TL,18.39999962,1.315999985,Karwar,India,no,
1507,Sardinella,fimbriata,Sardinella fimbriata,#N/A,unsexed,,TL,14,1.600000024,,Philippines,no,
1508,Sardinella,gibbosa,Sardinella gibbosa,2085,unsexed,,FL,19.39999962,0.319999993,Zanzibar,Tanzania,no,
1508,Sardinella,gibbosa,Sardinella gibbosa,2085,unsexed,,,22.10000038,0.400000006,Red Sea (Egyptian coast),Egypt,no,Apparently out of range. Do not use M value for new model to predict M.
1508,Sardinella,gibbosa,Sardinella gibbosa,2085,unsexed,length-frequencies,FL,17,0.579999983,Zanzibar,Tanzania,no,
1508,Sardinella,gibbosa,Sardinella gibbosa,2085,unsexed,length-frequencies,FL,20.60000038,0.800000012,Guimaras Strait,Philippines,no,
1508,Sardinella,gibbosa,Sardinella gibbosa,2085,unsexed,,TL,17.10000038,1.080000043,Mandapam,India,no,
1508,Sardinella,gibbosa,Sardinella gibbosa,2085,unsexed,length-frequencies,TL,19.5,1.200000048,Riau Waters (Bintan),Indonesia,no,
1508,Sardinella,gibbosa,Sardinella gibbosa,2085,unsexed,length-frequencies,,14.60000038,1.379999995,Mandapam area,India,no,
1508,Sardinella,gibbosa,Sardinella gibbosa,2085,unsexed,length-frequencies,TL,21.10000038,1.399999976,Goa-Karnataka,India,no,
1508,Sardinella,gibbosa,Sardinella gibbosa,2085,unsexed,length-frequencies,TL,19.10000038,1.5,east coast,India,no,
1508,Sardinella,gibbosa,Sardinella gibbosa,2085,unsexed,length-frequencies,TL,19.70000076,1.5,Kerala,India,no,
1508,Sardinella,gibbosa,Sardinella gibbosa,2085,unsexed,length-frequencies,TL,18.60000038,1.799999952,Dar es Salaam,Tanzania,no,
1508,Sardinella,gibbosa,Sardinella gibbosa,2085,unsexed,length-frequencies,FL,17,2.200000048,Negombo,Sri Lanka,no,
1508,Sardinella,gibbosa,Sardinella gibbosa,2085,unsexed,daily otolith rings,TL,14.10000038,3.49000001,,Sri Lanka,no,parameters estimated using Beverton & Holt plot
1508,Sardinella,gibbosa,Sardinella gibbosa,2085,unsexed,daily otolith rings,,14.10000038,3.5,,Mozambique,no,
1505,Sardinella,janeiro,Sardinella janeiro,#N/A,unsexed,annuli on many otoliths,TL,27.39999962,0.430000007,southern region,Brazil,no,"Data from ECOSAR Projects II and III (IOUSP, 1995)."
1505,Sardinella,janeiro,Sardinella janeiro,#N/A,unsexed,,TL,24.39999962,0.439999998,,Brazil,no,
1505,Sardinella,janeiro,Sardinella janeiro,#N/A,unsexed,,TL,24.29999924,0.5,,Brazil,no,
1505,Sardinella,janeiro,Sardinella janeiro,#N/A,unsexed,annuli on many otoliths,TL,27.20000076,0.550000012,Southeastern coast,Brazil,no,
1505,Sardinella,janeiro,Sardinella janeiro,#N/A,unsexed,,TL,24,0.620000005,,Brazil,no,
1505,Sardinella,janeiro,Sardinella janeiro,#N/A,unsexed,,TL,26,0.620000005,,Brazil,no,
1505,Sardinella,janeiro,Sardinella janeiro,#N/A,unsexed,annuli on many otoliths,TL,22.60000038,0.718999982,Southeastern coast (22°-28°S),Brazil,no,
1505,Sardinella,janeiro,Sardinella janeiro,#N/A,unsexed,annuli on many otoliths,TL,23,0.722000003,Southeastern coast (22°-28°S),Brazil,no,
1509,Sardinella,jussieu,Sardinella jussieu,#N/A,unsexed,length-frequencies,TL,24.79999924,0.649999976,Gulf of Suez,Egypt,yes,Locality is outside distibutional range given in Ref. 188.
1510,Sardinella,lemuru,Sardinella lemuru,2892,unsexed,length-frequencies,TL,23.79999924,0.504999995,"Muntjar, Bali Strait, 50 m",Indonesia,no,
1510,Sardinella,lemuru,Sardinella lemuru,2892,unsexed,length-frequencies,TL,21.10000038,0.800000012,Bali Strait,Indonesia,no,
1510,Sardinella,lemuru,Sardinella lemuru,2892,unsexed,length-frequencies,TL,22.29999924,0.850000024,Bali Strait,Indonesia,no,
1510,Sardinella,lemuru,Sardinella lemuru,2892,unsexed,length-frequencies,NG,27,0.899999976,Visayan Sea,Philippines,no,
1510,Sardinella,lemuru,Sardinella lemuru,2892,unsexed,,SL,18.10000038,0.949999988,"Bali Strait, 50 m",Indonesia,no,
1510,Sardinella,lemuru,Sardinella lemuru,2892,unsexed,length-frequencies,TL,22.5,1,Bali Strait,Indonesia,no,
1510,Sardinella,lemuru,Sardinella lemuru,2892,unsexed,length-frequencies,FL,15.80000019,1,Ragay Gulf,Philippines,no,
1510,Sardinella,lemuru,Sardinella lemuru,2892,unsexed,length-frequencies,TL,19.39999962,1,South Sulu Sea,Philippines,no,L(inf.) from Wetherall plot (Refs. 13313 & 13314).
1510,Sardinella,lemuru,Sardinella lemuru,2892,unsexed,length-frequencies,NG,21.5,1.049999952,Visayan Sea,Philippines,no,
1510,Sardinella,lemuru,Sardinella lemuru,2892,unsexed,length-frequencies,FL,15.80000019,1.100000024,Visayas,Philippines,no,
1510,Sardinella,lemuru,Sardinella lemuru,2892,unsexed,length-frequencies,TL,23,1.100000024,Palawan,Philippines,no,
1510,Sardinella,lemuru,Sardinella lemuru,2892,unsexed,length-frequencies,TL,21,1.100000024,Manila Bay,Philippines,no,
1510,Sardinella,lemuru,Sardinella lemuru,2892,unsexed,daily otolith rings,,19.29999924,1.220000029,,Philippines,no,
1510,Sardinella,lemuru,Sardinella lemuru,2892,unsexed,length-frequencies,TL,23.20000076,1.279999971,Bali Strait,Indonesia,no,
1511,Sardinella,longiceps,Sardinella longiceps,2086,unsexed,length-frequencies,TL,27,0.400000006,,India,no,
1511,Sardinella,longiceps,Sardinella longiceps,2086,unsexed,length-frequencies,TL,20.70000076,0.5,Malabar Coast,India,no,
1511,Sardinella,longiceps,Sardinella longiceps,2086,unsexed,length-frequencies,TL,20.70000076,0.527999997,West coast,India,no,
1511,Sardinella,longiceps,Sardinella longiceps,2086,unsexed,length-frequencies,TL,20.70000076,0.527999997,Southern waters,India,no,
1511,Sardinella,longiceps,Sardinella longiceps,2086,unsexed,other annual rings,FL,24,0.550000012,Gulf of Aden,Yemen,no,data from vertebral rings
1511,Sardinella,longiceps,Sardinella longiceps,2086,unsexed,length-frequencies,TL,21,0.600000024,"Calicut, 1961-62; 1965-66",India,no,Winf from Ref. 1139
1511,Sardinella,longiceps,Sardinella longiceps,2086,unsexed,length-frequencies,TL,21,0.601999998,Karwar,India,no,k was 0.6
1511,Sardinella,longiceps,Sardinella longiceps,2086,unsexed,length-frequencies,TL,24.5,0.779999971,Mukalla-Ras Fartak,Yemen,no,
1511,Sardinella,longiceps,Sardinella longiceps,2086,unsexed,scale annual rings,TL,23.79999924,0.970000029,Gulf of Aden,Yemen,no,Also crosschecked using vertebral annuli.
1511,Sardinella,longiceps,Sardinella longiceps,2086,unsexed,length-frequencies,TL,19.20000076,1.006000042,West coast,India,no,
1511,Sardinella,longiceps,Sardinella longiceps,2086,unsexed,length-frequencies,TL,21,1.399999976,off Southwest coast,India,no,
1511,Sardinella,longiceps,Sardinella longiceps,2086,unsexed,daily otolith rings,TL,16.29999924,2.769999981,East coast,Sri Lanka,no,Parameters estimated using Beverton and Holt plot
1047,Sardinella,maderensis,Sardinella maderensis,2089,Unsexed,,,24.39999962,0.082000002,Pointe-Noire,Congo Dem Rep,no,
1047,Sardinella,maderensis,Sardinella maderensis,2089,unsexed,,TL,39.59999847,0.27700001,Pointe Noire,Congo Rep,no,Do not use M value for new model to predict M.
1047,Sardinella,maderensis,Sardinella maderensis,2089,unsexed,scale annual rings,TL,25.5,0.298000008,,Tunisia,no,
1047,Sardinella,maderensis,Sardinella maderensis,2089,unsexed,length-frequencies,FL,29.60000038,0.300000012,,Sierra Leone,no,WP= 0.10.
1047,Sardinella,maderensis,Sardinella maderensis,2089,unsexed,length-frequencies,FL,37.5,0.300000012,,Senegal,no,
1047,Sardinella,maderensis,Sardinella maderensis,2089,unsexed,,TL,37.5,0.335999995,East of Niger Delta,Nigeria,no,
1047,Sardinella,maderensis,Sardinella maderensis,2089,unsexed,,,37.5,0.340000004,"Entered as 'Niger', but probably Nigeria.",Nigeria,no,
1047,Sardinella,maderensis,Sardinella maderensis,2089,unsexed,length-frequencies,TL,32.5,0.589999974,Lobe Estuary,Cameroon,no,
1047,Sardinella,maderensis,Sardinella maderensis,2089,unsexed,,TL,35,0.60799998,,Senegal,no,
1047,Sardinella,maderensis,Sardinella maderensis,2089,unsexed,length-frequencies,TL,29.10000038,0.829999983,,Cameroon,no,
1047,Sardinella,maderensis,Sardinella maderensis,2089,unsexed,scale annual rings,TL,24.89999962,0.99000001,Pointe Noire,Congo Rep,no,
1513,Sardinella,melanura,Sardinella melanura,#N/A,unsexed,length-frequencies,SL,22.5,0.699999988,"Honda Bay, Palawan",Philippines,yes,Do not use M value for new model to predict M.
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,annuli on many otoliths,TL,30.60000038,0.224999994,"Walvis Bay, 23°S  14°E",Namibia,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,annuli on many otoliths,TL,30.60000038,0.224999994,western Cape waters,South Africa,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,30.39999962,0.231000006,,South Africa,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,male,,TL,28.5,0.280000001,Southeast Africa,South Africa,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,length-frequencies,TL,26.29999924,0.310000002,Gulf of California,Mexico,yes,Method: Shepherd's length-composition analysis
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,SL,21.20000076,0.319000006,off SE Hokkaido (Dohto region),Japan,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,length-frequencies,TL,25.89999962,0.330000013,Gulf of California,Mexico,yes,Method: Shepherd's length-composition analysis
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,length-frequencies,TL,27,0.340000004,Gulf of California,Mexico,yes,Method: Shepherd's length-composition analysis
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,annuli on many otoliths,TL,23.60000038,0.340000004,Gulf of California,Mexico,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,length-frequencies,TL,25.20000076,0.340000004,Gulf of California,Mexico,yes,Method: Shepherd's length-composition analysis
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,30,0.349999994,"Monterey, California",USA,yes,"Tagging data, plus catch curve analysis; details are insufficient to assess estimation of M."
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,length-frequencies,TL,25.29999924,0.360000014,Gulf of California,Mexico,yes,Method: Shepherd's length-composition analysis
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,scale annual rings,TL,29.89999962,0.361999989,South West Africa,Namibia,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,SL,20.5,0.367000014,off SE Hokkaido (Dohto region),Japan,yes,Do not use M value for new model to predict M.
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,scale annual rings,TL,23.60000038,0.379999995,Gulf of California,Mexico,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,length-frequencies,TL,27.39999962,0.379999995,Gulf of California,Mexico,yes,Method: Shepherd's length-composition analysis
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,length-frequencies,TL,25.70000076,0.379999995,Gulf of California,Mexico,yes,Method: Shepherd's length-composition analysis
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,length-frequencies,TL,25.20000076,0.389999986,Gulf of California,Mexico,yes,Method: Shepherd's length-composition analysis
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,length-frequencies,TL,23,0.389999986,Gulf of California,Mexico,yes,Method: Shepherd's length-composition analysis
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,length-frequencies,TL,24.39999962,0.389999986,Gulf of California,Mexico,yes,Method: Shepherd's length-composition analysis
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,annuli on many otoliths,SL,26,0.389999986,off southern California,USA,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,30.5,0.395999998,California,USA,yes,M too low (RF).
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,29.5,0.398000002,"San Francisco, California",USA,yes,Winf from Ref. 1836; M estimated using an algebraic solution roughly equivalent to plot of Z on effort (estimate very tentative).
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,length-frequencies,TL,30,0.430000007,Gulf of California,Mexico,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,length-frequencies,TL,29,0.430000007,Gulf of California,Mexico,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,31.20000076,0.439999998,,Ecuador,yes,back calculated age-length
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,29.5,0.449999988,Western Cape (33°S 17°E),South Africa,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,29.29999924,0.449999988,California,USA,yes,Winf from Ref. 1139
1477,Sardinops,sagax,Sardinops sagax,2091,female,,TL,31,0.460000008,California,USA,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,SL,20.60000038,0.460999995,off SE Hokkaido (Dohto region),Japan,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,22.39999962,0.467000008,New South Wales,Australia,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,26,0.5,Pacific coast (Baja California ?),Mexico,yes,Winf from Ref. 1836
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,29,0.5,N. West Pacific (early years),Japan,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,26.10000038,0.519999981,"San Pedro, California",USA,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,29.29999924,0.519999981,British Columbia,Can Br Colum,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,30,0.519999981,British Columbia,Can Br Colum,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,SL,22.5,0.522000015,off SE Hokkaido (Dohto region),Japan,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,SL,22.5,0.527999997,off SE Hokkaido (Dohto region),Japan,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,27.60000038,0.529999971,"San Pedro, California",USA,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,30.20000076,0.529999971,British Columbia,Can Br Colum,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,26,0.540000021,"San Pedro, California",USA,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,29.29999924,0.540000021,British Columbia,Can Br Colum,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,annuli on many otoliths,TL,24.39999962,0.550000012,Gulf of California,Mexico,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,29.10000038,0.550000012,British Columbia,Can Br Colum,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,25.70000076,0.550000012,"San Pedro, California",USA,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,26.89999962,0.560000002,"San Pedro, California",USA,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,25.10000038,0.569999993,British Columbia,Can Br Colum,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,26.79999924,0.589999974,"San Pedro, California",USA,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,NG,22.39999962,0.589999974,,Korea Rep,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,male,,TL,29,0.600000024,California,USA,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,length-frequencies,TL,27,0.600000024,Gulf of California,Mexico,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,length-frequencies,SL,22.5,0.600000024,"Guaymas, Gulf of California",Mexico,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,SL,21.20000076,0.647000015,off SE Hokkaido (Dohto region),Japan,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,27,0.649999976,,Japan,yes,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,33.79999924,0.330000013,,Peru,no,back calculated age-length
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,TL,36,0.35800001,"Walvis Bay, 20 m",Namibia,no,Do not use M value for new model to predict M.
4699,Sargocentron,diadema,Sargocentron diadema,#N/A,unsexed,,TL,16.79999924,1.128999949,"Eilat, Red Sea",Israel,no,
5841,Sargocentron,microstoma,Sargocentron microstoma,#N/A,unsexed,length-frequencies,TL,18.60000038,1,"Tiahura reef, Moorea Island",Fr Polynesia,no,
204,Sarpa,salpa,Sarpa salpa,2397,female,annuli on many otoliths,TL,49.90000153,0.201000005,,Canary Is,no,
204,Sarpa,salpa,Sarpa salpa,2397,male,annuli on many otoliths,TL,44.70000076,0.228,,Canary Is,no,
204,Sarpa,salpa,Sarpa salpa,2397,Mixed,annuli on many otoliths,TL,37.29999924,0.270000011,W. Italian coasts,Italy,no,
4764,Saurida,elongata,Saurida elongata,#N/A,unsexed,length-frequencies,TL,46.09999847,0.939999998,Gulf of Thailand (southern),Thailand,no,
4764,Saurida,elongata,Saurida elongata,#N/A,female,,TL,41.59999847,1.190000057,Gulf of Thailand (upper part),Thailand,no,
4764,Saurida,elongata,Saurida elongata,#N/A,male,,TL,40,1.220000029,Gulf of Thailand,Thailand,no,
4764,Saurida,elongata,Saurida elongata,#N/A,female,,TL,42.40000153,1.24000001,Gulf of Thailand,Thailand,no,
4764,Saurida,elongata,Saurida elongata,#N/A,male,,TL,37.70000076,1.24000001,Gulf of Thailand (upper part),Thailand,no,
4828,Saurida,longimanus,Saurida longimanus,#N/A,unsexed,length-frequencies,TL,37.90000153,0.349999994,Peninsular east coast,Malaysia,yes,
4828,Saurida,longimanus,Saurida longimanus,#N/A,unsexed,length-frequencies,TL,21.20000076,0.949999988,Java Sea (Central Java),Indonesia,no,
4828,Saurida,longimanus,Saurida longimanus,#N/A,unsexed,length-frequencies,TL,30,1,Peninsular west coast,Malaysia,no,
4467,Saurida,micropectoralis,Saurida micropectoralis,#N/A,mixed,length-frequencies,SL,41.5,0.400999993,"Cleveland Bay, North Queensland",Australia,no,
4467,Saurida,micropectoralis,Saurida micropectoralis,#N/A,unsexed,length-frequencies,TL,42,0.879999995,Java Sea (Central Java),Indonesia,no,
6479,Saurida,tumbil,Saurida tumbil,2984,female,length-frequencies,FL,62.40000153,0.082999997,Southern East China Sea,Taiwan,yes,
6479,Saurida,tumbil,Saurida tumbil,2984,female,scale annual rings,FL,79.5,0.096000001,Gulf of Tonkin,Viet Nam,yes,
6479,Saurida,tumbil,Saurida tumbil,2984,female,scale annual rings,FL,74.19999695,0.104000002,,Taiwan,yes,
6479,Saurida,tumbil,Saurida tumbil,2984,male,scale annual rings,FL,78.30000305,0.079000004,Gulf of Tonkin,Viet Nam,no,
6479,Saurida,tumbil,Saurida tumbil,2984,male,length-frequencies,FL,52.79999924,0.092,Southern East China Sea,Taiwan,no,
6479,Saurida,tumbil,Saurida tumbil,2984,unsexed,,,83,0.111000001,"South Fujian, Taiwan Bank",Taiwan,no,
6479,Saurida,tumbil,Saurida tumbil,2984,male,scale annual rings,FL,68.69999695,0.118000001,,Taiwan,no,
6479,Saurida,tumbil,Saurida tumbil,2984,mixed,length-frequencies,FL,61.70000076,0.133000001,Southern East China Sea,Taiwan,no,
6479,Saurida,tumbil,Saurida tumbil,2984,unsexed,length-frequencies,TL,63.70000076,0.248999998,Northwestern Bay of Bengal,India,no,
6479,Saurida,tumbil,Saurida tumbil,2984,unsexed,,TL,69.5,0.286000013,"28°N 124°E, East China Sea",China Main,no,"M estimated from data in Shindo, 1972."
6479,Saurida,tumbil,Saurida tumbil,2984,unsexed,,TL,43.59999847,0.430999994,Mouth of Manila Bay,Philippines,no,
6479,Saurida,tumbil,Saurida tumbil,2984,unsexed,length-frequencies,TL,63.5,0.439999998,Sarawak,Malaysia,no,
6479,Saurida,tumbil,Saurida tumbil,2984,unsexed,length-frequencies,FL,45,0.550000012,Visayas,Philippines,no,
6479,Saurida,tumbil,Saurida tumbil,2984,unsexed,length-frequencies,FL,39,0.63499999,Bay of Bengal,Bangladesh,no,
6479,Saurida,tumbil,Saurida tumbil,2984,unsexed,length-frequencies,FL,43,0.639999986,Samar Sea,Philippines,no,
6479,Saurida,tumbil,Saurida tumbil,2984,unsexed,length-frequencies,TL,54,0.649999976,,Brunei Darsm,no,Trawl survey data from a lightly exploited population (E=0.04).
6479,Saurida,tumbil,Saurida tumbil,2984,unsexed,length-frequencies,FL,53,0.699999988,Ragay Gulf,Philippines,no,
6479,Saurida,tumbil,Saurida tumbil,2984,unsexed,length-frequencies,FL,41,0.699999988,Visayan Sea,Philippines,no,
6479,Saurida,tumbil,Saurida tumbil,2984,mixed,length-frequencies,TL,60.5,0.720000029,Mumbai coast,India,no,"Length range 11.0 - 51.3 cm TL, n=2360, Z=5.35."
6479,Saurida,tumbil,Saurida tumbil,2984,unsexed,length-frequencies,TL,62.59999847,0.800000012,Peninsular east coast,Malaysia,no,
6479,Saurida,tumbil,Saurida tumbil,2984,unsexed,length-frequencies,TL,41.79999924,0.949999988,Bay of Bengal,Bangladesh,no,
6479,Saurida,tumbil,Saurida tumbil,2984,unsexed,length-frequencies,TL,46,1.299999952,Peninsular west coast,Malaysia,no,
1055,Saurida,undosquamis,Saurida undosquamis,2985,female,,,37,0.389999986,Gulf of Suez,Egypt,yes,
1055,Saurida,undosquamis,Saurida undosquamis,2985,female,,,43,0.959999979,Gulf of Thailand,Thailand,yes,
1055,Saurida,undosquamis,Saurida undosquamis,2985,female,,,42.29999924,1.019999981,Gulf of Thailand (inner),Thailand,yes,
1055,Saurida,undosquamis,Saurida undosquamis,2985,female,,,36,1.639999986,Gulf of Thailand (upper),Thailand,yes,
1055,Saurida,undosquamis,Saurida undosquamis,2985,female,,,35.20000076,2.130000114,Gulf of Thailand (upper),Thailand,yes,
