,assessid,stockid,stocklong,scientificname,FisheryType,region,areaid,areaname,assessorid,mgmt,managementauthority,Country,SpecCntryMatch,RegionFAO,confirmed
291,NZMFishINSHOREWG-TREVALLYTRE7-1944-2005-JENSEN,TREVALLYTRE7,Trevally New Zealand Areas TRE 7,Pseudocaranx dentex,Other Marine,New Zealand,New Zealand-MFish-TRE7,New Zealand Areas TRE 7,NZMFishINSHOREWG,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
292,NZMFishDEEPWATER-BLACKOREOWECR-1973-2007-JENSEN,BLACKOREOWECR,Black oreo West end of Chatham Rise,Allocyttus niger,Other Marine,New Zealand,New Zealand-MFish-WECR,West end of Chatham Rise,NZMFishDEEPWATER,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
293,NIWA-SMOOTHOREOWECR-1965-2009-CORDUE,SMOOTHOREOWECR,Smooth oreo West end of Chatham Rise,Pseudocyttus maculatus,Other Marine,New Zealand,New Zealand-MFish-WECR,West end of Chatham Rise,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
294,NIWA-SCMPWHB-1985-2010-CORDUE,SCMPWHB,Scampi Wairapa/Hawke Bay,Metanephrops challengeri,Invertebrate,New Zealand,New Zealand-MFish-WHB,Wairarapa/Hawke Bay,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
295,NIWA-HOKIWNZ-1970-2012-CORDUE,HOKIWNZ,Hoki Western New Zealand,Macruronus novaezelandiae,Gadids,New Zealand,New Zealand-MFish-WNZ,Western New Zealand,NIWA,MFish,"Ministry of Fisheries, New Zealand national management",New Zealand,1,81,1
314,NEFSC-CODGOM-1981-2011-CHING,CODGOM,Atlantic cod Gulf of Maine,Gadus morhua,Gadids,US East Coast,USA-NMFS-5Y,Gulf of Maine,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
315,NEFSC-HAD5Y-1964-2011-CHING,HAD5Y,Haddock NAFO-5Y,Melanogrammus aeglefinus,Gadids,US East Coast,USA-NMFS-5Y,Gulf of Maine,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
316,ASMFC-LOBSTERGOM-1981-2007-STANTON,LOBSTERGOM,American lobster Gulf of Maine,Homarus americanus,Invertebrate,US East Coast,USA-NMFS-5Y,Gulf of Maine,ASMFC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
317,ASMFC-PANDALGOM-1960-2009-IDOINE,PANDALGOM,Northern shrimp Gulf of Maine,Pandalus borealis,Invertebrate,US East Coast,USA-NMFS-5Y,Gulf of Maine,ASMFC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
318,NEFSC-WINFLOUND5Y-1982-2008-NITSCHKE,WINFLOUND5Y,Winter Flounder NAFO-5Y,Pseudopleuronectes americanus,Flatfish,US East Coast,USA-NMFS-5Y,Gulf of Maine,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
319,NEFSC-WITFLOUN5Y-1982-2008-WIGLEY,WITFLOUN5Y,Witch Flounder NAFO-5Y,Glyptocephalus cynoglossus,Flatfish,US East Coast,USA-NMFS-5Y,Gulf of Maine,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
320,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,BUTTERGOMCHATT,Atlantic butterfish Gulf of Maine / Cape Hatteras,Peprilus triacanthus,Other Marine,US East Coast,USA-NMFS-5YCHATT,Gulf of Maine / Cape Hatteras,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,21,1
321,NEFSC-LSKAT5YCHATT-1968-2006-SOSEBEE,LSKAT5YCHATT,Little skate Gulf of Maine / Cape Hatteras,Leucoraja erinacea,Sharks Rays and Skates,US East Coast,USA-NMFS-5YCHATT,Gulf of Maine / Cape Hatteras,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,21,1
322,NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ,MACKGOMCHATT,Atlantic mackerel Gulf of Maine / Cape Hatteras,Scomber scombrus,Forage Fish,US East Coast,USA-NMFS-5YCHATT,Gulf of Maine / Cape Hatteras,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
323,NEFSC-MONK5YCHATT-1980-2009-PROVOST,MONK5YCHATT,Monkfish Gulf of Maine / Cape Hatteras,Lophius americanus,Other Marine,US East Coast,USA-NMFS-5YCHATT,Gulf of Maine / Cape Hatteras,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
324,NEFSC-STRIPEDBASSGOMCHATT-1982-2006-SHEPHERD,STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,Morone saxatilis,Other Marine,US East Coast,USA-NMFS-5YCHATT,Gulf of Maine / Cape Hatteras,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
325,NEFSC-WSKAT5YCHATT-1967-2005-SOSEBEE,WSKAT5YCHATT,Winter skate Gulf of Maine / Cape Hatteras,Leucoraja ocellata,Sharks Rays and Skates,US East Coast,USA-NMFS-5YCHATT,Gulf of Maine / Cape Hatteras,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,21,1
326,NEFSC-BUTTERGOMCHATT-1965-2012-HIVELY,BUTTERGOMCHATT,Atlantic butterfish Gulf of Maine / Cape Hatteras,Peprilus triacanthus,Other Marine,US East Coast,USA-NMFS-5YCHATT,Gulf of Maine / Cape Hatteras,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,21,NA
4491,NEFSC-STRIPEDBASSGOMCHATT-1981-2012-HIVELY,STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,Morone saxatilis,Other Marine,US East Coast,USA-NMFS-5YCHATT,Gulf of Maine / Cape Hatteras,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,21,NA
327,NEFSC-ACADREDGOMGB-1913-2007-MILLER,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,Sebastes fasciatus,Rockfish,US East Coast,USA-NMFS-5YZ,Gulf of Maine / Georges Bank,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,21,1
328,NEFSC-AMPL5YZ-1960-2008-OBRIEN,AMPL5YZ,American Plaice NAFO-5YZ,Hippoglossoides platessoides,Flatfish,US East Coast,USA-NMFS-5YZ,Gulf of Maine / Georges Bank,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
329,NEFSC-ATHAL5YZ-1800-2007-COL,ATHAL5YZ,Atlantic Halibut NAFO-5YZ,Hippoglossus hippoglossus,Flatfish,US East Coast,USA-NMFS-5YZ,Gulf of Maine / Georges Bank,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
330,NEFSC-POLL5YZ-1960-2009-CHING,POLL5YZ,Pollock NAFO-5YZ,Pollachius virens,Gadids,US East Coast,USA-NMFS-5YZ,Gulf of Maine / Georges Bank,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
331,NEFSC-SHAKEGOMNGB-1955-2009-CHING,SHAKEGOMNGB,Silver hake Gulf of Maine / Northern Georges Bank,Merluccius bilinearis,Gadids,US East Coast,USA-NMFS-5YZ,Gulf of Maine / Georges Bank,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
332,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,WHAKEGBGOM,White hake Georges Bank / Gulf of Maine,Urophycis tenuis,Gadids,US East Coast,USA-NMFS-5YZ,Gulf of Maine / Georges Bank,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
333,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,WINDOWGOMGB,Windowpane flounder - Gulf of Maine / Georges Bank,Scophthalmus aquosus,Flatfish,US East Coast,USA-NMFS-5YZ,Gulf of Maine / Georges Bank,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
334,NEFSC-BSKAT5YZSNE-1963-2005-SOSEBEE,BSKAT5YZSNE,Barndoor skate Gulf of Marine / Georges Bank-Southern New England,Dipturus laevis,Sharks Rays and Skates,US East Coast,USA-NMFS-5YZSNE,Gulf of Maine / Georges Bank-Southern New England,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,21,1
335,NEFSC-SSKAT5YZSNE-1963-2005-SOSEBEE,SSKAT5YZSNE,Smooth skate Gulf of Marine / Georges Bank-Southern New England,Malacoraja senta,Sharks Rays and Skates,US East Coast,USA-NMFS-5YZSNE,Gulf of Maine / Georges Bank-Southern New England,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,21,1
336,NEFSC-TSKAT5YZSNE-1963-2005-SOSEBEE,TSKAT5YZSNE,Thorny skate Gulf of Marine / Georges Bank-Southern New England,Amblyraja radiata,Sharks Rays and Skates,US East Coast,USA-NMFS-5YZSNE,Gulf of Maine / Georges Bank-Southern New England,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,21,1
337,NEFSC-CODGB-1976-2011-CHING,CODGB,Atlantic cod Georges Bank,Gadus morhua,Gadids,US East Coast,USA-NMFS-5Z,Georges Bank,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
338,NEFSC-HADGB-1931-2010-CHING,HADGB,Haddock Georges Bank,Melanogrammus aeglefinus,Gadids,US East Coast,USA-NMFS-5Z,Georges Bank,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
339,ASMFC-LOBSTERGB-1981-2007-STANTON,LOBSTERGB,American lobster Georges Bank,Homarus americanus,Invertebrate,US East Coast,USA-NMFS-5Z,Georges Bank,ASMFC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
340,NEFSC-WINFLOUN5Z-1982-2007-HENDRICKSON,WINFLOUN5Z,Winter Flounder NAFO-5Z,Pseudopleuronectes americanus,Flatfish,US East Coast,USA-NMFS-5Z,Georges Bank,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
341,NEFSC-YELLGB-1935-2008-BAUM,YELLGB,Yellowtail flounder Georges Bank,Limanda ferruginea,Flatfish,US East Coast,USA-NMFS-5Z,Georges Bank,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
342,NEFSC-WINFLOUN5Z-1964-2011-HIVELY,WINFLOUN5Z,Winter Flounder NAFO-5Z,Pseudopleuronectes americanus,Flatfish,US East Coast,USA-NMFS-5Z,Georges Bank,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,21,NA
343,NEFSC-SCALL5ZMAB-1964-2009-HIVELY,SCALL5ZMAB,Sea scallop Georges Bank and Mid-Atlantic Bight,Placopecten magellanicus,Invertebrate,US East Coast,USA-NMFS-5ZMAB,Georges Bank and Mid-Atlantic Bight,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,"21,31",NA
344,NEFSC-SCALL5ZMAB-1964-2013-HIVELY,SCALL5ZMAB,Sea scallop Georges Bank and Mid-Atlantic Bight,Placopecten magellanicus,Invertebrate,US East Coast,USA-NMFS-5ZMAB,Georges Bank and Mid-Atlantic Bight,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,"21,31",NA
345,AFSC-WPOLLAI-1976-2013-CHING,WPOLLAI,Walleye pollock Aleutian Islands,Theragra chalcogramma,Gadids,US Alaska,USA-NMFS-AI,Aleutian Islands,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
346,AFSC-GKINGCRABAIES-1990-2007-JENSEN,GKINGCRABAIES,Golden king crab Aleutian Islands Eastern segment,Lithodes aequispinus,Invertebrate,US Alaska,USA-NMFS-AIES,Aleutian Islands Eastern segment,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,1
347,AFSC-GKINGCRABAIWS-1989-2007-JENSEN,GKINGCRABAIWS,Golden king crab Aleutian Islands Western segment,Lithodes aequispinus,Invertebrate,US Alaska,USA-NMFS-AIWS,Aleutian Islands Western segment,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,1
348,SEFSC-BHEADSHARATL-1950-2005-FAUCONNET,BHEADSHARATL,Bonnethead shark Atlantic,Sphyrna tiburo,Sharks Rays and Skates,Atlantic Ocean,USA-NMFS-ATL,Atlantic,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,"21,31",1
349,SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,BNOSESHARATL,Blacknose shark Atlantic,Carcharhinus acronotus,Sharks Rays and Skates,Atlantic Ocean,USA-NMFS-ATL,Atlantic,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,"21,31",1
350,SEFSC-BTIPSHARATL-1981-2004-FAUCONNET,BTIPSHARATL,Blacktip shark Atlantic,Carcharhinus limbatus,Sharks Rays and Skates,Atlantic Ocean,USA-NMFS-ATL,Atlantic,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,"21,31",1
351,SEFSC-FTOOTHSHARATL-1976-2005-FAUCONNET,FTOOTHSHARATL,Finetooth shark Atlantic,Carcharhinus isodon,Sharks Rays and Skates,Atlantic Ocean,USA-NMFS-ATL,Atlantic,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,"21,31",1
352,NMFS-MENATLAN-1940-2005-STANTON,MENATLAN,Atlantic menhaden Atlantic,Brevoortia tyrannus,Forage Fish,US East Coast,USA-NMFS-ATL,Atlantic,NMFS,NMFS,"National Marine Fisheries Service, US national management",USA,1,"21,31",1
353,SEFSC-SBARSHARATL-1975-2004-FAUCONNET,SBARSHARATL,Sandbar shark Atlantic,Carcharhinus plumbeus,Sharks Rays and Skates,Atlantic Ocean,USA-NMFS-ATL,Atlantic,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,"21,31",1
354,SEFSC-SNOSESHARATL-1950-2005-FAUCONNET,SNOSESHARATL,Atlantic sharpnose shark Atlantic,Rhizoprionodon terraenovae,Sharks Rays and Skates,Atlantic Ocean,USA-NMFS-ATL,Atlantic,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,"21,31",1
4510,SEFSC-BHEADSHARATL-1950-2011-HIVELY,BHEADSHARATL,Bonnethead shark Atlantic,Sphyrna tiburo,Sharks Rays and Skates,Atlantic Ocean,USA-NMFS-ATL,Atlantic,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,"21,31",NA
355,NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD,BLUEFISHATLC,Bluefish Atlantic Coast,Pomatomus saltatrix,Other Marine,US East Coast,USA-NMFS-ATLC,Atlantic Coast,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
356,NEFSC-QUAHATLC-1978-2008-CHUTE,QUAHATLC,Ocean quahog Atlantic Coast,Arctica islandica,Invertebrate,US East Coast,USA-NMFS-ATLC,Atlantic Coast,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
357,NEFSC-SDOGATLC-1962-2006-SOSEBEE,SDOGATLC,Spiny dogfish Atlantic Coast,Squalus acanthias,Sharks Rays and Skates,US East Coast,USA-NMFS-ATLC,Atlantic Coast,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
358,NEFSC-WEAKFISHATLC-1981-2008-STANTON,WEAKFISHATLC,Weakfish Atlantic Coast,Cynoscion regalis,Other Marine,US East Coast,USA-NMFS-ATLC,Atlantic Coast,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
359,SEFSC-LISQUIDATLC-1963-2009-HIVELY,LISQUIDATLC,Longfin inshore squid Atlantic Coast,Loligo pealeii,Invertebrate,US Southeast and Gulf,USA-NMFS-ATLC,Atlantic Coast,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,NA
360,AFSC-RKCRABBB-1960-2008-JENSEN,RKCRABBB,Red king crab Bristol Bay,Paralithodes camtschaticus,Invertebrate,US Alaska,USA-NMFS-BB,Bristol Bay,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,1
361,AFSC-SNOWCRABBS-1979-2008-JENSEN,SNOWCRABBS,Snow crab Bering Sea,Chionoecetes opilio,Invertebrate,US Alaska,USA-NMFS-BS,Bering Sea,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,?
362,AFSC-SNOWCRABBS-1978-2013-HIVELY,SNOWCRABBS,Snow crab Bering Sea,Chionoecetes opilio,Invertebrate,US Alaska,USA-NMFS-BS,Bering Sea,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,NA
363,AFSC-ALPLAICBSAI-1972-2010-STACHURA,ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,Pleuronectes quadrituberculatus,Flatfish,US Alaska,USA-NMFS-BSAI,Bering Sea and Aleutian Islands,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,?
364,AFSC-ARFLOUNDBSAI-1970-2010-STACHURA,ARFLOUNDBSAI,Arrowtooth flounder Bering Sea and Aleutian Islands,Reinhardtius stomias,Flatfish,US Alaska,USA-NMFS-BSAI,Bering Sea and Aleutian Islands,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,?
365,AFSC-ATKABSAI-1976-2011-STACHURA,ATKABSAI,Atka mackerel Bering Sea and Aleutian Islands,Pleurogrammus monopterygius,Other Marine,US Alaska,USA-NMFS-BSAI,Bering Sea and Aleutian Islands,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,?
366,AFSC-FLSOLEBSAI-1974-2010-STACHURA,FLSOLEBSAI,Flathead sole Bering Sea and Aleutian Islands,Hippoglossoides elassodon,Flatfish,US Alaska,USA-NMFS-BSAI,Bering Sea and Aleutian Islands,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,?
367,AFSC-GHALBSAI-1960-2009-STANTON,GHALBSAI,Greenland turbot Bering Sea and Aleutian Islands,Reinhardtius hippoglossoides,Flatfish,US Alaska,USA-NMFS-BSAI,Bering Sea and Aleutian Islands,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,?
368,AFSC-NROCKBSAI-1974-2011-STACHURA,NROCKBSAI,Northern rockfish Bering Sea and Aleutian Islands,Sebastes polyspinis,Rockfish,US Alaska,USA-NMFS-BSAI,Bering Sea and Aleutian Islands,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,?
369,AFSC-PCODBSAI-1964-2013-CHING,PCODBSAI,Pacific cod Bering Sea and Aleutian Islands,Gadus macrocephalus,Gadids,US Alaska,USA-NMFS-BSAI,Bering Sea and Aleutian Islands,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,?
370,AFSC-REYEROCKBSAI-1974-2011-STACHURA,REYEROCKBSAI,Rougheye rockfish Bering Sea and Aleutian Islands,Sebastes aleutianus,Rockfish,US Alaska,USA-NMFS-BSAI,Bering Sea and Aleutian Islands,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,?
371,AFSC-SRAKEROCKBSAI-1977-2010-STACHURA,SRAKEROCKBSAI,Shortraker rockfish Bering Sea and Aleutian Islands,Sebastes borealis,Rockfish,US Alaska,USA-NMFS-BSAI,Bering Sea and Aleutian Islands,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,?
372,AFSC-TANNERCRABBSAI-1965-2008-JENSEN,TANNERCRABBSAI,Tanner crab Bering Sea and Aleutian Islands,Chionoecetes bairdi,Invertebrate,US Alaska,USA-NMFS-BSAI,Bering Sea and Aleutian Islands,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,?
373,AFSC-YSOLEBSAI-1949-2010-STACHURA,YSOLEBSAI,Yellowfin sole Bering Sea and Aleutian Islands,Limanda aspera,Flatfish,US Alaska,USA-NMFS-BSAI,Bering Sea and Aleutian Islands,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,?
374,AFSC-TANNERCRABBSAI-1949-2013-HIVELY,TANNERCRABBSAI,Tanner crab Bering Sea and Aleutian Islands,Chionoecetes bairdi,Invertebrate,US Alaska,USA-NMFS-BSAI,Bering Sea and Aleutian Islands,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,NA
375,NWFSC-BLUEROCKCAL-1916-2007-BRANCH,BLUEROCKCAL,Blue rockfish California,Sebastes mystinus,Rockfish,US West Coast,USA-NMFS-CAL,California,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,77,1
376,PFMC-BNKROCKCAL-1979-1999-CHING,BNKROCKCAL,Bank Rockfish California,Sebastes rufus,Rockfish,US West Coast,USA-NMFS-CAL,California,PFMC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,77,1
377,NEFSC-YELLCCODGOM-1935-2008-LEGAULT,YELLCCODGOM,Yellowtail flounder Cape Cod / Gulf of Maine,Limanda ferruginea,Flatfish,US East Coast,USA-NMFS-CCOD5Y,Cape Cod / Gulf of Maine,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
378,AFSC-WPOLLEBS-1964-2013-CHING,WPOLLEBS,Walleye pollock Eastern Bering Sea,Theragra chalcogramma,Gadids,US Alaska,USA-NMFS-EBS,Eastern Bering Sea,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
379,AFSC-NRSOLEEBSAI-1971-2008-STANTON,NRSOLEEBSAI,Northern rock sole Eastern Bering Sea and Aleutian Islands,Lepidopsetta polyxystra,Flatfish,US Alaska,USA-NMFS-EBSAI,Eastern Bering Sea and Aleutian Islands,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,1
380,AFSC-PERCHEBSAI-1960-2011-STACHURA,PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,Sebastes alutus,Rockfish,US Alaska,USA-NMFS-EBSAI,Eastern Bering Sea and Aleutian Islands,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
381,AFSC-NRSOLEEBSAI-1975-2012-HIVELY,NRSOLEEBSAI,Northern rock sole Eastern Bering Sea and Aleutian Islands,Lepidopsetta polyxystra,Flatfish,US Alaska,USA-NMFS-EBSAI,Eastern Bering Sea and Aleutian Islands,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,NA
382,AFSC-SABLEFEBSAIGA-1958-2010-STACHURA,SABLEFEBSAIGA,Sablefish Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,Anoplopoma fimbria,Other Marine,US Alaska,USA-NMFS-EBSAIGA,Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
383,SEFSC-RSNAPEGM-1872-2003-STANTON,RSNAPEGM,Red snapper Eastern Gulf of Mexico,Lutjanus campechanus,Other Marine,US Alaska,USA-NMFS-EGM,Eastern Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,31,1
384,AFSC-ARFLOUNDGA-1958-2010-STACHURA,ARFLOUNDGA,Arrowtooth flounder Gulf of Alaska,Atheresthes stomias,Flatfish,US Alaska,USA-NMFS-GA,Gulf of Alaska,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
385,AFSC-DSOLEGA-1978-2009-STACHURA,DSOLEGA,Dover sole Gulf of Alaska,Microstomus pacificus,Flatfish,US Alaska,USA-NMFS-GA,Gulf of Alaska,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
386,AFSC-DUSROCKGA-1973-2010-STACHURA,DUSROCKGA,Dusky rockfish Gulf of Alaska,Sebastes variabilis,Rockfish,US Alaska,USA-NMFS-GA,Gulf of Alaska,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,1
387,AFSC-FLSOLEGA-1978-2010-STACHURA,FLSOLEGA,Flathead sole Gulf of Alaska,Hippoglossoides elassodon,Flatfish,US Alaska,USA-NMFS-GA,Gulf of Alaska,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
388,AFSC-NROCKGA-1959-2010-STACHURA,NROCKGA,Northern rockfish Gulf of Alaska,Sebastes polyspinis,Rockfish,US Alaska,USA-NMFS-GA,Gulf of Alaska,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,1
389,AFSC-PCODGA-1977-2012-CHING,PCODGA,Pacific cod Gulf of Alaska,Gadus macrocephalus,Gadids,US Alaska,USA-NMFS-GA,Gulf of Alaska,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
390,AFSC-POPERCHGA-1959-2010-STACHURA,POPERCHGA,Pacific ocean perch Gulf of Alaska,Sebastes alutus,Rockfish,US Alaska,USA-NMFS-GA,Gulf of Alaska,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
391,AFSC-REXSOLEGA-1979-2010-STACHURA,REXSOLEGA,Rex sole Gulf of Alaska,Glyptocephalus zachirus,Flatfish,US Alaska,USA-NMFS-GA,Gulf of Alaska,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
392,AFSC-REYEROCKGA-1974-2010-STACHURA,REYEROCKGA,Rougheye rockfish Gulf of Alaska,Sebastes aleutianus,Rockfish,US Alaska,USA-NMFS-GA,Gulf of Alaska,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,1
393,AFSC-WPOLLGA-1964-2012-CHING,WPOLLGA,Walleye pollock Gulf of Alaska,Theragra chalcogramma,Gadids,US Alaska,USA-NMFS-GA,Gulf of Alaska,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
394,AFSC-PCODGA-1977-2014-HIVELY,PCODGA,Pacific cod Gulf of Alaska,Gadus macrocephalus,Gadids,US Alaska,USA-NMFS-GA,Gulf of Alaska,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,NA
395,AFSC-REXSOLEGA-1979-2011-HIVELY,REXSOLEGA,Rex sole Gulf of Alaska,Glyptocephalus zachirus,Flatfish,US Alaska,USA-NMFS-GA,Gulf of Alaska,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,NA
396,AFSC-WPOLLGA-1970-2014-HIVELY,WPOLLGA,Walleye pollock Gulf of Alaska,Theragra chalcogramma,Gadids,US Alaska,USA-NMFS-GA,Gulf of Alaska,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,NA
397,SEFSC-BLACKGROUPERGM-1986-2008-THORSON,BLACKGROUPERGM,Black Grouper Gulf of Mexico,Mycteroperca bonaci,Other Marine,US Southeast and Gulf,USA-NMFS-GM,Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,31,1
398,SEFSC-BRNSHRIMPGM-1984-2011-HIVELY,BRNSHRIMPGM,Brown shrimp Gulf of Mexico,Farfantepenaeus aztecus,Invertebrate,US Southeast and Gulf,USA-NMFS-GM,Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,1
399,SEFSC-BTIPSHARGM-1981-2004-FAUCONNET,BTIPSHARGM,Blacktip shark Gulf of Mexico,Carcharhinus limbatus,Sharks Rays and Skates,US Southeast and Gulf,USA-NMFS-GM,Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,31,1
400,SEFSC-GAGGM-1963-2004-JENSEN,GAGGM,Gag Gulf of Mexico,Mycteroperca microlepis,Other Marine,US Southeast and Gulf,USA-NMFS-GM,Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,31,1
401,SEFSC-GRAMBERGM-1986-2004-JENSEN,GRAMBERGM,Greater amberjack Gulf of Mexico,Seriola dumerili,Other Marine,US Southeast and Gulf,USA-NMFS-GM,Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,31,1
