country,fishstock,tac,harvest,catchkg,tacc,isscaap,real_exvessel,real_grnwt,real_lease,real_sales
"NZ","",,,,,22,,,,
"NZ","",,,,,37,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,32,,,,
"NZ","",,,,,32,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,37,,,,
"NZ","",,,,,37,,,,
"NZ","",,,,,31,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,33,,,,
"NZ","",,,,,32,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,57,,,,
"NZ","",,,,,33,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,32,,,,
"NZ","",,,,,43,,,,
"NZ","",,,,,33,,,,
"NZ","",,,,,32,,,,
"NZ","",,,,,32,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,32,,,,
"NZ","",,,,,31,,,,
"NZ","",,,,,52,,,,
"NZ","",,,,,37,,,,
"NZ","",,,,,33,,,,
"NZ","",,,,,37,,,,
"NZ","",,,,,37,,,,
"NZ","",,,,,57,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,32,,,,
"NZ","",,,,,33,,,,
"NZ","",,,,,33,,,,
"NZ","",,,,,43,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,22,,,,
"NZ","",,,,,37,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,57,,,,
"NZ","",,,,,36,,,,
"NZ","",,,,,37,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,32,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,33,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,37,,,,
"NZ","",,,,,33,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,32,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,52,,,,
"NZ","",,,,,33,,,,
"NZ","",,,,,32,,,,
"NZ","",,,,,43,,,,
"NZ","",,,,,32,,,,
"NZ","",,,,,31,,,,
"NZ","",,,,,37,,,,
"NZ","",,,,,22,,,,
"NZ","",,,,,43,,,,
"NZ","",,,,,52,,,,
"NZ","",,,,,36,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,31,,,,
"NZ","",,,,,53,,,,
"NZ","",,,,,32,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,32,,,,
"NZ","",,,,,33,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,37,,,,
"NZ","",,,,,33,,,,
"NZ","",,,,,32,,,,
"NZ","",,,,,57,,,,
"NZ","",,,,,37,,,,
"NZ","",,,,,32,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,22,,,,
"NZ","",,,,,34,,,,
"NZ","",,,,,37,,,,
"NZ","",,,,,33,,,,
"NZ","",,,,,36,,5.061581,,
"NZ","",,,,,34,,10.11614,,
"NZ","",,,,,34,,4.540038,,
"NZ","",,,,,32,,3.384779,,
"NZ","",,,,,52,,46.53981,,
"NZ","",,,,,32,,1.607488,,
"NZ","",,,,,37,,3.292421,,
"NZ","",,,,,34,,4.55392,,
"NZ","",,,,,43,,12.69726,,
"NZ","",,,,,34,,1.882517,,
"NZ","",,,,,53,,13.88385,,
"NZ","",,,,,37,,1.173094,,
"NZ","",,,,,34,,1.381701,,
"NZ","",,,,,22,,5.54591,,
"NZ","",,,,,34,,3.166991,,
"NZ","",,,,,57,,5.760292,,
"NZ","",,,,,33,,9.378304,,
"NZ","",,,,,32,,1.604315,,
"NZ","",,,,,31,,4.410558,,
"NZ","",,,,,34,,3.9499,,
"NZ","",,,,,37,,1.55129,,
"NZ","",,,,,33,,5.707527,,
"NZ","",,,,,33,,1.369152,,
"NZ","",,,,,32,,.7960242,,
"NZ","",,,,,22,,5.787964,,
"NZ","",,,,,32,,1.689733,,
"NZ","",,,,,33,,3.012307,,
"NZ","",,,,,33,,1.117712,,
"NZ","",,,,,22,,5.358318,,
"NZ","",,,,,32,,2.306044,,
"NZ","",,,,,22,,9.09947,,
"NZ","",,,,,38,,20.09544,,
"NZ","",,,,,33,,1.385686,,
"NZ","",,,,,34,,3.551165,,
"NZ","",,,,,33,,2.12876,,
"NZ","",,,,,32,,1.375428,,
"NZ","",,,,,42,,9.494607,,
"NZ","",,,,,37,,1.429209,,
"NZ","",,,,,42,,9.494607,,
"NZ","",,,,,53,,7.254569,,
"NZ","",,,,,54,,6.886172,,
"NZ","",,,,,22,,8.512527,,
"NZ","",,,,,34,,1.372273,,
"NZ","",,,,,33,,1.91208,,
"NZ","",,,,,36,,2.371118,,
"NZ","",,,,,37,,1.240222,,
"NZ","",,,,,53,,7.254569,,
"NZ","",,,,,22,,8.512527,,
"NZ","",,,,,22,,8.512527,,
"NZ","",,,,,32,,1.031186,,
"NZ","",,,,,38,,1.384283,,
"NZ","",,,,,33,,1.348544,,
"NZ","",,,,,42,,16.27703,,
"NZ","",,,,,34,,1.561721,,
"NZ","",,,,,37,,1.17773,,
"NZ","",,,,,54,,6.10001,,
"NZ","",,,,,33,,1.418301,,
"NZ","",,,,,36,,14.99066,,
"NZ","",,,,,22,,8.932451,,
"NZ","",,,,,32,,.7906762,,
"NZ","",,,,,53,,7.138534,,
"NZ","",,,,,22,,8.932451,,
"NZ","",,,,,38,,1.285667,,
"NZ","",,,,,22,,8.932451,,
"NZ","",,,,,53,,11.0591,,
"NZ","",,,,,33,,2.677361,,
"NZ","",,,,,42,,14.58249,,
"NZ","",,,,,22,,9.690679,,
"NZ","",,,,,54,,5.904828,,
"NZ","",,,,,34,,1.41142,,
"NZ","",,,,,32,,.8430387,,
"NZ","",,,,,36,,12.32557,,
"NZ","",,,,,33,,2.035273,,
"NZ","",,,,,42,,9.728788,,
"NZ","",,,,,38,,1.194891,,
"NZ","",,,,,22,,9.690679,,
"NZ","",,,,,53,,7.330663,,
"NZ","",,,,,22,,9.690679,,
"NZ","",,,,,37,,1.043537,,
"NZ","",,,,,33,,1.255099,,
"NZ","",,,,,33,,2.590004,,
"NZ","",,,,,54,,6.000295,,
"NZ","",,,,,34,,2.11428,,
"NZ","",,,,,53,,7.724839,,
"NZ","",,,,,32,,1.884894,,
"NZ","",,,,,53,,7.99956,,
"NZ","",,,,,22,,9.983441,,
"NZ","",,,,,37,,1.122508,,
"NZ","",,,,,42,,30.60688,,
"NZ","",,,,,36,,8.243082,,
"NZ","",,,,,33,,1.476326,,
"NZ","",,,,,22,,9.983441,,
"NZ","",,,,,38,,1.069743,,
"NZ","",,,,,22,,9.983441,,
"NZ","",,,,,33,,1.341511,,
"NZ","",,,,,22,,8.9553,,
"NZ","",,,,,34,,1.189183,,
"NZ","",,,,,22,,8.9553,,
"NZ","",,,,,36,,4.34506,,
"NZ","",,,,,38,,1.103404,,
"NZ","",,,,,53,,11.74276,,
"NZ","",,,,,42,,24.75174,,
"NZ","",,,,,22,,8.9553,,
"NZ","",,,,,37,,1.120718,,
"NZ","",,,,,54,,5.5458,,
"NZ","",,,,,33,,2.875812,,
"NZ","",,,,,32,,1.13587,,
"NZ","",,,,,53,,7.973084,,
"NZ","",,,,,22,,9.42389,,
"NZ","",,,,,36,,16.34658,,
"NZ","",,,,,32,,1.221592,,
"NZ","",,,,,37,,1.200456,,
"NZ","",,,,,22,,9.42389,,
"NZ","",,,,,33,,2.957328,,
"NZ","",,,,,53,,7.695677,,
"NZ","",,,,,34,,1.435634,,
"NZ","",,,,,33,,1.385275,,
"NZ","",,,,,38,,1.238648,,
"NZ","",,,,,22,,9.42389,,
"NZ","",,,,,42,,16.11262,,
"NZ","",,,,,54,,5.744723,,
"NZ","",,,,,53,,7.726443,,
"NZ","",,,,,38,,.8311511,,
"NZ","",,,,,33,,2.707374,,
"NZ","",,,,,33,,1.389363,,
"NZ","",,,,,36,,15.5761,,
"NZ","",,,,,53,,7.591918,,
"NZ","",,,,,32,,1.006627,,
"NZ","",,,,,42,,10.52073,,
"NZ","",,,,,22,,9.887897,,
"NZ","",,,,,37,,1.127937,,
"NZ","",,,,,53,,6.466474,,
"NZ","",,,,,54,,5.692794,,
"NZ","",,,,,22,,9.887897,,
"NZ","",,,,,34,,1.262469,,
"NZ","",,,,,22,,9.887897,,
"NZ","",,,,,36,,11.92007,,
"NZ","",,,,,22,,9.561831,,
"NZ","",,,,,53,,81.09666,,
"NZ","",,,,,54,,4.964885,,
"NZ","",,,,,33,,1.250615,,
"NZ","",,,,,42,,8.706239,,
"NZ","",,,,,37,,1.259317,,
"NZ","",,,,,38,,.7282964,,
"NZ","",,,,,53,,7.280004,,
"NZ","",,,,,22,,9.561831,,
"NZ","",,,,,34,,6.562724,,
"NZ","",,,,,22,,9.561831,,
"NZ","",,,,,33,,2.739916,,
"NZ","",,,,,33,,1.15089,,
"NZ","",,,,,33,,2.695525,,
"NZ","",,,,,38,,.741865,,
"NZ","",,,,,22,,9.422276,,
"NZ","",,,,,22,,9.422276,,
"NZ","",,,,,54,,4.38083,,
"NZ","",,,,,42,,10.87173,,
"NZ","",,,,,37,,1.053831,,
"NZ","",,,,,36,,10.24266,,
"NZ","",,,,,22,,9.422276,,
"NZ","",,,,,22,,10.30087,,
"NZ","",,,,,37,,1.546515,,
"NZ","",,,,,33,,1.127188,,
"NZ","",,,,,22,,10.30087,,
"NZ","",,,,,33,,2.524302,,
"NZ","",,,,,36,,9.47191,,
"NZ","",,,,,54,,5.296527,,
"NZ","",,,,,42,,8.173156,,
"NZ","",,,,,38,,.8997834,,
"NZ","",,,,,22,,10.30087,,
"NZ","",,,,,22,,9.549435,,
"NZ","",,,,,22,,9.549435,,
"NZ","",,,,,38,,.9850098,,
"NZ","",,,,,37,,.9917971,,
"NZ","",,,,,22,,9.549435,,
"NZ","",,,,,33,,1.306478,,
"NZ","",,,,,54,,5.861734,,
"NZ","",,,,,42,,7.714977,,
"NZ","",,,,,36,,14.70962,,
"NZ","",,,,,33,,1.190677,,
"NZ","",,,,,22,,9.523221,,
"NZ","",,,,,37,,1.172114,,
"NZ","",,,,,54,,8.148834,,
"NZ","",,,,,38,,1.366327,,
"NZ","",,,,,42,,7.285606,,
"NZ","",,,,,33,,5.37118,,
"NZ","",,,,,33,,1.154529,,
"NZ","",,,,,22,,9.523221,,
"NZ","",,,,,36,,16.80041,,
"NZ","",,,,,54,,8.817024,,
"NZ","",,,,,54,,7.199399,,
"NZ","",,,,,54,,5.036869,,
"NZ","ANG11",40000,,23986,40000,22,,9.523221,,28041.83
"NZ","ANG11",40000,,22573,40000,22,,10.09027,2316.444,33294.42
"NZ","ANG11",40000,,19462,40000,22,,9.663454,1179.473,
"NZ","ANG11",40000,,10506,40000,22,,8.330302,,
"NZ","ANG11",40000,,5553,40000,22,,8.191659,,
"NZ","ANG11",40000,,15099,40000,22,,8.212854,,
"NZ","ANG11",40000,,15090,40000,22,,7.492032,,
"NZ","ANG11",40000,,19273,40000,22,,5.392301,,
"NZ","ANG12",42700,,26428,42700,22,,9.523221,529.3256,20669.79
"NZ","ANG12",42700,,22563,42700,22,,10.09027,,
"NZ","ANG12",42700,,15833,42700,22,,9.663454,,
"NZ","ANG12",42700,,7039,42700,22,,8.330302,,
"NZ","ANG12",42700,,4547,42700,22,,8.191659,,
"NZ","ANG12",42700,,14760,42700,22,,8.212854,,
"NZ","ANG12",42700,,7709,42700,22,,7.492032,,
"NZ","ANG12",42700,,7880,42700,22,,5.392301,,
"NZ","ANG13",121930,,107824,121930,22,,9.523221,572.8148,15060.93
"NZ","ANG13",121930,,69409,121930,22,,10.09027,,
"NZ","ANG13",121930,,92800,121930,22,,9.663454,,
"NZ","ANG13",121930,,121478,121930,22,,8.330302,,
"NZ","ANG13",121930,,121861,121930,22,,8.191659,,
"NZ","ANG13",121930,,121893,121930,22,,8.212854,,
"NZ","ANG13",121930,,121929,121930,22,,7.492032,,
"NZ","ANG13",121930,,121877,121930,22,,5.392301,,
"NZ","ANG13",,,,,22,,,1199.436,
"NZ","ANG14",35100,,15802,35100,22,,9.523221,,22295.04
"NZ","ANG14",35100,,20882,35100,22,,10.09027,,
"NZ","ANG14",35100,,20201,35100,22,,9.663454,,
"NZ","ANG14",35100,,18294,35100,22,,8.330302,,
"NZ","ANG14",35100,,9060,35100,22,,8.191659,,
"NZ","ANG14",35100,,13336,35100,22,,8.212854,,
"NZ","ANG14",35100,,11956,35100,22,,7.492032,,
"NZ","ANG14",35100,,14630,35100,22,,5.392301,,
"NZ","ANG15",117700,,87960,117700,22,,9.523221,475.896,24363.88
"NZ","ANG15",117700,,100715,117700,22,,10.09027,,
"NZ","ANG15",117700,,82470,117700,22,,9.663454,,
"NZ","ANG15",117700,,77348,117700,22,,8.330302,,
"NZ","ANG15",117700,,95263,117700,22,,8.191659,,
"NZ","ANG15",117700,,75232,117700,22,,8.212854,,
"NZ","ANG15",117700,,79864,117700,22,,7.492032,,11301.61
"NZ","ANG15",117700,,90837,117700,22,,5.392301,,
"NZ","ANG16",62700,,41362,62700,22,,9.523221,734.346,16483.64
"NZ","ANG16",62700,,46255,62700,22,,10.09027,,
"NZ","ANG16",62700,,32131,62700,22,,9.663454,,
"NZ","ANG16",62700,,30733,62700,22,,8.330302,,
"NZ","ANG16",62700,,44190,62700,22,,8.191659,,
"NZ","ANG16",62700,,31576,62700,22,,8.212854,,
"NZ","ANG16",62700,,48855,62700,22,,7.492032,,
"NZ","ANG16",62700,,33160,62700,22,,5.392301,,
"NZ","BAR1",8510000,,8877339,8510000,37,,1.645061,277.8471,2077.724
"NZ","BAR1",8837000,,9252485,8837000,37,,1.558761,160.624,1796.871
"NZ","BAR1",9426000,,5841261,9426000,37,,1.436391,53.09794,1770.484
"NZ","BAR1",9841000,,9159332,9841000,37,,1.277946,379.8419,1200.74
"NZ","BAR1",9957000,,9305288,9957000,37,,1.249713,134.623,1365.462
"NZ","BAR1",9957000,,6733322,9957000,37,,1.262822,209.0689,1457.715
"NZ","BAR1",9969000,,9034427,9969000,37,,1.286298,189.8405,953.4849
"NZ","BAR1",9969000,,7307508,9969000,37,,1.103939,138.1037,38877.59
"NZ","BAR1",9969000,,10026698,9969000,37,,1.014381,137.1193,2459.837
"NZ","BAR1",9969000,,11270353,9969000,37,,1.134275,124.1475,2098.494
"NZ","BAR1",11000000,,11873048,11000000,37,,.9732217,122.6782,1755.342
"NZ","BAR1",11000000,,11542877,11000000,37,,.944916,108.3414,1534.836
"NZ","BAR1",11000000,,9222863,11000000,37,,1.032837,110.8091,2152.499
"NZ","BAR1",11000000,,10032952,11000000,37,,1.027297,110.9417,2193.33
"NZ","BAR1",11000000,,7118165,11000000,37,,1.040142,103.1315,1338.224
"NZ","BAR1",11000000,,6901937,11000000,37,,.9912589,107.8739,964.1216
"NZ","BAR1",11000000,,7595276,11000000,37,,.8106744,98.36805,1766.992
"NZ","BAR1",11000000,,5948689,11000000,37,,.702616,78.71069,24.23918
"NZ","BAR1",11000000,,6085300,11000000,37,,.7372004,85.99169,1682.888
"NZ","BAR1",11000000,,7030196,11000000,37,,.7816984,81.47742,1569.304
"NZ","BAR1",11000000,,5351278,11000000,37,,.8023364,72.33826,1110.169
"NZ","BAR1",11000000,,5986653,11000000,37,,.9439741,79.28339,1482.069
"NZ","BAR10",10000,,0,10000,37,,1.645061,,
"NZ","BAR10",10000,,0,10000,37,,1.558761,,
"NZ","BAR10",10000,,0,10000,37,,1.436391,,
"NZ","BAR10",10000,,0,10000,37,,1.277946,,
"NZ","BAR10",10000,,0,10000,37,,1.249713,,
"NZ","BAR10",10000,,0,10000,37,,1.262822,,
"NZ","BAR10",10000,,17,10000,37,,1.286298,,
"NZ","BAR10",10000,,0,10000,37,,1.103939,,
"NZ","BAR10",10000,,0,10000,37,,1.014381,,
"NZ","BAR10",10000,,0,10000,37,,1.134275,,
"NZ","BAR10",10000,,0,10000,37,,.9732217,,
"NZ","BAR10",10000,,0,10000,37,,.944916,,
"NZ","BAR10",10000,,0,10000,37,,1.032837,,
"NZ","BAR10",10000,,0,10000,37,,1.027297,,
"NZ","BAR10",10000,,0,10000,37,,1.040142,,
"NZ","BAR10",10000,,0,10000,37,,.9912589,,
"NZ","BAR10",10000,,0,10000,37,,.8106744,,
"NZ","BAR10",10000,,0,10000,37,,.702616,,
"NZ","BAR10",10000,,0,10000,37,,.7372004,,
"NZ","BAR10",10000,,0,10000,37,,.7816984,,
"NZ","BAR10",10000,,0,10000,37,,.8023364,,
"NZ","BAR10",10000,,0,10000,37,,.9439741,,
"NZ","BAR4",3010000,,3084030,3010000,37,,1.645061,,
"NZ","BAR4",3010000,,1776458,3010000,37,,1.558761,,
"NZ","BAR4",3010000,,945544,3010000,37,,1.436391,77.98759,
"NZ","BAR4",3016000,,1348738,3016000,37,,1.277946,134.9851,
"NZ","BAR4",3016000,,1398989,3016000,37,,1.249713,109.4736,1003.015
"NZ","BAR4",3016000,,1156304,3016000,37,,1.262822,69.20901,1113.112
"NZ","BAR4",3016000,,2251490,3016000,37,,1.286298,107.0529,
"NZ","BAR4",3016000,,605506,3016000,37,,1.103939,69.05183,
"NZ","BAR4",3016000,,331279,3016000,37,,1.014381,80.33252,
"NZ","BAR4",3016000,,2234208,3016000,37,,1.134275,64.07615,
"NZ","BAR4",3016000,,1080902,3016000,37,,.9732217,56.11875,
"NZ","BAR4",3016000,,1966433,3016000,37,,.944916,50.30136,597.1675
"NZ","BAR4",3016000,,458578,3016000,37,,1.032837,70.05173,717.075
"NZ","BAR4",3016000,,1910626,3016000,37,,1.027297,54.83326,1275.192
"NZ","BAR4",3019000,,2121534,3019000,37,,1.040142,62.12741,683.4015
"NZ","BAR4",3019000,,1160037,3019000,37,,.9912589,64.89384,
"NZ","BAR4",3019000,,572891,3019000,37,,.8106744,58.61981,648.4978
"NZ","BAR4",3019000,,477192,3019000,37,,.702616,64.80011,
"NZ","BAR4",3019000,,97587,3019000,37,,.7372004,73.30253,
"NZ","BAR4",3019000,,686701,3019000,37,,.7816984,45.74171,
"NZ","BAR4",3019000,,3233215,3019000,37,,.8023364,74.78499,
"NZ","BAR4",3019000,,2974595,3019000,37,,.9439741,58.70919,
"NZ","BAR5",9010000,,7652675,9010000,37,,1.645061,224.7292,2753.955
"NZ","BAR5",9011000,,6456618,9011000,37,,1.558761,282.4159,
"NZ","BAR5",9011000,,5322470,9011000,37,,1.436391,82.96553,
"NZ","BAR5",9281000,,5960202,9281000,37,,1.277946,89.46689,
"NZ","BAR5",9282000,,8817065,9282000,37,,1.249713,69.53055,1292.972
"NZ","BAR5",9282000,,6897183,9282000,37,,1.262822,152.8366,1193.855
"NZ","BAR5",9282000,,7018667,9282000,37,,1.286298,111.3351,
"NZ","BAR5",9282000,,3410664,9282000,37,,1.103939,97.23624,
"NZ","BAR5",9282000,,2644612,9282000,37,,1.014381,91.41286,1016.622
"NZ","BAR5",9282000,,4323843,9282000,37,,1.134275,77.42535,
"NZ","BAR5",9282000,,2839286,9282000,37,,.9732217,65.25436,1144.561
"NZ","BAR5",9282000,,6167019,9282000,37,,.944916,68.35826,620.3835
"NZ","BAR5",7470000,,7302398,7470000,37,,1.032837,66.23073,1013.84
"NZ","BAR5",7470000,,6205018,7470000,37,,1.027297,75.23633,1242.037
"NZ","BAR5",7470000,,6101464,7470000,37,,1.040142,73.31035,
"NZ","BAR5",7470000,,5883666,7470000,37,,.9912589,77.72733,
"NZ","BAR5",7470000,,7843350,7470000,37,,.8106744,86.57332,675.7908
"NZ","BAR5",7470000,,6918809,7470000,37,,.702616,82.07241,
"NZ","BAR5",7470000,,8593163,7470000,37,,.7372004,107.9711,
"NZ","BAR5",7470000,,9479351,7470000,37,,.7816984,148.6606,
"NZ","BAR5",7470000,,6334349,7470000,37,,.8023364,133.0811,
"NZ","BAR5",7470000,,8561223,7470000,37,,.9439741,160.8528,
"NZ","BAR7",10510000,,8046222,10510000,37,,1.645061,98.06367,633.3279
"NZ","BAR7",10603000,,9546977,10603000,37,,1.558761,319.4829,991.9857
"NZ","BAR7",10702000,,8071443,10702000,37,,1.436391,280.4235,695.2512
"NZ","BAR7",10925000,,7049647,10925000,37,,1.277946,78.47972,1205.449
"NZ","BAR7",10925000,,7137965,10925000,37,,1.249713,65.09243,1189.416
"NZ","BAR7",10925000,,7326350,10925000,37,,1.262822,185.9992,1048.228
"NZ","BAR7",10925000,,10141526,10925000,37,,1.286298,92.77922,1306.046
"NZ","BAR7",10925000,,7916624,10925000,37,,1.103939,88.78091,5712.981
"NZ","BAR7",10925000,,9345343,10925000,37,,1.014381,94.18295,1741
"NZ","BAR7",10925000,,8612777,10925000,37,,1.134275,76.09043,2018.399
"NZ","BAR7",10925000,,10211935,10925000,37,,.9732217,74.38997,1201.985
"NZ","BAR7",10925000,,8716877,10925000,37,,.944916,81.25605,1128.556
"NZ","BAR7",10925000,,4427253,10925000,37,,1.032837,75.14641,1440.518
"NZ","BAR7",10925000,,3287507,10925000,37,,1.027297,58.65883,1147.673
"NZ","BAR7",10925000,,6889521,10925000,37,,1.040142,57.15722,1232.608
"NZ","BAR7",11173000,,7654528,11173000,37,,.9912589,84.26514,1349.102
"NZ","BAR7",11173000,,9024661,11173000,37,,.8106744,80.44005,1152.781
"NZ","BAR7",11173000,,9114372,11173000,37,,.702616,58.19258,
"NZ","BAR7",11173000,,12155984,11173000,37,,.7372004,69.33717,1176.273
"NZ","BAR7",11173000,,10685486,11173000,37,,.7816984,117.9828,
"NZ","BAR7",11173000,,14698804,11173000,37,,.8023364,115.1029,
"NZ","BAR7",11173000,,10451085,11173000,37,,.9439741,147.6562,1036.046
"NZ","BCO1",30000,,7838,30000,33,,7.792968,367.7388,3887.816
"NZ","BCO1",40000,,8866,40000,33,,5.747781,548.9458,4181.52
"NZ","BCO1",42000,,7835,42000,33,,3.23167,366.7076,4292.637
"NZ","BCO1",45000,,10207,45000,33,,5.264044,384.5507,3233.365
"NZ","BCO1",45000,,12138,45000,33,,5.823721,310.6684,3375.93
"NZ","BCO1",45000,,10143,45000,33,,6.237649,321.5335,3306.172
"NZ","BCO1",45000,,11501,45000,33,,6.171542,334.0052,2447.944
"NZ","BCO1",45000,,14383,45000,33,,5.372169,339.6223,4098.014
"NZ","BCO1",45000,,12588,45000,33,,4.423933,380.8869,2718.84
"NZ","BCO1",45000,,11324,45000,33,,4.847403,404.4807,4765.664
"NZ","BCO1",45000,,13099,45000,33,,4.071354,292.3395,4866.67
"NZ","BCO1",45000,,15856,45000,33,,4.270961,290.2002,1710.246
"NZ","BCO1",45000,,12372,45000,33,,3.394462,259.8282,3679.626
"NZ","BCO1",45000,,14420,45000,33,,6.841704,206.5811,2221.385
"NZ","BCO1",45000,,14873,45000,33,,5.389979,214.9608,3518.896
"NZ","BCO1",46000,,12191,46000,33,,8.865409,267.445,3141.698
"NZ","BCO1",46000,,11022,46000,33,,6.571486,426.7333,4335.919
"NZ","BCO1",46000,,8789,46000,33,,5.463817,586.4468,
"NZ","BCO1",46000,,8972,46000,33,,8.638312,578.7161,
"NZ","BCO1",46000,,6725,46000,33,,6.551806,513.4947,3328.831
"NZ","BCO1",46000,,5656,46000,33,,8.5338,365.3082,2300.399
"NZ","BCO1",46000,,6314,46000,33,,4.851828,665.4401,3370.489
"NZ","BCO10",,,,,33,,6.237649,,
"NZ","BCO2",10000,,658,10000,33,,7.792968,,
"NZ","BCO2",10000,,478,10000,33,,5.747781,,1549.757
"NZ","BCO2",10000,,1195,10000,33,,3.23167,,
"NZ","BCO2",10000,,930,10000,33,,5.264044,521.1053,
"NZ","BCO2",10000,,464,10000,33,,5.823721,676.0736,4446.996
"NZ","BCO2",10000,,1259,10000,33,,6.237649,389.3007,
"NZ","BCO2",10000,,3869,10000,33,,6.171542,787.9097,6935.604
"NZ","BCO2",10000,,1700,10000,33,,5.372169,542.55,
"NZ","BCO2",10000,,854,10000,33,,4.423933,652.3554,
"NZ","BCO2",10000,,1748,10000,33,,4.847403,566.006,8623.582
"NZ","BCO2",10000,,1639,10000,33,,4.071354,542.9163,7048.775
"NZ","BCO2",10000,,3580,10000,33,,4.270961,521.0706,9495.35
"NZ","BCO2",10000,,1726,10000,33,,3.394462,640.655,
"NZ","BCO2",10000,,1910,10000,33,,6.841704,475.6466,
"NZ","BCO2",10000,,1928,10000,33,,5.389979,789.0181,12015.44
"NZ","BCO2",10000,,2015,10000,33,,8.865409,927.8852,
"NZ","BCO2",10000,,3725,10000,33,,6.571486,946.7629,
"NZ","BCO2",10000,,4162,10000,33,,5.463817,710.1349,
"NZ","BCO2",10000,,4927,10000,33,,8.638312,673.205,
"NZ","BCO2",10000,,1296,10000,33,,6.551806,664.1345,
"NZ","BCO2",10000,,3968,10000,33,,8.5338,573.7062,
"NZ","BCO2",10000,,2562,10000,33,,4.851828,878.4557,7058.424
"NZ","BCO3",120000,,83465,120000,33,,7.792968,1176.764,4872.539
"NZ","BCO3",140000,,147699,140000,33,,5.747781,1560.348,3565.5
"NZ","BCO3",142000,,135613,142000,33,,3.23167,741.7119,6321.973
"NZ","BCO3",151000,,121039,151000,33,,5.264044,952.7438,6747.687
"NZ","BCO3",154000,,143252,154000,33,,5.823721,646.4861,5984.065
"NZ","BCO3",154000,,135040,154000,33,,6.237649,660.3693,5402.629
"NZ","BCO3",156000,,170678,156000,33,,6.171542,599.4965,6136.275
"NZ","BCO3",162000,,141652,162000,33,,5.372169,708.8381,7614.021
"NZ","BCO3",162000,,154602,162000,33,,4.423933,626.0396,23206.4
"NZ","BCO3",162000,,163974,162000,33,,4.847403,562.0013,19499.17
"NZ","BCO3",162000,,160077,162000,33,,4.071354,618.6113,20485.95
"NZ","BCO3",162000,,162914,162000,33,,4.270961,571.3719,18993.28
"NZ","BCO3",162000,,153836,162000,33,,3.394462,587.1609,18445.26
"NZ","BCO3",162000,,165398,162000,33,,6.841704,539.4062,14578
"NZ","BCO3",162000,,153794,162000,33,,5.389979,562.8743,20646.18
"NZ","BCO3",163000,,138078,163000,33,,8.865409,853.6689,25518.78
"NZ","BCO3",163000,,168956,163000,33,,6.571486,965.9883,13843.58
"NZ","BCO3",163000,,166798,163000,33,,5.463817,1159.794,
"NZ","BCO3",163000,,183165,163000,33,,8.638312,1201.391,28405.47
"NZ","BCO3",163000,,182684,163000,33,,6.551806,1209.297,34122.24
"NZ","BCO3",163000,,176933,163000,33,,8.5338,1815.903,
"NZ","BCO3",163000,,167053,163000,33,,4.851828,1742.884,
"NZ","BCO4",600000,,417000,600000,33,,7.792968,,4841.894
"NZ","BCO4",647000,,204194,647000,33,,5.747781,,
"NZ","BCO4",647000,,292611,647000,33,,3.23167,,
"NZ","BCO4",749000,,374146,749000,33,,5.264044,119.2892,2979.09
"NZ","BCO4",757000,,392248,757000,33,,5.823721,122.788,3642.217
"NZ","BCO4",757000,,378425,757000,33,,6.237649,191.7666,2860.639
"NZ","BCO4",757000,,441519,757000,33,,6.171542,172.7121,2075.4
"NZ","BCO4",757000,,473822,757000,33,,5.372169,178.9711,8039.605
"NZ","BCO4",757000,,577910,757000,33,,4.423933,405.8177,4631.585
"NZ","BCO4",757000,,475407,757000,33,,4.847403,528.6282,4644.186
"NZ","BCO4",757000,,462343,757000,33,,4.071354,314.526,9790.764
"NZ","BCO4",757000,,568841,757000,33,,4.270961,251.5068,5615.696
"NZ","BCO4",757000,,549619,757000,33,,3.394462,382.1004,4446.375
"NZ","BCO4",757000,,503355,757000,33,,6.841704,285.643,9781.998
"NZ","BCO4",757000,,626769,757000,33,,5.389979,233.5991,7844.207
"NZ","BCO4",759000,,647910,759000,33,,8.865409,288.5113,10794.23
"NZ","BCO4",759000,,724365,759000,33,,6.571486,321.2884,11758.4
