ID Number,Species,Species Group,FAO Fishing Area,SpeciesMatch,Fam/OrdMatch,Multinational?,Country Specified?,RAM II ID Number,Assessed ID,Assessed Country,UnAssessed Sp,Assessed Sp
1138,2503,36,31,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
1176,2494,36,34,1,0,1,0,97,ICCAT-SKJEATL-1950-2006-JENSEN,multinational,Katsuwonus pelamis,Katsuwonus pelamis
1217,2497,36,34,1,0,1,0,102,ICCAT-YFINATL-1970-2006-JENSEN,USA,Thunnus albacares,Thunnus albacares
1218,2498,36,34,1,0,1,0,96,ICCAT-BIGEYEATL-1950-2005-JENSEN,USA,Thunnus obesus,Thunnus obesus
1223,2503,36,34,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
1245,2497,36,31,1,0,1,0,102,ICCAT-YFINATL-1970-2006-JENSEN,USA,Thunnus albacares,Thunnus albacares
1249,2498,36,31,1,0,1,0,96,ICCAT-BIGEYEATL-1950-2005-JENSEN,USA,Thunnus obesus,Thunnus obesus
1253,2503,36,31,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
1340,2494,36,41,1,0,1,0,98,ICCAT-SKJWATL-1952-2006-JENSEN,multinational,Katsuwonus pelamis,Katsuwonus pelamis
1465,2503,36,41,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
1465,2503,36,41,1,0,1,0,101,ICCAT-SWORDSATL-1970-2005-JENSEN,multinational,Xiphias gladius,Xiphias gladius
1489,2497,36,31,1,0,1,0,102,ICCAT-YFINATL-1970-2006-JENSEN,USA,Thunnus albacares,Thunnus albacares
1490,2503,36,31,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
1588,2494,36,34,1,0,1,0,97,ICCAT-SKJEATL-1950-2006-JENSEN,multinational,Katsuwonus pelamis,Katsuwonus pelamis
1616,3024,32,47,1,0,1,0,122,MARAM-DEEPCHAKESA-1917-2008-DEDECKER,South Africa,"Merluccius capensis,M.paradox.",Merluccius paradoxus
1743,2503,36,34,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
1744,2503,36,47,1,0,1,0,101,ICCAT-SWORDSATL-1970-2005-JENSEN,multinational,Xiphias gladius,Xiphias gladius
1829,2078,35,67,1,0,0,1,70,DFO-PAC-HERRCC-1951-2007-COLLIE,Canada,Clupea pallasii,Clupea pallasii
1829,2078,35,67,1,0,0,1,71,DFO-PAC-HERRPRD-1951-2007-COLLIE,Canada,Clupea pallasii,Clupea pallasii
1829,2078,35,67,1,0,0,1,72,DFO-PAC-HERRQCI-1951-2007-COLLIE,Canada,Clupea pallasii,Clupea pallasii
1829,2078,35,67,1,0,0,1,74,DFO-PAC-HERRWCVANI-1951-2007-COLLIE,Canada,Clupea pallasii,Clupea pallasii
1847,3011,32,67,1,0,1,0,20,AFSC-PCODGA-1964-2008-MELNYCHUK,USA,Gadus macrocephalus,Gadus macrocephalus
1847,3011,32,67,1,0,0,1,75,DFO-PAC-PCODHS-1956-2005-COLLIE,Canada,Gadus macrocephalus,Gadus macrocephalus
1847,3011,32,67,1,0,0,1,76,DFO-PAC-PCODWCVANI-1956-2002-COLLIE,Canada,Gadus macrocephalus,Gadus macrocephalus
1848,2218,32,21,1,0,0,1,63,DFO-COD5Zjm-1978-2003-PREFONTAINE,Canada,Gadus morhua,Gadus morhua
1848,2218,32,21,1,0,0,1,68,DFO-NFLD-COD3Ps-1959-2004-PREFONTAINE,Canada,Gadus morhua,Gadus morhua
1848,2218,32,21,1,0,0,1,79,DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE,Canada,Gadus morhua,Gadus morhua
1848,2218,32,21,1,0,0,1,82,DFO-SG-COD4TVn-1965-2007-PREFONTAINE,Canada,Gadus morhua,Gadus morhua
1848,2218,32,21,1,0,1,1,131,NAFO-SC-COD3NO-1953-2007-BAUM,multinational,Gadus morhua,Gadus morhua
1854,3353,31,21,1,0,1,0,138,NEFSC-ATHAL5YZ-1800-2007-COL,USA,Hippoglossus hippoglossus,Hippoglossus hippoglossus
1862,2494,36,34,1,0,1,0,97,ICCAT-SKJEATL-1950-2006-JENSEN,multinational,Katsuwonus pelamis,Katsuwonus pelamis
1873,2228,32,21,1,0,0,1,144,NEFSC-HAD5Y-1956-2008-BAUM,USA,Melanogrammus aeglefinus,Melanogrammus aeglefinus
1915,3345,31,21,0,1,0,1,69,DFO-PAC-ESOLEHS-1944-2001-COLLIE,Canada,Pleuronectiformes,Parophrys vetulus
1915,3345,31,21,0,1,0,1,77,DFO-PAC-RSOLEHSTR-1945-2001-COLLIE,Canada,Pleuronectiformes,Lepidopsetta bilineata
1923,2544,31,21,1,0,1,1,132,NAFO-SC-GHAL23KLMNO-1960-2006-PREFONTAINE,multinational,Reinhardtius hippoglossoides,Reinhardtius hippoglossoides
1948,3017,32,67,1,0,1,0,31,AFSC-WPOLLAI-1976-2008-MELNYCHUK,USA,Theragra chalcogramma,Theragra chalcogramma
1948,3017,32,67,1,0,1,0,33,AFSC-WPOLLGA-1964-2008-MELNYCHUK,USA,Theragra chalcogramma,Theragra chalcogramma
1950,2496,36,77,1,0,1,0,267,SPC-ALBASPAC-1959-2006-JENSEN,multinational,Thunnus alalunga,Thunnus alalunga
1952,2496,36,81,1,0,1,0,267,SPC-ALBASPAC-1959-2006-JENSEN,multinational,Thunnus alalunga,Thunnus alalunga
1953,2497,36,34,1,0,1,0,102,ICCAT-YFINATL-1970-2006-JENSEN,USA,Thunnus albacares,Thunnus albacares
1954,2497,36,21,1,0,1,0,102,ICCAT-YFINATL-1970-2006-JENSEN,USA,Thunnus albacares,Thunnus albacares
1963,2503,36,21,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
1971,2494,36,34,1,0,1,0,97,ICCAT-SKJEATL-1950-2006-JENSEN,multinational,Katsuwonus pelamis,Katsuwonus pelamis
1984,2496,36,34,1,0,1,1,93,ICCAT-ALBANATL-1929-2005-WORM,multinational,Thunnus alalunga,Thunnus alalunga
1985,2496,36,27,1,0,1,1,93,ICCAT-ALBANATL-1929-2005-WORM,multinational,Thunnus alalunga,Thunnus alalunga
1986,2497,36,34,1,0,1,0,102,ICCAT-YFINATL-1970-2006-JENSEN,USA,Thunnus albacares,Thunnus albacares
1988,2497,36,47,1,0,1,0,102,ICCAT-YFINATL-1970-2006-JENSEN,USA,Thunnus albacares,Thunnus albacares
1989,2498,36,34,1,0,1,0,96,ICCAT-BIGEYEATL-1950-2005-JENSEN,USA,Thunnus obesus,Thunnus obesus
1990,2498,36,27,1,0,1,0,96,ICCAT-BIGEYEATL-1950-2005-JENSEN,USA,Thunnus obesus,Thunnus obesus
1991,3296,36,27,1,0,1,0,94,ICCAT-ATBTUNAEATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
1992,2503,36,34,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
1993,2494,36,34,1,0,1,0,97,ICCAT-SKJEATL-1950-2006-JENSEN,multinational,Katsuwonus pelamis,Katsuwonus pelamis
1997,2497,36,34,1,0,1,0,102,ICCAT-YFINATL-1970-2006-JENSEN,USA,Thunnus albacares,Thunnus albacares
2024,3022,32,27,1,0,1,1,324,WGSSDS-WHITVIIek-1982-2007-JENNINGS,multinational,Merlangius merlangus,Merlangius merlangus
2237,2496,36,87,1,0,1,0,267,SPC-ALBASPAC-1959-2006-JENSEN,multinational,Thunnus alalunga,Thunnus alalunga
2304,2494,36,34,1,0,1,0,97,ICCAT-SKJEATL-1950-2006-JENSEN,multinational,Katsuwonus pelamis,Katsuwonus pelamis
2307,2494,36,71,1,0,1,0,269,SPC-SKJCWPAC-1972-2006-JENSEN,USA,Katsuwonus pelamis,Katsuwonus pelamis
2410,3017,32,61,1,0,1,0,31,AFSC-WPOLLAI-1976-2008-MELNYCHUK,USA,Theragra chalcogramma,Theragra chalcogramma
2411,2496,36,34,1,0,1,1,93,ICCAT-ALBANATL-1929-2005-WORM,multinational,Thunnus alalunga,Thunnus alalunga
2412,2496,36,27,1,0,1,1,93,ICCAT-ALBANATL-1929-2005-WORM,multinational,Thunnus alalunga,Thunnus alalunga
2415,2496,36,31,1,0,1,1,93,ICCAT-ALBANATL-1929-2005-WORM,multinational,Thunnus alalunga,Thunnus alalunga
2418,2496,36,77,1,0,1,0,267,SPC-ALBASPAC-1959-2006-JENSEN,multinational,Thunnus alalunga,Thunnus alalunga
2420,2496,36,87,1,0,1,0,267,SPC-ALBASPAC-1959-2006-JENSEN,multinational,Thunnus alalunga,Thunnus alalunga
2421,2496,36,81,1,0,1,0,267,SPC-ALBASPAC-1959-2006-JENSEN,multinational,Thunnus alalunga,Thunnus alalunga
2422,2496,36,71,1,0,1,0,267,SPC-ALBASPAC-1959-2006-JENSEN,multinational,Thunnus alalunga,Thunnus alalunga
2423,2497,36,34,1,0,1,0,102,ICCAT-YFINATL-1970-2006-JENSEN,USA,Thunnus albacares,Thunnus albacares
2425,2497,36,47,1,0,1,0,102,ICCAT-YFINATL-1970-2006-JENSEN,USA,Thunnus albacares,Thunnus albacares
2427,2497,36,31,1,0,1,0,102,ICCAT-YFINATL-1970-2006-JENSEN,USA,Thunnus albacares,Thunnus albacares
2436,2498,36,34,1,0,1,0,96,ICCAT-BIGEYEATL-1950-2005-JENSEN,USA,Thunnus obesus,Thunnus obesus
2437,2498,36,27,1,0,1,0,96,ICCAT-BIGEYEATL-1950-2005-JENSEN,USA,Thunnus obesus,Thunnus obesus
2438,2498,36,47,1,0,1,0,96,ICCAT-BIGEYEATL-1950-2005-JENSEN,USA,Thunnus obesus,Thunnus obesus
2440,2498,36,31,1,0,1,0,96,ICCAT-BIGEYEATL-1950-2005-JENSEN,USA,Thunnus obesus,Thunnus obesus
2444,2498,36,61,1,0,1,0,268,SPC-BIGEYEWPO-1952-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
2447,2498,36,71,1,0,1,0,268,SPC-BIGEYEWPO-1952-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
2449,3296,36,27,1,0,1,0,94,ICCAT-ATBTUNAEATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
2450,3296,36,37,1,0,1,0,94,ICCAT-ATBTUNAEATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
2457,2503,36,34,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
2458,2503,36,27,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
2459,2503,36,47,1,0,1,0,101,ICCAT-SWORDSATL-1970-2005-JENSEN,multinational,Xiphias gladius,Xiphias gladius
2460,2503,36,41,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
2460,2503,36,41,1,0,1,0,101,ICCAT-SWORDSATL-1970-2005-JENSEN,multinational,Xiphias gladius,Xiphias gladius
2461,2503,36,31,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
2589,2497,36,31,1,0,1,0,102,ICCAT-YFINATL-1970-2006-JENSEN,USA,Thunnus albacares,Thunnus albacares
2621,2503,36,34,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
2633,3024,32,47,1,0,1,0,122,MARAM-DEEPCHAKESA-1917-2008-DEDECKER,South Africa,"Merluccius capensis,M.paradox.",Merluccius paradoxus
2664,2494,36,34,1,0,1,0,97,ICCAT-SKJEATL-1950-2006-JENSEN,multinational,Katsuwonus pelamis,Katsuwonus pelamis
2694,2497,36,34,1,0,1,0,102,ICCAT-YFINATL-1970-2006-JENSEN,USA,Thunnus albacares,Thunnus albacares
2695,2498,36,34,1,0,1,0,96,ICCAT-BIGEYEATL-1950-2005-JENSEN,USA,Thunnus obesus,Thunnus obesus
2712,2494,36,71,1,0,1,0,269,SPC-SKJCWPAC-1972-2006-JENSEN,USA,Katsuwonus pelamis,Katsuwonus pelamis
2730,2496,36,77,1,0,1,0,267,SPC-ALBASPAC-1959-2006-JENSEN,multinational,Thunnus alalunga,Thunnus alalunga
2731,2496,36,87,1,0,1,0,267,SPC-ALBASPAC-1959-2006-JENSEN,multinational,Thunnus alalunga,Thunnus alalunga
2732,2496,36,81,1,0,1,0,267,SPC-ALBASPAC-1959-2006-JENSEN,multinational,Thunnus alalunga,Thunnus alalunga
2733,2496,36,71,1,0,1,0,267,SPC-ALBASPAC-1959-2006-JENSEN,multinational,Thunnus alalunga,Thunnus alalunga
2739,2498,36,71,1,0,1,0,268,SPC-BIGEYEWPO-1952-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
2786,2503,36,31,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
2869,3296,36,37,1,0,1,0,94,ICCAT-ATBTUNAEATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
2875,2503,36,37,1,0,1,0,99,ICCAT-SWORDMED-1968-2006-JENSEN,multinational,Xiphias gladius,Xiphias gladius
2931,3353,31,21,1,0,1,0,138,NEFSC-ATHAL5YZ-1800-2007-COL,USA,Hippoglossus hippoglossus,Hippoglossus hippoglossus
2936,2494,36,34,1,0,1,0,97,ICCAT-SKJEATL-1950-2006-JENSEN,multinational,Katsuwonus pelamis,Katsuwonus pelamis
2959,3024,32,47,1,0,1,0,122,MARAM-DEEPCHAKESA-1917-2008-DEDECKER,South Africa,"Merluccius capensis,M.paradox.",Merluccius paradoxus
3032,2496,36,34,1,0,1,1,93,ICCAT-ALBANATL-1929-2005-WORM,multinational,Thunnus alalunga,Thunnus alalunga
3033,2496,36,31,1,0,1,1,93,ICCAT-ALBANATL-1929-2005-WORM,multinational,Thunnus alalunga,Thunnus alalunga
3034,2496,36,87,1,0,1,0,267,SPC-ALBASPAC-1959-2006-JENSEN,multinational,Thunnus alalunga,Thunnus alalunga
3035,2497,36,34,1,0,1,0,102,ICCAT-YFINATL-1970-2006-JENSEN,USA,Thunnus albacares,Thunnus albacares
3036,2497,36,31,1,0,1,0,102,ICCAT-YFINATL-1970-2006-JENSEN,USA,Thunnus albacares,Thunnus albacares
3038,2498,36,34,1,0,1,0,96,ICCAT-BIGEYEATL-1950-2005-JENSEN,USA,Thunnus obesus,Thunnus obesus
3039,2498,36,31,1,0,1,0,96,ICCAT-BIGEYEATL-1950-2005-JENSEN,USA,Thunnus obesus,Thunnus obesus
3052,2503,36,34,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
3053,2503,36,31,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
3122,3296,36,37,1,0,1,0,94,ICCAT-ATBTUNAEATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
3127,2503,36,37,1,0,1,0,99,ICCAT-SWORDMED-1968-2006-JENSEN,multinational,Xiphias gladius,Xiphias gladius
3201,2494,36,34,1,0,1,0,97,ICCAT-SKJEATL-1950-2006-JENSEN,multinational,Katsuwonus pelamis,Katsuwonus pelamis
3236,2496,36,34,1,0,1,1,93,ICCAT-ALBANATL-1929-2005-WORM,multinational,Thunnus alalunga,Thunnus alalunga
3237,2497,36,34,1,0,1,0,102,ICCAT-YFINATL-1970-2006-JENSEN,USA,Thunnus albacares,Thunnus albacares
3238,2498,36,34,1,0,1,0,96,ICCAT-BIGEYEATL-1950-2005-JENSEN,USA,Thunnus obesus,Thunnus obesus
3241,2503,36,34,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
3245,3260,33,27,0,1,1,1,315,WGNSSK-SEELNS-1983-2007-MINTO,multinational,Ammodytes spp,Ammodytes marinus
3280,2218,32,27,1,0,1,1,202,NWWG-CODFAPL-1959-2006-MINTO,multinational,Gadus morhua,Gadus morhua
3280,2218,32,27,1,0,1,1,281,WGBFAS-CODBA2224-1969-2007-JENNINGS,multinational,Gadus morhua,Gadus morhua
3280,2218,32,27,1,0,1,1,282,WGBFAS-CODBA2532-1964-2007-JENNINGS,multinational,Gadus morhua,Gadus morhua
3280,2218,32,27,1,0,1,1,283,WGBFAS-CODKAT-1970-2006-MINTO,multinational,Gadus morhua,Gadus morhua
3280,2218,32,27,1,0,1,1,301,WGNSDS-CODVIa-1977-2006-MINTO,multinational,Gadus morhua,Gadus morhua
3280,2218,32,27,1,0,1,1,307,WGNSSK-CODNS-1962-2007-MINTO,multinational,Gadus morhua,Gadus morhua
3287,3353,31,21,1,0,1,0,138,NEFSC-ATHAL5YZ-1800-2007-COL,USA,Hippoglossus hippoglossus,Hippoglossus hippoglossus
3300,2228,32,27,1,0,1,1,308,WGNSSK-HADNS-IIIa-1963-2006-MINTO,multinational,Melanogrammus aeglefinus,Melanogrammus aeglefinus
3301,3022,32,27,1,0,1,1,318,WGNSSK-WHITNS-VIId-IIIa-1979-2006-MINTO,multinational,Merlangius merlangus,Merlangius merlangus
3301,3022,32,27,1,0,1,1,324,WGSSDS-WHITVIIek-1982-2007-JENNINGS,multinational,Merlangius merlangus,Merlangius merlangus
3302,2238,32,27,1,0,1,1,292,WGHMM-HAKENRTN-1977-2007-JENNINGS,multinational,Merluccius merluccius,Merluccius merluccius
3331,3354,31,27,1,0,1,1,321,WGSSDS-PLAICECHW-1975-2006-JENNINGS,multinational,Pleuronectes platessa,Pleuronectes platessa
3338,2544,31,27,1,0,1,1,38,AFWG-GHALNEAR-1959-2007-JENNINGS,multinational,Reinhardtius hippoglossoides,Reinhardtius hippoglossoides
3339,2544,31,21,1,0,1,1,132,NAFO-SC-GHAL23KLMNO-1960-2006-PREFONTAINE,multinational,Reinhardtius hippoglossoides,Reinhardtius hippoglossoides
3351,2473,37,27,1,0,1,1,297,WGMHSA-MACKNEICES-1972-2007-JENNINGS,multinational,Scomber scombrus,Scomber scombrus
3358,3367,31,27,1,0,1,1,289,WGBFAS-SOLEIIIa-1982-2007-JENNINGS,multinational,Solea solea,Solea vulgaris
3358,3367,31,27,1,0,1,1,322,WGSSDS-SOLECS-1970-2006-JENNINGS,multinational,Solea solea,Solea vulgaris
3360,2102,35,27,1,0,1,1,290,WGBFAS-SPRAT22-32-1973-2007-JENNINGS,multinational,Sprattus sprattus,Sprattus sprattus
3362,3296,36,27,1,0,1,0,94,ICCAT-ATBTUNAEATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
3367,3019,32,27,1,0,1,1,310,WGNSSK-NPOUTNS-1983-2007-MINTO,multinational,Trisopterus esmarkii,Trisopterus esmarkii
3392,2497,36,31,1,0,1,0,102,ICCAT-YFINATL-1970-2006-JENSEN,USA,Thunnus albacares,Thunnus albacares
3394,2498,36,31,1,0,1,0,96,ICCAT-BIGEYEATL-1950-2005-JENSEN,USA,Thunnus obesus,Thunnus obesus
3395,2503,36,31,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
3452,2496,36,31,1,0,1,1,93,ICCAT-ALBANATL-1929-2005-WORM,multinational,Thunnus alalunga,Thunnus alalunga
3453,2497,36,31,1,0,1,0,102,ICCAT-YFINATL-1970-2006-JENSEN,USA,Thunnus albacares,Thunnus albacares
3552,2496,36,77,1,0,1,0,267,SPC-ALBASPAC-1959-2006-JENSEN,multinational,Thunnus alalunga,Thunnus alalunga
3692,2494,36,34,1,0,1,0,97,ICCAT-SKJEATL-1950-2006-JENSEN,multinational,Katsuwonus pelamis,Katsuwonus pelamis
3702,2497,36,34,1,0,1,0,102,ICCAT-YFINATL-1970-2006-JENSEN,USA,Thunnus albacares,Thunnus albacares
3703,2498,36,34,1,0,1,0,96,ICCAT-BIGEYEATL-1950-2005-JENSEN,USA,Thunnus obesus,Thunnus obesus
3812,2218,32,27,1,0,1,1,281,WGBFAS-CODBA2224-1969-2007-JENNINGS,multinational,Gadus morhua,Gadus morhua
3812,2218,32,27,1,0,1,1,282,WGBFAS-CODBA2532-1964-2007-JENNINGS,multinational,Gadus morhua,Gadus morhua
3813,2218,32,21,1,0,1,1,131,NAFO-SC-COD3NO-1953-2007-BAUM,multinational,Gadus morhua,Gadus morhua
3825,3353,31,21,1,0,1,0,138,NEFSC-ATHAL5YZ-1800-2007-COL,USA,Hippoglossus hippoglossus,Hippoglossus hippoglossus
3829,2494,36,34,1,0,1,0,97,ICCAT-SKJEATL-1950-2006-JENSEN,multinational,Katsuwonus pelamis,Katsuwonus pelamis
3855,3024,32,47,1,0,1,0,122,MARAM-DEEPCHAKESA-1917-2008-DEDECKER,South Africa,"Merluccius capensis,M.paradox.",Merluccius paradoxus
3901,2544,31,27,1,0,1,1,38,AFWG-GHALNEAR-1959-2007-JENNINGS,multinational,Reinhardtius hippoglossoides,Reinhardtius hippoglossoides
3902,2544,31,21,1,0,1,1,132,NAFO-SC-GHAL23KLMNO-1960-2006-PREFONTAINE,multinational,Reinhardtius hippoglossoides,Reinhardtius hippoglossoides
3941,2102,35,27,1,0,1,1,290,WGBFAS-SPRAT22-32-1973-2007-JENNINGS,multinational,Sprattus sprattus,Sprattus sprattus
3947,2497,36,34,1,0,1,0,102,ICCAT-YFINATL-1970-2006-JENSEN,USA,Thunnus albacares,Thunnus albacares
4023,3260,33,27,0,1,1,1,315,WGNSSK-SEELNS-1983-2007-MINTO,multinational,Ammodytes spp,Ammodytes marinus
4055,3353,31,21,1,0,1,0,138,NEFSC-ATHAL5YZ-1800-2007-COL,USA,Hippoglossus hippoglossus,Hippoglossus hippoglossus
4068,2228,32,27,1,0,1,1,40,AFWG-HADNEAR-1947-2006-MINTO,multinational,Melanogrammus aeglefinus,Melanogrammus aeglefinus
4068,2228,32,27,1,0,1,1,204,NWWG-HADFAPL-1955-2006-MINTO,multinational,Melanogrammus aeglefinus,Melanogrammus aeglefinus
4068,2228,32,27,1,0,1,1,303,WGNSDS-HADVIa-1977-2006-MINTO,multinational,Melanogrammus aeglefinus,Melanogrammus aeglefinus
4068,2228,32,27,1,0,1,1,308,WGNSSK-HADNS-IIIa-1963-2006-MINTO,multinational,Melanogrammus aeglefinus,Melanogrammus aeglefinus
4070,3022,32,27,1,0,1,1,318,WGNSSK-WHITNS-VIId-IIIa-1979-2006-MINTO,multinational,Merlangius merlangus,Merlangius merlangus
4099,2544,31,27,1,0,1,1,38,AFWG-GHALNEAR-1959-2007-JENNINGS,multinational,Reinhardtius hippoglossoides,Reinhardtius hippoglossoides
4103,2473,37,27,1,0,1,1,297,WGMHSA-MACKNEICES-1972-2007-JENNINGS,multinational,Scomber scombrus,Scomber scombrus
4113,2498,36,27,1,0,1,0,96,ICCAT-BIGEYEATL-1950-2005-JENSEN,USA,Thunnus obesus,Thunnus obesus
4114,3296,36,27,1,0,1,0,94,ICCAT-ATBTUNAEATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
4121,2503,36,27,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
4145,2494,36,71,1,0,1,0,269,SPC-SKJCWPAC-1972-2006-JENSEN,USA,Katsuwonus pelamis,Katsuwonus pelamis
4173,2496,36,71,1,0,1,0,267,SPC-ALBASPAC-1959-2006-JENSEN,multinational,Thunnus alalunga,Thunnus alalunga
4175,2498,36,71,1,0,1,0,268,SPC-BIGEYEWPO-1952-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
4194,2218,32,27,1,0,1,1,281,WGBFAS-CODBA2224-1969-2007-JENNINGS,multinational,Gadus morhua,Gadus morhua
4194,2218,32,27,1,0,1,1,282,WGBFAS-CODBA2532-1964-2007-JENNINGS,multinational,Gadus morhua,Gadus morhua
4226,2102,35,27,1,0,1,1,290,WGBFAS-SPRAT22-32-1973-2007-JENNINGS,multinational,Sprattus sprattus,Sprattus sprattus
4336,2439,34,58,1,0,1,0,124,MARAM-PTOOTHFISHPEI-1960-2008-DEDECKER,South Africa,Dissostichus eleginoides,Dissostichus eleginoides
4354,2218,32,27,1,0,1,1,202,NWWG-CODFAPL-1959-2006-MINTO,multinational,Gadus morhua,Gadus morhua
4354,2218,32,27,1,0,1,1,300,WGNSDS-CODIS-1968-2006-MINTO,multinational,Gadus morhua,Gadus morhua
4354,2218,32,27,1,0,1,1,301,WGNSDS-CODVIa-1977-2006-MINTO,multinational,Gadus morhua,Gadus morhua
4354,2218,32,27,1,0,1,1,307,WGNSSK-CODNS-1962-2007-MINTO,multinational,Gadus morhua,Gadus morhua
4380,3353,31,21,1,0,1,0,138,NEFSC-ATHAL5YZ-1800-2007-COL,USA,Hippoglossus hippoglossus,Hippoglossus hippoglossus
4391,2494,36,34,1,0,1,0,97,ICCAT-SKJEATL-1950-2006-JENSEN,multinational,Katsuwonus pelamis,Katsuwonus pelamis
4436,2228,32,27,1,0,1,1,40,AFWG-HADNEAR-1947-2006-MINTO,multinational,Melanogrammus aeglefinus,Melanogrammus aeglefinus
4436,2228,32,27,1,0,1,1,204,NWWG-HADFAPL-1955-2006-MINTO,multinational,Melanogrammus aeglefinus,Melanogrammus aeglefinus
4436,2228,32,27,1,0,1,1,303,WGNSDS-HADVIa-1977-2006-MINTO,multinational,Melanogrammus aeglefinus,Melanogrammus aeglefinus
4436,2228,32,27,1,0,1,1,308,WGNSSK-HADNS-IIIa-1963-2006-MINTO,multinational,Melanogrammus aeglefinus,Melanogrammus aeglefinus
4439,3022,32,27,1,0,1,1,318,WGNSSK-WHITNS-VIId-IIIa-1979-2006-MINTO,multinational,Merlangius merlangus,Merlangius merlangus
4439,3022,32,27,1,0,1,1,324,WGSSDS-WHITVIIek-1982-2007-JENNINGS,multinational,Merlangius merlangus,Merlangius merlangus
4441,3024,32,47,1,0,1,0,122,MARAM-DEEPCHAKESA-1917-2008-DEDECKER,South Africa,"Merluccius capensis,M.paradox.",Merluccius paradoxus
4443,2238,32,27,1,0,1,1,292,WGHMM-HAKENRTN-1977-2007-JENNINGS,multinational,Merluccius merluccius,Merluccius merluccius
4548,3354,31,27,1,0,1,1,304,WGNSDS-PLAICIS-1962-2006-MINTO,multinational,Pleuronectes platessa,Pleuronectes platessa
4548,3354,31,27,1,0,1,1,321,WGSSDS-PLAICECHW-1975-2006-JENNINGS,multinational,Pleuronectes platessa,Pleuronectes platessa
4588,2544,31,27,1,0,1,1,38,AFWG-GHALNEAR-1959-2007-JENNINGS,multinational,Reinhardtius hippoglossoides,Reinhardtius hippoglossoides
4589,2544,31,21,1,0,1,1,132,NAFO-SC-GHAL23KLMNO-1960-2006-PREFONTAINE,multinational,Reinhardtius hippoglossoides,Reinhardtius hippoglossoides
4616,2473,37,27,1,0,1,1,297,WGMHSA-MACKNEICES-1972-2007-JENNINGS,multinational,Scomber scombrus,Scomber scombrus
4644,3367,31,27,1,0,1,1,295,WGHMM-SOLEVIII-1982-2006-JENNINGS,multinational,Solea solea,Solea vulgaris
4644,3367,31,27,1,0,1,1,305,WGNSDS-SOLEIS-1968-2006-MINTO,multinational,Solea solea,Solea vulgaris
4644,3367,31,27,1,0,1,1,322,WGSSDS-SOLECS-1970-2006-JENNINGS,multinational,Solea solea,Solea vulgaris
