Year,Species,Metric Tons,Pounds,Revenue,RegionFAO
2010,SPONGES,2.5,5582,2929,31
2010,SPOT,3,6506,7048,31
2010,SQUIDS,28.6,63141,41668,31
2010,SQUIRRELFISHES,0.2,505,352,31
2010,SUCKERS,11.9,26337,14325,31
2010,SWORDFISH,174.1,383782,906376,31
2010,TILAPIAS,107.8,237650,117274,31
2010,"TILEFISH, BLUELINE",16.4,36144,43804,31
2010,"TILEFISH, GOLDEN",108.4,238965,493420,31
2010,"TILEFISH, SAND",0,24,36,31
2010,TILEFISHES,2.4,5252,8451,31
2010,"TRIGGERFISH, GRAY",5.3,11764,13070,31
2010,TRIPLETAIL,0.1,229,465,31
2010,"TUNA, ALBACORE",5.6,12404,4522,31
2010,"TUNA, BIGEYE",1.7,3672,14695,31
2010,"TUNA, BLACKFIN",3.7,8066,9323,31
2010,"TUNA, BLUEFIN",20.5,45288,217118,31
2010,"TUNA, LITTLE TUNNY",266.2,586810,180861,31
2010,"TUNA, YELLOWFIN",302,665705,2261237,31
2010,"TURTLE, SLIDERS",3.7,8201,3742,31
2010,"TURTLE, SNAPPING",0.2,423,1158,31
2010,"TURTLE, SOFT-SHELL",0.2,348,435,31
2010,WAHOO,10.7,23678,42679,31
2010,WRECKFISH,1.3,2773,8889,31
2011,AMBERJACK,0.6,1223,1543,31
2011,"AMBERJACK, GREATER",371.6,819216,954408,31
2011,"AMBERJACK, LESSER",1.6,3502,3247,31
2011,BALLYHOO,418.9,923427,614706,31
2011,BARRACUDAS,9.2,20235,17017,31
2011,BARRELFISH,14.5,31942,74567,31
2011,"BASS, LONGTAIL",0.1,163,447,31
2011,BIGEYE,0,108,135,31
2011,BLUEFISH,54.6,120383,37735,31
2011,BOWFIN,152.2,335620,219650,31
2011,"BROTULA, BEARDED",2.1,4676,5739,31
2011,BUFFALOFISHES,1301.9,2870197,616241,31
2011,BUTTERFISH,526,1159699,305184,31
2011,"CARP, COMMON",326.1,718929,74403,31
2011,"CARP, GRASS",89.2,196649,32840,31
2011,CARPS AND MINNOWS,7.8,17205,131988,31
2011,"CATFISH, BLUE",1710.1,3770171,1846199,31
2011,"CATFISH, CHANNEL",336.8,742503,442701,31
2011,"CATFISH, FLATHEAD",148.9,328239,164283,31
2011,CATFISHES & BULLHEADS,9.5,20910,8298,31
2011,"CLAM, QUAHOG",62,136713,921134,31
2011,COBIA,38.3,84466,264425,31
2011,"CRAB, BLUE",25120.9,55381562,47907714,31
2011,"CRAB, BLUE, PEELER",75.5,166535,446305,31
2011,"CRAB, BLUE, SOFT",9.2,20352,138479,31
2011,"CRAB, BLUE, SOFT AND PEELER",17,37488,301678,31
2011,"CRAB, FLORIDA STONE CLAWS",2486.6,5481988,24521180,31
2011,CRABS ,5.5,12220,5335,31
2011,CRAYFISHES OR CRAWFISHES,4354.3,9599485,9913522,31
2011,"CROAKER, ATLANTIC",57.1,125918,652120,31
2011,"CUTLASSFISH, ATLANTIC",6.5,14243,14947,31
2011,DOLPHINFISH,141.9,312932,637372,31
2011,"DRUM, BLACK",2552.1,5626407,4353264,31
2011,"DRUM, FRESHWATER",232.1,511604,79960,31
2011,"DRUM, RED",12.9,28359,57893,31
2011,DRUMS,6.2,13577,4491,31
2011,EELS,0.1,119,108,31
2011,"EELS, SNAKE",0.1,219,232,31
2011,ESCOLAR,28.4,62598,64025,31
2011,"FINFISHES, UNC BAIT AND ANIMAL FOOD",1634.5,3603354,530822,31
2011,"FINFISHES, UNC FOR FOOD",20.2,44612,38645,31
2011,"FINFISHES, UNC GENERAL",1476.1,3254175,1081093,31
2011,FLATFISH,160.3,353410,825518,31
2011,"FLOUNDER, SOUTHERN",70,154269,254235,31
2011,"FLOUNDER, SUMMER",0,102,233,31
2011,FLYINGFISHES,23.9,52668,13108,31
2011,FROGS,1.7,3680,9044,31
2011,GAG,168.1,370595,1442939,31
2011,GARS,270.9,597261,496112,31
2011,"GROUPER, BLACK",39.6,87255,310611,31
2011,"GROUPER, RED",2556.5,5636127,15088300,31
2011,"GROUPER, SNOWY",73.4,161765,468652,31
2011,"GROUPER, WARSAW",33.7,74216,171271,31
2011,"GROUPER, YELLOWEDGE",295.7,651794,2184575,31
2011,"GROUPER, YELLOWFIN",0.2,409,1679,31
2011,GROUPERS,2.2,4760,11022,31
2011,GRUNTS,203,447546,387584,31
2011,"HAKE, ATLANTIC, RED/WHITE",0.1,170,216,31
2011,"HERRING, ATLANTIC THREAD",397,875165,122902,31
2011,HERRINGS,319.1,703421,170167,31
2011,"HIND, RED",1.3,2799,8218,31
2011,"HIND, ROCK",0.2,335,771,31
2011,"HIND, SPECKLED",13.8,30446,82325,31
2011,HOGFISH,24.6,54213,199265,31
2011,"JACK, ALMACO",20,44195,47175,31
2011,"JACK, BAR",31.5,69427,66823,31
2011,"JACK, CREVALLE",26.7,58809,45574,31
2011,"JACK, HORSE-EYE",0.2,457,331,31
2011,JACKS,29.4,64754,45584,31
2011,KING WHITING,23.1,51027,41776,31
2011,LADYFISH,415.3,915597,556231,31
2011,LEATHERJACKETS,43.9,96740,147618,31
2011,LIONFISH,1,2254,10902,31
2011,"LOBSTER, CARIBBEAN SPINY",2405,5302008,35610090,31
2011,"LOBSTER, SLIPPER",0.7,1469,5462,31
2011,LOOKDOWN,0,49,29,31
2011,MACKEREL (SCOMBER),2.7,5963,3040,31
2011,"MACKEREL, CHUB",80.6,177731,36914,31
2011,"MACKEREL, KING",521.5,1149599,1842542,31
2011,"MACKEREL, KING AND CERO",714.2,1574582,2213192,31
2011,"MACKEREL, SPANISH",617.3,1360810,968082,31
2011,MANTIS SHRIMPS,0.8,1817,5478,31
2011,MARGATE,4,8893,7144,31
2011,MENHADEN,634425.5,1398654362,92854993,31
2011,MOJARRAS,43.4,95570,80832,31
2011,"MULLET, STRIPED (LIZA)",6364.9,14032006,10129225,31
2011,"MULLET, WHITE",59.7,131579,69614,31
2011,MULLETS,31.7,69892,169659,31
2011,OCTOPUS,10.6,23326,34123,31
2011,OILFISH,10.1,22207,20532,31
2011,OPAH,0.1,305,527,31
2011,"OYSTER, EASTERN",8501.4,18742276,65273048,31
2011,PERMIT,0.1,149,213,31
2011,PIGFISH,4.4,9778,83514,31
2011,PINFISH,27.7,60988,147348,31
2011,POMFRETS,0.2,375,404,31
2011,"POMPANO, AFRICAN",0.2,473,1147,31
2011,"POMPANO, FLORIDA",33.2,73287,249409,31
2011,"PORGY, JOLTHEAD",7.3,16007,11244,31
2011,"PORGY, KNOBBED",3.9,8532,7710,31
2011,"PORGY, LONGSPINE",0.2,377,517,31
2011,"PORGY, RED",121,266866,319703,31
2011,PUFFERS,3.4,7553,3885,31
2011,"RAY,STINGRAYS",1.9,4295,1264,31
2011,RAYS,1.2,2644,434,31
2011,"ROSEFISH, BLACKBELLY",0.4,977,1608,31
2011,"RUDDERFISH, BANDED",4.5,9819,6842,31
2011,"RUNNER, BLUE",50.7,111816,91674,31
2011,"SCAD, BIGEYE",15.9,35110,38362,31
2011,SCADS,431.3,950848,630999,31
2011,SCAMP,70.2,154759,555163,31
2011,SCORPIONFISHES,1.5,3240,4050,31
2011,SCUPS OR PORGIES,171.4,377978,426492,31
2011,"SEA BASS, BLACK",198.9,438412,403651,31
2011,SEA CATFISHES,2.6,5730,1266,31
2011,"SEATROUT, SAND",41.2,90791,75380,31
2011,"SEATROUT, SPOTTED",23.3,51341,124361,31
2011,"SHAD, GIZZARD",374.7,826048,149996,31
2011,"SHARK, ATLANTIC SHARPNOSE",30.9,68060,24514,31
2011,"SHARK, BLACKNOSE",2.2,4883,1688,31
2011,"SHARK, BLACKTIP",228.7,504120,139114,31
2011,"SHARK, BULL",106.5,234824,59853,31
2011,"SHARK, HAMMERHEAD",43,94813,22018,31
2011,"SHARK, LEMON",23.7,52245,12469,31
2011,"SHARK, SANDBAR",28.6,62989,15719,31
2011,"SHARK, SHORTFIN MAKO",6.3,13911,14645,31
2011,"SHARK, SILKY",0.4,894,220,31
2011,"SHARK, SPINNER",37,81534,23611,31
2011,"SHARK, TIGER",12.5,27653,5273,31
2011,SHARKS,179.9,396651,963134,31
2011,SHEEPSHEAD,564.1,1243721,634710,31
2011,SHELLFISH,1431,3154876,672884,31
2011,"SHRIMP, BROWN",53442.4,117819078,200426456,31
2011,"SHRIMP, FW ",2.4,5212,7137,31
2011,"SHRIMP, MARINE, OTHER",1123.5,2476854,10912229,31
2011,"SHRIMP, PINK",3450.3,7606454,16023089,31
2011,"SHRIMP, ROCK",1300.2,2866518,4133369,31
2011,"SHRIMP, ROYAL RED",159.5,351636,1196121,31
2011,"SHRIMP, SEABOB",142.1,313320,137110,31
2011,"SHRIMP, WHITE",40836.6,90028307,208542408,31
2011,"SHRIMP,ATLANTIC & GULF,ROUGHNECK",0.1,239,138,31
2011,"SNAPPER, BLACK",1.5,3402,8348,31
2011,"SNAPPER, BLACKFIN",6.9,15118,43321,31
2011,"SNAPPER, CUBERA",0.7,1488,2205,31
2011,"SNAPPER, DOG",0.3,727,950,31
2011,"SNAPPER, GRAY",113,249012,580083,31
2011,"SNAPPER, LANE",6.8,14945,31408,31
2011,"SNAPPER, MUTTON",61,134395,325121,31
2011,"SNAPPER, QUEEN",8.8,19457,56975,31
2011,"SNAPPER, RED",1618,3567051,11412745,31
2011,"SNAPPER, SILK",49.5,109202,348629,31
2011,"SNAPPER, VERMILION",1433.3,3159891,8159666,31
2011,"SNAPPER, YELLOWTAIL",763.7,1683706,4759352,31
2011,SNAPPERS,1.2,2633,7322,31
2011,SPADEFISHES,3.8,8391,3927,31
2011,"SPONGE, GRASS",7.9,17345,24953,31
2011,"SPONGE, SHEEPSWOOL",18.1,39964,94519,31
2011,"SPONGE, YELLOW",20.7,45550,49835,31
2011,SPONGES,0.4,824,1012,31
2011,SPOT,5.2,11513,6093,31
2011,SQUIDS,49.9,109910,49064,31
2011,SQUIRRELFISHES,1.1,2352,511,31
2011,SUCKERS,9.5,21010,11446,31
2011,SWORDFISH,322.3,710527,2060786,31
2011,TILAPIAS,32.6,71944,44543,31
2011,"TILEFISH, BLUELINE",20.3,44675,45144,31
2011,"TILEFISH, GOLDEN",162.1,357296,773412,31
2011,"TILEFISH, SAND",0.1,255,451,31
2011,TILEFISHES,3.1,6867,10830,31
2011,"TRIGGERFISH, GRAY",7.2,15792,17943,31
2011,TRIPLETAIL,1.1,2325,3158,31
2011,"TUNA, ALBACORE",14,30937,13052,31
2011,"TUNA, BIGEYE",2.4,5209,26498,31
2011,"TUNA, BLACKFIN",6.8,14958,15366,31
2011,"TUNA, BLUEFIN",3.1,6797,33010,31
2011,"TUNA, LITTLE TUNNY",27.8,61269,29798,31
2011,"TUNA, SKIPJACK",0.4,851,437,31
2011,"TUNA, YELLOWFIN",666.1,1468391,5397601,31
2011,"TURTLE, SLIDERS",1.6,3441,2112,31
2011,"TURTLE, SNAPPING",0.4,835,1952,31
2011,"TURTLE, SOFT-SHELL",0.3,644,1198,31
2011,TURTLES,0.2,452,136,31
2011,WAHOO,32.8,72240,116985,31
2011,WENCHMAN,7.1,15703,6999,31
2012,"AMBERJACK, GREATER",330.5,728517,853512,31
2012,"AMBERJACK, LESSER",2.9,6443,6816,31
2012,BALLYHOO,343.1,756452,438238,31
2012,BARRACUDAS,13.9,30650,26697,31
2012,BARRELFISH,12.8,28187,67658,31
2012,"BASS, LONGTAIL",0.1,242,526,31
2012,BIGEYE,0.5,1205,1644,31
2012,BLACK DRIFTFISH,8.5,18712,26692,31
2012,BLUEFISH,76.2,167992,68129,31
2012,"BONITO, ATLANTIC",0.5,999,727,31
2012,BOWFIN,62.5,137759,122574,31
2012,"BROTULA, BEARDED",1.3,2814,3784,31
2012,BUFFALOFISHES,1179.6,2600572,575423,31
2012,BUTTERFISH,552.7,1218384,384337,31
2012,"CARP, COMMON",251.9,555247,58567,31
2012,"CARP, GRASS",52,114740,23004,31
2012,CARPS AND MINNOWS,18.7,41155,176832,31
2012,"CATFISH, BLUE",1654,3646305,1829605,31
2012,"CATFISH, CHANNEL",439,967742,536655,31
2012,"CATFISH, FLATHEAD",109.7,241828,126414,31
2012,CATFISHES & BULLHEADS,7.4,16351,6850,31
2012,"CLAM, QUAHOG",58.3,128498,752684,31
2012,COBIA,26.4,58293,162366,31
2012,"CRAB, BLUE",22629,49887805,48099809,31
2012,"CRAB, BLUE, PEELER",69,152048,432073,31
2012,"CRAB, BLUE, SOFT",4,8894,46752,31
2012,"CRAB, BLUE, SOFT AND PEELER",14.7,32467,276012,31
2012,"CRAB, FLORIDA STONE CLAWS",2370.4,5225820,24038423,31
2012,CRAYFISHES OR CRAWFISHES,3044.4,6711592,8162649,31
2012,"CROAKER, ATLANTIC",62.4,137504,777677,31
2012,"CUTLASSFISH, ATLANTIC",5.5,12044,9980,31
2012,DOLPHINFISH,66.8,147196,300797,31
2012,"DRUM, BLACK",2339.9,5158448,4248590,31
2012,"DRUM, FRESHWATER",194.6,429040,68952,31
2012,"DRUM, RED",15.8,34797,69279,31
2012,DRUMS,1.5,3244,1493,31
2012,"EELS, SNAKE",0,104,132,31
2012,ESCOLAR,73.4,161750,145179,31
2012,"FINFISHES, UNC BAIT AND ANIMAL FOOD",1681.8,3707688,609995,31
2012,"FINFISHES, UNC FOR FOOD",60.7,133868,58867,31
2012,"FINFISHES, UNC GENERAL",341.7,753358,742471,31
2012,FLATFISH,136.3,300572,768067,31
2012,"FLOUNDER, SOUTHERN",39.9,87986,157355,31
2012,"FLOUNDER, SUMMER",0,68,185,31
2012,FROGS,1.4,3077,7541,31
2012,GAG,280.7,618886,2460288,31
2012,GARS,237.5,523625,444230,31
2012,GRAYSBY,0,28,78,31
2012,"GROUPER, BLACK",40.3,88864,321425,31
2012,"GROUPER, MISTY",0,90,289,31
2012,"GROUPER, RED",2786,6141974,16738606,31
2012,"GROUPER, SNOWY",100.4,221377,664614,31
2012,"GROUPER, WARSAW",46.8,103198,270796,31
2012,"GROUPER, YELLOWEDGE",352.7,777560,2901184,31
2012,"GROUPER, YELLOWFIN",0.1,188,809,31
2012,"GROUPER, YELLOWMOUTH",0.1,124,462,31
2012,GROUPERS,2.9,6297,13841,31
2012,GRUNTS,247.8,546293,491384,31
2012,"HAKE, ATLANTIC, RED/WHITE",1.9,4280,5165,31
2012,"HERRING, ATLANTIC THREAD",772.8,1703657,234255,31
2012,HERRINGS,195.5,430977,151828,31
2012,"HIND, RED",0.4,931,2354,31
2012,"HIND, ROCK",0.2,434,1256,31
2012,"HIND, SPECKLED",22.9,50526,139395,31
2012,HOGFISH,23.2,51179,194510,31
2012,"JACK, ALMACO",22.7,50073,61163,31
2012,"JACK, BAR",37.7,83130,79296,31
2012,"JACK, CREVALLE",47.4,104565,71372,31
2012,"JACK, HORSE-EYE",0.1,215,163,31
2012,JACKS,67,147754,111675,31
2012,JELLYFISH,435.6,960360,89133,31
2012,KING WHITING,14.5,31963,35965,31
2012,LADYFISH,504,1111227,827955,31
2012,LEATHERJACKETS,30.6,67507,111035,31
2012,LIONFISH,4.5,9986,47818,31
2012,"LOBSTER, CARIBBEAN SPINY",1648.3,3633827,21127902,31
2012,"LOBSTER, SLIPPER",0.6,1237,7796,31
2012,LOOKDOWN,0.5,1120,728,31
2012,"MACKEREL, KING",501.8,1106173,1732650,31
2012,"MACKEREL, KING AND CERO",656.3,1446775,2308158,31
2012,"MACKEREL, SPANISH",768.9,1695010,1420772,31
2012,MANTIS SHRIMPS,0.4,850,2845,31
2012,MARGATE,7.4,16225,14436,31
2012,MENHADEN,415305.4,915582292,67391444,31
2012,MOJARRAS,54,118993,126556,31
2012,"MULLET, STRIPED (LIZA)",4760.7,10495359,7183056,31
2012,"MULLET, WHITE",29.4,64873,43441,31
2012,MULLETS,42.8,94254,213694,31
2012,OCTOPUS,32.4,71475,119648,31
2012,OILFISH,11.9,26154,22379,31
2012,"OYSTER, EASTERN",9360.8,20636882,73787304,31
2012,PARROTFISHES,1,2107,2152,31
2012,PERMIT,0.6,1253,2408,31
2012,PIGFISH,3.2,7101,62605,31
2012,PINFISH,14,30836,117789,31
2012,POMFRETS,0.1,218,229,31
2012,"POMPANO, AFRICAN",0.3,728,1850,31
2012,"POMPANO, FLORIDA",29.5,64942,237248,31
2012,"PORGY, JOLTHEAD",9.3,20553,15854,31
2012,"PORGY, KNOBBED",2.1,4702,4322,31
2012,"PORGY, RED",176.4,388892,482889,31
2012,PUFFERS,4.7,10389,4460,31
2012,"RAY,STINGRAYS",2.1,4679,2781,31
2012,RAYS,41,90346,15301,31
2012,"ROSEFISH, BLACKBELLY",0.8,1734,3168,31
2012,"RUDDERFISH, BANDED",9.8,21574,14155,31
2012,"RUNNER, BLUE",72.5,159772,120377,31
2012,"RUNNER, RAINBOW",0,102,142,31
2012,"SARDINE, SPANISH",435.6,960236,147775,31
2012,"SCAD, BIGEYE",61.2,134851,32705,31
2012,SCADS,104.9,231208,166458,31
2012,SCAMP,132.7,292498,1076547,31
2012,SCORPIONFISHES,1.8,3990,5897,31
2012,SCUPS OR PORGIES,130.2,287040,328300,31
2012,"SEA BASS, BANK",0.5,1121,1357,31
2012,"SEA BASS, BLACK",292.3,644322,664134,31
2012,"SEA BASS, ROCK",26.3,57979,56954,31
2012,SEA CATFISHES,8.7,19093,5470,31
2012,"SEATROUT, SAND",26.7,58895,50410,31
2012,"SEATROUT, SPOTTED",35.7,78791,192535,31
2012,"SHAD, GIZZARD",674.6,1487303,286920,31
2012,"SHAD, THREADFIN",0,68,28,31
2012,"SHARK, BLACKNOSE",2.3,5115,2008,31
2012,"SHARK, BLACKTIP",23.2,51116,15797,31
2012,"SHARK, BULL",25.7,56639,14521,31
2012,"SHARK, LEMON",15.8,34869,9147,31
2012,"SHARK, SANDBAR",14.8,32689,10828,31
2012,"SHARK, SCALLOPED HAMMERHEAD",20.9,46174,9475,31
2012,"SHARK, SHORTFIN MAKO",9.9,21888,20519,31
2012,"SHARK, TIGER",14.8,32558,7845,31
2012,SHARKS,616.8,1359707,1093918,31
2012,SHEEPSHEAD,466.7,1028795,532290,31
2012,SHELLFISH,38.6,85062,221946,31
2012,"SHRIMP, BROWN",47231.1,104125784,187235512,31
2012,"SHRIMP, MARINE, OTHER",1241.1,2736087,11623575,31
2012,"SHRIMP, PINK",2342.1,5163351,11664766,31
2012,"SHRIMP, ROCK",53.8,118637,147448,31
2012,"SHRIMP, ROYAL RED",145.1,319787,1129757,31
2012,"SHRIMP, SEABOB",560.7,1236158,495445,31
2012,"SHRIMP, WHITE",47352.5,104393400,196970988,31
2012,SNAILS (CONCHS),0.3,730,512,31
2012,"SNAPPER, BLACK",2.9,6406,16476,31
2012,"SNAPPER, BLACKFIN",2.1,4621,12691,31
2012,"SNAPPER, CUBERA",0.5,1168,1426,31
2012,"SNAPPER, DOG",0.3,717,1170,31
2012,"SNAPPER, GRAY",113.1,249318,559682,31
2012,"SNAPPER, LANE",13.5,29755,61720,31
2012,"SNAPPER, MAHOGANY",0.1,242,647,31
2012,"SNAPPER, MUTTON",60.9,134173,328424,31
2012,"SNAPPER, QUEEN",7.7,17055,54028,31
2012,"SNAPPER, RED",1794.8,3956740,13488790,31
2012,"SNAPPER, SCHOOLMASTER",0,104,218,31
2012,"SNAPPER, SILK",26.8,59102,180148,31
2012,"SNAPPER, VERMILION",1099.7,2424469,6535871,31
2012,"SNAPPER, YELLOWTAIL",863.5,1903637,5481400,31
2012,SNAPPERS,1.4,3071,7855,31
2012,SPADEFISHES,3.4,7603,3537,31
2012,"SPONGE, GRASS",4.5,10030,19997,31
2012,"SPONGE, SHEEPSWOOL",20.5,45136,120078,31
2012,"SPONGE, YELLOW",30.7,67647,72468,31
2012,SPONGES,0.6,1327,2185,31
2012,SPOT,7,15338,9984,31
2012,SQUIDS,25.2,55460,29844,31
2012,SQUIRRELFISHES,0.2,463,1346,31
2012,SUCKERS,10.1,22214,13740,31
2012,SWORDFISH,546.5,1204890,3052822,31
2012,TILAPIAS,70.5,155321,90629,31
2012,"TILEFISH, BLUELINE",43.8,96622,117488,31
2012,"TILEFISH, GOLDEN",166.9,367974,856640,31
2012,"TILEFISH, SAND",0.1,233,428,31
2012,"TRIGGERFISH, GRAY",4.9,10724,13407,31
2012,TRIPLETAIL,2.3,5142,6870,31
2012,"TUNA, ALBACORE",17.8,39300,19348,31
2012,"TUNA, BIGEYE",9.3,20446,57854,31
2012,"TUNA, BLACKFIN",11,24179,23961,31
2012,"TUNA, BLUEFIN",32.4,71427,377156,31
2012,"TUNA, LITTLE TUNNY",75.1,165624,62468,31
2012,"TUNA, SKIPJACK",0.1,222,212,31
2012,"TUNA, YELLOWFIN",1183.7,2609634,9591081,31
2012,"TURTLE, SLIDERS",3.7,8224,4316,31
2012,"TURTLE, SNAPPING",0.2,433,1718,31
2012,"TURTLE, SOFT-SHELL",0.3,587,1745,31
2012,TURTLES,0.2,367,1853,31
2012,WAHOO,43.3,95429,140418,31
2012,WEAKFISH,0.1,329,218,31
