Species_AFSIS
Aba
Mangrove cupped oyster
Mangrove ghost crab
Mangrove red snapper
"Mantas, devil rays nei"
Marbled lungfish
Marbled rockcod
Marbled swamp eel
Marine crabs nei
Marine crustaceans nei
Marine fishes nei
Marine molluscs nei
Marine shells nei
Marine turtles nei
Marine worms
Marini's anchovy
"Marlins,sailfishes,etc. nei"
Masu(=Cherry) salmon
McCain's skate
Meagre
Mediterranean barbel
Mediterranean dealfish
Mediterranean geryon
Mediterranean horse mackerel
Mediterranean moray
Mediterranean mussel
Mediterranean sand smelt
Mediterranean shore crab
Mediterranean slimehead
Mediterranean slipper lobster
Mediterranean spearfish
Mediterranean starry ray
Megrim
Megrims nei
Metanephrops lobsters nei
Metapenaeus shrimps nei
Mexican barracuda
Mexican barred snapper
Mexican four-eyed octopus
Mi-iuy (brown) croaker
Midway deep-sea coral
Milk shark
Milkfish
Minstrel sweetlips
Mirror dory
Mississippi paddlefish
Misty grouper
Mojarras(=Silver-biddies) nei
"Mojarras, etc. nei"
Mola rock crab
"Momo, boke magai, misu coral"
Monkfishes nei
Monocle breams
Moonfish
Moras nei
Moray cods nei
Morays nei
Morotoge shrimp
Morwongs
Mote sculpin
Mountain mullet
Mouse catshark
Mouthbrooding cichlids
Mozambique lobster
Mozambique tilapia
Mud carp
Mud sole
Mudfish
Mullets nei
Murex
Murray's skate
Musky octopus
Mutton snapper
Myers' icefish
Naked catfishes
Narrow-barred Spanish mackerel
Narrownose smooth-hound
Nassau grouper
Natal spiny lobster
Natantian decapods nei
Navaga(=Wachna cod)
Needlefishes nei
"Needlefishes, etc. nei"
Needlescaled queenfish
Neon flying squid
Netted prochilod
New Zealand blue cod
New Zealand dory
New Zealand dredge oyster
New Zealand lobster
New Zealand rough skate
New Zealand scallop
New Zealand smooth skate
Nichol's lanternfish
Nile perch
Nile tilapia
Nilem carp
Noah's ark
Noble crayfish
North African catfish
North Pacific hake
Northern brown shrimp
Northern kingfish
Northern nylon shrimp
Northern pike
Northern pink shrimp
Northern prawn
Northern puffer
Northern quahog(=Hard clam)
Northern red snapper
Northern shortfin squid
Northern white shrimp
Northern wolffish
Norway lobster
Norway pout
Norway redfish
Norwegian krill
Norwegian skate
Nurse shark
Nurse tetra
Nursehound
Obtuse barracuda
Ocean pout
Ocean quahog
Ocean shrimp
Ocean sunfish
Ocean whitefish
Oceanian crayfishes nei
Oceanic whitetip shark
Ocellated icefish
"Octopuses, etc. nei"
Offshore rockfish
Offshore silver hake
Oilfish
Okhotsk atka mackerel
Olympia oyster
Opah
Opalescent inshore squid
Opaleye
Orange perch
Orange roughy
Orange-spotted grouper
Orange-striped emperor
Orangespotted trevally
Oreo dories nei
Orfe(=Ide)
Oriental river prawn
Ornate spiny lobster
Oscar
Pacific anchoveta
Pacific angelshark
Pacific bluefin tuna
Pacific bumper
Pacific calico scallop
Pacific cod
Pacific cornetfish
Pacific cupped oyster
Pacific flatiron herring
Pacific geoduck
Pacific guitarfish
Pacific halibut
Pacific herring
Pacific horse clams nei
Pacific jack mackerel
Pacific littleneck clam
Pacific menhaden
Pacific ocean perch
Pacific piquitinga
Pacific pompano
Pacific razor clam
Pacific red snapper
Pacific rock crab
Pacific rock shrimp
Pacific rudderfish
Pacific salmons nei
Pacific sand sole
Pacific sanddab
Pacific sandlance
Pacific sandperch
Pacific saury
Pacific seabob
Pacific seabobs
Pacific sierra
Pacific sleeper shark
Pacific spadefish
Pacific thread herring
Pacific tomcod
Pacific tripletail
Painted comber
Painted notie
Painted sweetlips
Palaemonid shrimps nei
Palinurid spiny lobsters nei
Panama hake
Pandalus shrimps nei
Pandoras nei
Panga seabream
Pangas catfishes nei
Parapenaeopsis shrimps nei
Parassi mullet
Pargo breams nei
Parona leatherjacket
Parore
Parrotfish
Parrotfishes nei
Patagonian blennie
Patagonian grenadier
Patagonian redfish
Patagonian rockcod
Patagonian scallop
Patagonian skate
Patagonian squid
Patagonian toothfish
Pati
Peacock cichlid
Peacock hind
Pearl oyster shells nei
Pearly razorfish
Pelagic armourhead
Pelagic fishes nei
Pelagic percomorphs nei
Pelagic red crab
Pelagic stingray
Pelagic thresher
Pemarco blackfish
Penaeus shrimps nei
Percarina
Percoids nei
Periwinkles nei
Perlemoen abalone
Peruvian banded croaker
Peruvian calico scallop
Peruvian moonfish
Peruvian morwong
Peruvian rock seabass
Peruvian weakfish
Petrale sole
Pharaoh cuttlefish
Philippine catfish
Picarel
Picarels nei
Picked dogfish
Pickhandle barracuda
Pig's snout volute
Pigfish
Pike icefish
Pike-congers nei
Pike-perch
Pilotfish
Pinfish
Pink cusk-eel
Pink ear emperor
Pink maomao
Pink spiny lobster
Pink(=Humpback) salmon
Pipi wedge clam
Pirapatinga
Plain bonito
Plownose chimaera
Plunderfish
Pod razor shell
Polar cod
Pollack
"Pomfrets, ocean breams nei"
Pompano
Pompanos nei
Pond loach
Pond smelt
Pontic shad
Ponyfishes(=Slipmouths)
Ponyfishes(=Slipmouths) nei
Poor cod
Porbeagle
Porgies
"Porgies, seabreams nei"
Porthole shovelnose catfish
Portly spider crab
Portuguese dogfish
Portunus swimcrabs nei
Pouting(=Bib)
Prickly redfish
Prochilods nei
Puffers nei
Pullet carpet shell
Queen crab
Queen scallop
Queen snapper
Queenfishes
Rabbit fish
Rainbow runner
Rainbow sardine
Rainbow smelt
Rainbow trout
Rainbow wrasse
Raja rays nei
Randall's threadfin bream
Raphael catfish
Ratfishes nei
Rays and skates nei
"Rays, stingrays, mantas nei"
"Razor clams, knife clams nei"
Red bait
Red bandfish
Red bigeye
Red claw crayfish
Red codling
Red crab
Red cusk-eel
Red drum
Red grouper
Red gurnard
Red hake
Red hind
Red king crab
Red mullet
Red pandora
Red pike conger
Red porgy
Red rock lobster
Red scorpionfish
Red sea mantis shrimp
Red sea squirt
Red snow crab
Red starfish
Red steenbras
Red stone crab
Red swamp crawfish
Red vermillion crab
Red-eye round herring
Redfish
Redmouth grouper
Redspotted shrimp
Redtail catfish
Redtail prawn
Requiem sharks nei
Reticulate knifefish
Rex sole
Rhinofishes nei
Ridge scaled rattail
Righteye flounders nei
Rio skate
River Plata mussel
River and lake turtles nei
River eels nei
River lamprey
River prawns nei
Roach
Roaches nei
Robust clubhook squid
Rock cook
Rock hind
Rock shrimp
Rock sole
Rocklings nei
Rostrate pitar
Roudi escolar
Rough scad
Roughhead grenadier
Roughsnout grenadier
Round ray
Round sardinella
Roundnose grenadier
Roundscale spearfish
Roving coralgrouper
Royal red shrimp
Royal threadfin
Rubberlip grunt
Rubyfish
Rudd
Rudderfish
Ruff
Ruffe
"Ruffs, barrelfishes nei"
Rusty jobfish
Sablefish
Sabre squirrelfish
Saddled seabream
Saffron cod
Sailfin roughshark
Sailray
Saithe(=Pollock)
Salema
Salmonoids nei
Salps
Sand fish
Sand flounders nei
Sand gaper
Sand sole
Sand steenbras
Sand tiger shark
Sand tilefish
Sand weakfish
Sandbar shark
Sandeels(=Sandlances) nei
Sandpaper fish
Sandy ray
Santer seabream
Sao Paulo shrimp
Sardinellas nei
Sardinia coral
Sargo breams nei
Sauger
Sawfishes
Sawsharks nei
Scads nei
Scaled sardines
Scalloped hammerhead
Scalloped spiny lobster
Scallops nei
Scaly gurnard
Scamp
Scarlet shrimp
Scats
Schoolmaster gonate squid
Scomber mackerels nei
Scorpionfishes nei
Sculpins
Sculpins nei
Sculptured shrimps nei
Scup
Sea anemones
Sea catfishes nei
Sea chubs nei
Sea cucumbers nei
Sea lamprey
Sea mussels nei
Sea plume
Sea snails
Sea squirts nei
Sea trout
Sea urchins nei
"Sea urchins, etc. nei"
Seabasses nei
Seerfishes nei
Semah mahseer
Senegalese hake
Senegalese sole
Sergestid shrimps nei
Serra Spanish mackerel
Sevenstar flying squid
Shads nei
Shagreen ray
Shallow-water Cape hake
"Sharks, rays, skates, etc. nei"
Sharpnose sevengill shark
Sharpnose stingray
Sharpsnout seabream
Sharptooth houndshark
Sheepshead
Sheepswool sponge
Shi drum
Shiba shrimp
"Shiro, white coral"
Short mackerel
Short neck clams nei
Short-finned eel
Shortbill spearfish
Shortfin mako
Shortfin scad
Shorthead drum
Shorthorn sculpin
Shortjaw leatherjacket
Shortspine African angler
Shortspine thornyhead
Shrimp scad
Siberian prawn
Sichel
Sickle pomfret
Signal barb
Signal crayfish
Silk snapper
Silky shark
Sillago-whitings
Silver barb
Silver carp
Silver chimaera
Silver croaker
Silver cyprinid
Silver gemfish
Silver grunt
Silver hake
Silver pomfret
Silver pomfrets nei
Silver rasbora
Silver scabbardfish
Silver seabream
Silver sillago
Silver warehou
Silver-cheeked toadfish
Silver-stripe round herring
Silversides(=Sand smelts) nei
Silvery John dory
Silvery lightfish
Silvery pout
Skilfish
Skinnycheek lanternfish
Skipjack tuna
Sky emperor
Sleek lates
Slender armorhead
Slender rainbow sardine
Slender silver-biddy
Slender smooth-hound
Slender tuna
Slickheads nei
Slimeheads nei
Slipper cupped oyster
Slipper lobsters nei
Small-eyed ray
Small-spotted catshark
Smalleye moray cod
Smallnose fanskate
Smallscale archerfish
Smallscaled grouper
Smalltail shark
Smalltooth emperor
Smelts nei
Smooth callista
Smooth hammerhead
Smooth oreo dory
Smooth weakfish
Smooth-hound
Smooth-hounds nei
Snaggletooth
Snake eels nei
"Snake mackerels, escolars nei"
Snakehead
Snakeheads(=Murrels) nei
Snakeskin gourami
Snappers nei
"Snappers, jobfishes nei"
Snoek
Snooks(=Robalos) nei
Snowy grouper
Snubnose emperor
Snubnose pompano
So-iny (redlip) mullet
So-iuy mullet
Sobaity seabream
Sockeye(=Red) salmon
Softshell red crab
Sohal surgeonfish
Solen razor clams nei
Soles nei
Solid surf clam
Sompat grunt
Sordid rubberlip
Sorubims nei
South American catfish
South American pilchard
South American rock mussel
South American silver croaker
South American silver porgy
South Georgia icefish
South Pacific hake
Southeast Atlantic soles nei
Southern African anchovy
Southern African pilchard
Southern blue whiting
Southern bluefin tuna
Southern brown shrimp
Southern hake
Southern king crab
Southern kingcroaker
Southern lemon sole
Southern lobsterette
Southern meagre(=Mulloway)
Southern opah
Southern pink shrimp
Southern rays bream
Southern red snapper
Southern rock lobster
Southern rough shrimp
Southern spiny lobster
Southern stingray
Southern white shrimp
Southwest Atlantic butterfish
Southwest Atlantic red crab
Spadefishes nei
Spangled emperor
Spanish ling
Spanish slipper lobster
Speckled hind
Speckled shrimp
Spiky oreo
Spinefeet(=Rabbitfishes) nei
Spinner shark
Spinous spider crab
Spiny butterfly ray
Spiny icefish
Spiny lobsters nei
Spiny scorpionfish
Spiral babylon
Splendid alfonsino
Splitnose rockfish
Sponges
Spot croaker
Spot shrimp
Spot-tail shark
Spotback skate
Spotfin flathead
Spottail mantis squillid
Spottail spiny turbot
Spotted barb
Spotted estuary smooth-hound
Spotted grouper
Spotted gurnard
Spotted ratfish
Spotted ray
Spotted rose snapper
Spotted sardinella
Spotted seabass
Spotted sicklefish
Spotted sorubim
Spotted weakfish
Spotted wolffish
Squaretail coralgrouper
Squeteague(=Gray weakfish)
Squillids nei
Squirrelfishes nei
St.Paul rock lobster
Starfishes nei
Stargazer
Stargazers
Starry flounder
Starry ray
Starry smooth-hound
Starry sturgeon
Steenbrasses nei
Sterlet sturgeon
Stimpson's surf clam
Stingrays nei
"Stingrays, butterfly rays nei"
Stolephorus anchovies nei
Stomatopods nei
Stony sea urchin
Stout beardfish
Straightnose rabbitfish
Streaked gurnard
Streaked prochilod
Streaked seerfish
Striped bass
