Species_AFSIS
Aba
Striped bonito
Striped marlin
Striped piggy
Striped red shrimp
Striped rockcod
Striped snakehead
Striped venus
Striped weakfish
Striped-eyed rockcod
Stripped weakfish
Stromboid conchs nei
Sturgeons nei
Stutchbury's venus
Subantarctic stone crab
Subtruncate surf clam
"Suckerfishes, remoras nei"
Suckers nei
Summan grouper
Summer flounder
Surf clams nei
Surf smelt
Surgeonfishes nei
Surmullet
Surmullets(=Red mullets) nei
Swarming squat lobster
"Sweetlips, rubberlips nei"
Sword razor shell
Swordfish
Taca clam
Tadpole codling
Talang queenfish
Tanganyika lates
Tanner crabs nei
Taquilla clams
Tarakihi
Tarek
Tarpon
Tautog
Tellins nei
Tench
Terapon perches nei
Thickback soles nei
Thicklip grey mullet
Thornback ray
Thorntooth grenadier
Threadfin and dwarf breams nei
Threadfin breams nei
Threadfin rockling
"Threadfins, tasselfishes nei"
Threadsail filefish
Three spot gourami
Three-spined stickleback
Thresher
Thresher sharks nei
Thumbprint emperor
Tiger shark
Tigertooth croaker
Tilapias nei
Tilefishes nei
Tinfoil barb
Titi shrimp
Toad notie
"Toadfishes, etc. nei"
Toli shad
Tonguefishes
Tope shark
Torpedo rays
Torpedo scad
Torpedo-shaped catfishes nei
Totoaba
Trahira
Transparent goby
Trematomus nei
Triangular rockcod
Triangular tivela
"Triggerfishes, durgons nei"
Tripletail
Tristan da Cunha rock lobster
Trochus shells nei
Tropical gar
Tropical spiny lobsters nei
Trout sweetlips
Trouts nei
Trumpet emperor
Trumpeters nei
Tsivakihini paste shrimp
Tub gurnard
Tuberculate abalone
Tuna-like fishes nei
Turban shells nei
Turbot
Turbots nei
Turkey wing
Tusk(=Cusk)
Twaite shad
Two-spot red snapper
Twobar seabream
Undulate ray
Unicorn cod
Unicorn icefish
Upsidedown catfishes
Vadigo
Various sharks nei
Various squids nei
Veined squid
Velvet belly
Velvet leatherjacket
Velvet swimcrab
Velvet whalefish
Velvety cichlids
Vendace
Venus clams nei
Vermilion snapper
Vimba bream
Violet warehou
Volutes nei
Wahoo
Walleye
Warehou nei
Warsaw grouper
Warthead blenny
Warty dory
Warty venus
Weakfishes nei
Weatherfish
Weathervane scallop
Wedge sole
Weeverfishes nei
Weevers nei
Wellington flying squid
Wels(=Som) catfish
West African Spanish mackerel
West African croakers nei
West African estuarine prawn
West African geryon
West African goatfish
West African ilisha
West African ladyfish
West coast sole
Western Atlantic seabream
Western king prawn
Western white shrimp
Whelk
Whelks
Whip stingray
White barbel
White bass
White bream
White croaker
White grouper
White grunt
White hake
White margate
White mullet
White perch
White seabream
White skate
White snake mackerel
White steenbras
White stumpnose
White sturgeon
White teatfish
White trevally
White warehou
White weakfish
White-blotched grouper
White-clawed crayfish
Whitebelly prawn
Whitefin wolf-herring
Whitefishes nei
Whitehead's round herring
Whiteleg shrimp
Whitemouth croaker
Whitespotted conger
Whitespotted grouper
Whitespotted wedgefish
Whiting
Whitson's grenadier
Widow rockfish
Windowpane flounder
Winter flounder
Witch flounder
Wolf-herrings nei
Wolffishes(=Catfishes) nei
"Wrasses, hogfishes, etc. nei"
Wreckfish
Wuchang bream
Yellow croaker
Yellow snapper
Yellow sponge
Yellow striped flounder
Yellow-edged lyretail
Yellowbar angelfish
Yellowbelly rockcod
Yellowedge grouper
Yellowfin grouper
Yellowfin hind
Yellowfin notie
Yellowfin river pellona
Yellowfin seabream
Yellowfin sole
Yellowfin tuna
Yellowleg shrimp
Yellowlip emperor
Yellownose skate
Yellowspotted trevally
Yellowstripe goatfish
Yellowstripe scad
Yellowtail amberjack
Yellowtail flounder
Yellowtail rockfish
Yellowtail scad
Yellowtail snapper
Yesso scallop
[Aethiomastacembelus cunningtoni]
[Alestes baremoze]
[Aplodactylus punctatus]
[Arius spp]
[Atractosteus spp]
[Barbodes balleroides]
[Barbus cyclolepis]
[Bathybates minor]
[Brycon dentex]
[Brycon orbignyanus]
[Calanus finmarchicus]
[Capoeta capoeta]
[Chionobathyscus dewitti]
[Chionodraco hamatus]
[Chirostoma spp]
[Chrysichthys platycephalus]
[Chrysichthys sianenna]
[Chrysichthys stappersii]
[Curimata cyprinoides]
[Cyclocheilichthys armatus]
[Dorosoma spp]
[Engraulicypris sardella]
[Haemulon spp]
[Hemibates stenosoma]
[Hoplias aimara]
[Hoplias microlepis]
[Leporellus vittatus]
[Leporinus obtusidens]
[Limnotilapia dardennii]
[Lophiosilurus alexandri]
[Loricaria cataphracta]
[Metynnis argenteus]
[Mystacoleucus padangensis]
[Mystus nigriceps]
[Notolepis spp]
[Nototheniops nybelini]
[Odontesthes smitti]
[Oreochromis shiranus]
[Pangasius djambal]
[Parachaenichthys georgianus]
[Paralabrax spp]
[Paralomis spp]
[Pimelodus maculatus]
[Pseudocurimata boulengeri]
[Puntioplites waandersi]
[Raja taaf]
[Schizodon fasciatus]
[Semaprochilodus insignis]
[Thynnichthys vaillanti]
[Triportheus angulatus]
