id,sname,year,catch
7,Gigartina skottsbergii ,2008,41896
7,Gigartina skottsbergii ,2009,29159
7,Gigartina skottsbergii ,2010,19725
8,Scomberesox saurus scombroides,2002,7
8,Scomberesox saurus scombroides,2003,22
8,Scomberesox saurus scombroides,2004,82
8,Scomberesox saurus scombroides,2005,
8,Scomberesox saurus scombroides,2006,6
8,Scomberesox saurus scombroides,2007,
8,Scomberesox saurus scombroides,2008,1
8,Scomberesox saurus scombroides,2009,
8,Scomberesox saurus scombroides,2010,
9,Xiphias gladius,2002,1557
9,Xiphias gladius,2003,1 575
9,Xiphias gladius,2004,2 133
9,Xiphias gladius,2005,2 297
9,Xiphias gladius,2006,1585
9,Xiphias gladius,2007,1811
9,Xiphias gladius,2008,1702
9,Xiphias gladius,2009,2248
9,Xiphias gladius,2010,2909
10,Engraulis ringens,2002,350462
10,Engraulis ringens,2003,382 312
10,Engraulis ringens,2004,466 636
10,Engraulis ringens,2005,470 899
10,Engraulis ringens,2006,387029
10,Engraulis ringens,2007,567172
10,Engraulis ringens,2008,395753
10,Engraulis ringens,2009,410037
10,Engraulis ringens,2010,272309
11,Thunnus obesus,2002,2
11,Thunnus obesus,2003,
11,Thunnus obesus,2004,
11,Thunnus obesus,2005,1
11,Thunnus obesus,2006,2
11,Thunnus obesus,2007,1
11,Thunnus obesus,2008,1
11,Thunnus obesus,2009,
11,Thunnus obesus,2010,
12,Cynoscion analis,2002,30
12,Cynoscion analis,2003,25
12,Cynoscion analis,2004,52
12,Cynoscion analis,2005,53
12,Cynoscion analis,2006,3
12,Cynoscion analis,2007,5
12,Cynoscion analis,2008,
12,Cynoscion analis,2009,
12,Cynoscion analis,2010,1
13,Prionace glauca,2002,8
13,Prionace glauca,2003,32
13,Prionace glauca,2004,99
13,Prionace glauca,2005,98
13,Prionace glauca,2006,102
13,Prionace glauca,2007,65
13,Prionace glauca,2008,45
13,Prionace glauca,2009,58
13,Prionace glauca,2010,55
14,Normanichthys crockeri,2002,3674
14,Normanichthys crockeri,2003,9 279
14,Normanichthys crockeri,2004,68 578
14,Normanichthys crockeri,2005,107 649
14,Normanichthys crockeri,2006,315797
14,Normanichthys crockeri,2007,20272
14,Normanichthys crockeri,2008,67234
14,Normanichthys crockeri,2009,169356
14,Normanichthys crockeri,2010,31721
15,Polyprion oxygeneios,2002,2
15,Polyprion oxygeneios,2003,
15,Polyprion oxygeneios,2004,16
15,Polyprion oxygeneios,2005,2
15,Polyprion oxygeneios,2006,
15,Polyprion oxygeneios,2007,
15,Polyprion oxygeneios,2008,3
15,Polyprion oxygeneios,2009,1
15,Polyprion oxygeneios,2010,
16,Dissostichus eleginoides,2002,4565
16,Dissostichus eleginoides,2003,4 742
16,Dissostichus eleginoides,2004,3 419
16,Dissostichus eleginoides,2005,3 278
16,Dissostichus eleginoides,2006,2091
16,Dissostichus eleginoides,2007,2090
16,Dissostichus eleginoides,2008,1558
16,Dissostichus eleginoides,2009,1681
16,Dissostichus eleginoides,2010,1467
17,Epigonus crassicaudus,2002,12
17,Epigonus crassicaudus,2003,111
17,Epigonus crassicaudus,2004,109
17,Epigonus crassicaudus,2005,21
17,Epigonus crassicaudus,2006,137
17,Epigonus crassicaudus,2007,
17,Epigonus crassicaudus,2008,3
17,Epigonus crassicaudus,2009,3
17,Epigonus crassicaudus,2010,3
18,Prolatilus jugularis,2002,51
18,Prolatilus jugularis,2003,12
18,Prolatilus jugularis,2004,41
18,Prolatilus jugularis,2005,38
18,Prolatilus jugularis,2006,26
18,Prolatilus jugularis,2007,33
18,Prolatilus jugularis,2008,52
18,Prolatilus jugularis,2009,59
18,Prolatilus jugularis,2010,31
19,Cheilodactylus gayi,2002,4
19,Cheilodactylus gayi,2003,6
19,Cheilodactylus gayi,2004,65
19,Cheilodactylus gayi,2005,62
19,Cheilodactylus gayi,2006,49
19,Cheilodactylus gayi,2007,75
19,Cheilodactylus gayi,2008,102
19,Cheilodactylus gayi,2009,77
19,Cheilodactylus gayi,2010,62
20,Salilota australis,2002,10
20,Salilota australis,2003,
20,Salilota australis,2004,20
20,Salilota australis,2005,3
20,Salilota australis,2006,3
20,Salilota australis,2007,
20,Salilota australis,2008,
20,Salilota australis,2009,
20,Salilota australis,2010,1
21,Scomber japonicus peruanus,2002,17373
21,Scomber japonicus peruanus,2003,16 766
21,Scomber japonicus peruanus,2004,31 147
21,Scomber japonicus peruanus,2005,14 284
21,Scomber japonicus peruanus,2006,23382
21,Scomber japonicus peruanus,2007,30400
21,Scomber japonicus peruanus,2008,24166
21,Scomber japonicus peruanus,2009,36183
21,Scomber japonicus peruanus,2010,53244
22,Isacia conceptionis,2002,149
22,Isacia conceptionis,2003,3 613
22,Isacia conceptionis,2004,3 280
22,Isacia conceptionis,2005,576
22,Isacia conceptionis,2006,53
22,Isacia conceptionis,2007,171
22,Isacia conceptionis,2008,39
22,Isacia conceptionis,2009,101
22,Isacia conceptionis,2010,38
23,Sebastes capensis,2002,20
23,Sebastes capensis,2003,16
23,Sebastes capensis,2004,98
23,Sebastes capensis,2005,68
23,Sebastes capensis,2006,57
23,Sebastes capensis,2007,44
23,Sebastes capensis,2008,79
23,Sebastes capensis,2009,173
23,Sebastes capensis,2010,121
24,Paralabrax humeralis,2002,8
24,Paralabrax humeralis,2003,9
24,Paralabrax humeralis,2004,82
24,Paralabrax humeralis,2005,53
24,Paralabrax humeralis,2006,43
24,Paralabrax humeralis,2007,44
24,Paralabrax humeralis,2008,26
24,Paralabrax humeralis,2009,33
24,Paralabrax humeralis,2010,37
25,Helicolenus lengerichi,2002,21
25,Helicolenus lengerichi,2003,1
25,Helicolenus lengerichi,2004,16
25,Helicolenus lengerichi,2005,10
25,Helicolenus lengerichi,2006,2
25,Helicolenus lengerichi,2007,
25,Helicolenus lengerichi,2008,5
25,Helicolenus lengerichi,2009,14
25,Helicolenus lengerichi,2010,1
26,Navodon paschalis,2002,8487
26,Navodon paschalis,2003,3 500
26,Navodon paschalis,2004,4 995
26,Navodon paschalis,2005,87
26,Navodon paschalis,2006,18
26,Navodon paschalis,2007,
26,Navodon paschalis,2008,44
26,Navodon paschalis,2009,
26,Navodon paschalis,2010,
27,Seriolella violacea,2002,742
27,Seriolella violacea,2003,452
27,Seriolella violacea,2004,689
27,Seriolella violacea,2005,605
27,Seriolella violacea,2006,562
27,Seriolella violacea,2007,856
27,Seriolella violacea,2008,822
27,Seriolella violacea,2009,436
27,Seriolella violacea,2010,331
28,Seriolella caerulea,2002,3
28,Seriolella caerulea,2003,
28,Seriolella caerulea,2004,16
28,Seriolella caerulea,2005,6
28,Seriolella caerulea,2006,4
28,Seriolella caerulea,2007,26
28,Seriolella caerulea,2008,2
28,Seriolella caerulea,2009,1
28,Seriolella caerulea,2010,21
29,Seriolella punctata,2002,3
29,Seriolella punctata,2003,
29,Seriolella punctata,2004,18
29,Seriolella punctata,2005,4
29,Seriolella punctata,2006,
29,Seriolella punctata,2007,
29,Seriolella punctata,2008,1
29,Seriolella punctata,2009,
29,Seriolella punctata,2010,
30,Genypterus chilensis,2002,213
30,Genypterus chilensis,2003,100
30,Genypterus chilensis,2004,548
30,Genypterus chilensis,2005,389
30,Genypterus chilensis,2006,377
30,Genypterus chilensis,2007,395
30,Genypterus chilensis,2008,619
30,Genypterus chilensis,2009,654
30,Genypterus chilensis,2010,467
31,Genypterus blacodes,2002,559
31,Genypterus blacodes,2003,1 136
31,Genypterus blacodes,2004,2 141
31,Genypterus blacodes,2005,1 417
31,Genypterus blacodes,2006,1791
31,Genypterus blacodes,2007,2043
31,Genypterus blacodes,2008,1605
31,Genypterus blacodes,2009,1666
31,Genypterus blacodes,2010,1487
32,Genypterus maculatus,2002,1231
32,Genypterus maculatus,2003,746
32,Genypterus maculatus,2004,832
32,Genypterus maculatus,2005,316
32,Genypterus maculatus,2006,238
32,Genypterus maculatus,2007,224
32,Genypterus maculatus,2008,214
32,Genypterus maculatus,2009,251
32,Genypterus maculatus,2010,120
33,Cilus gilberti,2002,733
33,Cilus gilberti,2003,603
33,Cilus gilberti,2004,916
33,Cilus gilberti,2005,770
33,Cilus gilberti,2006,538
33,Cilus gilberti,2007,574
33,Cilus gilberti,2008,743
33,Cilus gilberti,2009,1189
33,Cilus gilberti,2010,626
34,Coryphaena hippurus,2002,126
34,Coryphaena hippurus,2003,159
34,Coryphaena hippurus,2004,464
34,Coryphaena hippurus,2005,283
34,Coryphaena hippurus,2006,304
34,Coryphaena hippurus,2007,318
34,Coryphaena hippurus,2008,249
34,Coryphaena hippurus,2009,240
34,Coryphaena hippurus,2010,402
35,Trachurus symetricus murphyi,2002,38732
35,Trachurus symetricus murphyi,2003,38 510
35,Trachurus symetricus murphyi,2004,54 118
35,Trachurus symetricus murphyi,2005,36 544
35,Trachurus symetricus murphyi,2006,44378
35,Trachurus symetricus murphyi,2007,48336
35,Trachurus symetricus murphyi,2008,42440
35,Trachurus symetricus murphyi,2009,45082
35,Trachurus symetricus murphyi,2010,71158
36,Paralichthys microps,2002,12
36,Paralichthys microps,2003,4
36,Paralichthys microps,2004,48
36,Paralichthys microps,2005,47
36,Paralichthys microps,2006,31
36,Paralichthys microps,2007,32
36,Paralichthys microps,2008,93
36,Paralichthys microps,2009,101
36,Paralichthys microps,2010,52
37,Paralichthys adspersus,2002,3
37,Paralichthys adspersus,2003,
37,Paralichthys adspersus,2004,
37,Paralichthys adspersus,2005,8
37,Paralichthys adspersus,2006,
37,Paralichthys adspersus,2007,
37,Paralichthys adspersus,2008,
37,Paralichthys adspersus,2009,
37,Paralichthys adspersus,2010,
38,Ethmidium maculatum,2002,18216
38,Ethmidium maculatum,2003,14 289
38,Ethmidium maculatum,2004,19 286
38,Ethmidium maculatum,2005,10 992
38,Ethmidium maculatum,2006,24370
38,Ethmidium maculatum,2007,19550
38,Ethmidium maculatum,2008,23207
38,Ethmidium maculatum,2009,25998
38,Ethmidium maculatum,2010,10599
39,Merluccius gayi gayi,2002,26818
39,Merluccius gayi gayi,2003,25 754
39,Merluccius gayi gayi,2004,16 253
39,Merluccius gayi gayi,2005,4 580
39,Merluccius gayi gayi,2006,4273
39,Merluccius gayi gayi,2007,6167
39,Merluccius gayi gayi,2008,12822
39,Merluccius gayi gayi,2009,13620
39,Merluccius gayi gayi,2010,15396
40,Macruronus magellanicus,2002,6445
40,Macruronus magellanicus,2003,1 267
40,Macruronus magellanicus,2004,3 088
40,Macruronus magellanicus,2005,56
40,Macruronus magellanicus,2006,49
40,Macruronus magellanicus,2007,16
40,Macruronus magellanicus,2008,
40,Macruronus magellanicus,2009,1
40,Macruronus magellanicus,2010,
41,Merluccius australis,2002,8197
41,Merluccius australis,2003,8 025
41,Merluccius australis,2004,15 439
41,Merluccius australis,2005,15 416
41,Merluccius australis,2006,16251
41,Merluccius australis,2007,2
41,Merluccius australis,2008,13947
41,Merluccius australis,2009,12699
41,Merluccius australis,2010,11487
42,Hoplosthethus atlanticus,2002,11
42,Hoplosthethus atlanticus,2003,
42,Hoplosthethus atlanticus,2004,
42,Hoplosthethus atlanticus,2005,
42,Hoplosthethus atlanticus,2006,
42,Hoplosthethus atlanticus,2007,
42,Hoplosthethus atlanticus,2008,
42,Hoplosthethus atlanticus,2009,
42,Hoplosthethus atlanticus,2010,
43,Parona signata,2002,194
43,Parona signata,2003,183
43,Parona signata,2004,
43,Parona signata,2005,
43,Parona signata,2006,
43,Parona signata,2007,
43,Parona signata,2008,
43,Parona signata,2009,
43,Parona signata,2010,
44,Stromateus stellatus,2002,131
44,Stromateus stellatus,2003,1 577
44,Stromateus stellatus,2004,1 644
44,Stromateus stellatus,2005,5 217
44,Stromateus stellatus,2006,7498
44,Stromateus stellatus,2007,2989
44,Stromateus stellatus,2008,4851
44,Stromateus stellatus,2009,3308
44,Stromateus stellatus,2010,2060
45,Callorhynchus callorhynchus,2002,255
45,Callorhynchus callorhynchus,2003,663
45,Callorhynchus callorhynchus,2004,790
45,Callorhynchus callorhynchus,2005,503
45,Callorhynchus callorhynchus,2006,290
45,Callorhynchus callorhynchus,2007,500
45,Callorhynchus callorhynchus,2008,909
45,Callorhynchus callorhynchus,2009,1012
45,Callorhynchus callorhynchus,2010,554
46,Odontesthes regia,2002,391
46,Odontesthes regia,2003,1 595
46,Odontesthes regia,2004,511
46,Odontesthes regia,2005,637
46,Odontesthes regia,2006,744
46,Odontesthes regia,2007,814
46,Odontesthes regia,2008,976
46,Odontesthes regia,2009,1275
46,Odontesthes regia,2010,365
47,Brama australis,2002,4393
47,Brama australis,2003,2 599
47,Brama australis,2004,3 527
47,Brama australis,2005,12 469
47,Brama australis,2006,2343
47,Brama australis,2007,3569
47,Brama australis,2008,6112
47,Brama australis,2009,15088
47,Brama australis,2010,16847
48,Eleginops maclovinus,2002,240
48,Eleginops maclovinus,2003,166
48,Eleginops maclovinus,2004,312
48,Eleginops maclovinus,2005,150
48,Eleginops maclovinus,2006,148
48,Eleginops maclovinus,2007,124
48,Eleginops maclovinus,2008,139
48,Eleginops maclovinus,2009,205
48,Eleginops maclovinus,2010,151
49,Mugiloides chilensis,2002,1
49,Mugiloides chilensis,2003,
49,Mugiloides chilensis,2004,34
49,Mugiloides chilensis,2005,56
49,Mugiloides chilensis,2006,27
49,Mugiloides chilensis,2007,25
49,Mugiloides chilensis,2008,51
49,Mugiloides chilensis,2009,76
49,Mugiloides chilensis,2010,37
50,Sciaena fasciata,2002,4
50,Sciaena fasciata,2003,18
50,Sciaena fasciata,2004,60
50,Sciaena fasciata,2005,35
50,Sciaena fasciata,2006,114
50,Sciaena fasciata,2007,31
50,Sciaena fasciata,2008,37
50,Sciaena fasciata,2009,82
50,Sciaena fasciata,2010,112
51,Sardinops sagax,2002,16269
51,Sardinops sagax,2003,10 510
51,Sardinops sagax,2004,4 582
51,Sardinops sagax,2005,3 629
51,Sardinops sagax,2006,1068
51,Sardinops sagax,2007,886
51,Sardinops sagax,2008,298
51,Sardinops sagax,2009,138
51,Sardinops sagax,2010,87
52,Clupea bentincki,2002,310780
52,Clupea bentincki,2003,263 734
52,Clupea bentincki,2004,284 981
52,Clupea bentincki,2005,229 497
52,Clupea bentincki,2006,358751
52,Clupea bentincki,2007,186229
52,Clupea bentincki,2008,572187
52,Clupea bentincki,2009,603985
52,Clupea bentincki,2010,
53,Etrumeus teres,2002,5
53,Etrumeus teres,2003,
53,Etrumeus teres,2004,
53,Etrumeus teres,2005,
53,Etrumeus teres,2006,
53,Etrumeus teres,2007,
53,Etrumeus teres,2008,
53,Etrumeus teres,2009,
53,Etrumeus teres,2010,
54,Anisotremus scapularis,2002,2
54,Anisotremus scapularis,2003,14
54,Anisotremus scapularis,2004,24
54,Anisotremus scapularis,2005,34
54,Anisotremus scapularis,2006,12
54,Anisotremus scapularis,2007,6
54,Anisotremus scapularis,2008,2
54,Anisotremus scapularis,2009,2
54,Anisotremus scapularis,2010,1
55,Thyrsites atun,2002,676
55,Thyrsites atun,2003,412
55,Thyrsites atun,2004,569
55,Thyrsites atun,2005,819
55,Thyrsites atun,2006,593
55,Thyrsites atun,2007,960
55,Thyrsites atun,2008,744
55,Thyrsites atun,2009,1318
55,Thyrsites atun,2010,2074
56,Isurus oxyrinchus,2002,235
56,Isurus oxyrinchus,2003,295
56,Isurus oxyrinchus,2004,264
56,Isurus oxyrinchus,2005,278
56,Isurus oxyrinchus,2006,301
56,Isurus oxyrinchus,2007,195
56,Isurus oxyrinchus,2008,159
56,Isurus oxyrinchus,2009,202
56,Isurus oxyrinchus,2010,188
57,Mustelus mento,2002,49
57,Mustelus mento,2003,87
57,Mustelus mento,2004,192
57,Mustelus mento,2005,255
57,Mustelus mento,2006,69
57,Mustelus mento,2007,103
57,Mustelus mento,2008,57
57,Mustelus mento,2009,42
57,Mustelus mento,2010,34
58,Seriola lalandi,2002,4
58,Seriola lalandi,2003,7
58,Seriola lalandi,2004,19
58,Seriola lalandi,2005,8
58,Seriola lalandi,2006,3
58,Seriola lalandi,2007,8
58,Seriola lalandi,2008,
58,Seriola lalandi,2009,7
58,Seriola lalandi,2010,6
59,Graus nigra,2002,1
59,Graus nigra,2003,3
59,Graus nigra,2004,50
59,Graus nigra,2005,63
59,Graus nigra,2006,16
59,Graus nigra,2007,25
59,Graus nigra,2008,16
59,Graus nigra,2009,15
59,Graus nigra,2010,11
60,Venus antiqua ,2002,5360
60,Venus antiqua ,2003,8 345
60,Venus antiqua ,2004,18 914
60,Venus antiqua ,2005,14 113
60,Venus antiqua ,2006,13868
60,Venus antiqua ,2007,9400
60,Venus antiqua ,2008,15725
60,Venus antiqua ,2009,15739
60,Venus antiqua ,2010,21591
61,Loligo gahi,2002,53
61,Loligo gahi,2003,51
61,Loligo gahi,2004,24
61,Loligo gahi,2005,3
61,Loligo gahi,2006,
61,Loligo gahi,2007,114
61,Loligo gahi,2008,316
61,Loligo gahi,2009,91
61,Loligo gahi,2010,15
62,Thais chocolata,2002,609
62,Thais chocolata,2003,918
62,Thais chocolata,2004,404
62,Thais chocolata,2005,984
62,Thais chocolata,2006,369
62,Thais chocolata,2007,654
62,Thais chocolata,2008,457
62,Thais chocolata,2009,522
62,Thais chocolata,2010,160
63,Argobuccinum argus,2002,336
63,Argobuccinum argus,2003,391
63,Argobuccinum argus,2004,317
63,Argobuccinum argus,2005,312
63,Argobuccinum argus,2006,169
63,Argobuccinum argus,2007,188
63,Argobuccinum argus,2008,225
63,Argobuccinum argus,2009,114
63,Argobuccinum argus,2010,176
64,Odontocymbiola magellanica,2002,10
64,Odontocymbiola magellanica,2003,9
64,Odontocymbiola magellanica,2004,17
64,Odontocymbiola magellanica,2005,52
64,Odontocymbiola magellanica,2006,25
64,Odontocymbiola magellanica,2007,12
64,Odontocymbiola magellanica,2008,5
64,Odontocymbiola magellanica,2009,23
64,Odontocymbiola magellanica,2010,8
65,Adelomelon ancilla,2002,3
65,Adelomelon ancilla,2003,18
65,Adelomelon ancilla,2004,15
65,Adelomelon ancilla,2005,59
65,Adelomelon ancilla,2006,33
65,Adelomelon ancilla,2007,
65,Adelomelon ancilla,2008,50
65,Adelomelon ancilla,2009,4
65,Adelomelon ancilla,2010,173
66,Tegula atra,2002,13
66,Tegula atra,2003,11
66,Tegula atra,2004,78
66,Tegula atra,2005,120
66,Tegula atra,2006,66
66,Tegula atra,2007,102
66,Tegula atra,2008,121
66,Tegula atra,2009,98
66,Tegula atra,2010,46
67,Chorus giganteus,2002,23
67,Chorus giganteus,2003,99
67,Chorus giganteus,2004,74
67,Chorus giganteus,2005,32
67,Chorus giganteus,2006,39
67,Chorus giganteus,2007,46
67,Chorus giganteus,2008,110
67,Chorus giganteus,2009,152
67,Chorus giganteus,2010,63
68,Calyptraea trochiformes,2002,4
68,Calyptraea trochiformes,2003,1
68,Calyptraea trochiformes,2004,10
68,Calyptraea trochiformes,2005,19
68,Calyptraea trochiformes,2006,2
68,Calyptraea trochiformes,2007,3
68,Calyptraea trochiformes,2008,5
68,Calyptraea trochiformes,2009,7
68,Calyptraea trochiformes,2010,6
69,Aulacomya ater,2002,3775
69,Aulacomya ater,2003,3 188
69,Aulacomya ater,2004,2 027
69,Aulacomya ater,2005,1678
69,Aulacomya ater,2006,3138
69,Aulacomya ater,2007,3285
69,Aulacomya ater,2008,3967
69,Aulacomya ater,2009,907
69,Aulacomya ater,2010,3638
70,Mytilus chilensis,2002,1416
70,Mytilus chilensis,2003,2 899
70,Mytilus chilensis,2004,1 046
70,Mytilus chilensis,2005,335
70,Mytilus chilensis,2006,217
70,Mytilus chilensis,2007,8048
70,Mytilus chilensis,2008,476
70,Mytilus chilensis,2009,293
70,Mytilus chilensis,2010,354
71,Choromytilus chorus,2002,91
71,Choromytilus chorus,2003,129
71,Choromytilus chorus,2004,142
71,Choromytilus chorus,2005,47
71,Choromytilus chorus,2006,66
71,Choromytilus chorus,2007,67
71,Choromytilus chorus,2008,152
71,Choromytilus chorus,2009,212
71,Choromytilus chorus,2010,559
72,Gari solida  ,2002,3596
72,Gari solida  ,2003,4 235
72,Gari solida  ,2004,5 864
72,Gari solida  ,2005,2407
72,Gari solida  ,2006,3811
72,Gari solida  ,2007,3673
72,Gari solida  ,2008,2711
72,Gari solida  ,2009,1767
72,Gari solida  ,2010,3459
73,Ensis macha,2002,4380
73,Ensis macha,2003,4 139
73,Ensis macha,2004,5 269
73,Ensis macha,2005,4487
73,Ensis macha,2006,4167
73,Ensis macha,2007,4272
73,Ensis macha,2008,3559
73,Ensis macha,2009,3006
73,Ensis macha,2010,4039
74,Dosidicus gigas,2002,4575
74,Dosidicus gigas,2003,13 727
74,Dosidicus gigas,2004,166 866
74,Dosidicus gigas,2005,283420
74,Dosidicus gigas,2006,243307
74,Dosidicus gigas,2007,83299
74,Dosidicus gigas,2008,135444
74,Dosidicus gigas,2009,51140
74,Dosidicus gigas,2010,66049
75,Tawera gayi,2002,271
75,Tawera gayi,2003,2 554
75,Tawera gayi,2004,2 910
75,Tawera gayi,2005,2925
75,Tawera gayi,2006,6342
75,Tawera gayi,2007,6644
75,Tawera gayi,2008,3251
75,Tawera gayi,2009,7725
75,Tawera gayi,2010,9608
76,Fissurella latimarginata   ,2002,115
76,Fissurella latimarginata   ,2003,178
76,Fissurella latimarginata   ,2004,103
76,Fissurella latimarginata   ,2005,64
76,Fissurella latimarginata   ,2006,68
76,Fissurella latimarginata   ,2007,122
76,Fissurella latimarginata   ,2008,148
76,Fissurella latimarginata   ,2009,201
76,Fissurella latimarginata   ,2010,471
77,Fissurella maxima  ,2002,4
77,Fissurella maxima  ,2003,8
77,Fissurella maxima  ,2004,4
77,Fissurella maxima  ,2005,
77,Fissurella maxima  ,2006,2
77,Fissurella maxima  ,2007,5
77,Fissurella maxima  ,2008,1
77,Fissurella maxima  ,2009,
77,Fissurella maxima  ,2010,4
78,Fissurella cumingi ,2002,63
78,Fissurella cumingi ,2003,74
78,Fissurella cumingi ,2004,52
78,Fissurella cumingi ,2005,41
78,Fissurella cumingi ,2006,44
78,Fissurella cumingi ,2007,63
78,Fissurella cumingi ,2008,31
78,Fissurella cumingi ,2009,29
78,Fissurella cumingi ,2010,33
79,Concholepas concholepas  ,2002,1622
79,Concholepas concholepas  ,2003,2 964
79,Concholepas concholepas  ,2004,3 601
79,Concholepas concholepas  ,2005,3270
79,Concholepas concholepas  ,2006,3902
79,Concholepas concholepas  ,2007,2939
79,Concholepas concholepas  ,2008,3210
79,Concholepas concholepas  ,2009,3641
79,Concholepas concholepas  ,2010,3009
80,Mesodesma donacium  ,2002,1303
80,Mesodesma donacium  ,2003,2 349
80,Mesodesma donacium  ,2004,1 927
80,Mesodesma donacium  ,2005,1528
80,Mesodesma donacium  ,2006,2593
80,Mesodesma donacium  ,2007,2882
80,Mesodesma donacium  ,2008,2108
80,Mesodesma donacium  ,2009,2906
80,Mesodesma donacium  ,2010,4056
81,Tagelus dombeii,2002,4743
81,Tagelus dombeii,2003,3 404
81,Tagelus dombeii,2004,6 296
81,Tagelus dombeii,2005,3913
81,Tagelus dombeii,2006,5174
81,Tagelus dombeii,2007,4885
81,Tagelus dombeii,2008,3969
81,Tagelus dombeii,2009,3179
81,Tagelus dombeii,2010,3248
82,Argopecten purpuratus,2002,55
82,Argopecten purpuratus,2003,20
82,Argopecten purpuratus,2004,120
82,Argopecten purpuratus,2005,43
82,Argopecten purpuratus,2006,
82,Argopecten purpuratus,2007,
82,Argopecten purpuratus,2008,
82,Argopecten purpuratus,2009,189
82,Argopecten purpuratus,2010,
83,Chlamys patagonica,2002,373
83,Chlamys patagonica,2003,139
83,Chlamys patagonica,2004,27
83,Chlamys patagonica,2005,14
83,Chlamys patagonica,2006,
83,Chlamys patagonica,2007,
83,Chlamys patagonica,2008,
83,Chlamys patagonica,2009,
83,Chlamys patagonica,2010,
84,Ostrea chilensis,2002,7
84,Ostrea chilensis,2003,2
84,Ostrea chilensis,2004,13
84,Ostrea chilensis,2005,6
84,Ostrea chilensis,2006,8
84,Ostrea chilensis,2007,4
84,Ostrea chilensis,2008,3
84,Ostrea chilensis,2009,20
84,Ostrea chilensis,2010,14
85,Octopus vulgaris,2002,1354
85,Octopus vulgaris,2003,2 020
85,Octopus vulgaris,2004,2 305
85,Octopus vulgaris,2005,2589
85,Octopus vulgaris,2006,2786
85,Octopus vulgaris,2007,1340
85,Octopus vulgaris,2008,2783
85,Octopus vulgaris,2009,2153
85,Octopus vulgaris,2010,1438
86,Semele solida,2002,2162
86,Semele solida,2003,2 402
86,Semele solida,2004,3 046
86,Semele solida,2005,2640
86,Semele solida,2006,1685
86,Semele solida,2007,1853
86,Semele solida,2008,1143
86,Semele solida,2009,689
86,Semele solida,2010,1752
87,Heterocarpus reedi ,2002,1034
87,Heterocarpus reedi ,2003,1 000
87,Heterocarpus reedi ,2004,943
87,Heterocarpus reedi ,2005,573
87,Heterocarpus reedi ,2006,844
87,Heterocarpus reedi ,2007,769
87,Heterocarpus reedi ,2008,796
87,Heterocarpus reedi ,2009,898
87,Heterocarpus reedi ,2010,951
88,Chaceon chilensis,2002,2
88,Chaceon chilensis,2003,19
88,Chaceon chilensis,2004,41
88,Chaceon chilensis,2005,10
88,Chaceon chilensis,2006,2
88,Chaceon chilensis,2007,3
88,Chaceon chilensis,2008,4
88,Chaceon chilensis,2009,
88,Chaceon chilensis,2010,
89,Lithodes santolla ,2002,2711
89,Lithodes santolla ,2003,2 864
89,Lithodes santolla ,2004,2 968
89,Lithodes santolla ,2005,3196
89,Lithodes santolla ,2006,4035
89,Lithodes santolla ,2007,2733
