,IdOrig,SciName,CommName,Country,Year,Policy,Dbase,IdLevel,BvBmsy,FvFmsy,Catch,MSY,Profits,Biomass,Price,MarginalCost,SpeciesCatName,RegionFAO
375103,HAWG-HERRNIRS-1960-2010-NEUBAUER,Clupea harengus,Herring Northern Irish Sea,Multinational,2012,Historic,RAM,Species,0.0711,1.63,4890,31556.88927,-2491956.064,31383.36936,215.1825419,53622161.16,"Herrings, sardines, anchovies",27
375156,HAWG-HERRNS-1960-2011-NEUBAUER,Clupea harengus,Herring North Sea,Multinational,2012,Historic,RAM,Species,0.888,0.47,188000,269338.429,18632175.24,2857962.118,215.1825419,372941460.8,"Herrings, sardines, anchovies",27
375212,HAWG-HERRSIRS-1957-2010-NEUBAUER,Clupea harengus,Herring ICES VIIa-g-h-j,Multinational,2012,Historic,RAM,Species,1.99,0.338,8370,4883.126723,641137.5108,145929.3273,215.1825419,9100401.813,"Herrings, sardines, anchovies",27
375269,HAWG-HERRVIa-1956-2010-NEUBAUER,Clupea harengus,Herring ICES VIa,Multinational,2012,Historic,RAM,Species,1.45,1.06,19900,52960.12991,14370656.44,775202.2745,215.1825419,58893863.58,"Herrings, sardines, anchovies",27
375326,HAWG-HERRVIaVIIbc-1956-2010-NEUBAUER,Clupea harengus,Herring ICES VIa-VIIb-VIIc,Multinational,2012,Historic,RAM,Species,0.306,2.19,10200,11747.29492,-97891.17505,38646.21718,215.1825419,14177951.39,"Herrings, sardines, anchovies",27
375364,IATTC-BIGEYEEPAC-1975-2011-BRANCH,Thunnus obesus,Bigeye tuna Eastern Pacific,Multinational,2012,Historic,RAM,Species,1.24,0.93,81400,80963,211513642.8,385946.28,2838.462325,338548162.7,"Tunas, bonitos, billfishes","67,77,87"
375423,IATTC-STMARLINNEPAC-1954-2009-BRANCH,Kajikia audax,Striped marlin Northeast Pacific,Multinational,2012,Historic,RAM,Species,1.52,0.0754,1360,2596,405393.2561,4964.378295,1477.04916,1322262.819,"Tunas, bonitos, billfishes",77
375486,IATTC-SWORDEPAC-1950-2010-CHING,Xiphias gladius,Swordfish Eastern Pacific,Multinational,2012,Historic,RAM,Species,1.99,0.06,13400,20000,7829513.338,74632.30302,3470.547324,40213460.52,"Tunas, bonitos, billfishes","67,77,87"
375524,IATTC-YFINEPAC-1975-2011-BRANCH,Thunnus albacares,Yellowfin tuna Eastern Pacific,Multinational,2012,Historic,RAM,Species,0.713,1.13,256000,262857,200422299,253085.054,1507.521178,149818069.1,"Tunas, bonitos, billfishes",77
375581,ICCAT-ALBAMED-1956-2011-CHING,Thunnus alalunga,Albacore tuna Mediterranean,Multinational,2012,Historic,RAM,Species,1.89,0.06,2120,28900,4482086.38,223957.44,1452.156936,67227285.62,"Tunas, bonitos, billfishes",37
375644,ICCAT-ALBANATL-1950-2010-CHING,Thunnus alalunga,Albacore tuna North Atlantic,Multinational,2012,Historic,RAM,Species,0.63,1.05,22000,29000,16377390.98,53765.05533,1452.156936,43831682.78,"Tunas, bonitos, billfishes","21,27"
375701,ICCAT-ALBASATL-1956-2010-CHING,Thunnus alalunga,Albacore tuna South Atlantic,Multinational,2012,Historic,RAM,Species,0.9,0.750965527,18900,27964,20285891.31,180491.4596,1452.156936,134554657.6,"Tunas, bonitos, billfishes","41,47"
375764,ICCAT-ATBTUNAEATL-1950-2010-CHING,Thunnus thynnus,Bluefin tuna Eastern Atlantic,Multinational,2012,Historic,RAM,Species,0.45,0.78,20500,50000,76690725.7,212786.7364,9252.624413,2196403678,"Tunas, bonitos, billfishes","27,34,47"
375827,ICCAT-ATBTUNAWATL-1950-2010-CHING,Thunnus thynnus,Bluefin tuna Western Atlantic,Multinational,2012,Historic,RAM,Species,0.41,0.45,1980,4457,3872039.03,24595.06042,9252.624413,309757599.2,"Tunas, bonitos, billfishes","21,31,41"
375890,ICCAT-BIGEYEATL-1950-2010-CHING,Thunnus obesus,Bigeye tuna Atlantic,Multinational,2012,Historic,RAM,Species,1.01,0.95,87900,92000,188059802.7,430710.5274,2838.462325,490632950.1,"Tunas, bonitos, billfishes","21,27,31,34,41,47,48"
375947,ICCAT-BMARLINATL-1956-2010-CHING,Makaira nigricans,Blue marlin Atlantic,Multinational,2012,Historic,RAM,Species,0.55,3.118181818,3430,2000,1751279.713,17882.9794,1477.04916,28364352.39,"Tunas, bonitos, billfishes","21,27,31,34,41,47,48"
376004,ICCAT-SAILEATL-1956-2010-CHING,Istiophorus albicans,Sailfish Eastern Atlantic,Multinational,2012,Historic,RAM,Species,0.26,8.813160987,1950,851,-2564558.788,3840.627042,1477.04916,13141958.28,"Tunas, bonitos, billfishes","27,34,47"
376061,ICCAT-SAILWATL-1956-2010-CHING,Istiophorus albicans,Sailfish Western Atlantic,Multinational,2012,Historic,RAM,Species,0.28,6.260504202,1490,850,-1285719.946,5798.550156,1477.04916,20396969.82,"Tunas, bonitos, billfishes","21,31,41"
376124,ICCAT-SKJEATL-1950-2010-CHING,Katsuwonus pelamis,Skipjack tuna Eastern Atlantic,Multinational,2012,Historic,RAM,Species,1.71,0.27,116000,156500,45419140.38,656793.9865,699.2199181,89951630.84,"Tunas, bonitos, billfishes","27,34,47"
376185,ICCAT-SKJWATL-1952-2010-CHING,Katsuwonus pelamis,Skipjack tuna Western Atlantic,Multinational,2012,Historic,RAM,Species,1.67,0.32,26500,33000,10988707.68,167085.4118,699.2199181,24965189.59,"Tunas, bonitos, billfishes","21,31,41"
376248,ICCAT-SWORDMED-1950-2009-CHING,Xiphias gladius,Swordfish Mediterranean Sea,Multinational,2012,Historic,RAM,Species,0.96,0.89,12200,14600,32150921.04,70763.51655,3470.547324,106384490.5,"Tunas, bonitos, billfishes",37
376311,ICCAT-SWORDNATL-1950-2010-CHING,Xiphias gladius,Swordfish North Atlantic,Multinational,2012,Historic,RAM,Species,1.02,0.87828285,12300,13730,32389093.69,63072.31431,3470.547324,86236984.41,"Tunas, bonitos, billfishes","21,27"
376374,ICCAT-SWORDSATL-1950-2010-CHING,Xiphias gladius,Swordfish South Atlantic,Multinational,2012,Historic,RAM,Species,1.04,0.801282051,12500,15000,33395720.01,49426.77068,3470.547324,59643722.07,"Tunas, bonitos, billfishes","41,47"
376431,ICCAT-WMARLINATL-1956-2011-CHING,Tetrapturus albidus,White marlin Atlantic,Multinational,2012,Historic,RAM,Species,0.4,0.84,434,1239,241637.6447,6487.309472,1477.04916,13257637.76,"Tunas, bonitos, billfishes","21,27,31,34,41,47,48"
376494,ICCAT-YFINATL-1950-2011-CHING,Thunnus albacares,Yellowfin tuna Atlantic,Multinational,2012,Historic,RAM,Species,0.67,1.15,108000,144600,101074916.7,376904.1708,1507.521178,326138819.8,"Tunas, bonitos, billfishes","21,27,31,34,41,47,48"
376528,IFOP-BWHITCH-1979-2012-CHING,Micromesistius poutassou,Blue Whiting Chile,Multinational,2012,Historic,RAM,Species,1.64,0.555,20100,22102.87052,4646839.604,620083.6968,265.7209562,60251267.21,"Cods, hakes, haddocks",87
376564,IFOP-PATGRENADIERCH-1977-2012-CHING,Macruronus magellanicus,Patagonian grenadier Chile,Multinational,2012,Historic,RAM,Species,0.124,2.81,56900,162997.6142,-90972336.23,396795.2282,883.4690539,1766899012,"Cods, hakes, haddocks",87
376600,IFOP-SOUTHHAKECH-1977-2011-CHING,Merluccius australis,South Hake Chile,Multinational,2012,Historic,RAM,Species,0.94,1.53,12500,8694.722162,16236139.41,409906.8715,1879.608443,678737432.7,"Cods, hakes, haddocks",87
376645,IFOP-SPHAKECH-1968-2012-CHING,Merluccius gayi,South Pacific Hake Chile,Multinational,2012,Historic,RAM,Species,0.496,1.36,45100,66724.16263,23419663.34,345961.1389,1198.0131,432287362.5,"Cods, hakes, haddocks",87
376699,IMARPE-PANCHPERUNC-1959-2008-HIVELY,Engraulis ringens,Peruvian anchoveta North-Central Peru,Peru,2012,Historic,RAM,Species,1.47,0.855,6100000,3650314.23,3985478661,8820000,1041.671533,1856157927,"Herrings, sardines, anchovies",87
376723,INIDEP-ARGANCHONARG-1989-2007-Parma,Engraulis anchoita,Argentine anchoita Northern Argentina,Argentina,2012,Historic,RAM,Species,1.09,0.169,24500,318020.85,52621016.35,1142263.767,1041.671533,399413344,"Herrings, sardines, anchovies",41
376744,INIDEP-ARGANCHOSARG-1992-2007-Parma,Engraulis anchoita,Argentine anchoita Southern Argentina,Argentina,2012,Historic,RAM,Species,1.99,0.0353,3270,217369.035,15155894.53,1459503.512,1041.671533,281524217,"Herrings, sardines, anchovies",41
376771,INIDEP-ARGHAKENARG-1986-2011-CHING,Merluccius hubbsi,Argentine hake Northern Argentina,Argentina,2012,Historic,RAM,Species,0.371,1.6,81200,136215.9978,16099768.26,132845.5654,966.8051528,118364698.8,"Cods, hakes, haddocks",41
376794,INIDEP-ARGHAKESARG-1990-2011-CHING,Merluccius hubbsi,Argentine hake Southern Argentina,Argentina,2012,Historic,RAM,Species,0.169,1.79,362000,1198189.816,-281339148.9,727754.6141,966.8051528,1563491734,"Cods, hakes, haddocks",41
376824,INIDEP-PATGRENADIERSARG-1983-2006-Parma,Macruronus magellanicus,Patagonian grenadier Southern Argentina,Argentina,2012,Historic,RAM,Species,1.99,0.595,152000,132131,123011087.3,1277641.69,883.4690539,233184297,"Cods, hakes, haddocks",41
376852,INIDEP-SBWHITARGS-1985-2007-Parma,Micromesistius australis,Southern blue whiting Southern Argentina,Argentina,2012,Historic,RAM,Species,0.103,2,39500,192025.1492,-36665287.95,560312.0896,450.3533376,1709240322,"Cods, hakes, haddocks",41
376915,IOTC-ALBAIO-1950-2010-CHING,Thunnus alalunga,Albacore tuna Indian Ocean,Multinational,2012,Historic,RAM,Species,1.08,0.94,42900,27022,30572949.42,302469.7531,1452.156936,209855589,"Tunas, bonitos, billfishes","57,58"
376978,IOTC-BIGEYEIO-1950-2010-CHING,Thunnus obesus,Bigeye tuna Indian Ocean,Multinational,2012,Historic,RAM,Species,1.2,0.79,109000,114000,245820077.9,450272.6962,2838.462325,389565899.4,"Tunas, bonitos, billfishes","57,58"
377041,IOTC-SKJCIO-1950-2010-CHING,Katsuwonus pelamis,Skipjack tuna Indian Ocean,Multinational,2012,Historic,RAM,Species,1.99,0.81,460000,564000,558948690.5,986738.3389,699.2199181,85343459.29,"Tunas, bonitos, billfishes","57,58"
377104,IOTC-SWORDIO-1950-2010-CHING,Xiphias gladius,Swordfish Indian Ocean,Multinational,2012,Historic,RAM,Species,1.59,0.43,20800,36417,75616358.37,271003.6028,3470.547324,240460984.9,"Tunas, bonitos, billfishes","57,58"
377145,IOTC-YFINEIO-1972-2009-BRANCH,Thunnus albacares,Yellowfin tuna Indian Ocean,Multinational,2012,Historic,RAM,Species,0.993,1.15,285000,235640,296662606.7,1260117,1507.521178,811101874.1,"Tunas, bonitos, billfishes","57,58"
377162,IPHC-PHALNPAC-1990-2011-STACHURA,Hippoglossus stenolepis,Pacific halibut North Pacific,Multinational,2012,Historic,RAM,Species,0.495,2.26,23300,29210.93905,92810940.46,113646.4093,8355.971824,911078011.6,"Flounders, halibuts, soles","61,67"
377223,ISC-ALBANPAC-1952-2010-CHING,Thunnus alalunga,Albacore tuna North Pacific,Multinational,2012,Historic,RAM,Species,1.18,0.73,78000,119094,119582567,944539.9674,1452.156936,526711740.5,"Tunas, bonitos, billfishes","61,67"
377284,ISC-BMARLINPAC-1952-2010-CHING,Makaira nigricans,Blue marlin Pacific Ocean,Multinational,2012,Historic,RAM,Species,0.548,1.16,21300,18000,8650837.016,134181.5812,1477.04916,202481722.9,"Tunas, bonitos, billfishes","61,67,71,77,81,87,88"
377345,ISC-PACBTUNA-1952-2008-CHING,Thunnus orientalis,Pacific bluefin tuna Pacific Ocean,Multinational,2012,Historic,RAM,Species,0.44,2.71,22700,17345,41297185.46,80557.76797,9252.624413,878922117,"Tunas, bonitos, billfishes","61,67,71,77,81,87,88"
377407,ISC-STMARLINWCNPAC-1951-2010-CHING,Kajikia audax,Striped marlin Western and Central North Pacific,Multinational,2012,Historic,RAM,Species,0.41,1.37,2560,5378,1401779.212,8321.163028,1477.04916,11423929.52,"Tunas, bonitos, billfishes","61,67,71,77"
377468,ISC-SWORDNPAC-1952-2010-CHING,Xiphias gladius,Swordfish North Pacific,Multinational,2012,Historic,RAM,Species,1.99,0.54,1920,15039,50093219.39,84024.09789,3470.547324,51101644.68,"Tunas, bonitos, billfishes","61,67"
377531,MARAM-CHAKESA-1917-2013-Rademeyer,Merluccius capensis,Shallow-water cape hake South Africa,South Africa,2012,Historic,RAM,Species,1.71,0.196506344,20800,61900,23707806.33,504128.7057,1255.055095,151199754.8,"Cods, hakes, haddocks","47,51"
377595,MARAM-CTRACSA-1949-2013-Furman,Trachurus capensis,Cape horse mackerel South Africa South coast,South Africa,2012,Historic,RAM,Species,1.99,0.171,29700,72924.09,8099818.191,612231.7386,353.1318655,42809856.71,Miscellaneous pelagic fishes,"47,51"
377658,MARAM-DEEPCHAKESA-1917-2013-Rademeyer,Merluccius paradoxus,Deep-water cape hake South Africa,South Africa,2012,Historic,RAM,Species,0.98,0.932441942,106000,116000,84935898.52,379797.875,1076.486667,153278848.1,"Cods, hakes, haddocks","47,51"
377712,MARAM-PTOOTHFISHPEI-1960-2013-Brandao,Dissostichus eleginoides,Patagonian toothfish South Africa Subantarctic Prince Edward Islands,South Africa,2012,Historic,RAM,Species,1.99,0.00783,256,3216,244853.3482,61076.82972,5037.415671,77826945.88,Miscellaneous demersal fishes,"47,51"
377771,NAFO-SC-AMPL3LNO-1955-2007-BAUM,Hippoglossoides platessoides,American Plaice NAFO-3LNO,Multinational,2012,Historic,RAM,Species,0.0795,0.859,2830,41378.56121,-9432302.98,44034.80371,1608.811067,496496995.3,"Flounders, halibuts, soles",21
377824,NAFO-SC-AMPL3M-1960-2007-BAUM,Hippoglossoides platessoides,American Plaice NAFO-3M,Multinational,2012,Historic,RAM,Species,0.0357,0,0,473.9812375,0,1887.347616,1608.811067,89516287.65,"Flounders, halibuts, soles",21
377877,NAFO-SC-COD3M-1960-2012-CHING,Gadus morhua,Atlantic cod NAFO 3M,Multinational,2012,Historic,RAM,Species,0.714,0.951,13900,20472.7478,18896557.89,58796.72378,2100.902985,67203381.43,"Cods, hakes, haddocks",21
377937,NAFO-SC-COD3NO-1953-2011-CHING,Gadus morhua,Atlantic cod NAFO 3NO,Multinational,2012,Historic,RAM,Species,0.188,0.184,819,23566.91259,310032.6225,7551.71246,2100.902985,25337026.41,"Cods, hakes, haddocks",21
377990,NAFO-SC-GHAL23KLMNO-1960-2006-PREFONTAINE,Reinhardtius hippoglossoides,Greenland halibut NAFO 23KLMNO,Multinational,2012,Historic,RAM,Species,0.393,1.72,24000,35532.56824,17482180.87,76514.67519,3111.071907,258146649.7,"Flounders, halibuts, soles",21
378044,NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM,Sebastes spp,Redfish species NAFO 3LN,Multinational,2012,Historic,RAM,Species,1.85,0.0407,1660,24440,2187525.531,262515,1255.171946,77238984.61,Miscellaneous demersal fishes,21
378072,NAFO-SC-REDFISHSPP3M-1985-2006-PREFONTAINE,Sebastes spp,Redfish species NAFO 3M,Multinational,2012,Historic,RAM,Species,0.805,0.194,4120,26387.53598,4167340.126,144976.4691,1255.171946,102901636.1,Miscellaneous demersal fishes,21
378125,NAFO-SC-YELL3LNO-1960-2009-BAUM,Limanda ferruginea,Yellowtail Flounder NAFO 3LNO,Multinational,2012,Historic,RAM,Species,1.63,0.146,4620,18820,9877153.593,119935.4,2418.449201,68537045.79,"Flounders, halibuts, soles",21
378188,NEFSC-ACADREDGOMGB-1913-2007-MILLER,Sebastes fasciatus,Acadian redfish Gulf of Maine / Georges Bank,USA,2012,Historic,RAM,Species,0.866,0.133,1160,10139,715901.1903,702359.9294,730.9367972,564705805,Miscellaneous demersal fishes,21
378241,NEFSC-AMPL5YZ-1960-2008-OBRIEN,Hippoglossoides platessoides,American Plaice NAFO-5YZ,USA,2012,Historic,RAM,Species,0.704,0.852,1230,4059,2560149.919,23300.40161,1608.811067,25567830.57,"Flounders, halibuts, soles",21
378304,NEFSC-ATHAL5YZ-1800-2007-COL,Hippoglossus hippoglossus,Atlantic Halibut NAFO-5YZ,USA,2012,Historic,RAM,Species,0.0264,0.89,84.2,3500,-4909218.799,1293.6,7142.157841,197628927.1,"Flounders, halibuts, soles",21
378336,NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD,Pomatomus saltatrix,Bluefish Atlantic Coast,USA,2012,Historic,RAM,Species,1.05,0.789,15600,15565,9904567.642,154404.6,993.5955355,73326961.38,Miscellaneous pelagic fishes,21
378381,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,Centropristis striata,Black sea bass Mid-Atlantic Coast,USA,2012,Historic,RAM,Species,1,1.15,2810,3903,13359470.75,12892.3,4059.514366,19163314.15,Miscellaneous coastal fishes,"21,31"
378429,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Peprilus triacanthus,Atlantic butterfish Gulf of Maine / Cape Hatteras,USA,2012,Historic,RAM,Species,1.17,0.103,1630,13553.16442,2421094.313,83855.46332,1666.62523,50368784.4,Miscellaneous pelagic fishes,21
378466,NEFSC-CODGB-1976-2011-CHING,Gadus morhua,Atlantic cod Georges Bank,USA,2012,Historic,RAM,Species,0.111,1.62,4010,28774,-18087217.05,46048.99778,2100.902985,496545293.2,"Cods, hakes, haddocks",21
378498,NEFSC-CODGOM-1981-2011-CHING,Gadus morhua,Atlantic cod Gulf of Maine,USA,2012,Historic,RAM,Species,0.149,4.88,6860,11592.5,-31214464.43,22358.54335,2100.902985,173889698.2,"Cods, hakes, haddocks",21
378547,NEFSC-HAD5Y-1964-2011-CHING,Melanogrammus aeglefinus,Haddock NAFO-5Y,USA,2012,Historic,RAM,Species,0.585,1.78,1310,1177,765914.2912,3622.68939,1301.7755,3394122.682,"Cods, hakes, haddocks",21
378610,NEFSC-HADGB-1931-2010-CHING,Melanogrammus aeglefinus,Haddock Georges Bank,USA,2012,Historic,RAM,Species,1.34,0.462,25900,28000,19147735.83,372223.7748,1301.7755,184155361,"Cods, hakes, haddocks",21
378663,NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ,Clupea harengus,Atlantic herring Northwestern Atlantic Coast,USA,2012,Historic,RAM,Species,1.66,0.339,106000,145500,15655878.81,1714657.89,215.1825419,102382310.5,"Herrings, sardines, anchovies",21
378716,NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ,Scomber scombrus,Atlantic mackerel Gulf of Maine / Cape Hatteras,USA,2012,Historic,RAM,Species,1.99,0.311,106000,89000,31471594.73,3036937.338,628.2662582,575401372.5,Miscellaneous pelagic fishes,21
378749,NEFSC-MONKGOMNGB-1980-2009-HIVELY,Lophius americanus,Monkfish Gulf of Maine / Northern Georges Bank,USA,2012,Historic,RAM,Species,1.95,0.17,3780,10745,10591926,66137.64645,3222.055635,39472628.73,Miscellaneous demersal fishes,21
378782,NEFSC-MONKSGBMATL-1980-2009-HIVELY,Lophius americanus,Monkfish Southern Georges Bank / Mid-Atlantic,USA,2012,Historic,RAM,Species,1.99,0.113,6110,15279,10330328.34,112791.4261,3222.055635,69237447.48,Miscellaneous demersal fishes,"21,31"
378835,NEFSC-POLL5YZ-1960-2009-CHING,Pollachius virens,Pollock NAFO-5YZ,USA,2012,Historic,RAM,Species,1.55,0.467,8740,12098.45128,9244926.474,210555.1129,1215.299399,87255989.74,"Cods, hakes, haddocks",21
378884,NEFSC-SCALL5ZMAB-1964-2009-HIVELY,Placopecten magellanicus,Sea scallop Georges Bank and Mid-Atlantic Bight,USA,2012,Historic,RAM,Species,1.03,1,25800,24975,33809880.37,129118.74,1719.5472,84895075.24,"Scallops, pectens","21,31"
378937,NEFSC-SCUPNWATLC-1960-2007-TERCEIRO,Stenotomus chrysops,Scup Atlantic Coast,USA,2012,Historic,RAM,Species,1.3,0.305,7870,23329.30909,22709016.78,204430.7844,2847.466768,203075955.2,Miscellaneous coastal fishes,21
378988,NEFSC-SDOGATLC-1962-2006-SOSEBEE,Squalus acanthias,Spiny dogfish Atlantic Coast,USA,2012,Historic,RAM,Species,1.24,0.307,7770,20333.61845,5076852.13,452351.9728,766.9049981,170190373,"Sharks, rays, chimaeras",21
379051,NEFSC-SFLOUNMATLC-1940-2007-BAUM,Paralichthys dentatus,Summer flounder Mid-Atlantic Coast,USA,2012,Historic,RAM,Species,0.722,0.929,10400,12879.86014,13651067.43,72456.53028,2418.449201,114961557.8,"Flounders, halibuts, soles","21,31"
379082,NEFSC-STRIPEDBASSGOMCHATT-1982-2006-SHEPHERD,Morone saxatilis,Striped bass Gulf of Maine / Cape Hatteras,USA,2012,Historic,RAM,Species,1.59,0.939,16900,17823,17741401.25,100821.6394,791.7390036,18796543.6,Miscellaneous diadromous fishes,21
379130,NEFSC-SURFMATLC-1965-2008-JACOBSON,Spisula solidissima,Atlantic surfclam Mid-Atlantic Coast,USA,2012,Historic,RAM,Species,1.99,0.152,21900,66497.65269,18093315.04,978477.1848,970.4297157,222492658.7,"Clams, cockles, arkshells","21,31"
379193,NEFSC-TILEMATLC-1915-2012-HIVELY,Lopholatilus chamaeleonticeps,Tilefish Mid-Atlantic Coast,USA,2012,Historic,RAM,Species,1.01,0.743,834,1029,812119.5239,15377.18308,1368.908302,11966257.88,Miscellaneous demersal fishes,"21,31"
379225,NEFSC-WEAKFISHATLC-1981-2008-STANTON,Cynoscion regalis,Weakfish Atlantic Coast,USA,2012,Historic,RAM,Species,0.131,1.36,899,5048.298537,-587252.5083,3066.9327,571.8515243,5427366.979,Miscellaneous coastal fishes,21
379275,NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,Urophycis tenuis,White hake Georges Bank / Gulf of Maine,USA,2012,Historic,RAM,Species,0.352,1.17,2210,5800,842298.2052,22037.83113,1481.001165,48431466.99,"Cods, hakes, haddocks",21
379313,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,Scophthalmus aquosus,Windowpane flounder - Gulf of Maine / Georges Bank,USA,2012,Historic,RAM,Species,0.173,3.91,1030,700,-1404340.494,871.2134984,2418.449201,5632434.841,"Flounders, halibuts, soles",21
379351,NEFSC-WINDOWSNEMATL-1975-2007-HENDRICKSON,Scophthalmus aquosus,Windowpane Southern New England-Mid Atlantic,USA,2012,Historic,RAM,Species,0.562,1.26,390,500,438469.5581,2021.560636,2418.449201,4023167.743,"Flounders, halibuts, soles","21,31"
379382,NEFSC-WINFLOUN5Z-1982-2007-HENDRICKSON,Pseudopleuronectes americanus,Winter Flounder NAFO-5Z,USA,2012,Historic,RAM,Species,0.28,1.06,990,3500,176196.9304,5908.564032,2418.449201,22383305.6,"Flounders, halibuts, soles",21
379431,NEFSC-WINFLOUNSNEMATL-1940-2007-TERCEIRO,Pseudopleuronectes americanus,Winter Flounder Southern New England-Mid Atlantic,USA,2012,Historic,RAM,Species,0.0869,3.08,1860,9742,-19712796.94,8799.842287,2418.449201,126479679.4,"Flounders, halibuts, soles","21,31"
379462,NEFSC-WITFLOUN5Y-1982-2008-WIGLEY,Glyptocephalus cynoglossus,Witch Flounder NAFO-5Y,USA,2012,Historic,RAM,Species,0.3,1.45,1170,2352,115302.2182,8845.885485,2418.449201,38958159.23,"Flounders, halibuts, soles",21
379525,NEFSC-YELLCCODGOM-1935-2008-LEGAULT,Limanda ferruginea,Yellowtail flounder Cape Cod / Gulf of Maine,USA,2012,Historic,RAM,Species,0.247,1.73,627,1720,-392765.4654,4956.359348,2418.449201,25946010.94,"Flounders, halibuts, soles",21
