MaxNPV,SQ,CatchShare
0,0,0
2.06139358042907,2.06139358042907,2.06139358042907
7.88241989758807,4.23730370380651,7.42161246304041
13.750686694842,6.52561917819061,12.70278407366
19.6104348425888,8.92366346168518,17.8349940116751
25.3988076287144,11.4281663299229,22.7473077632715
31.0571176020766,14.0352421464023,27.3852265095541
36.5295156626372,16.374577003681,31.7124302473982
41.7560315885421,14.5749144462591,35.7023837799533
46.6871384516416,15.1777544573911,39.3319676362116
51.2880226763502,15.8728768441493,42.5908277851359
55.5367828423862,16.6545131544438,46.4059175767863
59.4162238479249,17.5169469593115,52.1005232850604
65.3166982513784,18.4544956896153,55.4402351950529
71.1913907011287,19.4614984694526,57.1330556797467
74.7826812384667,20.5323094640345,58.6234551594512
76.8805379389012,21.6612962703684,59.9300709985489
78.9327335145868,22.8428428771931,61.8456189692963
81.816818053422,24.0713567101979,63.481265699134
84.3475619599918,25.3412792632091,64.8682102860088
86.5507370009939,26.6470997990438,66.0373168609688
88.4555811799332,27.9833715880645,67.0178929896612
90.0927529863328,29.3447301407002,67.8365418561717
91.4923064442625,30.7259128844775,68.5154683533879
92.6828895500639,32.1217797381122,69.0753962221648
93.691525950557,33.5273340460994,69.5352717632364
94.5430637196722,34.9377433576504,69.9118265745162
95.2598981799656,36.3483595638427,70.2194841212999
95.8618522943381,37.7547379460624,70.4704671871527
96.3662263674086,39.1526547363303,70.6750072140168
96.7880699802569,40.5381228446408,70.8415929591466
