MaxNPV,SQ,CatchShare
0,0,0
-94.7619099467966,9.03373943152546,-95.072250416968
-88.1460898796416,18.4634088533579,-88.4685990231828
-78.3020954334694,26.0696992740508,-68.1138243710691
-64.4332967329671,31.8641054583746,-56.4025317035075
-51.1381365190359,37.7183987841794,-24.5542105140188
-13.5169948969215,43.6147735415647,9.55153365807406
-9.45489743976245,47.688575056846,7.76836717031708
-7.49947407385358,45.5908308672339,46.3975395796235
35.1747188960506,43.5998757009709,90.317302045234
88.5994333717478,41.7082211311158,167.22330053823
127.436358984232,39.909062927095,174.371874081144
173.814203747268,38.1962042850758,200.005009575641
176.403556911991,36.5639892040379,242.321151540184
217.946665858651,35.0072444726431,280.763836644473
257.017064818059,33.5212289923865,296.749327330514
292.818228929518,32.101589374147,296.749327330516
297.963094745138,30.7443209180604,365.577520298366
316.149935179402,30.191313858502,383.97800638008
374.557656340093,34.2061673758567,398.376597712844
393.296983448702,38.2423779977703,409.479811623748
408.435653493177,42.293880433506,412.940931306753
410.740901644525,46.3545020751379,412.951798668422
410.942307305441,50.4180000332977,412.959571993263
411.092613457397,54.4780992253197,412.965132124322
411.20476705736,58.5285310274971,412.969109164995
411.288442588517,62.5630719880513,412.97195384056
411.350865717868,66.575582093481,412.973988556609
411.397431199283,70.5600420883986,412.975443927572
411.432165727095,74.5105893676022,412.976484908472
411.458074261364,78.4215519884052,412.977229488212
