MaxNPV,SQ,CatchShare
0,0,0
-91.0465593679351,3.34608906704212,-89.8817956472345
-85.23414456673,8.96623737820084,-80.403040033247
-73.6761506626394,12.2880053212858,-65.2610239802306
-54.2629873425482,16.3728826022911,-38.8068882276573
-29.8324570325585,16.5634061941053,-9.06791787525226
-6.57115542675408,20.483642539872,13.706791954808
10.3474484195153,21.3235352385149,41.3245869550018
35.9084279386161,27.4325036814121,69.5354937612391
60.8950785223232,26.580942688168,102.719282839384
109.237567427815,29.0977961027776,139.759204514089
127.235063151441,36.5615016719175,159.60637487438
139.890726516898,42.8782405769829,189.353077172765
165.610666305607,48.0480441666663,203.530883474174
202.273117718639,54.1406489848877,209.000427424387
209.626732106657,51.3846922323054,214.600773169466
209.802712870525,54.6900674025946,217.128680053172
212.16598042884,57.9519212134197,232.117118827087
214.20808697741,61.1659797802099,243.824555740303
223.809393423746,62.5997504696113,248.26327775464
231.611932180608,64.6963341466736,248.298961875761
231.614045163041,67.0830507764993,248.317760723236
236.785625449507,66.1395533306423,248.327663340384
236.815300111201,66.3173020188903,248.33287947777
236.832239443075,66.379320087351,248.480034556312
236.841908346796,64.8237052008874,248.480035024674
239.793808825151,63.7157427169651,248.480035195527
239.834805135674,60.8657348364768,248.480035257852
239.862214850752,58.1338591759993,248.480035280588
239.880539289817,59.4973890831805,249.637359620627
239.892789242474,60.9863400865955,249.639145552019
