"stock","b0","f0","catch0","msy","mean_r","SciName","CommName","Spcat","Country","Price","boa"
"8779",1.3256,1.45105088191403,1979,1028.84667247863,0.317300042350419,"Osmerus eperlanus","European smelt","Salmons, trouts, smelts","Latvia",1000,0.322497082
"8795",0.57985,1.01719445812995,37,62.7309807112779,0.249931805913904,"Perca fluviatilis","European perch","Miscellaneous freshwater fishes","Latvia",1000,0.391593261
"8799",0.53739,1.77442521676058,518,543.228414535384,0.295367667311609,"Platichthys flesus","European flounder","Flounders, halibuts, soles","Latvia",1000,0.556295177
"8805",0.3429,0.380382913566564,1,7.66675374967973,0.275552302018,"Psetta maxima","Turbot","Flounders, halibuts, soles","Latvia",1000,0.556295177
"8816",0.19226,0.308314600330934,9,151.83066007531,0.152387148227811,"Salmo salar","Atlantic salmon","Salmons, trouts, smelts","Latvia",1000,0.322497082
"8818",0.61791,1.5400662166022,10,10.5083706349777,0.213616342594497,"Salmo trutta","Sea trout","Salmons, trouts, smelts","Latvia",1000,0.322497082
"8821",0.44604,0.393479336794453,5,28.4888072237568,0.182665094590955,"Sander lucioperca","Pike-perch","Miscellaneous freshwater fishes","Latvia",1000,0.391593261
"8868",0.24052,4.21229452369876,54,53.2995859390344,0.171638613644758,"Zoarces viviparus","Eelpout","Miscellaneous coastal fishes","Latvia",1000,0.270055563
"8895",0.25044,0.0639609723026823,2,124.856524998878,0.224088696824347,"Albula vulpes","Bonefish","Miscellaneous coastal fishes","Liberia",1000,0.270055563
"8922",2,0.153830808236346,60,195.01945250075,0.573403331652671,"Ilisha africana","West African ilisha","Shads","Liberia",1000,0.45951432
"8940",0.35947,0.732864542278557,30,113.876705161918,0.133414375525264,"Pentanemus quinquarius","Royal threadfin","Miscellaneous coastal fishes","Liberia",1000,0.270055563
"8944",0.56515,1.65750240988069,260,277.559085254718,0.262095778005964,"Pseudotolithus elongatus","Bobo croaker","Miscellaneous coastal fishes","Liberia",1000,0.270055563
"8945",0.55523,1.12746280768763,220,351.437040195766,0.19200226605059,"Pseudotolithus senegalensis","Cassava croaker","Miscellaneous coastal fishes","Liberia",1000,0.270055563
"8974",1.0698,0.632163835586994,2250,3326.98066676514,0.341536474826752,"Boops boops","Bogue","Miscellaneous coastal fishes","Libyan Arab Jamahiriya",1000,0.270055563
"8980",0.50759,1.02784612384318,990,1897.55352333778,0.162284581611898,"Epinephelus marginatus","Dusky grouper","Miscellaneous coastal fishes","Libyan Arab Jamahiriya",1000,0.270055563
"9192",0.36514,1.5888644175196,10,17.2366851840423,0.420017926568244,"Psetta maxima","Turbot","Flounders, halibuts, soles","Lithuania",1000,0.556295177
"9203",0.1796,0.419732369839487,1,13.2654260919679,0.113096910740095,"Salmo salar","Atlantic salmon","Salmons, trouts, smelts","Lithuania",1000,0.322497082
"9324",2,0.136688764097614,2252,8237.69244995062,0.369498652492973,"Anodontostoma chacunda","Chacunda gizzard shad","Shads","Malaysia",1000,0.45951432
"9347",1.1425,0.347894169994036,2734,6878.52231572957,0.34310394003958,"Cynoglossidae","Tonguefishes","Flounders, halibuts, soles","Malaysia",1000,0.556295177
"9391",0.29368,2.24792883089813,1083,1640.48221989185,0.0854783923542186,"Lutjanus argentimaculatus","Mangrove red snapper","Miscellaneous coastal fishes","Malaysia",1000,0.270055563
"9392",0.47153,2.11203491044933,8098,8131.43792564165,0.267345742721671,"Lutjanus argentimaculatus","Mangrove red snapper","Miscellaneous coastal fishes","Malaysia",1000,0.270055563
"9420",2,0.3983021125676,9753,12243.2190192623,0.444129276029693,"Pellona ditchela","Indian pellona","Shads","Malaysia",1000,0.45951432
"9421",2,0.153533386836352,2548,8297.86944879897,0.462882620995535,"Pellona ditchela","Indian pellona","Shads","Malaysia",1000,0.45951432
"9451",0.8924,2.00671458028502,235,131.226847115569,0.184045164346897,"Scolopsis spp","Monocle breams","Miscellaneous coastal fishes","Malaysia",1000,0.270055563
"9452",0.49558,2.15966007152271,1881,1757.47689916119,0.248647860329105,"Scolopsis spp","Monocle breams","Miscellaneous coastal fishes","Malaysia",1000,0.270055563
"9469",0.41012,2.05236634433135,702,834.010040667786,0.185784704685362,"Sillaginidae","Sillago-whitings","Miscellaneous coastal fishes","Malaysia",1000,0.270055563
"9470",0.43109,2.29009448857311,1001,1013.94109950101,0.13689014629299,"Sillaginidae","Sillago-whitings","Miscellaneous coastal fishes","Malaysia",1000,0.270055563
"9518",0.40353,0.320544970854887,16,123.695866660727,0.07887087716866,"Boops boops","Bogue","Miscellaneous coastal fishes","Malta",1000,0.270055563
"9520",0.56588,0.489094892017404,1,3.61312118333027,0.0918198823016378,"Centrophorus granulosus","Gulper shark","Sharks, rays, chimaeras","Malta",1000,0.177693885
"9525",0.5846,3.6146205682359,4,1.89294704496116,0.173979021479222,"Dentex dentex","Common dentex","Miscellaneous coastal fishes","Malta",1000,0.270055563
"9550",1.4905,0.876804162117956,3,2.29554955047134,0.363231777578398,"Oblada melanura","Saddled seabream","Miscellaneous coastal fishes","Malta",1000,0.270055563
"9555",0.4966,1.23534853269574,2,3.26012143111602,0.228685385357959,"Pagellus acarne","Axillary seabream","Miscellaneous coastal fishes","Malta",1000,0.270055563
"9557",0.25069,5.88284525188902,11,7.45878777582584,0.141351651306411,"Pagellus erythrinus","Common pandora","Miscellaneous coastal fishes","Malta",1000,0.270055563
"9558",1.2381,1.07456627282614,9,6.76477849210752,0.225217125127738,"Pagrus pagrus","Red porgy","Miscellaneous coastal fishes","Malta",1000,0.270055563
"9567",0.18349,1.05091701070748,1,5.18584076740885,0.0673315463067603,"Sarpa salpa","Salema","Miscellaneous coastal fishes","Malta",1000,0.270055563
"9640",0.35381,2.98216901865254,500,473.879200124567,0.137941708911292,"Epinephelus aeneus","White grouper","Miscellaneous coastal fishes","Mauritania",1000,0.270055563
"9708",0.38839,3.56456698260883,497,358.989353715815,0.151514482403161,"Upeneus spp","Goatfishes","Miscellaneous coastal fishes","Mauritius",1000,0.270055563
"9739",0.26262,0.676821144440636,68,382.566729063754,0.084267789174595,"Calamus spp","Porgies","Miscellaneous coastal fishes","Mexico",1000,0.270055563
"9752",0.25962,0.0258748530960681,17,2530.65465314276,0.110345489382519,"Centropomus undecimalis","Common snook","Miscellaneous coastal fishes","Mexico",1000,0.270055563
"9769",0.22151,0.624345076980879,256,1851.0661395927,0.0833083581685352,"Cynoscion nebulosus","Spotted weakfish","Miscellaneous coastal fishes","Mexico",1000,0.270055563
"9820",0.24898,0.0590816957091261,7,475.861562049456,0.0923647697046856,"Joturus pichardi","Bobo mullet","Miscellaneous coastal fishes","Mexico",1000,0.270055563
"9834",0.2264,2.26288590200181,2251,4393.76085931017,0.108131685355193,"Lutjanus campechanus","Northern red snapper","Miscellaneous coastal fishes","Mexico",1000,0.270055563
"9840",0.38065,0.899460196127668,241,703.89723493553,0.153557093575557,"Lutjanus synagris","Lane snapper","Miscellaneous coastal fishes","Mexico",1000,0.270055563
"9844",0.2702,0.61743514026251,102,611.397254387525,0.102717324576586,"Menticirrhus littoralis","Gulf kingcroaker","Miscellaneous coastal fishes","Mexico",1000,0.270055563
"9862",0.75616,1.79415845008756,2106,1552.32936152741,0.239771987891849,"Ocyurus chrysurus","Yellowtail snapper","Miscellaneous coastal fishes","Mexico",1000,0.270055563
"10047",1.4228,1.16923681163046,5513,3313.91722159498,0.184820647836564,"Boops boops","Bogue","Miscellaneous coastal fishes","Morocco",1000,0.270055563
"10048",1.6517,0.651933354516781,4181,3882.80694343257,0.369718540192723,"Boops boops","Bogue","Miscellaneous coastal fishes","Morocco",1000,0.270055563
"10126",0.41743,1.52070158816808,4732,7454.47527435013,0.257218451973039,"Plectorhinchus mediterraneus","Rubberlip grunt","Miscellaneous coastal fishes","Morocco",1000,0.270055563
"10157",0.68859,2.01284011210673,4009,2892.45137210523,0.341836200250245,"Solea solea","Common sole","Flounders, halibuts, soles","Morocco",1000,0.556295177
"10158",1.0989,0.728084866629868,98,122.485843707867,0.434871393481973,"Solea solea","Common sole","Flounders, halibuts, soles","Morocco",1000,0.556295177
"10161",1.04,2.21522039752684,318,138.031065040121,0.181584526473999,"Sparus aurata","Gilthead seabream","Miscellaneous coastal fishes","Morocco",1000,0.270055563
"10163",1.2342,0.671932027026702,1109,1337.27480470255,0.304372730586647,"Spondyliosoma cantharus","Black seabream","Miscellaneous coastal fishes","Morocco",1000,0.270055563
"10164",0.33826,0.96384615094618,6,18.4031806157229,0.25633340628058,"Spondyliosoma cantharus","Black seabream","Miscellaneous coastal fishes","Morocco",1000,0.270055563
"10181",0.25908,2.77174561484525,514,715.773905421479,0.19936546028297,"Umbrina canariensis","Canary drum (=Baardman)","Miscellaneous coastal fishes","Morocco",1000,0.270055563
"10219",0.19737,0.0344348657523911,3,441.409544334215,0.128715326936576,"Argyrosomus hololepidotus","Southern meagre(=Mulloway)","Miscellaneous coastal fishes","Namibia",1000,0.270055563
"10221",1.0858,0.762527976733983,765,923.965627904589,0.364199664523502,"Austroglossus microlepis","West coast sole","Flounders, halibuts, soles","Namibia",1000,0.556295177
"10274",0.17316,1.46756952015212,684,2691.5957955399,0.242355756342142,"Pterogymnus laniarius","Panga seabream","Miscellaneous coastal fishes","Namibia",1000,0.270055563
"10364",0.57185,2.85580351029869,12,7.34802791506442,0.265792028821853,"Glyptocephalus cynoglossus","Witch flounder","Flounders, halibuts, soles","Netherlands",1000,0.556295177
"10422",0.62325,1.16880932549223,1704,2339.17996320107,0.108555018946642,"Psetta maxima","Turbot","Flounders, halibuts, soles","Netherlands",1000,0.556295177
"10430",0.47714,1.12122765515742,5,9.34609899880335,0.426869991075041,"Salmo trutta","Sea trout","Salmons, trouts, smelts","Netherlands",1000,0.322497082
"10445",1.1028,0.646495193050631,788,1105.25925443523,0.191028229253491,"Scophthalmus rhombus","Brill","Flounders, halibuts, soles","Netherlands",1000,0.556295177
"10452",0.56337,1.2342284074004,9606,13815.0775640914,0.115100680686086,"Solea solea","Common sole","Flounders, halibuts, soles","Netherlands",1000,0.556295177
"10524",0.10726,4.65262563953323,25,50.0961218239054,0.106536366257697,"Alopias vulpinus","Thresher","Sharks, rays, chimaeras","New Zealand",1000,0.177693885
"10549",2,0.351030298178006,1506,2145.11397992819,0.244383224581533,"Callorhinchus milii","Ghost shark","Sharks, rays, chimaeras","New Zealand",1000,0.177693885
"10552",0.3392,3.94206636199945,14,10.4700380753423,0.218369058577073,"Carcharhinus brachyurus","Copper shark","Sharks, rays, chimaeras","New Zealand",1000,0.177693885
"10577",0.70996,1.19888219698144,239,280.793796685868,0.29449999210815,"Dalatias licha","Kitefin shark","Sharks, rays, chimaeras","New Zealand",1000,0.177693885
"10578",1.1593,1.48497688578645,168,97.5874010713147,0.220539656673917,"Deania calcea","Birdbeak dogfish","Sharks, rays, chimaeras","New Zealand",1000,0.177693885
"10600",0.75363,1.34849950177185,3351,3297.35312144869,0.151149810240132,"Galeorhinus galeus","Tope shark","Sharks, rays, chimaeras","New Zealand",1000,0.177693885
"10604",0.36427,2.12900671558627,83,107.023131744158,0.182286710134815,"Girella tricuspidata","Parore","Miscellaneous coastal fishes","New Zealand",1000,0.270055563
"10610",1.3458,0.862925124255346,1993,1716.14374198305,0.207252364741262,"Hydrolagus novaezealandiae","Dark ghost shark","Sharks, rays, chimaeras","New Zealand",1000,0.177693885
"10614",0.12318,4.11189680522731,85,167.817218731902,0.108821141823579,"Isurus oxyrinchus","Shortfin mako","Sharks, rays, chimaeras","New Zealand",1000,0.177693885
"10623",0.16749,3.5680751024388,63,105.418705721295,0.159365219053473,"Lamna nasus","Porbeagle","Sharks, rays, chimaeras","New Zealand",1000,0.177693885
"10627",0.29837,0.348971720908325,25,240.101359574747,0.269844326297847,"Lepidoperca pulchella","Orange perch","Miscellaneous coastal fishes","New Zealand",1000,0.270055563
"10658",0.80944,0.814464473226695,1244,1886.96381929709,0.135888327316107,"Mustelus lenticulatus","Spotted estuary smooth-hound","Sharks, rays, chimaeras","New Zealand",1000,0.177693885
"10668",1.9161,1.10564869040662,12,5.6642957267353,0.243579705769388,"Notorynchus cepedianus","Broadnose sevengill shark","Sharks, rays, chimaeras","New Zealand",1000,0.177693885
"10687",0.43995,3.17717926148185,670,479.324647509067,0.126478893915336,"Parika scaber","Velvet leatherjacket","Miscellaneous coastal fishes","New Zealand",1000,0.270055563
"10700",0.25212,3.24422124566285,799,976.852555090572,0.166332071218117,"Prionace glauca","Blue shark","Sharks, rays, chimaeras","New Zealand",1000,0.177693885
"10707",0.58304,4.24070056787523,5,2.02224627906572,0.220767350757812,"Raja georgiana","Antarctic starry skate","Sharks, rays, chimaeras","New Zealand",1000,0.177693885
"10728",0.3001,2.51694867777496,12,15.8869632355711,0.203118800540481,"Sphyrna zygaena","Smooth hammerhead","Sharks, rays, chimaeras","New Zealand",1000,0.177693885
"10732",0.32666,2.01175167346943,3129,4761.4062112801,0.133976742509036,"Squalus acanthias","Picked dogfish","Sharks, rays, chimaeras","New Zealand",1000,0.177693885
"10843",0.66561,1.48933807924214,6290,6345.08601316379,0.154639489211186,"Cynoglossidae","Tonguefishes","Flounders, halibuts, soles","Nigeria",1000,0.556295177
"10846",0.47626,2.2172121705588,1459,1381.66873544109,0.150059787470447,"Drepane africana","African sicklefish","Miscellaneous coastal fishes","Nigeria",1000,0.270055563
"10848",0.31358,2.82103669274391,732,827.473301826511,0.0919634227671818,"Elops lacerta","West African ladyfish","Miscellaneous coastal fishes","Nigeria",1000,0.270055563
"10851",0.50183,1.42043897022212,5053,7088.75716123864,0.162977189757369,"Galeoides decadactylus","Lesser African threadfin","Miscellaneous coastal fishes","Nigeria",1000,0.270055563
"10874",0.44205,2.24332765901476,16149,16284.7662317675,0.178444156686566,"Polydactylus quadrifilis","Giant African threadfin","Miscellaneous coastal fishes","Nigeria",1000,0.270055563
"11003",0.50428,1.82668787313136,86,93.3603264143328,0.102328391167141,"Glyptocephalus cynoglossus","Witch flounder","Flounders, halibuts, soles","Norway",1000,0.556295177
"11043",0.95763,0.776458440469394,57,76.658249429609,0.344910650481487,"Microstomus kitt","Lemon sole","Flounders, halibuts, soles","Norway",1000,0.556295177
"11089",0.53331,0.978996036912557,41,78.5277575493052,0.214979551614002,"Psetta maxima","Turbot","Flounders, halibuts, soles","Norway",1000,0.556295177
"11328",0.61145,1.20520506968928,1010,1370.56448718934,0.140523804886053,"Cynoglossidae","Tonguefishes","Flounders, halibuts, soles","Pakistan",1000,0.556295177
"11331",0.29707,2.40214803676662,509,713.278638835813,0.0924382357214334,"Eleutheronema tetradactylum","Fourfinger threadfin","Miscellaneous coastal fishes","Pakistan",1000,0.270055563
"11336",0.35742,1.04440745162382,44,117.87015760866,0.112988036342447,"Harpadon nehereus","Bombay-duck","Miscellaneous coastal fishes","Pakistan",1000,0.270055563
"11344",0.42112,1.72560107773668,1898,2611.86025758132,0.0988410829770904,"Lutjanus argentimaculatus","Mangrove red snapper","Miscellaneous coastal fishes","Pakistan",1000,0.270055563
"11363",0.14529,2.20530486201208,22,68.6622960610533,0.203646059754972,"Saurida tumbil","Greater lizardfish","Miscellaneous coastal fishes","Pakistan",1000,0.270055563
"11368",0.43549,2.54548676900148,413,372.564114130277,0.117736295742602,"Sillaginidae","Sillago-whitings","Miscellaneous coastal fishes","Pakistan",1000,0.270055563
"11373",0.5997,0.070370988912841,188,4454.81985141345,0.104726354705303,"Tenualosa ilisha","Hilsa shad","Shads","Pakistan",1000,0.45951432
"11414",0.36393,0.92026312400388,10,29.8586468916937,0.251708480535187,"Boops boops","Bogue","Miscellaneous coastal fishes","Palestine, Occupied Tr.",1000,0.270055563
"11426",0.41187,4.2242664693582,19,10.9204902451647,0.277730928056788,"Pagrus pagrus","Red porgy","Miscellaneous coastal fishes","Palestine, Occupied Tr.",1000,0.270055563
"11617",0.40417,3.49374354703407,9204,6518.10740638496,0.0771564185544578,"Cilus gilberti","Corvina drum","Miscellaneous coastal fishes","Peru",1000,0.270055563
"11637",0.63752,2.70787196192928,4699,2721.97107418487,0.0875707956462298,"Isacia conceptionis","Cabinza grunt","Miscellaneous coastal fishes","Peru",1000,0.270055563
"11655",0.35464,2.03636750285033,2481,3435.44411512122,0.0852360807062525,"Paralabrax humeralis","Peruvian rock seabass","Miscellaneous coastal fishes","Peru",1000,0.270055563
"11656",0.26239,0.873110389739034,1091,4762.20750195561,0.107120351886341,"Paralonchurus peruanus","Peruvian banded croaker","Miscellaneous coastal fishes","Peru",1000,0.270055563
"11665",0.63661,0.10559625771719,79,1175.18193735693,0.0874484322283965,"Rhinobatos planiceps","Pacific guitarfish","Sharks, rays, chimaeras","Peru",1000,0.177693885
"11673",0.38654,0.347275258943426,61,454.424302073807,0.0859868246072093,"Squatina californica","Pacific angelshark","Sharks, rays, chimaeras","Peru",1000,0.177693885
"11685",2,0.21624251988257,1127,2605.87048424152,0.511685075503197,"Anodontostoma chacunda","Chacunda gizzard shad","Shads","Philippines",1000,0.45951432
"11706",0.30469,2.05556036141801,124,197.985438600412,0.0922419076495175,"Drepane punctata","Spotted sicklefish","Miscellaneous coastal fishes","Philippines",1000,0.270055563
"11741",1.2311,1.13868385522217,16753,11950.7756660041,0.173598040340851,"Mene maculata","Moonfish","Miscellaneous coastal fishes","Philippines",1000,0.270055563
"11759",2,0.383902951467673,1313,1710.06760299753,0.541204468348598,"Pellona ditchela","Indian pellona","Shads","Philippines",1000,0.45951432
"11766",0.54395,1.70780673125442,3277,3527.59517015178,0.16090808246205,"Platax spp","Batfishes","Miscellaneous coastal fishes","Philippines",1000,0.270055563
"11779",0.59078,2.39450902111752,2766,1955.28430285168,0.149983647833076,"Scatophagus spp","Scats","Miscellaneous coastal fishes","Philippines",1000,0.270055563
"11796",0.6897,1.68807391888197,15061,12936.0630175925,0.13962572380991,"Sillaginidae","Sillago-whitings","Miscellaneous coastal fishes","Philippines",1000,0.270055563
"11850",0.72132,0.504464794787031,18,49.4667830115089,0.255151636571508,"Alosa pseudoharengus","Alewife","Shads","Poland",1000,0.45951432
"11930",0.74937,0.311655677453522,691,2958.7393096992,0.158000735370725,"Glyptocephalus cynoglossus","Witch flounder","Flounders, halibuts, soles","Poland",1000,0.556295177
"11959",0.62861,1.10650937461623,9,12.9391612803613,0.468142531993623,"Lota lota","Burbot","Miscellaneous freshwater fishes","Poland",1000,0.391593261
"11992",0.1448,0.0120104836912721,2,1150.00819710282,0.138637544149709,"Notothenia gibberifrons","Humped rockcod","Miscellaneous coastal fishes","Poland",1000,0.270055563
"12001",0.23513,0.625547663813042,1,6.79878878960347,0.281833647824001,"Oncorhynchus mykiss","Rainbow trout","Salmons, trouts, smelts","Poland",1000,0.322497082
"12003",0.28201,0.687963412610192,2,10.3086108419156,0.227323206584263,"Osmerus eperlanus","European smelt","Salmons, trouts, smelts","Poland",1000,0.322497082
"12063",0.49909,1.62223441957622,364,449.581988289043,0.278410227353892,"Salmo trutta","Sea trout","Salmons, trouts, smelts","Poland",1000,0.322497082
"12065",0.56574,1.0647066850588,189,313.772542728316,0.1216882532772,"Sander lucioperca","Pike-perch","Miscellaneous freshwater fishes","Poland",1000,0.391593261
"12151",0.12694,5.04701337957329,64,99.8957527877474,0.221013195219154,"Alopias vulpinus","Thresher","Sharks, rays, chimaeras","Portugal",1000,0.177693885
"12180",1.1678,1.66821251349341,169,86.7494757918603,0.263404555211845,"Balistes carolinensis","Grey triggerfish","Miscellaneous coastal fishes","Portugal",1000,0.270055563
"12193",0.44669,0.671792245026947,225,749.792862396069,0.120459377493133,"Boops boops","Bogue","Miscellaneous coastal fishes","Portugal",1000,0.270055563
"12225",0.41636,0.138357007390885,20,347.184106727968,0.138273303534611,"Centrophorus granulosus","Gulper shark","Sharks, rays, chimaeras","Portugal",1000,0.177693885
"12230",0.43073,0.0782285888274087,26,771.618676417518,0.154543615320086,"Centrophorus squamosus","Leafscale gulper shark","Sharks, rays, chimaeras","Portugal",1000,0.177693885
"12232",0.46662,0.103306626763861,33,684.577166687731,0.154145046841348,"Centroscymnus coelolepis","Portuguese dogfish","Sharks, rays, chimaeras","Portugal",1000,0.177693885
"12269",0.38807,0.435942468819533,7,41.3769800565472,0.167309277214114,"Dalatias licha","Kitefin shark","Sharks, rays, chimaeras","Portugal",1000,0.177693885
"12274",0.32942,0.504180573466211,0.5,3.01046743420179,0.177698632553628,"Dentex dentex","Common dentex","Miscellaneous coastal fishes","Portugal",1000,0.270055563
"12275",0.3394,1.50768068697518,6,11.7254640841096,0.194086761924811,"Dentex dentex","Common dentex","Miscellaneous coastal fishes","Portugal",1000,0.270055563
"12277",0.2881,0.206267487571126,1,16.8277465773003,0.109678628905003,"Dentex macrophthalmus","Large-eye dentex","Miscellaneous coastal fishes","Portugal",1000,0.270055563
"12281",0.48337,3.19150465072778,414,268.364562491168,0.109179693270213,"Dicentrarchus labrax","European seabass","Miscellaneous coastal fishes","Portugal",1000,0.270055563
"12284",0.61988,1.58845590366742,8,8.12469748682301,0.301340434055755,"Dicologlossa cuneata","Wedge sole","Flounders, halibuts, soles","Portugal",1000,0.556295177
"12285",1.125,1.89900685220598,97,45.4038499766667,0.509285910888762,"Dicologlossa cuneata","Wedge sole","Flounders, halibuts, soles","Portugal",1000,0.556295177
"12333",0.71948,1.27551527207432,16,17.4347447587762,0.19353218384631,"Galeus melastomus","Blackmouth catshark","Sharks, rays, chimaeras","Portugal",1000,0.177693885
"12340",0.30096,1.58591718526224,11,23.0464162580441,0.168397372139899,"Glyptocephalus cynoglossus","Witch flounder","Flounders, halibuts, soles","Portugal",1000,0.556295177
"12341",0.21594,0.64513578162206,130,933.166469018736,0.114706494122875,"Glyptocephalus cynoglossus","Witch flounder","Flounders, halibuts, soles","Portugal",1000,0.556295177
"12352",0.24214,0.833918565409144,19,94.0943226536803,0.166406012694898,"Hippoglossoides platessoides","Amer. plaice(=Long rough dab)","Flounders, halibuts, soles","Portugal",1000,0.556295177
"12387",0.12814,6.08697386556122,57,73.0783442508762,0.167121764454715,"Isurus oxyrinchus","Shortfin mako","Sharks, rays, chimaeras","Portugal",1000,0.177693885
"12420",0.21811,2.32567905448022,46,90.6843767131424,0.265120650096109,"Lithognathus mormyrus","Sand steenbras","Miscellaneous coastal fishes","Portugal",1000,0.270055563
"12491",0.71352,2.38512243201692,220,129.272412262619,0.141183656721705,"Mullus surmuletus","Surmullet","Miscellaneous coastal fishes","Portugal",1000,0.270055563
"12493",0.44015,1.66583234954084,120,163.662525392246,0.340347011732692,"Muraenidae","Morays","Miscellaneous coastal fishes","Portugal",1000,0.270055563
"12511",0.69797,1.71354680818681,1,0.836117419201875,0.349328548673789,"Oblada melanura","Saddled seabream","Miscellaneous coastal fishes","Portugal",1000,0.270055563
"12535",0.88199,3.20470139324686,76,26.8882391368383,0.19965927989271,"Oxynotus centrina","Angular roughshark","Sharks, rays, chimaeras","Portugal",1000,0.177693885
"12536",0.29987,0.0202797736547543,1,164.438640230744,0.102371910840577,"Pagellus acarne","Axillary seabream","Miscellaneous coastal fishes","Portugal",1000,0.270055563
"12537",1.0652,0.561791081964412,977,1632.63297974405,0.311559611121534,"Pagellus acarne","Axillary seabream","Miscellaneous coastal fishes","Portugal",1000,0.270055563
"12541",1.1575,0.445563117672732,1183,2293.79451988591,0.276938700225679,"Pagellus bogaraveo","Blackspot(=red) seabream","Miscellaneous coastal fishes","Portugal",1000,0.270055563
"12543",0.49721,1.163426950533,86,148.668676991465,0.149478402098108,"Pagellus erythrinus","Common pandora","Miscellaneous coastal fishes","Portugal",1000,0.270055563
"12546",0.46485,1.6979702344648,167,211.579488604246,0.121399745314023,"Pagrus pagrus","Red porgy","Miscellaneous coastal fishes","Portugal",1000,0.270055563
"12573",0.14284,0.782391934745735,4,35.7919850136863,0.172510976044996,"Plectorhinchus mediterraneus","Rubberlip grunt","Miscellaneous coastal fishes","Portugal",1000,0.270055563
"12596",0.47125,2.50896433473519,3433,2903.5409295181,0.188314347186635,"Prionace glauca","Blue shark","Sharks, rays, chimaeras","Portugal",1000,0.177693885
"12602",0.14535,2.55878980141373,406,1091.63232259074,0.213148713782302,"Prionace glauca","Blue shark","Sharks, rays, chimaeras","Portugal",1000,0.177693885
"12654",0.34006,1.35313607956676,226,491.146908317007,0.308316167351978,"Sarpa salpa","Salema","Miscellaneous coastal fishes","Portugal",1000,0.270055563
"12680",0.97303,0.658394194225594,33,51.5112058810673,0.356240722653734,"Scophthalmus rhombus","Brill","Flounders, halibuts, soles","Portugal",1000,0.556295177
"12711",0.67295,0.836766909529063,360,639.315458777404,0.119028538347599,"Solea solea","Common sole","Flounders, halibuts, soles","Portugal",1000,0.556295177
"12722",0.69209,1.45127405286974,297,295.695315608342,0.308609018571763,"Sparisoma cretense","Parrotfish","Miscellaneous coastal fishes","Portugal",1000,0.270055563
"12724",1.1061,0.717326188963565,194,244.506636129051,0.417270652566033,"Sparus aurata","Gilthead seabream","Miscellaneous coastal fishes","Portugal",1000,0.270055563
"12728",0.20647,2.73508415025027,5,8.85405782028732,0.193949326581945,"Sphyrna zygaena","Smooth hammerhead","Sharks, rays, chimaeras","Portugal",1000,0.177693885
"12736",1.3222,1.14093585077361,232,153.790534103055,0.303314697759498,"Spondyliosoma cantharus","Black seabream","Miscellaneous coastal fishes","Portugal",1000,0.270055563
"12741",0.18543,2.62447789301045,3,6.16450682179044,0.108544136012066,"Squalus acanthias","Picked dogfish","Sharks, rays, chimaeras","Portugal",1000,0.177693885
"12789",1.256,2.01467705404936,44,17.3883189185813,0.189155352045279,"Torpedo spp","Torpedo rays","Sharks, rays, chimaeras","Portugal",1000,0.177693885
"12793",0.32032,3.03649076619162,15,15.4218061024779,0.332229050075329,"Trachinus draco","Greater weever","Miscellaneous coastal fishes","Portugal",1000,0.270055563
"12844",0.50982,1.7585984802652,16,17.8458163961418,0.348623280321648,"Epinephelus guttatus","Red hind","Miscellaneous coastal fishes","Puerto Rico",1000,0.270055563
"12855",0.39652,1.13798808487388,18,39.890519545934,0.275407169138995,"Lutjanus analis","Mutton snapper","Miscellaneous coastal fishes","Puerto Rico",1000,0.270055563
"12856",0.49202,1.68891326048592,56,67.3903830272346,0.324938886198646,"Lutjanus synagris","Lane snapper","Miscellaneous coastal fishes","Puerto Rico",1000,0.270055563
"12857",0.50712,2.08877081477258,73,68.9162012643222,0.299591905151812,"Lutjanus vivanus","Silk snapper","Miscellaneous coastal fishes","Puerto Rico",1000,0.270055563
"12864",0.38487,1.83146950640946,59,83.702467251389,0.380263994119861,"Ocyurus chrysurus","Yellowtail snapper","Miscellaneous coastal fishes","Puerto Rico",1000,0.270055563
"12885",0.41536,1.81820197975276,631,835.530989147765,0.152765226824435,"Argyrops spinifer","King soldier bream","Miscellaneous coastal fishes","Qatar",1000,0.270055563
"12909",0.16807,0.451872451062071,0.5,6.58360762272112,0.105471225192751,"Saurida tumbil","Greater lizardfish","Miscellaneous coastal fishes","Qatar",1000,0.270055563
"12949",0.12507,4.8124450825558,1104,1834.21456177473,0.155028684811033,"Brachydeuterus auritus","Bigeye grunt","Miscellaneous coastal fishes","Romania",1000,0.270055563
"13064",0.37667,0.457986106065512,2,11.5935559061035,0.241328873593144,"Platichthys flesus","European flounder","Flounders, halibuts, soles","Romania",1000,0.556295177
"13190",0.35283,0.0325260362246905,166,14464.7669874918,0.185337871277805,"Atheresthes evermanni","Kamchatka flounder","Flounders, halibuts, soles","Russia",1000,0.556295177
"13259",0.85669,1.32824730729093,8245,7245.82796193362,0.309273620638151,"Clupeonella cultriventris","Black and Caspian Sea sprat","Shads","Russia",1000,0.45951432
"13288",0.38046,1.23679151307972,388,824.567523409089,0.161752671376768,"Dentex macrophthalmus","Large-eye dentex","Miscellaneous coastal fishes","Russia",1000,0.270055563
