MaxNPV,SQ,CatchShare
0,0,0
-82.3711191460969,0.364966471223793,-72.4446336346552
-77.4696116004938,0.787952473779119,-65.2992555178987
-71.5804975140505,1.2677341533933,-56.9564332038685
-64.6043577780085,1.80296592932347,-47.4400724022739
-56.6795930175229,2.39217154779936,-37.1366310059783
-47.906399398913,3.03373651022987,-26.4486720308851
-38.2238553952422,3.72590203895413,-15.5874827125678
-27.8700110492027,4.46676073626939,-4.61469713409111
-17.1631353167987,5.25425408013322,6.20579173640603
-6.37092126725729,6.08617188214706,16.6038862267828
4.42460550820321,6.96015381018731,26.3622737332537
14.9996738401315,7.87369304957466,35.3289257981526
25.1303059080135,8.8241421433906,43.4298855185657
34.6487955234061,9.8087210151238,50.8263446483936
43.446719044991,10.8245271361443,57.4837768641903
51.5029651181371,11.8685477576541,63.2866702606351
58.7932370479641,12.9376740830172,68.2390713604706
65.317069071768,14.0287172131389,73.3520360035659
71.1356382926004,15.1384256563186,79.1868000006388
78.1653694708029,16.2635041562375,83.8425136039223
84.2936971116368,17.4006335588965,87.4351187932299
89.3636662384033,18.5464914126805,87.9132253347231
93.493690834801,19.697772976409,88.2688101338805
96.8167898154664,20.8512122990514,89.5707338786854
98.7689042353811,22.0036030322808,90.7024755339664
99.2926199757865,23.1518186433836,91.6213249192311
99.939038564659,23.5226962747183,92.3619654936693
101.178540867516,22.5545304096832,93.471700554876
102.213010217235,21.605382442367,94.4058108846392
103.073369200204,20.6747032837225,95.168337104383
