Year,BvBmsy,FvFmsy,Catch,RAM
2012,0.512938548103898,0.648633562059279,846,FALSE
2012,0.837339967629018,0.715924999565055,3062,FALSE
2012,0.638514104469645,2.27096575628356,1637,FALSE
2012,0.693179317867535,0.53138452941775,149,FALSE
2012,0.544629370101684,0.789086625716704,1384,FALSE
2012,0.775503456858137,0.205415579297851,647,FALSE
2012,0.648599574356713,1.65062817768904,1547,FALSE
2012,0.882210527516746,0.825364005603573,41905,FALSE
2012,1.42240697122242,2.23271772510353,20,FALSE
2012,0.453652873327659,8.22292016013245,1514,FALSE
2012,0.712671202239464,1.75341923578824,1833,FALSE
2012,0.737489191444974,1.15615579332488,219,FALSE
2012,1.10227323128338,1.05649675770781,217,FALSE
2012,0.970256032035287,1.72082918656385,770,FALSE
2012,2.03115099256718,0.620488428829993,55740,FALSE
2012,0.437610656566508,1.23832956556292,219,FALSE
2012,1.11106502480523,2.99530403802963,22,FALSE
2012,0.932195034965609,0.187662362618983,284,FALSE
2012,1.39867916597432,0.70544201561977,228,FALSE
2012,0.521799808591322,0.234048192790769,61,FALSE
2012,0.950753466248794,2.53058689228804,6785,FALSE
2012,0.634815679380265,0.164606650503676,11,FALSE
2012,0.447558224417148,2.60518269339128,87,FALSE
2012,0.297975725063078,0.3094093157182,400,FALSE
2012,0.85318402374113,3.83589314041129,36,FALSE
2012,2.11015869741119,0.157086783799571,29162,FALSE
2012,1.34857252359398,0.263891520689203,627,FALSE
2012,0.2898848862969,1.35442600949897,2646,FALSE
2012,0.499646815112704,3.62581408398898,521,FALSE
2012,0.525731850669063,1.47496937092871,843,FALSE
2012,0.760866508959109,0.00882618781518413,75,FALSE
2012,0.936074880813336,9.9004866743136,23797,FALSE
2012,0.719630284737922,0.611957787492815,2252,FALSE
2012,1.64617196707575,0.41714204419676,7397,FALSE
2012,0.421235096719117,0.946554712573703,168,FALSE
2012,0.910038410645943,2.75133817124281,260,FALSE
2012,1.12106443707924,2.29143243605366,100,FALSE
2012,0.449147530354397,0.64575582539247,125,FALSE
2012,1.467735292592,0.376445473930831,2879,FALSE
2012,1.2802506577549,0.798600915422489,3832,FALSE
2012,0.641151661458026,3.36849300932947,64514,FALSE
2012,0.856939461356295,2.2040430500459,9443,FALSE
2012,0.421156338907352,2.29092383020566,113,FALSE
2012,0.414396964784779,1.04109833944821,257,FALSE
2012,0.944562955099906,0.814243171041734,238,FALSE
2012,1.7865938997105,0.42991316062957,111,FALSE
2012,0.960761573915268,0.635793558124643,580,FALSE
2012,0.920989026126647,0.873252190229268,934,FALSE
2012,0.97280756556645,6.19592322558809,354,FALSE
2012,0.351336739352269,3.27837780094915,3561,FALSE
2012,1.34164785379013,0.839043376804552,2545,FALSE
2012,0.458248141590781,0.00104423159047362,238,FALSE
2012,1.92184838196977,0.678598433780724,6490,FALSE
2012,1.60459620822781,0.309172353118546,11264,FALSE
2012,0.976810163467516,2.24581060105821,568540,FALSE
2012,1.37687930773929,0.600640405049339,870,FALSE
2012,1.43017248468856,3.16720605198898,126,FALSE
2012,1.79616493769776,0.418631733229097,363028,FALSE
2012,1.95985915740481,0.29240203532508,83262,FALSE
2012,1.18671455951764,1.53489129492924,112271,FALSE
2012,1.20960731505017,2.01902728439476,131369,FALSE
2012,1.86851713955164,0.373218839238107,400348,FALSE
2012,1.06489780778091,1.44219147713669,824153,FALSE
2012,1.31759354602498,0.851197021844581,131963,FALSE
2012,1.763450513807,0.409533098415729,261000,FALSE
2012,0.638754710573371,1.73464872444779,71075,FALSE
2012,2.20936111510739,0.143230367055634,1096694,FALSE
2012,1.45591834499222,0.810070457210035,42157,FALSE
2012,0.599485750847766,2.08702950569956,17617,FALSE
2012,1.42175345574793,0.694813447431064,135042,FALSE
2012,1.21982497674024,5.91848899908971,26,FALSE
2012,1.31673455178267,1.40361597634078,139423,FALSE
2012,0.915346852246108,2.39293432506664,305951,FALSE
2012,1.82184479644553,0.556761924004091,400615,FALSE
2012,0.773745467366871,0.0820704473095246,40,FALSE
2012,1.18534560479826,0.386019746479706,980,FALSE
2012,0.39760977356376,0.191757063218102,15,FALSE
2012,0.890936128755704,1.66799810303424,980,FALSE
2012,0.31250553407749,0.280713380892447,13,FALSE
2012,0.728643323759966,3.96051123352019,16,FALSE
2012,0.45858405026033,1.2611494533185,66,FALSE
2012,0.542252373797417,4.90917460968188,18,FALSE
2012,0.547890562890409,0.44115043039389,30,FALSE
2012,1.42721523421204,1.14743374565681,2030,FALSE
2012,0.677444372733875,1.04572405885901,7200,FALSE
2012,0.407004443243739,1.91904277345136,1000,FALSE
2012,0.316158813889421,0.177276850128484,5,FALSE
2012,0.4014146968051,0.132485566422701,36,FALSE
2012,0.394208899570437,2.44507434542521,42,FALSE
2012,0.933371674041186,7.52737978952878,24,FALSE
2012,1.23078744490477,0.806344994506303,270,FALSE
2012,1.3361252140255,1.07616715983533,120,FALSE
2012,0.724923985586753,2.77881751666565,54,FALSE
2012,1.8215634775107,0.567788149602716,357,FALSE
2012,1.73821861390043,1.2435773203768,1355,FALSE
2012,0.997621408333532,2.21942292372201,1055,FALSE
2012,1.22321257104514,1.12641671865993,1518,FALSE
2012,1.09310120036903,1.25797910922937,194,FALSE
2012,0.924703437939947,5.03798211879828,17270,FALSE
2012,1.00335408053063,1.64717689133799,72,FALSE
2012,1.62526197139466,1.00580823681192,450,FALSE
2012,1.67915396314485,0.753941790331461,839,FALSE
2012,0.452003291685099,2.1679990085458,255,FALSE
2012,0.996728196340391,2.34184105354564,151,FALSE
2012,1.83465332477734,1.80705649467579,1760,FALSE
2012,0.732629349297461,3.37796983832429,366,FALSE
2012,0.575692559517134,10.6201035373498,114,FALSE
2012,1.50601210440751,0.879950540159312,550,FALSE
2012,1.83141507686948,0.303929393049192,244,FALSE
2012,0.332329722909359,0.69870056824907,25,FALSE
2012,0.50588516232946,2.12926716532102,500,FALSE
2012,0.50544328227449,13.3908834791118,835,FALSE
2012,0.338379445958173,1.59525258289991,5,FALSE
2012,0.690047034950361,2.48955167504653,144,FALSE
2012,0.806520852178014,2.37754535971629,145,FALSE
2012,1.84850103802387,0.422662337430279,169,FALSE
2012,0.829258781588228,4.3456232643744,41,FALSE
2012,1.76910728016321,0.596701249208617,56,FALSE
2012,0.38398212482561,1.52595680727804,3,FALSE
2012,0.563540499205067,3.86735836903302,7,FALSE
2012,1.88699570326998,0.46340805584358,74,FALSE
2012,0.308425594883116,12.5984468241455,29,FALSE
2012,0.894645595172679,1.20359762220596,49,FALSE
2012,0.704634906563936,2.64683011083416,220,FALSE
2012,0.720081479643692,1.34583126737096,33,FALSE
2012,0.556078415810182,0.183676676298722,31,FALSE
2012,0.676036211568396,1.59704731404155,30,FALSE
2012,1.03238155111455,1.25834790120226,1636,FALSE
2012,0.897941020849249,0.93589832611068,389,FALSE
2012,0.463756034588524,1.60237303674411,4467,FALSE
2012,0.766982363976356,1.40904083939511,1695,FALSE
2012,0.338137069403606,0.71554045386868,26,FALSE
2012,0.397340140305621,0.778347302382154,546,FALSE
2012,0.441490245649437,2.32480789936534,565,FALSE
2012,0.476116224958532,1.04834748264355,257,FALSE
2012,1.3463330256385,1.12706770760202,33,FALSE
2012,1.47134403705616,0.697229546513571,30,FALSE
2012,0.768407895028111,0.927476856937801,111,FALSE
2012,1.45606511047189,0.174690059060912,24,FALSE
2012,0.705025830749297,1.70954112816323,10,FALSE
2012,0.598307218747594,0.935775767751931,13,FALSE
2012,0.405651316682612,2.11302655850451,1,FALSE
2012,0.757033812589184,0.574173686690079,113,FALSE
2012,1.46405704847864,0.596870230075341,13,FALSE
2012,1.80145802510052,0.832378214318649,52,FALSE
2012,0.86013347458022,1.4843140253538,31,FALSE
2012,0.416983142543421,0.911592022344006,22,FALSE
2012,0.58309387152254,0.927163551643587,9,FALSE
2012,0.539815069451606,1.32372458647975,2,FALSE
2012,1.05324188320344,1.7885237446678,3,FALSE
2012,0.447725507925173,0.743949890220572,41,FALSE
2012,0.504250754732464,1.39872205605657,73,FALSE
2012,1.22559095807338,0.67567742711498,124,FALSE
2012,0.728038392585533,0.812150153514309,1674,FALSE
2012,0.514998878862027,0.468240889845315,20,FALSE
2012,1.74285987576477,0.302237691552611,3643,FALSE
2012,0.560473374214514,0.14606376080324,613,FALSE
2012,0.774667996677467,0.495107633262818,9,FALSE
2012,0.924617905166092,1.30585288271506,754,FALSE
2012,0.864596616963224,0.8295001235914,761,FALSE
2012,0.380334345820306,0.353829547584995,400,FALSE
2012,0.549251378114342,3.34384332826256,3432,FALSE
2012,0.722628364401271,2.24082887611291,189,FALSE
2012,0.377265544943735,0.324294754045228,72,FALSE
2012,0.447479877897513,1.43840288542734,125,FALSE
2012,0.692853651330444,0.512314089289316,14,FALSE
2012,1.6759035096669,0.160195968848486,166,FALSE
2012,1.16811071988358,3.32499913796097,79927,FALSE
2012,0.283281715445393,0.374630504285175,3,FALSE
2012,0.256846160184306,4.71566579687408,35,FALSE
2012,0.466641169815767,1.0702758413356,2125,FALSE
2012,0.45257793046431,0.548433247721863,103,FALSE
2012,0.926370144157324,0.460524827090179,219,FALSE
2012,1.49150837888184,0.463357858888553,94984,FALSE
2012,0.404259946319712,2.19514788241551,39426,FALSE
2012,0.682637219429178,1.70579920267234,243,FALSE
2012,0.427471518105143,1.25056489869502,1625,FALSE
2012,0.290142464933227,1.01141765353041,57,FALSE
2012,1.26483570038476,0.246594131282332,240,FALSE
2012,0.423359761517583,1.74119309935267,55,FALSE
2012,0.794969134351776,2.78475535895191,3143,FALSE
2012,0.975381394306875,2.03419102864521,81,FALSE
2012,0.420986480574114,0.437357221356925,2,FALSE
2012,0.518122464283544,1.31746649110594,1230,FALSE
2012,0.915547764811908,0.884871656011787,296,FALSE
2012,0.492581919216484,0.895710171420955,1379,FALSE
2012,0.273942587823373,4.00263153528731,26,FALSE
2012,0.772956409054792,0.304842424265851,10,FALSE
2012,1.26954903472223,1.31349413991275,68,FALSE
2012,0.651372934207905,1.74086928005593,279,FALSE
2012,0.758729310569893,0.00284114218291681,8,FALSE
2012,0.965159550974225,1.51641155807207,1451,FALSE
2012,0.734012728775647,0.286079591198065,96,FALSE
2012,0.398376720030788,1.49275025129316,1881,FALSE
2012,0.639104326604798,3.35941712937265,2999,FALSE
2012,0.718936433452389,2.16101589779755,3700,FALSE
2012,0.492973839134958,0.159617034281749,31,FALSE
2012,0.869072860974033,0.582283104664616,5,FALSE
2012,0.981857402070899,0.378272038709937,11,FALSE
2012,0.839358821130303,1.49830399910524,44,FALSE
2012,1.29282594389376,0.332684620935165,1,FALSE
2012,1.76651370965197,0.217439918452785,38,FALSE
2012,0.687320819599391,1.37052743846885,711,FALSE
2012,1.15835885413222,1.27202509889373,1167,FALSE
2012,0.50102879928059,22.4927542359346,367,FALSE
2012,0.940414495809076,0.436138299461423,325,FALSE
2012,0.696785188697004,1.21849139806184,84,FALSE
2012,1.15397331598964,2.92208048111837,2505,FALSE
2012,1.64865769548542,0.262932813018001,29,FALSE
2012,1.30271096349668,3.57290550183983,214,FALSE
2012,0.550842059671404,2.39488719196741,73,FALSE
2012,0.884467009663352,2.24893596246588,284,FALSE
2012,0.73385036645216,2.52220546542353,166,FALSE
2012,0.697572834913797,1.41317848671473,147,FALSE
2012,0.953939383877705,2.08917201180735,8185,FALSE
2012,0.667454224713659,2.30797704209369,407,FALSE
2012,0.832438113489134,4.62368211823632,12022,FALSE
2012,0.512154386155097,0.367147448545204,2758,FALSE
2012,0.720318060624602,10.9126527710363,4323,FALSE
2012,0.792647305581841,1.62720801158004,33089,FALSE
2012,0.515086454879942,1.76243579040446,1653,FALSE
2012,0.745417729475702,0.200023602558098,358,FALSE
2012,1.51022300073354,0.220267325526196,1693,FALSE
2012,1.20838269784354,1.73790300155609,1439,FALSE
2012,2.00082755107939,0.355925287549519,3625,FALSE
2012,0.694786769890948,0.623494422704439,338,FALSE
2012,0.877983655807838,1.63831853630553,634,FALSE
2012,0.948967522465465,1.82950233725476,969,FALSE
2012,1.66174462642628,0.701506536931282,1096,FALSE
2012,1.94975341442391,0.28847248690264,1091,FALSE
2012,0.702482822950079,19.9395150718897,451,FALSE
2012,1.89589760741047,0.201431996511333,1125,FALSE
2012,1.23340206148104,4.11209836900893,2387,FALSE
2012,1.63887468466828,1.05105740634268,2884,FALSE
2012,0.773761641687131,5.0931448202339,118,FALSE
2012,0.600778996093446,9.9122749374227,966,FALSE
2012,0.885474929219067,5.10086374185133,929,FALSE
2012,1.1604535552521,1.85146961782919,808,FALSE
2012,0.372917322587526,0.0229356369693784,3,FALSE
2012,0.414605836553047,0.688562432382567,70,FALSE
2012,0.984838661547848,2.05729242109577,220,FALSE
2012,1.02264058898906,1.71426625107378,322,FALSE
2012,0.665407789759433,2.68098083638133,5,FALSE
2012,0.491261709263779,3.2525158111329,243,FALSE
2012,2.08722530577095,0.175818735524777,406,FALSE
2012,1.09201505485555,1.06034625226649,20,FALSE
2012,1.7497722691863,0.398233723248728,11,FALSE
2012,0.986474494407093,10.7571734813828,5115,FALSE
2012,0.483641102783776,1.50284982239012,2461,FALSE
2012,0.86644417521654,0.25965576074254,4,FALSE
2012,1.23781370658926,0.500788450667616,78,FALSE
2012,1.2421079157694,0.614410509024176,5699,FALSE
2012,1.79692299965145,0.390363737961656,17,FALSE
2012,1.21068656773863,0.66089118540783,53,FALSE
2012,1.80131101899719,0.294016749358569,6994,FALSE
2012,1.19574391600671,3.69771095914223,23,FALSE
2012,1.03816263865315,1.2340187198849,2610,FALSE
2012,0.397031202235154,0.0473162684989034,7,FALSE
2012,1.84934649426554,0.507546056174848,64241,FALSE
2012,1.10312061209755,1.22304414918357,1303,FALSE
2012,0.20355444986044,4.08152132581165,140,FALSE
2012,0.508096370448297,5.03410118921155,36820,FALSE
2012,1.37197679926274,0.493165638659678,431,FALSE
2012,0.552721133837101,1.74928852180305,18,FALSE
2012,1.57880284158436,0.515963231955295,400,FALSE
2012,0.96129172793266,13.8720765527065,1,FALSE
2012,0.436759343070362,0.924627138312549,139,FALSE
2012,1.06725808491294,1.44377274259404,3266,FALSE
2012,0.557762332649951,2.88050198612444,4205,FALSE
2012,0.376742746348257,0.791800286730579,1037,FALSE
2012,0.491761378311047,2.51995574560382,36,FALSE
2012,1.00919741778679,17.3666082934572,139,FALSE
2012,0.384989548485848,142.268410446677,25,FALSE
2012,0.631725009461045,4.70991744635815,6712,FALSE
2012,1.02445169090888,1.27080858692547,10112,FALSE
2012,0.53298709897831,1.44008446314026,1,FALSE
2012,1.6235224822995,0.599442169185385,1588,FALSE
2012,0.64583603940008,0.90974606221577,15,FALSE
2012,0.646555390917944,0.710199108595513,70,FALSE
2012,0.855389888983376,0.642395572848959,30,FALSE
2012,0.583922895799904,1.84814385700488,351,FALSE
2012,0.504459846784136,0.527267561846505,63,FALSE
2012,1.91078627416854,0.300320218547067,572,FALSE
2012,0.967099714057394,0.756799259328125,1045,FALSE
2012,1.68916362568048,0.537520813674886,1023,FALSE
2012,0.933031503009806,0.515472596779451,67,FALSE
2012,1.33869595478966,0.671107560447261,1044,FALSE
2012,0.934502116195537,0.426850255530179,118,FALSE
2012,0.623544471281529,1.78585557213552,2997,FALSE
2012,0.934606430511188,0.516168749363546,209,FALSE
2012,0.138015095455418,3.52060235206258,7,FALSE
2012,0.486964497955871,3.61554292637799,7,FALSE
2012,0.540750805222106,3.61616557357805,24,FALSE
2012,0.886752409295162,0.86947677955484,60,FALSE
2012,1.53538877914002,0.335773301660871,1777,FALSE
2012,1.09415455352503,1.12453750978537,2665,FALSE
2012,0.51035793817174,0.332381626187012,2,FALSE
2012,1.08754737511266,0.764735597811127,93,FALSE
2012,1.52249944926837,0.32214378911935,2,FALSE
2012,0.502587347814076,7.471864473792,53,FALSE
2012,1.37790847979383,0.883727700719652,37,FALSE
2012,0.467814963902843,5.11680524333194,4506,FALSE
2012,1.34266991513549,0.769165836005593,150,FALSE
2012,0.693261495382567,0.00812425288664158,1,FALSE
2012,1.20939747661669,0.291189190049668,1,FALSE
2012,0.690422165710923,1.99930219993213,52,FALSE
2012,0.742906629549409,0.682048945354987,122,FALSE
2012,1.35649202899765,0.918921678768299,32,FALSE
2012,1.91893500798221,0.462166793625427,772,FALSE
2012,1.92185941755726,0.428477602120143,27,FALSE
2012,0.440705449783026,3.34349775317202,1,FALSE
2012,2.00429863096154,0.181653103380114,3100,FALSE
2012,1.7631669065267,0.402490767918813,13217,FALSE
2012,1.54394464171149,0.301021025649317,94,FALSE
2012,0.342251225900829,1.63724998318586,1043,FALSE
2012,1.01861192760667,4.23350593147351,9,FALSE
2012,1.30194007997261,0.157071207186631,390,FALSE
2012,1.87729878778428,0.355927651449253,1498,FALSE
2012,0.505909289098023,1.8647136603726,4,FALSE
2012,0.525841817317408,1.36798628609259,100,FALSE
2012,0.450840445318969,1.96501297456594,279,FALSE
2012,0.374511241428696,0.80817262076108,287,FALSE
2012,0.453293490861049,1.26821854948005,124,FALSE
2012,0.35750703862662,1.67210278218623,15,FALSE
2012,1.02731550027824,2.39085605605076,3,FALSE
2012,0.920780831969292,0.219249276714371,10,FALSE
2012,1.49464200537666,0.4159581988832,2429,FALSE
2012,0.477981047373896,6.25708054576029,19,FALSE
2012,0.908639935154128,1.10993922290573,6141,FALSE
2012,0.892011493574707,3.34133795885733,30,FALSE
2012,0.549324805055494,1.26430399386875,126,FALSE
2012,1.48761400209148,1.06684744482877,212,FALSE
2012,0.589267882849688,1.92412402990686,125,FALSE
2012,0.847548960401237,2.29514950728734,569,FALSE
2012,1.3148555367685,1.07952892421928,4872,FALSE
2012,0.48525344572076,0.953501158999226,118,FALSE
2012,1.83768606612512,0.370177988080805,86,FALSE
2012,1.9453658712598,1.54346528620224,4522,FALSE
2012,1.34156888381224,1.14235558206266,376,FALSE
2012,0.89582322976543,1.53103902366954,320,FALSE
2012,0.84178960189094,2.58265649749875,25029,FALSE
2012,1.25563028564568,1.34863052676375,293,FALSE
2012,0.725716545363158,4.2159860342328,15,FALSE
2012,1.21478248299793,0.94116836558465,308,FALSE
2012,1.75673074930071,0.35833035476733,214,FALSE
2012,1.63765342347478,0.514766846456874,25,FALSE
2012,0.891615753668817,4.129698639388,10,FALSE
2012,1.11474825901672,0.0594696502456242,7,FALSE
2012,1.85173949666795,0.356798818233044,1368,FALSE
2012,0.858946002353816,2.35213065232253,15214,FALSE
2012,0.610747517618031,1.84226845715349,1065,FALSE
2012,0.979381824854065,0.210153511279611,23,FALSE
2012,0.757927486342503,0.549076337854722,131,FALSE
2012,0.912828688820905,6.13436367501559,929,FALSE
2012,0.771072722911199,0.310667531804675,7,FALSE
2012,0.353511630308299,2.03125409093762,13,FALSE
2012,0.415363933225318,1.21904735987482,2962,FALSE
2012,1.21361804047232,0.929273303065642,213,FALSE
2012,1.62611893664501,0.39917480430758,43,FALSE
2012,0.385129279601948,0.0459428331987398,19,FALSE
2012,0.576187629986606,0.986112091042098,2,FALSE
2012,0.319404014121296,5.47194478218245,2,FALSE
2012,0.864786085453543,0.836615793195309,27,FALSE
2012,0.911803470721858,1.3528110689591,30,FALSE
2012,1.68473582986835,0.236385903050047,571,FALSE
2012,0.360358780056732,2.16039805745329,955,FALSE
2012,1.64071922371283,0.332893401483361,270,FALSE
2012,1.83863042437293,0.947968724909783,55,FALSE
2012,1.09092676306555,6.32676781470525,7,FALSE
2012,1.43677541490193,1.5542141566153,14,FALSE
2012,0.760674222269275,0.384452074678781,1,FALSE
2012,0.992359091681103,2.04792432874468,11,FALSE
2012,0.606205938058404,2.63708942212971,44,FALSE
2012,0.975439294391586,2.07322216917061,224,FALSE
2012,1.62099660152732,0.683155863457222,72,FALSE
2012,1.12694270470529,0.722717386829807,29,FALSE
2012,0.962849826185028,0.38068077918116,59,FALSE
2012,0.276861014608264,13.6821204788271,24,FALSE
2012,0.870603798232619,0.0365650862004025,3,FALSE
2012,1.09715024956891,2.07480039412812,60,FALSE
2012,1.25095874603478,2.27101952952879,171,FALSE
2012,0.819480038309665,0.241787800395893,1,FALSE
2012,1.75526737065051,0.346864888258037,57,FALSE
2012,0.851545772817684,1.37783754705032,3452,FALSE
2012,0.716050284152367,2.72865535518019,28,FALSE
2012,1.20723974860839,0.469242462125927,39,FALSE
2012,1.62620697397348,0.395164642769014,72,FALSE
2012,1.28029577233373,0.548890991836834,659,FALSE
2012,0.769978017024161,0.82901409619677,1480,FALSE
2012,1.40676716166683,0.562648198093142,1184,FALSE
2012,0.46820827048125,11.6612033332663,32,FALSE
2012,0.352566470682849,3.43747037921506,1,FALSE
2012,0.993950751778174,1.67503788634591,271,FALSE
2012,1.62344087990764,0.330109781937086,919,FALSE
2012,1.18926621655807,0.704396991654449,11,FALSE
2012,1.47294124039852,0.569114845972632,36,FALSE
2012,0.734659471494875,1.61320688035588,793,FALSE
2012,1.12678921954039,1.2565017901376,165,FALSE
2012,0.991915936886844,1.05269077913006,599,FALSE
2012,1.82359802118831,0.404803673632083,11140,FALSE
2012,0.955866793816249,2.78475000258626,183,FALSE
2012,1.10263150762374,1.0979157715268,370,FALSE
2012,0.960112473152165,1.18262540579549,6,FALSE
2012,0.960365414507239,5.59411541057735,26,FALSE
2012,1.84195581643757,0.744234509336175,435,FALSE
2012,1.16385010245619,4.2328278454519,11,FALSE
2012,1.46133025109792,0.37937558368081,8,FALSE
2012,0.522988926378588,2.35665428489025,390,FALSE
2012,0.955173645573572,1.02902160420176,980,FALSE
2012,0.782172231889741,1.04342782253464,5610,FALSE
2012,0.431354065567927,0.0935156586767393,1,FALSE
2012,0.598551411338585,2.98426279825334,800,FALSE
2012,0.38974861130518,2.96572080315686,5,FALSE
2012,0.618913310251917,0.569602099417158,500,FALSE
2012,1.28240464862749,1.4306588031347,500,FALSE
2012,0.464372963642142,0.00394877105266211,1,FALSE
2012,0.576129969352236,0.198972559989729,12,FALSE
2012,1.11277464410191,1.84594798218786,200,FALSE
2012,1.17644058806799,1.62952982186988,542,FALSE
2012,1.0969590862893,1.21225367229408,12729,FALSE
2012,1.11048926390585,1.49853291361986,1420,FALSE
2012,0.934878313884046,1.90323292397784,668,FALSE
2012,0.573009717329183,1.06541713811056,102,FALSE
2012,1.01663282134295,1.3735578169788,300,FALSE
2012,0.436214051052867,11.9240064604368,54,FALSE
2012,0.527472133983827,2.49133379299414,115,FALSE
2012,1.27816129665316,2.22250664441524,1523,FALSE
2012,0.430531868427003,6.29510531498106,946,FALSE
2012,0.460158031181729,0.678119067044905,105,FALSE
2012,1.44580117458421,0.941848830227662,1320,FALSE
2012,0.458591654298327,13.1322252896639,6,FALSE
2012,0.569085897023313,0.918551525272614,1250,FALSE
2012,1.09973204165413,1.52548316957119,1136,FALSE
2012,0.550748915629967,1.5200298703573,5986,FALSE
2012,0.967191554160009,5.19633411972882,4317,FALSE
2012,0.375808992243501,1.88229330730983,1075,FALSE
2012,1.87581568932578,0.496887930695692,2259,FALSE
2012,0.11677011882234,0.831792609746566,15,FALSE
2012,0.285611991313025,0.0839346341722305,1,FALSE
2012,0.666075350048902,2.60778112511074,982,FALSE
2012,0.452936967121514,2.42058350531764,16360,FALSE
2012,1.14865620145242,0.796114853865159,4284,FALSE
2012,1.15029991588577,1.48856479073059,148,FALSE
2012,0.679566209727136,0.552579121982309,110,FALSE
2012,0.914915706289015,2.34830183378057,114,FALSE
2012,0.669524016965583,2.33847576933279,6,FALSE
2012,0.617920327953117,1.41011175225263,1659,FALSE
2012,0.349777081388099,40.7382789770597,1,FALSE
2012,1.50523985350959,1.08723841540638,41,FALSE
2012,1.22628580152755,0.854811119291013,664,FALSE
2012,0.623178073723252,1.78328111992443,64,FALSE
2012,1.28986245078508,1.1250428544891,3422,FALSE
2012,1.18521684940485,0.932343010125704,2,FALSE
2012,1.82140263431708,0.320851537366159,138,FALSE
2012,1.05407062308805,0.277135802256193,33,FALSE
2012,0.449606669269687,11.4005567649682,396,FALSE
2012,0.366769627159366,0.0215995238756719,1,FALSE
2012,0.853107621202539,0.566923668677181,297,FALSE
2012,1.43159995542075,0.676896946228307,10,FALSE
2012,0.939168641240572,3.09859061671789,1,FALSE
2012,0.49823069867464,2.00839295495172,232,FALSE
2012,0.383249004301662,2.50306156306772,4,FALSE
2012,0.688658107179247,3.34862949510541,1592,FALSE
2012,0.987953173992368,1.0319122655922,13101,FALSE
2012,0.740480796688026,3.53107508674851,2163,FALSE
2012,0.562665103559065,1.53809287918047,109,FALSE
2012,1.2039092796326,0.695692838555803,1984,FALSE
2012,0.678368379123017,1.42227822839087,2172,FALSE
2012,0.547436453179484,2.00547979301856,9287,FALSE
2012,0.918220675662796,0.970224462227365,4328,FALSE
2012,0.913085770755969,7.99667786044622,2,FALSE
2012,0.586957022636974,1.97719654601913,62,FALSE
2012,0.472077379933916,0.901185417216616,140,FALSE
2012,1.16965328519254,1.6187976320123,1282,FALSE
2012,1.9113633153382,0.267344388570881,4413,FALSE
2012,1.36214490152457,4.26239627831245,403,FALSE
2012,0.601290340786816,0.90020650588474,105,FALSE
2012,1.1426163854449,1.45160726467136,240,FALSE
2012,0.495289254194012,1.5947699063601,708,FALSE
2012,0.788028395908679,0.97009545057342,3200,FALSE
2012,0.732443088742029,3.28266777958621,2050,FALSE
2012,1.20664819347229,0.0861416567287908,110,FALSE
2012,1.27235950526754,0.530044031108453,1260,FALSE
2012,0.5369079648815,0.0989138874566527,5,FALSE
2012,0.629319058679965,2.64399608792156,210,FALSE
2012,1.87180203432899,0.18288288924185,1350,FALSE
2012,0.415928685746879,1.84270000704988,510,FALSE
2012,0.586785340868405,2.99921851314507,50,FALSE
2012,0.583485401044754,6.02274985763861,180,FALSE
2012,0.476401454424308,2.94229287549039,125,FALSE
2012,0.638864833367495,1.67666451174223,280,FALSE
2012,0.622079200346091,1.14600320769239,960,FALSE
2012,0.66139000186639,2.13323005326762,180,FALSE
2012,1.97752428956033,0.223948695071324,290,FALSE
2012,1.1064431457454,1.32714688705575,480,FALSE
2012,0.309927450809825,0.0883018766886569,45,FALSE
2012,2.25372476010915,0.296564586555647,470,FALSE
2012,0.806985251536143,1.80625429643313,1820,FALSE
2012,0.526184075093556,0.0485091080722481,10,FALSE
2012,0.707593986748337,0.89796215347501,240,FALSE
2012,0.682596831465057,1.4360710051729,250,FALSE
2012,0.552136472968839,0.28082288434339,20,FALSE
2012,0.822351446519593,0.952696081387936,1080,FALSE
2012,0.462748479180082,0.0462947143779869,20,FALSE
2012,1.33002851814952,2.72352947203331,75,FALSE
2012,0.902459510935755,0.588562236629191,37,FALSE
2012,0.159153750512291,16.0099937468272,25,FALSE
2012,0.142749792453409,1.60772912047817,8,FALSE
2012,1.64470472040228,0.393695601868198,129,FALSE
2012,0.855206207144628,6.78089134014891,666,FALSE
2012,0.30651344800516,2.57838449351894,406,FALSE
2012,1.61892829449048,1.44889369870326,10541,FALSE
2012,0.379358330255583,1.00994320594622,737,FALSE
2012,0.788615736947419,2.88372314524034,109303,FALSE
2012,0.789773292519598,0.993535183835718,1813,FALSE
2012,0.517070666951022,1.81417009803782,1494,FALSE
2012,0.720287895874942,2.12457867165622,142,FALSE
2012,0.54831625318446,3.97146472585653,26,FALSE
2012,0.557081432920189,3.70871560013537,23,FALSE
2012,1.33920721343324,0.830910014000009,120,FALSE
2012,0.67272988844923,9.90103260533668,3,FALSE
2012,1.1503254311472,3.12740599569875,36,FALSE
2012,1.22248366039066,0.941355021177697,2113,FALSE
2012,1.13556804961173,1.99402114660159,37,FALSE
2012,1.1150037307853,0.981012324532987,5551,FALSE
2012,1.89160905337779,0.697735097207736,59653,FALSE
2012,0.701455954290289,0.0475842784764662,4,FALSE
2012,0.935463677048607,1.63032877005533,120,FALSE
2012,1.25310336410393,0.15587227367003,7,FALSE
2012,0.425908677358017,0.0309440238868034,1,FALSE
